i,j,k,conf,est
0,1,18,congestion_price_da,0.11613816022872925
0,1,18,congestion_price_rt,0.048715174198150635
0,1,18,marginal_loss_price_da,0.30342191457748413
0,1,18,total_lmp_da,0.42120248079299927
0,1,18,da_as_total_mw_primary_reserve,0.14560651779174805
0,1,18,da_as_total_mw_synchronized_reserve,0.1447485089302063
0,1,18,da_as_total_mw_thirty_minutes_reserve,0.3068019151687622
0,1,19,net_actual_interchange_mw,0.21020305156707764
0,1,19,gross_actual_interchange_mw,0.18388241529464722
0,1,19,total_gen,0.956024169921875
0,1,19,metered_load_mw,0.9511674046516418
0,1,19,total_losses,0.5558179616928101
0,1,19,congestion_price_da,0.14357787370681763
0,1,19,congestion_price_rt,0.06892645359039307
0,1,19,marginal_loss_price_da,0.3743472695350647
0,1,19,total_lmp_da,0.5132113695144653
0,1,19,da_as_total_mw_primary_reserve,0.13626980781555176
0,1,19,da_as_total_mw_synchronized_reserve,0.1436057686805725
0,1,19,da_as_total_mw_thirty_minutes_reserve,0.352114200592041
0,1,20,net_actual_interchange_mw,0.2119365930557251
0,1,20,gross_actual_interchange_mw,0.17735445499420166
0,1,20,total_gen,0.9456562399864197
0,1,20,metered_load_mw,0.9398332238197327
0,1,20,total_losses,0.5625146627426147
0,1,20,congestion_price_da,0.14294588565826416
0,1,20,congestion_price_rt,0.06493723392486572
0,1,20,marginal_loss_price_da,0.37076669931411743
0,1,20,total_lmp_da,0.5034115314483643
0,1,20,da_as_total_mw_primary_reserve,0.1391170620918274
0,1,20,da_as_total_mw_synchronized_reserve,0.142500638961792
0,1,20,da_as_total_mw_thirty_minutes_reserve,0.33801811933517456
0,1,21,net_actual_interchange_mw,0.243807852268219
0,1,21,gross_actual_interchange_mw,0.1857338547706604
0,1,21,total_gen,0.9082269668579102
0,1,21,metered_load_mw,0.8822433948516846
0,1,21,total_losses,0.5301041603088379
0,1,21,congestion_price_da,0.13477396965026855
0,1,21,congestion_price_rt,0.12246882915496826
0,1,21,marginal_loss_price_da,0.3678452968597412
0,1,21,total_lmp_da,0.5058372020721436
0,1,21,da_as_total_mw_primary_reserve,0.15861070156097412
0,1,21,da_as_total_mw_synchronized_reserve,0.1474340558052063
0,1,21,da_as_total_mw_thirty_minutes_reserve,0.3528575301170349
0,1,22,net_actual_interchange_mw,0.21421241760253906
0,1,22,gross_actual_interchange_mw,0.18521738052368164
0,1,22,total_gen,0.9116399884223938
0,1,22,metered_load_mw,0.8879740834236145
0,1,22,total_losses,0.5238888263702393
0,1,22,congestion_price_da,0.10985231399536133
0,1,22,congestion_price_rt,0.039456844329833984
0,1,22,marginal_loss_price_da,0.27151715755462646
0,1,22,total_lmp_da,0.42156898975372314
0,1,22,da_as_total_mw_primary_reserve,0.15902960300445557
0,1,22,da_as_total_mw_synchronized_reserve,0.15455853939056396
0,1,22,da_as_total_mw_thirty_minutes_reserve,0.3718961477279663
0,1,23,net_actual_interchange_mw,0.19243204593658447
0,1,23,gross_actual_interchange_mw,0.19066905975341797
0,1,23,total_gen,0.9060477614402771
0,1,23,metered_load_mw,0.8814138770103455
0,1,23,total_losses,0.5340436697006226
0,1,23,congestion_price_da,0.09653520584106445
0,1,23,congestion_price_rt,0.045361876487731934
0,1,23,marginal_loss_price_da,0.26777899265289307
0,1,23,total_lmp_da,0.4075976610183716
0,1,23,da_as_total_mw_primary_reserve,0.14273345470428467
0,1,23,da_as_total_mw_synchronized_reserve,0.14377641677856445
0,1,23,da_as_total_mw_thirty_minutes_reserve,0.3028602600097656
0,1,24,net_actual_interchange_mw,0.27833545207977295
0,1,24,gross_actual_interchange_mw,0.27731257677078247
0,1,24,total_gen,0.9052886366844177
0,1,24,metered_load_mw,0.8791288137435913
0,1,24,total_losses,0.535624623298645
0,1,24,congestion_price_da,0.10895669460296631
0,1,24,congestion_price_rt,0.034937381744384766
0,1,24,marginal_loss_price_da,0.31253063678741455
0,1,24,total_lmp_da,0.4770876169204712
0,1,24,da_as_total_mw_primary_reserve,0.19012987613677979
0,1,24,da_as_total_mw_synchronized_reserve,0.14882910251617432
0,1,24,da_as_total_mw_thirty_minutes_reserve,0.3544624447822571
0,1,25,net_actual_interchange_mw,0.18687355518341064
0,1,25,gross_actual_interchange_mw,0.1751989722251892
0,1,25,total_gen,0.9107474088668823
0,1,25,metered_load_mw,0.8840839862823486
0,1,25,total_losses,0.5341763496398926
0,1,25,congestion_price_da,0.10385960340499878
0,1,25,congestion_price_rt,0.021146178245544434
0,1,25,marginal_loss_price_da,0.2651035189628601
0,1,25,total_lmp_da,0.40802478790283203
0,1,25,da_as_total_mw_primary_reserve,0.16455918550491333
0,1,25,da_as_total_mw_synchronized_reserve,0.1531485915184021
0,1,25,da_as_total_mw_thirty_minutes_reserve,0.31262075901031494
0,1,26,net_actual_interchange_mw,0.25660181045532227
0,1,26,gross_actual_interchange_mw,0.26429951190948486
0,1,26,total_gen,0.9147529602050781
0,1,26,metered_load_mw,0.886841893196106
0,1,26,total_losses,0.5389834046363831
0,1,26,congestion_price_da,0.11811208724975586
0,1,26,congestion_price_rt,0.03840780258178711
0,1,26,marginal_loss_price_da,0.3031948208808899
0,1,26,total_lmp_da,0.4490875005722046
0,1,26,da_as_total_mw_primary_reserve,0.15771502256393433
0,1,26,da_as_total_mw_synchronized_reserve,0.15521621704101562
0,1,26,da_as_total_mw_thirty_minutes_reserve,0.32676470279693604
0,1,27,net_actual_interchange_mw,0.2558595538139343
0,1,27,gross_actual_interchange_mw,0.19452059268951416
0,1,27,total_gen,0.9039475917816162
0,1,27,metered_load_mw,0.8770149350166321
0,1,27,total_losses,0.5345652103424072
0,1,27,congestion_price_da,0.13866060972213745
0,1,27,congestion_price_rt,0.11479437351226807
0,1,27,marginal_loss_price_da,0.3653203845024109
0,1,27,total_lmp_da,0.4959735870361328
0,1,27,da_as_total_mw_primary_reserve,0.15181297063827515
0,1,27,da_as_total_mw_synchronized_reserve,0.14858156442642212
0,1,27,da_as_total_mw_thirty_minutes_reserve,0.35351330041885376
0,1,28,net_actual_interchange_mw,0.24053502082824707
0,1,28,gross_actual_interchange_mw,0.19640624523162842
0,1,28,total_gen,0.9114793539047241
0,1,28,metered_load_mw,0.8883717060089111
0,1,28,total_losses,0.5222814083099365
0,1,28,congestion_price_da,0.10590076446533203
0,1,28,congestion_price_rt,0.03597360849380493
0,1,28,marginal_loss_price_da,0.2665722370147705
0,1,28,total_lmp_da,0.42353594303131104
0,1,28,da_as_total_mw_primary_reserve,0.18008029460906982
0,1,28,da_as_total_mw_synchronized_reserve,0.1678469181060791
0,1,28,da_as_total_mw_thirty_minutes_reserve,0.37847793102264404
0,1,29,net_actual_interchange_mw,0.25486958026885986
0,1,29,gross_actual_interchange_mw,0.18713688850402832
0,1,29,total_gen,0.9093931317329407
0,1,29,metered_load_mw,0.8874403834342957
0,1,29,total_losses,0.5291049480438232
0,1,29,congestion_price_da,0.1257023811340332
0,1,29,congestion_price_rt,0.06622582674026489
0,1,29,marginal_loss_price_da,0.4328380823135376
0,1,29,total_lmp_da,0.6951732635498047
0,1,29,da_as_total_mw_primary_reserve,0.25727343559265137
0,1,29,da_as_total_mw_synchronized_reserve,0.20698165893554688
0,1,29,da_as_total_mw_thirty_minutes_reserve,0.46970051527023315
0,1,30,net_actual_interchange_mw,0.27390462160110474
0,1,30,gross_actual_interchange_mw,0.18473541736602783
0,1,30,total_gen,0.9159764051437378
0,1,30,metered_load_mw,0.8941697478294373
0,1,30,total_losses,0.5329854488372803
0,1,30,congestion_price_da,0.13824325799942017
0,1,30,congestion_price_rt,0.05432474613189697
0,1,30,marginal_loss_price_da,0.4890291690826416
0,1,30,total_lmp_da,0.7605949640274048
0,1,30,da_as_total_mw_primary_reserve,0.2225225567817688
0,1,30,da_as_total_mw_synchronized_reserve,0.17327207326889038
0,1,30,da_as_total_mw_thirty_minutes_reserve,0.4909065365791321
0,1,31,net_actual_interchange_mw,0.2975482940673828
0,1,31,gross_actual_interchange_mw,0.17510563135147095
0,1,31,total_gen,0.9130561947822571
0,1,31,metered_load_mw,0.8896166682243347
0,1,31,total_losses,0.5298287868499756
0,1,31,congestion_price_da,0.118369460105896
0,1,31,congestion_price_rt,0.06607472896575928
0,1,31,marginal_loss_price_da,0.2802731990814209
0,1,31,total_lmp_da,0.4264324903488159
0,1,31,da_as_total_mw_primary_reserve,0.44689351320266724
0,1,31,da_as_total_mw_synchronized_reserve,0.5312517285346985
0,1,31,da_as_total_mw_thirty_minutes_reserve,0.4142119884490967
0,1,32,net_actual_interchange_mw,0.3021233081817627
0,1,32,gross_actual_interchange_mw,0.17765146493911743
0,1,32,total_gen,0.9138306975364685
0,1,32,metered_load_mw,0.889382004737854
0,1,32,total_losses,0.5252108573913574
0,1,32,congestion_price_da,0.1137552261352539
0,1,32,congestion_price_rt,0.05651521682739258
0,1,32,marginal_loss_price_da,0.2644156217575073
0,1,32,total_lmp_da,0.41446566581726074
0,1,32,da_as_total_mw_primary_reserve,0.4563872218132019
0,1,32,da_as_total_mw_synchronized_reserve,0.5298595428466797
0,1,32,da_as_total_mw_thirty_minutes_reserve,0.4175044894218445
0,1,33,net_actual_interchange_mw,0.3117825984954834
0,1,33,gross_actual_interchange_mw,0.18687927722930908
0,1,33,total_gen,0.9141355156898499
0,1,33,metered_load_mw,0.8907830119132996
0,1,33,total_losses,0.532429575920105
0,1,33,congestion_price_da,0.11983597278594971
0,1,33,congestion_price_rt,0.06930428743362427
0,1,33,marginal_loss_price_da,0.2708469033241272
0,1,33,total_lmp_da,0.4265069365501404
0,1,33,da_as_total_mw_primary_reserve,0.45100724697113037
0,1,33,da_as_total_mw_synchronized_reserve,0.5258489847183228
0,1,33,da_as_total_mw_thirty_minutes_reserve,0.40815305709838867
0,1,34,net_actual_interchange_mw,0.21019667387008667
0,1,34,gross_actual_interchange_mw,0.19671595096588135
0,1,34,total_gen,0.9138833284378052
0,1,34,metered_load_mw,0.8869228959083557
0,1,34,total_losses,0.5224893093109131
0,1,34,congestion_price_da,0.10960638523101807
0,1,34,congestion_price_rt,0.038139522075653076
0,1,34,marginal_loss_price_da,0.26789265871047974
0,1,34,total_lmp_da,0.41498780250549316
0,1,34,da_as_total_mw_primary_reserve,0.14553743600845337
0,1,34,da_as_total_mw_synchronized_reserve,0.14944761991500854
0,1,34,da_as_total_mw_thirty_minutes_reserve,0.3278096914291382
0,1,35,net_actual_interchange_mw,0.204908549785614
0,1,35,gross_actual_interchange_mw,0.19534194469451904
0,1,35,total_gen,0.9091360569000244
0,1,35,metered_load_mw,0.8835811614990234
0,1,35,total_losses,0.5263835191726685
0,1,35,congestion_price_da,0.10857099294662476
0,1,35,congestion_price_rt,0.0369533896446228
0,1,35,marginal_loss_price_da,0.2640448212623596
0,1,35,total_lmp_da,0.40451353788375854
0,1,35,da_as_total_mw_primary_reserve,0.13536077737808228
0,1,35,da_as_total_mw_synchronized_reserve,0.14863121509552002
0,1,35,da_as_total_mw_thirty_minutes_reserve,0.32487064599990845
0,1,36,net_actual_interchange_mw,0.2164090871810913
0,1,36,gross_actual_interchange_mw,0.1962662935256958
0,1,36,total_gen,0.9142319560050964
0,1,36,metered_load_mw,0.8876994848251343
0,1,36,total_losses,0.5290879607200623
0,1,36,congestion_price_da,0.11521446704864502
0,1,36,congestion_price_rt,0.0373612642288208
0,1,36,marginal_loss_price_da,0.2758881449699402
0,1,36,total_lmp_da,0.41765058040618896
0,1,36,da_as_total_mw_primary_reserve,0.14405488967895508
0,1,36,da_as_total_mw_synchronized_reserve,0.15255165100097656
0,1,36,da_as_total_mw_thirty_minutes_reserve,0.33262747526168823
0,1,37,net_actual_interchange_mw,0.19316363334655762
0,1,37,gross_actual_interchange_mw,0.18826568126678467
0,1,37,total_gen,0.9090398550033569
0,1,37,metered_load_mw,0.8802616000175476
0,1,37,total_losses,0.5293644666671753
0,1,37,congestion_price_da,0.05806541442871094
0,1,37,congestion_price_rt,0.0043419599533081055
0,1,37,marginal_loss_price_da,0.2441142201423645
0,1,37,total_lmp_da,0.4108121991157532
0,1,37,da_as_total_mw_primary_reserve,0.6778638362884521
0,1,37,da_as_total_mw_synchronized_reserve,0.46261996030807495
0,1,37,da_as_total_mw_thirty_minutes_reserve,0.3993796110153198
0,1,38,net_actual_interchange_mw,0.44243717193603516
0,1,38,gross_actual_interchange_mw,0.19910860061645508
0,1,38,total_gen,0.9173247814178467
0,1,38,metered_load_mw,0.9017882347106934
0,1,38,total_losses,0.5633277297019958
0,1,38,congestion_price_da,0.19070696830749512
0,1,38,congestion_price_rt,0.13661783933639526
0,1,38,marginal_loss_price_da,0.6675798296928406
0,1,38,total_lmp_da,0.94057697057724
0,1,38,da_as_total_mw_primary_reserve,0.25673311948776245
0,1,38,da_as_total_mw_synchronized_reserve,0.19238334894180298
0,1,38,da_as_total_mw_thirty_minutes_reserve,0.6297955513000488
0,1,39,net_actual_interchange_mw,0.31364089250564575
0,1,39,gross_actual_interchange_mw,0.19154179096221924
0,1,39,total_gen,0.9040833115577698
0,1,39,metered_load_mw,0.8846358060836792
0,1,39,total_losses,0.5469107627868652
0,1,39,congestion_price_da,0.1708189845085144
0,1,39,congestion_price_rt,0.43167203664779663
0,1,39,marginal_loss_price_da,0.46291375160217285
0,1,39,total_lmp_da,0.5907138586044312
0,1,39,da_as_total_mw_primary_reserve,0.18812185525894165
0,1,39,da_as_total_mw_synchronized_reserve,0.16149544715881348
0,1,39,da_as_total_mw_thirty_minutes_reserve,0.45329517126083374
0,1,40,net_actual_interchange_mw,0.36800825595855713
0,1,40,gross_actual_interchange_mw,0.21076995134353638
0,1,40,total_gen,0.9070411324501038
0,1,40,metered_load_mw,0.888740062713623
0,1,40,total_losses,0.6007072925567627
0,1,40,congestion_price_da,0.18236708641052246
0,1,40,congestion_price_rt,0.3876831531524658
0,1,40,marginal_loss_price_da,0.5065468549728394
0,1,40,total_lmp_da,0.599921703338623
0,1,40,da_as_total_mw_primary_reserve,0.17875033617019653
0,1,40,da_as_total_mw_synchronized_reserve,0.16172128915786743
0,1,40,da_as_total_mw_thirty_minutes_reserve,0.4115665555000305
0,1,41,net_actual_interchange_mw,0.18111759424209595
0,1,41,gross_actual_interchange_mw,0.1832594871520996
0,1,41,total_gen,0.9151161909103394
0,1,41,metered_load_mw,0.8902460336685181
0,1,41,total_losses,0.5274386405944824
0,1,41,congestion_price_da,0.1169959306716919
0,1,41,congestion_price_rt,0.04666775465011597
0,1,41,marginal_loss_price_da,0.2880290746688843
0,1,41,total_lmp_da,0.433668851852417
0,1,41,da_as_total_mw_primary_reserve,0.1460341215133667
0,1,41,da_as_total_mw_synchronized_reserve,0.13378632068634033
0,1,41,da_as_total_mw_thirty_minutes_reserve,0.3112967610359192
0,1,42,net_actual_interchange_mw,0.33461952209472656
0,1,42,gross_actual_interchange_mw,0.29916614294052124
0,1,42,total_gen,0.914705753326416
0,1,42,metered_load_mw,0.8985327482223511
0,1,42,total_losses,0.5290663242340088
0,1,42,congestion_price_da,0.10570049285888672
0,1,42,congestion_price_rt,0.028335988521575928
0,1,42,marginal_loss_price_da,0.29560309648513794
0,1,42,total_lmp_da,0.42830437421798706
0,1,42,da_as_total_mw_primary_reserve,0.1425665020942688
0,1,42,da_as_total_mw_synchronized_reserve,0.13289839029312134
0,1,42,da_as_total_mw_thirty_minutes_reserve,0.31297069787979126
0,1,43,net_actual_interchange_mw,0.2138555645942688
0,1,43,gross_actual_interchange_mw,0.6471625566482544
0,1,43,total_gen,0.9003018736839294
0,1,43,metered_load_mw,0.8771862983703613
0,1,43,total_losses,0.5382937788963318
0,1,43,congestion_price_da,0.1142340898513794
0,1,43,congestion_price_rt,0.018910586833953857
0,1,43,marginal_loss_price_da,0.1695256233215332
0,1,43,total_lmp_da,0.35839909315109253
0,1,43,da_as_total_mw_primary_reserve,0.12580204010009766
0,1,43,da_as_total_mw_synchronized_reserve,0.14691495895385742
0,1,43,da_as_total_mw_thirty_minutes_reserve,0.2894302010536194
0,2,3,net_actual_interchange_mw,0.24803882837295532
0,2,3,gross_actual_interchange_mw,0.16612696647644043
0,2,3,total_gen,0.8316538333892822
0,2,3,metered_load_mw,0.833106279373169
0,2,3,total_losses,0.5110002160072327
0,2,3,congestion_price_da,0.1326572299003601
0,2,3,congestion_price_rt,0.1127578616142273
0,2,3,marginal_loss_price_da,0.3286886215209961
0,2,3,total_lmp_da,0.47706639766693115
0,2,3,da_as_total_mw_primary_reserve,0.1919535994529724
0,2,3,da_as_total_mw_synchronized_reserve,0.176733136177063
0,2,3,da_as_total_mw_thirty_minutes_reserve,0.3836659789085388
0,2,4,net_actual_interchange_mw,0.2928850054740906
0,2,4,gross_actual_interchange_mw,0.1737622618675232
0,2,4,total_gen,0.8435894250869751
0,2,4,metered_load_mw,0.8205993175506592
0,2,4,total_losses,0.5940655469894409
0,2,4,congestion_price_da,0.13642430305480957
0,2,4,congestion_price_rt,0.07542580366134644
0,2,4,marginal_loss_price_da,0.32555216550827026
0,2,4,total_lmp_da,0.4365324378013611
0,2,4,da_as_total_mw_primary_reserve,0.31063270568847656
0,2,4,da_as_total_mw_synchronized_reserve,0.1876557469367981
0,2,4,da_as_total_mw_thirty_minutes_reserve,0.5489187240600586
0,2,5,net_actual_interchange_mw,0.16242945194244385
0,2,5,gross_actual_interchange_mw,0.13756829500198364
0,2,5,total_gen,0.8437654972076416
0,2,5,metered_load_mw,0.8439462780952454
0,2,5,total_losses,0.4973941445350647
0,2,5,congestion_price_da,0.1516374945640564
0,2,5,congestion_price_rt,0.11036515235900879
