i,j,k,conf,est,K
3,32,43,total_gen,0.5571484565734863,25
3,32,43,metered_load_mw,0.5491093397140503,25
3,32,43,total_losses,0.31545644998550415,25
3,32,43,congestion_price_da,0.17241758108139038,25
3,32,43,congestion_price_rt,0.12525558471679688,25
3,32,43,marginal_loss_price_da,0.20797604322433472,25
3,32,43,total_lmp_da,0.33960461616516113,25
3,32,43,da_as_total_mw_primary_reserve,0.4822958707809448,25
3,32,43,da_as_total_mw_synchronized_reserve,0.5394958853721619,25
3,32,43,da_as_total_mw_thirty_minutes_reserve,0.3725067973136902,25
1,11,40,net_actual_interchange_mw,0.36335545778274536,25
1,11,40,gross_actual_interchange_mw,0.20269227027893066,25
1,11,40,total_gen,0.9784768223762512,25
1,11,40,metered_load_mw,0.9612875580787659,25
1,11,40,total_losses,0.6646331548690796,25
1,11,40,congestion_price_da,0.18079853057861328,25
1,11,40,congestion_price_rt,0.3968374729156494,25
1,11,40,marginal_loss_price_da,0.561556875705719,25
1,11,40,total_lmp_da,0.6747311353683472,25
1,11,40,da_as_total_mw_primary_reserve,0.18588978052139282,25
1,11,40,da_as_total_mw_synchronized_reserve,0.15103554725646973,25
1,11,40,da_as_total_mw_thirty_minutes_reserve,0.4469509720802307,25
4,14,18,net_actual_interchange_mw,0.30654704570770264,25
4,14,18,gross_actual_interchange_mw,0.18947631120681763,25
4,14,18,total_gen,0.9895457625389099,25
4,14,18,metered_load_mw,0.9690466523170471,25
4,14,18,total_losses,0.6912327408790588,25
4,14,18,congestion_price_da,0.17149871587753296,25
4,14,18,congestion_price_rt,0.1082761287689209,25
4,14,18,marginal_loss_price_da,0.4370437264442444,25
4,14,18,total_lmp_da,0.5470847487449646,25
4,14,18,da_as_total_mw_primary_reserve,0.23017174005508423,25
4,14,18,da_as_total_mw_synchronized_reserve,0.1426059603691101,25
4,14,18,da_as_total_mw_thirty_minutes_reserve,0.5980180501937866,25
20,38,42,net_actual_interchange_mw,0.53465735912323,25
20,38,42,gross_actual_interchange_mw,0.3150274157524109,25
20,38,42,total_gen,0.9677688479423523,25
20,38,42,metered_load_mw,0.975115180015564,25
20,38,42,total_losses,0.4841025471687317,25
20,38,42,congestion_price_da,0.24795103073120117,25
20,38,42,congestion_price_rt,0.16360408067703247,25
20,38,42,marginal_loss_price_da,0.6817222833633423,25
20,38,42,total_lmp_da,0.9795145392417908,25
20,38,42,da_as_total_mw_primary_reserve,0.24125009775161743,25
20,38,42,da_as_total_mw_synchronized_reserve,0.16111421585083008,25
20,38,42,da_as_total_mw_thirty_minutes_reserve,0.5681304335594177,25
11,14,43,net_actual_interchange_mw,0.17881041765213013,25
11,14,43,gross_actual_interchange_mw,0.6676411628723145,25
11,14,43,total_gen,0.8776549696922302,25
11,14,43,metered_load_mw,0.880707859992981,25
11,14,43,total_losses,0.4665987491607666,25
11,14,43,congestion_price_da,0.1763467788696289,25
11,14,43,congestion_price_rt,0.07929062843322754,25
11,14,43,marginal_loss_price_da,0.301377534866333,25
11,14,43,total_lmp_da,0.49036574363708496,25
11,14,43,da_as_total_mw_primary_reserve,0.07098692655563354,25
11,14,43,da_as_total_mw_synchronized_reserve,0.12558525800704956,25
11,14,43,da_as_total_mw_thirty_minutes_reserve,0.270254909992218,25
1,39,42,net_actual_interchange_mw,0.47213441133499146,25
1,39,42,gross_actual_interchange_mw,0.3269706964492798,25
1,39,42,total_gen,0.8770880103111267,25
1,39,42,metered_load_mw,0.8609994649887085,25
1,39,42,total_losses,0.4091665744781494,25
1,39,42,congestion_price_da,0.19972270727157593,25
1,39,42,congestion_price_rt,0.49152278900146484,25
1,39,42,marginal_loss_price_da,0.5149901509284973,25
1,39,42,total_lmp_da,0.6851277351379395,25
1,39,42,da_as_total_mw_primary_reserve,0.20687520503997803,25
1,39,42,da_as_total_mw_synchronized_reserve,0.15713530778884888,25
1,39,42,da_as_total_mw_thirty_minutes_reserve,0.4747154116630554,25
7,11,20,net_actual_interchange_mw,0.13649898767471313,25
7,11,20,gross_actual_interchange_mw,0.2844642996788025,25
7,11,20,total_gen,0.9661800861358643,25
7,11,20,metered_load_mw,0.9767951369285583,25
7,11,20,total_losses,0.6969784498214722,25
7,11,20,congestion_price_da,0.2030302882194519,25
7,11,20,congestion_price_rt,0.10628020763397217,25
7,11,20,marginal_loss_price_da,0.5171335935592651,25
7,11,20,total_lmp_da,0.646077036857605,25
7,11,20,da_as_total_mw_primary_reserve,0.1287427544593811,25
7,11,20,da_as_total_mw_synchronized_reserve,0.14192980527877808,25
7,11,20,da_as_total_mw_thirty_minutes_reserve,0.3198145627975464,25
13,32,43,net_actual_interchange_mw,0.3585397005081177,25
13,32,43,gross_actual_interchange_mw,0.6464886665344238,25
13,32,43,total_gen,0.4727399945259094,25
13,32,43,metered_load_mw,0.4448065757751465,25
13,32,43,total_losses,0.3129268288612366,25
13,32,43,congestion_price_da,0.14988869428634644,25
13,32,43,congestion_price_rt,0.09653139114379883,25
13,32,43,marginal_loss_price_da,0.1347406506538391,25
13,32,43,total_lmp_da,0.25538206100463867,25
13,32,43,da_as_total_mw_primary_reserve,0.4860851764678955,25
13,32,43,da_as_total_mw_synchronized_reserve,0.5382461547851562,25
13,32,43,da_as_total_mw_thirty_minutes_reserve,0.34070509672164917,25
3,20,32,net_actual_interchange_mw,0.3321741819381714,25
3,20,32,gross_actual_interchange_mw,0.17004668712615967,25
3,20,32,total_gen,0.9680705666542053,25
3,20,32,metered_load_mw,0.9785261154174805,25
3,20,32,total_losses,0.48999977111816406,25
3,20,32,congestion_price_da,0.17341607809066772,25
3,20,32,congestion_price_rt,0.16337549686431885,25
3,20,32,marginal_loss_price_da,0.3968074917793274,25
3,20,32,total_lmp_da,0.5849612951278687,25
3,20,32,da_as_total_mw_primary_reserve,0.4949101209640503,25
3,20,32,da_as_total_mw_synchronized_reserve,0.5422112345695496,25
3,20,32,da_as_total_mw_thirty_minutes_reserve,0.5477122068405151,25
1,3,29,net_actual_interchange_mw,0.3785933256149292,25
1,3,29,gross_actual_interchange_mw,0.18090015649795532,25
1,3,29,total_gen,0.8771703243255615,25
1,3,29,metered_load_mw,0.8522526025772095,25
1,3,29,total_losses,0.29522472620010376,25
1,3,29,congestion_price_da,0.14890551567077637,25
1,3,29,congestion_price_rt,0.1568070650100708,25
1,3,29,marginal_loss_price_da,0.4137917757034302,25
1,3,29,total_lmp_da,0.7289465069770813,25
1,3,29,da_as_total_mw_primary_reserve,0.35472458600997925,25
1,3,29,da_as_total_mw_synchronized_reserve,0.2530145049095154,25
1,3,29,da_as_total_mw_thirty_minutes_reserve,0.6229411363601685,25
6,9,16,net_actual_interchange_mw,0.19976085424423218,25
6,9,16,gross_actual_interchange_mw,0.1681385040283203,25
6,9,16,total_gen,0.8956314325332642,25
6,9,16,metered_load_mw,0.8705765008926392,25
6,9,16,total_losses,0.5687970519065857,25
6,9,16,congestion_price_da,0.1368909478187561,25
6,9,16,congestion_price_rt,0.0722581148147583,25
6,9,16,marginal_loss_price_da,0.3175871968269348,25
6,9,16,total_lmp_da,0.411282479763031,25
6,9,16,da_as_total_mw_primary_reserve,0.1255110502243042,25
6,9,16,da_as_total_mw_synchronized_reserve,0.14141172170639038,25
6,9,16,da_as_total_mw_thirty_minutes_reserve,0.3022667169570923,25
0,2,4,net_actual_interchange_mw,0.34512609243392944,25
0,2,4,gross_actual_interchange_mw,0.19749581813812256,25
0,2,4,total_gen,0.8686114549636841,25
0,2,4,metered_load_mw,0.8443521857261658,25
0,2,4,total_losses,0.6210200786590576,25
0,2,4,congestion_price_da,0.14811372756958008,25
0,2,4,congestion_price_rt,0.07895618677139282,25
0,2,4,marginal_loss_price_da,0.3798159956932068,25
0,2,4,total_lmp_da,0.5145244598388672,25
0,2,4,da_as_total_mw_primary_reserve,0.33629798889160156,25
0,2,4,da_as_total_mw_synchronized_reserve,0.21723628044128418,25
0,2,4,da_as_total_mw_thirty_minutes_reserve,0.6040310263633728,25
3,19,29,net_actual_interchange_mw,0.23550403118133545,25
3,19,29,gross_actual_interchange_mw,0.17366576194763184,25
3,19,29,total_gen,0.9738831520080566,25
3,19,29,metered_load_mw,0.9868128299713135,25
3,19,29,total_losses,0.49954384565353394,25
3,19,29,congestion_price_da,0.17768383026123047,25
3,19,29,congestion_price_rt,0.15714812278747559,25
3,19,29,marginal_loss_price_da,0.4762914776802063,25
3,19,29,total_lmp_da,0.7754855155944824,25
3,19,29,da_as_total_mw_primary_reserve,0.2766067385673523,25
3,19,29,da_as_total_mw_synchronized_reserve,0.18566781282424927,25
3,19,29,da_as_total_mw_thirty_minutes_reserve,0.5445443391799927,25
3,20,29,net_actual_interchange_mw,0.23544734716415405,25
3,20,29,gross_actual_interchange_mw,0.16295737028121948,25
3,20,29,total_gen,0.9675573110580444,25
3,20,29,metered_load_mw,0.9789360761642456,25
3,20,29,total_losses,0.4868948459625244,25
3,20,29,congestion_price_da,0.1729123592376709,25
3,20,29,congestion_price_rt,0.1524449586868286,25
3,20,29,marginal_loss_price_da,0.47889822721481323,25
3,20,29,total_lmp_da,0.7780008316040039,25
3,20,29,da_as_total_mw_primary_reserve,0.27347296476364136,25
3,20,29,da_as_total_mw_synchronized_reserve,0.18324601650238037,25
3,20,29,da_as_total_mw_thirty_minutes_reserve,0.5387837886810303,25
4,10,29,net_actual_interchange_mw,0.36620455980300903,25
4,10,29,gross_actual_interchange_mw,0.19496339559555054,25
4,10,29,total_gen,0.723736047744751,25
4,10,29,metered_load_mw,0.7006796598434448,25
4,10,29,total_losses,0.6018369197845459,25
4,10,29,congestion_price_da,0.15708673000335693,25
4,10,29,congestion_price_rt,0.099007248878479,25
4,10,29,marginal_loss_price_da,0.45939064025878906,25
4,10,29,total_lmp_da,0.7094146013259888,25
4,10,29,da_as_total_mw_primary_reserve,0.3189038038253784,25
4,10,29,da_as_total_mw_synchronized_reserve,0.27660614252090454,25
4,10,29,da_as_total_mw_thirty_minutes_reserve,0.6106827259063721,25
9,31,38,net_actual_interchange_mw,0.26971912384033203,25
9,31,38,gross_actual_interchange_mw,0.10553830862045288,25
9,31,38,total_gen,0.5737383365631104,25
9,31,38,metered_load_mw,0.6083720922470093,25
9,31,38,total_losses,0.4161228537559509,25
9,31,38,congestion_price_da,0.18747693300247192,25
9,31,38,congestion_price_rt,0.17812353372573853,25
9,31,38,marginal_loss_price_da,0.6851028203964233,25
9,31,38,total_lmp_da,0.9800465106964111,25
9,31,38,da_as_total_mw_primary_reserve,0.474315345287323,25
9,31,38,da_as_total_mw_synchronized_reserve,0.5627819299697876,25
9,31,38,da_as_total_mw_thirty_minutes_reserve,0.504719614982605,25
13,33,43,net_actual_interchange_mw,0.3770129084587097,25
13,33,43,gross_actual_interchange_mw,0.6509194374084473,25
13,33,43,total_gen,0.47884613275527954,25
13,33,43,metered_load_mw,0.4494250416755676,25
13,33,43,total_losses,0.3261607885360718,25
13,33,43,congestion_price_da,0.14826899766921997,25
13,33,43,congestion_price_rt,0.09866964817047119,25
13,33,43,marginal_loss_price_da,0.14015460014343262,25
13,33,43,total_lmp_da,0.2558435797691345,25
13,33,43,da_as_total_mw_primary_reserve,0.47575169801712036,25
13,33,43,da_as_total_mw_synchronized_reserve,0.5359318256378174,25
13,33,43,da_as_total_mw_thirty_minutes_reserve,0.34341728687286377,25
11,32,38,net_actual_interchange_mw,0.29414451122283936,25
11,32,38,gross_actual_interchange_mw,0.13852578401565552,25
11,32,38,total_gen,0.6004469394683838,25
11,32,38,metered_load_mw,0.6339112520217896,25
11,32,38,total_losses,0.4301827549934387,25
11,32,38,congestion_price_da,0.1905485987663269,25
11,32,38,congestion_price_rt,0.18505245447158813,25
11,32,38,marginal_loss_price_da,0.694977879524231,25
11,32,38,total_lmp_da,0.9795947074890137,25
11,32,38,da_as_total_mw_primary_reserve,0.4912540316581726,25
11,32,38,da_as_total_mw_synchronized_reserve,0.561313271522522,25
11,32,38,da_as_total_mw_thirty_minutes_reserve,0.5891369581222534,25
13,31,43,net_actual_interchange_mw,0.35760748386383057,25
13,31,43,gross_actual_interchange_mw,0.646155595779419,25
13,31,43,total_gen,0.4749561548233032,25
13,31,43,metered_load_mw,0.4471473693847656,25
13,31,43,total_losses,0.3134179711341858,25
13,31,43,congestion_price_da,0.14841800928115845,25
13,31,43,congestion_price_rt,0.0983394980430603,25
13,31,43,marginal_loss_price_da,0.1386122703552246,25
13,31,43,total_lmp_da,0.2562217116355896,25
13,31,43,da_as_total_mw_primary_reserve,0.48565155267715454,25
13,31,43,da_as_total_mw_synchronized_reserve,0.5376396179199219,25
13,31,43,da_as_total_mw_thirty_minutes_reserve,0.34196871519088745,25
2,13,32,net_actual_interchange_mw,0.31319475173950195,25
2,13,32,gross_actual_interchange_mw,0.049685895442962646,25
2,13,32,total_gen,0.468564510345459,25
2,13,32,metered_load_mw,0.4566488265991211,25
2,13,32,total_losses,0.13537204265594482,25
2,13,32,congestion_price_da,0.12805509567260742,25
2,13,32,congestion_price_rt,0.12050735950469971,25
2,13,32,marginal_loss_price_da,0.1849353313446045,25
2,13,32,total_lmp_da,0.31364142894744873,25
2,13,32,da_as_total_mw_primary_reserve,0.5632500648498535,25
2,13,32,da_as_total_mw_synchronized_reserve,0.5995053052902222,25
2,13,32,da_as_total_mw_thirty_minutes_reserve,0.43771064281463623,25
1,13,29,net_actual_interchange_mw,0.37906384468078613,25
1,13,29,gross_actual_interchange_mw,0.18354010581970215,25
1,13,29,total_gen,0.8790692687034607,25
1,13,29,metered_load_mw,0.8498062491416931,25
1,13,29,total_losses,0.3089831471443176,25
1,13,29,congestion_price_da,0.15060573816299438,25
1,13,29,congestion_price_rt,0.15178024768829346,25
1,13,29,marginal_loss_price_da,0.40337806940078735,25
1,13,29,total_lmp_da,0.7280501127243042,25
1,13,29,da_as_total_mw_primary_reserve,0.3591560125350952,25
1,13,29,da_as_total_mw_synchronized_reserve,0.2587711811065674,25
1,13,29,da_as_total_mw_thirty_minutes_reserve,0.632646918296814,25
2,13,31,net_actual_interchange_mw,0.3153722286224365,25
2,13,31,gross_actual_interchange_mw,0.047588050365448,25
2,13,31,total_gen,0.4693276882171631,25
2,13,31,metered_load_mw,0.45769578218460083,25
2,13,31,total_losses,0.13498914241790771,25
2,13,31,congestion_price_da,0.12772136926651,25
2,13,31,congestion_price_rt,0.11963170766830444,25
2,13,31,marginal_loss_price_da,0.18599039316177368,25
2,13,31,total_lmp_da,0.31251007318496704,25
2,13,31,da_as_total_mw_primary_reserve,0.5621062517166138,25
2,13,31,da_as_total_mw_synchronized_reserve,0.5995811223983765,25
2,13,31,da_as_total_mw_thirty_minutes_reserve,0.4353005290031433,25
10,12,21,net_actual_interchange_mw,0.23220479488372803,25
10,12,21,gross_actual_interchange_mw,0.15430736541748047,25
10,12,21,total_gen,0.5727322101593018,25
10,12,21,metered_load_mw,0.5727939605712891,25
10,12,21,total_losses,0.49353837966918945,25
10,12,21,congestion_price_da,0.15378206968307495,25
10,12,21,congestion_price_rt,0.168637216091156,25
10,12,21,marginal_loss_price_da,0.34740257263183594,25
10,12,21,total_lmp_da,0.4820979833602905,25
10,12,21,da_as_total_mw_primary_reserve,0.16769450902938843,25
10,12,21,da_as_total_mw_synchronized_reserve,0.1572275161743164,25
10,12,21,da_as_total_mw_thirty_minutes_reserve,0.2746661305427551,25
3,19,30,net_actual_interchange_mw,0.24930554628372192,25
3,19,30,gross_actual_interchange_mw,0.1777361035346985,25
3,19,30,total_gen,0.9738929271697998,25
3,19,30,metered_load_mw,0.9866819381713867,25
3,19,30,total_losses,0.4970659613609314,25
3,19,30,congestion_price_da,0.169508695602417,25
3,19,30,congestion_price_rt,0.15534132719039917,25
3,19,30,marginal_loss_price_da,0.521111249923706,25
3,19,30,total_lmp_da,0.820621132850647,25
3,19,30,da_as_total_mw_primary_reserve,0.23120588064193726,25
3,19,30,da_as_total_mw_synchronized_reserve,0.14379632472991943,25
3,19,30,da_as_total_mw_thirty_minutes_reserve,0.5495820045471191,25
3,19,31,net_actual_interchange_mw,0.3414906859397888,25
3,19,31,gross_actual_interchange_mw,0.18195241689682007,25
3,19,31,total_gen,0.9756885766983032,25
3,19,31,metered_load_mw,0.987673282623291,25
3,19,31,total_losses,0.5027559995651245,25
3,19,31,congestion_price_da,0.17734527587890625,25
3,19,31,congestion_price_rt,0.16858512163162231,25
3,19,31,marginal_loss_price_da,0.38700300455093384,25
3,19,31,total_lmp_da,0.5715353488922119,25
3,19,31,da_as_total_mw_primary_reserve,0.494206964969635,25
3,19,31,da_as_total_mw_synchronized_reserve,0.5432252883911133,25
3,19,31,da_as_total_mw_thirty_minutes_reserve,0.5476316213607788,25
2,33,37,net_actual_interchange_mw,0.24756157398223877,25
2,33,37,gross_actual_interchange_mw,0.05406796932220459,25
2,33,37,total_gen,0.42650389671325684,25
2,33,37,metered_load_mw,0.4015219807624817,25
2,33,37,total_losses,0.15664798021316528,25
2,33,37,congestion_price_da,0.11559879779815674,25
2,33,37,congestion_price_rt,0.06231117248535156,25
2,33,37,marginal_loss_price_da,0.1608114242553711,25
2,33,37,total_lmp_da,0.2834928631782532,25
2,33,37,da_as_total_mw_primary_reserve,0.9435423612594604,25
2,33,37,da_as_total_mw_synchronized_reserve,0.9005755186080933,25
2,33,37,da_as_total_mw_thirty_minutes_reserve,0.38624143600463867,25
0,2,37,net_actual_interchange_mw,0.21126216650009155,25
0,2,37,gross_actual_interchange_mw,0.16022050380706787,25
0,2,37,total_gen,0.8405963182449341,25
0,2,37,metered_load_mw,0.831336498260498,25
0,2,37,total_losses,0.5335073471069336,25
0,2,37,congestion_price_da,0.1406325101852417,25
0,2,37,congestion_price_rt,0.0667155385017395,25
0,2,37,marginal_loss_price_da,0.35273510217666626,25
0,2,37,total_lmp_da,0.5121031403541565,25
0,2,37,da_as_total_mw_primary_reserve,0.6798578500747681,25
0,2,37,da_as_total_mw_synchronized_reserve,0.4364519715309143,25
0,2,37,da_as_total_mw_thirty_minutes_reserve,0.39049601554870605,25
3,20,30,net_actual_interchange_mw,0.250032901763916,25
3,20,30,gross_actual_interchange_mw,0.16555899381637573,25
3,20,30,total_gen,0.9668160676956177,25
3,20,30,metered_load_mw,0.9777962565422058,25
3,20,30,total_losses,0.4837765693664551,25
3,20,30,congestion_price_da,0.16718566417694092,25
3,20,30,congestion_price_rt,0.15251541137695312,25
3,20,30,marginal_loss_price_da,0.5143136382102966,25
3,20,30,total_lmp_da,0.8199623823165894,25
3,20,30,da_as_total_mw_primary_reserve,0.22926181554794312,25
3,20,30,da_as_total_mw_synchronized_reserve,0.14576977491378784,25
3,20,30,da_as_total_mw_thirty_minutes_reserve,0.5442315340042114,25
10,12,27,net_actual_interchange_mw,0.2417042851448059,25
10,12,27,gross_actual_interchange_mw,0.15805751085281372,25
10,12,27,total_gen,0.5698349475860596,25
10,12,27,metered_load_mw,0.5685290694236755,25
10,12,27,total_losses,0.492301344871521,25
10,12,27,congestion_price_da,0.1531432867050171,25
10,12,27,congestion_price_rt,0.16163957118988037,25
10,12,27,marginal_loss_price_da,0.34821057319641113,25
10,12,27,total_lmp_da,0.48200422525405884,25
10,12,27,da_as_total_mw_primary_reserve,0.17098301649093628,25
10,12,27,da_as_total_mw_synchronized_reserve,0.16104644536972046,25
10,12,27,da_as_total_mw_thirty_minutes_reserve,0.2719151973724365,25
6,14,32,net_actual_interchange_mw,0.32882213592529297,25
6,14,32,gross_actual_interchange_mw,0.13863682746887207,25
6,14,32,total_gen,0.9099224209785461,25
6,14,32,metered_load_mw,0.8974491953849792,25
6,14,32,total_losses,0.3592199683189392,25
6,14,32,congestion_price_da,0.16241270303726196,25
6,14,32,congestion_price_rt,0.12678742408752441,25
6,14,32,marginal_loss_price_da,0.2961256504058838,25
6,14,32,total_lmp_da,0.4825021028518677,25
6,14,32,da_as_total_mw_primary_reserve,0.4889773726463318,25
6,14,32,da_as_total_mw_synchronized_reserve,0.541229248046875,25
6,14,32,da_as_total_mw_thirty_minutes_reserve,0.49917006492614746,25
1,13,42,net_actual_interchange_mw,0.49194014072418213,25
1,13,42,gross_actual_interchange_mw,0.32971012592315674,25
1,13,42,total_gen,0.8746796250343323,25
1,13,42,metered_load_mw,0.8471529483795166,25
1,13,42,total_losses,0.3103902339935303,25
1,13,42,congestion_price_da,0.14826685190200806,25
1,13,42,congestion_price_rt,0.13586533069610596,25
1,13,42,marginal_loss_price_da,0.2679908275604248,25
1,13,42,total_lmp_da,0.4750468134880066,25
1,13,42,da_as_total_mw_primary_reserve,0.2652222514152527,25
1,13,42,da_as_total_mw_synchronized_reserve,0.164178729057312,25
1,13,42,da_as_total_mw_thirty_minutes_reserve,0.5385972261428833,25
6,30,31,net_actual_interchange_mw,0.2892356514930725,25
6,30,31,gross_actual_interchange_mw,0.08906203508377075,25
6,30,31,total_gen,0.441073477268219,25
6,30,31,metered_load_mw,0.41427767276763916,25
6,30,31,total_losses,0.21134644746780396,25
6,30,31,congestion_price_da,0.15680968761444092,25
6,30,31,congestion_price_rt,0.1133875846862793,25
6,30,31,marginal_loss_price_da,0.4141630530357361,25
6,30,31,total_lmp_da,0.7376796007156372,25
6,30,31,da_as_total_mw_primary_reserve,0.5175888538360596,25
6,30,31,da_as_total_mw_synchronized_reserve,0.5773220062255859,25
6,30,31,da_as_total_mw_thirty_minutes_reserve,0.5212464332580566,25
6,14,33,net_actual_interchange_mw,0.34980177879333496,25
6,14,33,gross_actual_interchange_mw,0.14199310541152954,25
6,14,33,total_gen,0.9103480577468872,25
6,14,33,metered_load_mw,0.8985738754272461,25
6,14,33,total_losses,0.3605223298072815,25
6,14,33,congestion_price_da,0.16077327728271484,25
6,14,33,congestion_price_rt,0.13706177473068237,25
6,14,33,marginal_loss_price_da,0.3015848994255066,25
6,14,33,total_lmp_da,0.4882667660713196,25
6,14,33,da_as_total_mw_primary_reserve,0.48097020387649536,25
6,14,33,da_as_total_mw_synchronized_reserve,0.5396692752838135,25
6,14,33,da_as_total_mw_thirty_minutes_reserve,0.4925645589828491,25
16,38,42,net_actual_interchange_mw,0.5081520080566406,25
16,38,42,gross_actual_interchange_mw,0.28720319271087646,25
16,38,42,total_gen,0.6804481744766235,25
16,38,42,metered_load_mw,0.6935983300209045,25
16,38,42,total_losses,0.3168907165527344,25
16,38,42,congestion_price_da,0.18585222959518433,25
16,38,42,congestion_price_rt,0.16367441415786743,25
16,38,42,marginal_loss_price_da,0.6614001989364624,25
16,38,42,total_lmp_da,0.9764010310173035,25
16,38,42,da_as_total_mw_primary_reserve,0.1771661639213562,25
16,38,42,da_as_total_mw_synchronized_reserve,0.20652377605438232,25
16,38,42,da_as_total_mw_thirty_minutes_reserve,0.43926507234573364,25
1,9,10,net_actual_interchange_mw,0.2668665051460266,25
1,9,10,gross_actual_interchange_mw,0.21931535005569458,25
1,9,10,total_gen,0.9308601021766663,25
1,9,10,metered_load_mw,0.9138600826263428,25
1,9,10,total_losses,0.6914596557617188,25
1,9,10,congestion_price_da,0.160550057888031,25
1,9,10,congestion_price_rt,0.08357948064804077,25
1,9,10,marginal_loss_price_da,0.3673276901245117,25
1,9,10,total_lmp_da,0.5134260654449463,25
1,9,10,da_as_total_mw_primary_reserve,0.18442630767822266,25
1,9,10,da_as_total_mw_synchronized_reserve,0.17767059803009033,25
1,9,10,da_as_total_mw_thirty_minutes_reserve,0.390156090259552,25
0,12,31,net_actual_interchange_mw,0.3062503933906555,25
0,12,31,gross_actual_interchange_mw,0.15439623594284058,25
0,12,31,total_gen,0.8258180618286133,25
0,12,31,metered_load_mw,0.8135846257209778,25
0,12,31,total_losses,0.5225206613540649,25
0,12,31,congestion_price_da,0.15609920024871826,25
0,12,31,congestion_price_rt,0.08381384611129761,25
0,12,31,marginal_loss_price_da,0.3571459650993347,25
0,12,31,total_lmp_da,0.47733747959136963,25
0,12,31,da_as_total_mw_primary_reserve,0.546497106552124,25
0,12,31,da_as_total_mw_synchronized_reserve,0.5977486371994019,25
0,12,31,da_as_total_mw_thirty_minutes_reserve,0.3491990566253662,25
20,29,32,net_actual_interchange_mw,0.2685479521751404,25
20,29,32,gross_actual_interchange_mw,0.14319062232971191,25
20,29,32,total_gen,0.9659246206283569,25
20,29,32,metered_load_mw,0.9771414399147034,25
20,29,32,total_losses,0.44539135694503784,25
20,29,32,congestion_price_da,0.17794477939605713,25
20,29,32,congestion_price_rt,0.13373839855194092,25
20,29,32,marginal_loss_price_da,0.47911524772644043,25
20,29,32,total_lmp_da,0.7755986452102661,25
20,29,32,da_as_total_mw_primary_reserve,0.5625308156013489,25
20,29,32,da_as_total_mw_synchronized_reserve,0.6219255328178406,25
20,29,32,da_as_total_mw_thirty_minutes_reserve,0.5464867949485779,25
15,19,32,net_actual_interchange_mw,0.30098456144332886,25
15,19,32,gross_actual_interchange_mw,0.16383808851242065,25
15,19,32,total_gen,0.9735023975372314,25
15,19,32,metered_load_mw,0.9840749502182007,25
15,19,32,total_losses,0.5027042031288147,25
