i,j,k,conf,est,K
1,3,42,total_gen,0.8745622038841248,25
1,3,42,metered_load_mw,0.8500682711601257,25
1,3,42,total_losses,0.29510200023651123,25
1,3,42,congestion_price_da,0.15267038345336914,25
1,3,42,congestion_price_rt,0.14456325769424438,25
1,3,42,marginal_loss_price_da,0.2813510298728943,25
1,3,42,total_lmp_da,0.47819626331329346,25
1,3,42,da_as_total_mw_primary_reserve,0.2577241063117981,25
1,3,42,da_as_total_mw_synchronized_reserve,0.1621294617652893,25
1,3,42,da_as_total_mw_thirty_minutes_reserve,0.5251162052154541,25
1,13,30,net_actual_interchange_mw,0.38688504695892334,25
1,13,30,gross_actual_interchange_mw,0.1821851134300232,25
1,13,30,total_gen,0.8772646188735962,25
1,13,30,metered_load_mw,0.8482733368873596,25
1,13,30,total_losses,0.309131920337677,25
1,13,30,congestion_price_da,0.14737552404403687,25
1,13,30,congestion_price_rt,0.14707791805267334,25
1,13,30,marginal_loss_price_da,0.46622931957244873,25
1,13,30,total_lmp_da,0.7818098664283752,25
1,13,30,da_as_total_mw_primary_reserve,0.31724458932876587,25
1,13,30,da_as_total_mw_synchronized_reserve,0.21071630716323853,25
1,13,30,da_as_total_mw_thirty_minutes_reserve,0.6373621225357056,25
19,38,42,net_actual_interchange_mw,0.5320480465888977,25
19,38,42,gross_actual_interchange_mw,0.3211361765861511,25
19,38,42,total_gen,0.975598931312561,25
19,38,42,metered_load_mw,0.98388671875,25
19,38,42,total_losses,0.48796993494033813,25
19,38,42,congestion_price_da,0.2529599070549011,25
19,38,42,congestion_price_rt,0.16334038972854614,25
19,38,42,marginal_loss_price_da,0.6814970374107361,25
19,38,42,total_lmp_da,0.9794779419898987,25
19,38,42,da_as_total_mw_primary_reserve,0.24501168727874756,25
19,38,42,da_as_total_mw_synchronized_reserve,0.15892928838729858,25
19,38,42,da_as_total_mw_thirty_minutes_reserve,0.5788875818252563,25
0,40,42,net_actual_interchange_mw,0.48631173372268677,25
0,40,42,gross_actual_interchange_mw,0.3139563798904419,25
0,40,42,total_gen,0.7761892676353455,25
0,40,42,metered_load_mw,0.7814913988113403,25
0,40,42,total_losses,0.5682122111320496,25
0,40,42,congestion_price_da,0.1723056435585022,25
0,40,42,congestion_price_rt,0.39991486072540283,25
0,40,42,marginal_loss_price_da,0.545845627784729,25
0,40,42,total_lmp_da,0.6298712491989136,25
0,40,42,da_as_total_mw_primary_reserve,0.12887173891067505,25
0,40,42,da_as_total_mw_synchronized_reserve,0.11543416976928711,25
0,40,42,da_as_total_mw_thirty_minutes_reserve,0.25308048725128174,25
11,31,38,net_actual_interchange_mw,0.28910762071609497,25
11,31,38,gross_actual_interchange_mw,0.14049869775772095,25
11,31,38,total_gen,0.6053799390792847,25
11,31,38,metered_load_mw,0.6378623247146606,25
11,31,38,total_losses,0.4351453185081482,25
11,31,38,congestion_price_da,0.19167369604110718,25
11,31,38,congestion_price_rt,0.18798387050628662,25
11,31,38,marginal_loss_price_da,0.6940703392028809,25
11,31,38,total_lmp_da,0.9801617860794067,25
11,31,38,da_as_total_mw_primary_reserve,0.49527639150619507,25
11,31,38,da_as_total_mw_synchronized_reserve,0.5618106126785278,25
11,31,38,da_as_total_mw_thirty_minutes_reserve,0.5888665914535522,25
1,3,30,net_actual_interchange_mw,0.3859362006187439,25
1,3,30,gross_actual_interchange_mw,0.18236428499221802,25
1,3,30,total_gen,0.8768228888511658,25
1,3,30,metered_load_mw,0.8519302606582642,25
1,3,30,total_losses,0.2958272099494934,25
1,3,30,congestion_price_da,0.15049302577972412,25
1,3,30,congestion_price_rt,0.15744495391845703,25
1,3,30,marginal_loss_price_da,0.4767920970916748,25
1,3,30,total_lmp_da,0.7830647826194763,25
1,3,30,da_as_total_mw_primary_reserve,0.3116607666015625,25
1,3,30,da_as_total_mw_synchronized_reserve,0.21259194612503052,25
1,3,30,da_as_total_mw_thirty_minutes_reserve,0.6297476887702942,25
9,32,38,net_actual_interchange_mw,0.27262234687805176,25
9,32,38,gross_actual_interchange_mw,0.10563582181930542,25
9,32,38,total_gen,0.5738564729690552,25
9,32,38,metered_load_mw,0.6088922023773193,25
9,32,38,total_losses,0.41435742378234863,25
9,32,38,congestion_price_da,0.18702095746994019,25
9,32,38,congestion_price_rt,0.1771090030670166,25
9,32,38,marginal_loss_price_da,0.684001088142395,25
9,32,38,total_lmp_da,0.9797910451889038,25
9,32,38,da_as_total_mw_primary_reserve,0.4736572504043579,25
9,32,38,da_as_total_mw_synchronized_reserve,0.562680721282959,25
9,32,38,da_as_total_mw_thirty_minutes_reserve,0.5040732026100159,25
1,30,32,net_actual_interchange_mw,0.316134512424469,25
1,30,32,gross_actual_interchange_mw,0.15984708070755005,25
1,30,32,total_gen,0.8729070425033569,25
1,30,32,metered_load_mw,0.8482376337051392,25
1,30,32,total_losses,0.2747032642364502,25
1,30,32,congestion_price_da,0.15612953901290894,25
1,30,32,congestion_price_rt,0.11963796615600586,25
1,30,32,marginal_loss_price_da,0.4535979628562927,25
1,30,32,total_lmp_da,0.7776758670806885,25
1,30,32,da_as_total_mw_primary_reserve,0.5144710540771484,25
1,30,32,da_as_total_mw_synchronized_reserve,0.5822206735610962,25
1,30,32,da_as_total_mw_thirty_minutes_reserve,0.5809836387634277,25
3,20,31,net_actual_interchange_mw,0.3346812129020691,25
3,20,31,gross_actual_interchange_mw,0.16992437839508057,25
3,20,31,total_gen,0.9682549834251404,25
3,20,31,metered_load_mw,0.9788464903831482,25
3,20,31,total_losses,0.4903731346130371,25
3,20,31,congestion_price_da,0.17338401079177856,25
3,20,31,congestion_price_rt,0.1643134355545044,25
3,20,31,marginal_loss_price_da,0.39713358879089355,25
3,20,31,total_lmp_da,0.5873751640319824,25
3,20,31,da_as_total_mw_primary_reserve,0.4948684573173523,25
3,20,31,da_as_total_mw_synchronized_reserve,0.5426231026649475,25
3,20,31,da_as_total_mw_thirty_minutes_reserve,0.5474554300308228,25
1,4,18,net_actual_interchange_mw,0.29865503311157227,25
1,4,18,gross_actual_interchange_mw,0.22360020875930786,25
1,4,18,total_gen,0.919715166091919,25
1,4,18,metered_load_mw,0.8939869999885559,25
1,4,18,total_losses,0.6649124622344971,25
1,4,18,congestion_price_da,0.168376624584198,25
1,4,18,congestion_price_rt,0.12023282051086426,25
1,4,18,marginal_loss_price_da,0.44082963466644287,25
1,4,18,total_lmp_da,0.5770803689956665,25
1,4,18,da_as_total_mw_primary_reserve,0.23801785707473755,25
1,4,18,da_as_total_mw_synchronized_reserve,0.1505143642425537,25
1,4,18,da_as_total_mw_thirty_minutes_reserve,0.6111788153648376,25
13,14,33,net_actual_interchange_mw,0.4119390845298767,25
13,14,33,gross_actual_interchange_mw,0.10957068204879761,25
13,14,33,total_gen,0.8921957015991211,25
13,14,33,metered_load_mw,0.879477322101593,25
13,14,33,total_losses,0.3625341057777405,25
13,14,33,congestion_price_da,0.14848732948303223,25
13,14,33,congestion_price_rt,0.15055733919143677,25
13,14,33,marginal_loss_price_da,0.29659467935562134,25
13,14,33,total_lmp_da,0.48779410123825073,25
13,14,33,da_as_total_mw_primary_reserve,0.473460853099823,25
13,14,33,da_as_total_mw_synchronized_reserve,0.5366497039794922,25
13,14,33,da_as_total_mw_thirty_minutes_reserve,0.49662286043167114,25
3,19,32,net_actual_interchange_mw,0.33976733684539795,25
3,19,32,gross_actual_interchange_mw,0.18284589052200317,25
3,19,32,total_gen,0.9761704206466675,25
3,19,32,metered_load_mw,0.9876241683959961,25
3,19,32,total_losses,0.503038763999939,25
3,19,32,congestion_price_da,0.1768900752067566,25
3,19,32,congestion_price_rt,0.16538524627685547,25
3,19,32,marginal_loss_price_da,0.3868033289909363,25
3,19,32,total_lmp_da,0.5716899633407593,25
3,19,32,da_as_total_mw_primary_reserve,0.49493610858917236,25
3,19,32,da_as_total_mw_synchronized_reserve,0.542445719242096,25
3,19,32,da_as_total_mw_thirty_minutes_reserve,0.5481052398681641,25
1,30,31,net_actual_interchange_mw,0.3142791986465454,25
1,30,31,gross_actual_interchange_mw,0.1593993902206421,25
1,30,31,total_gen,0.8721506595611572,25
1,30,31,metered_load_mw,0.8479840755462646,25
1,30,31,total_losses,0.27492302656173706,25
1,30,31,congestion_price_da,0.1562703251838684,25
1,30,31,congestion_price_rt,0.12029576301574707,25
1,30,31,marginal_loss_price_da,0.4539283514022827,25
1,30,31,total_lmp_da,0.778415858745575,25
1,30,31,da_as_total_mw_primary_reserve,0.512325644493103,25
1,30,31,da_as_total_mw_synchronized_reserve,0.5819259881973267,25
1,30,31,da_as_total_mw_thirty_minutes_reserve,0.5798872113227844,25
1,29,32,net_actual_interchange_mw,0.3106304407119751,25
1,29,32,gross_actual_interchange_mw,0.16023790836334229,25
1,29,32,total_gen,0.8704363703727722,25
1,29,32,metered_load_mw,0.8463140726089478,25
1,29,32,total_losses,0.26954084634780884,25
1,29,32,congestion_price_da,0.1551295518875122,25
1,29,32,congestion_price_rt,0.11804813146591187,25
1,29,32,marginal_loss_price_da,0.3939087390899658,25
1,29,32,total_lmp_da,0.7211723327636719,25
1,29,32,da_as_total_mw_primary_reserve,0.5692994594573975,25
1,29,32,da_as_total_mw_synchronized_reserve,0.6222580671310425,25
1,29,32,da_as_total_mw_thirty_minutes_reserve,0.5725427269935608,25
14,33,37,net_actual_interchange_mw,0.2804943919181824,25
14,33,37,gross_actual_interchange_mw,0.09810131788253784,25
14,33,37,total_gen,0.885859489440918,25
14,33,37,metered_load_mw,0.8821306824684143,25
14,33,37,total_losses,0.3093492388725281,25
14,33,37,congestion_price_da,0.1435915231704712,25
14,33,37,congestion_price_rt,0.11896771192550659,25
14,33,37,marginal_loss_price_da,0.2835174798965454,25
14,33,37,total_lmp_da,0.49442577362060547,25
14,33,37,da_as_total_mw_primary_reserve,0.9301937818527222,25
14,33,37,da_as_total_mw_synchronized_reserve,0.8963831663131714,25
14,33,37,da_as_total_mw_thirty_minutes_reserve,0.47760647535324097,25
1,4,9,net_actual_interchange_mw,0.2982063889503479,25
1,4,9,gross_actual_interchange_mw,0.22368603944778442,25
1,4,9,total_gen,0.9246921539306641,25
1,4,9,metered_load_mw,0.8994463682174683,25
1,4,9,total_losses,0.6705712676048279,25
1,4,9,congestion_price_da,0.1671370267868042,25
1,4,9,congestion_price_rt,0.11880236864089966,25
1,4,9,marginal_loss_price_da,0.44619494676589966,25
1,4,9,total_lmp_da,0.5736899375915527,25
1,4,9,da_as_total_mw_primary_reserve,0.2368876338005066,25
1,4,9,da_as_total_mw_synchronized_reserve,0.15560072660446167,25
1,4,9,da_as_total_mw_thirty_minutes_reserve,0.605661928653717,25
1,29,31,net_actual_interchange_mw,0.3122557997703552,25
1,29,31,gross_actual_interchange_mw,0.16131407022476196,25
1,29,31,total_gen,0.8714529275894165,25
1,29,31,metered_load_mw,0.8471230268478394,25
1,29,31,total_losses,0.26924949884414673,25
1,29,31,congestion_price_da,0.15478169918060303,25
1,29,31,congestion_price_rt,0.11896395683288574,25
1,29,31,marginal_loss_price_da,0.39446526765823364,25
1,29,31,total_lmp_da,0.7214112281799316,25
1,29,31,da_as_total_mw_primary_reserve,0.5697049498558044,25
1,29,31,da_as_total_mw_synchronized_reserve,0.6230350732803345,25
1,29,31,da_as_total_mw_thirty_minutes_reserve,0.5728293657302856,25
1,10,18,net_actual_interchange_mw,0.2638273239135742,25
1,10,18,gross_actual_interchange_mw,0.2207527756690979,25
1,10,18,total_gen,0.9276762008666992,25
1,10,18,metered_load_mw,0.9104179739952087,25
1,10,18,total_losses,0.6846462488174438,25
1,10,18,congestion_price_da,0.1566219925880432,25
1,10,18,congestion_price_rt,0.07949221134185791,25
1,10,18,marginal_loss_price_da,0.3451916575431824,25
1,10,18,total_lmp_da,0.5037950277328491,25
1,10,18,da_as_total_mw_primary_reserve,0.18085724115371704,25
1,10,18,da_as_total_mw_synchronized_reserve,0.17669904232025146,25
1,10,18,da_as_total_mw_thirty_minutes_reserve,0.38686591386795044,25
1,11,17,net_actual_interchange_mw,0.18055874109268188,25
1,11,17,gross_actual_interchange_mw,0.28027498722076416,25
1,11,17,total_gen,0.9812086224555969,25
1,11,17,metered_load_mw,0.9591715931892395,25
1,11,17,total_losses,0.6992021799087524,25
1,11,17,congestion_price_da,0.18255430459976196,25
1,11,17,congestion_price_rt,0.08957791328430176,25
1,11,17,marginal_loss_price_da,0.41082096099853516,25
1,11,17,total_lmp_da,0.5573400855064392,25
1,11,17,da_as_total_mw_primary_reserve,0.14577704668045044,25
1,11,17,da_as_total_mw_synchronized_reserve,0.13423371315002441,25
1,11,17,da_as_total_mw_thirty_minutes_reserve,0.3346048593521118,25
9,31,39,net_actual_interchange_mw,0.22336673736572266,25
9,31,39,gross_actual_interchange_mw,0.09032964706420898,25
9,31,39,total_gen,0.4693281054496765,25
9,31,39,metered_load_mw,0.48864150047302246,25
9,31,39,total_losses,0.35947680473327637,25
9,31,39,congestion_price_da,0.1654863953590393,25
9,31,39,congestion_price_rt,0.45295363664627075,25
9,31,39,marginal_loss_price_da,0.45947182178497314,25
9,31,39,total_lmp_da,0.5627251267433167,25
9,31,39,da_as_total_mw_primary_reserve,0.46137863397598267,25
9,31,39,da_as_total_mw_synchronized_reserve,0.543790340423584,25
9,31,39,da_as_total_mw_thirty_minutes_reserve,0.3649272322654724,25
2,10,37,net_actual_interchange_mw,0.2310677170753479,25
2,10,37,gross_actual_interchange_mw,0.16686201095581055,25
2,10,37,total_gen,0.6816796064376831,25
2,10,37,metered_load_mw,0.6732387542724609,25
2,10,37,total_losses,0.5267156958580017,25
2,10,37,congestion_price_da,0.12300074100494385,25
2,10,37,congestion_price_rt,0.05344700813293457,25
2,10,37,marginal_loss_price_da,0.24095052480697632,25
2,10,37,total_lmp_da,0.38376206159591675,25
2,10,37,da_as_total_mw_primary_reserve,0.6804531216621399,25
2,10,37,da_as_total_mw_synchronized_reserve,0.4377564787864685,25
2,10,37,da_as_total_mw_thirty_minutes_reserve,0.3669007420539856,25
14,32,37,net_actual_interchange_mw,0.26422446966171265,25
14,32,37,gross_actual_interchange_mw,0.0961952805519104,25
14,32,37,total_gen,0.8851466178894043,25
14,32,37,metered_load_mw,0.8804025053977966,25
14,32,37,total_losses,0.3028562068939209,25
14,32,37,congestion_price_da,0.14799028635025024,25
14,32,37,congestion_price_rt,0.11109167337417603,25
14,32,37,marginal_loss_price_da,0.27694737911224365,25
14,32,37,total_lmp_da,0.48829221725463867,25
14,32,37,da_as_total_mw_primary_reserve,0.9358304142951965,25
14,32,37,da_as_total_mw_synchronized_reserve,0.905560314655304,25
14,32,37,da_as_total_mw_thirty_minutes_reserve,0.4829198122024536,25
0,2,13,net_actual_interchange_mw,0.315879225730896,25
0,2,13,gross_actual_interchange_mw,0.18060344457626343,25
0,2,13,total_gen,0.8452951908111572,25
0,2,13,metered_load_mw,0.8427661061286926,25
0,2,13,total_losses,0.5489461421966553,25
0,2,13,congestion_price_da,0.16061711311340332,25
0,2,13,congestion_price_rt,0.12807655334472656,25
0,2,13,marginal_loss_price_da,0.3834954500198364,25
0,2,13,total_lmp_da,0.5402503609657288,25
0,2,13,da_as_total_mw_primary_reserve,0.2381983995437622,25
0,2,13,da_as_total_mw_synchronized_reserve,0.21116399765014648,25
0,2,13,da_as_total_mw_thirty_minutes_reserve,0.4429158568382263,25
6,14,31,net_actual_interchange_mw,0.3289138078689575,25
6,14,31,gross_actual_interchange_mw,0.1388598084449768,25
6,14,31,total_gen,0.9115936756134033,25
6,14,31,metered_load_mw,0.8988952040672302,25
6,14,31,total_losses,0.3600252866744995,25
6,14,31,congestion_price_da,0.16129475831985474,25
6,14,31,congestion_price_rt,0.12821775674819946,25
6,14,31,marginal_loss_price_da,0.2948041558265686,25
6,14,31,total_lmp_da,0.48142892122268677,25
6,14,31,da_as_total_mw_primary_reserve,0.48947674036026,25
6,14,31,da_as_total_mw_synchronized_reserve,0.5411165356636047,25
6,14,31,da_as_total_mw_thirty_minutes_reserve,0.4994608163833618,25
2,3,32,net_actual_interchange_mw,0.26610058546066284,25
2,3,32,gross_actual_interchange_mw,0.06925815343856812,25
2,3,32,total_gen,0.5286272764205933,25
2,3,32,metered_load_mw,0.5318175554275513,25
2,3,32,total_losses,0.1414625644683838,25
2,3,32,congestion_price_da,0.1340886950492859,25
2,3,32,congestion_price_rt,0.12898677587509155,25
2,3,32,marginal_loss_price_da,0.21866124868392944,25
2,3,32,total_lmp_da,0.3500513434410095,25
2,3,32,da_as_total_mw_primary_reserve,0.5536954402923584,25
2,3,32,da_as_total_mw_synchronized_reserve,0.5971561670303345,25
2,3,32,da_as_total_mw_thirty_minutes_reserve,0.4299759864807129,25
6,30,32,net_actual_interchange_mw,0.29806357622146606,25
6,30,32,gross_actual_interchange_mw,0.08803486824035645,25
6,30,32,total_gen,0.4426600933074951,25
6,30,32,metered_load_mw,0.41639912128448486,25
6,30,32,total_losses,0.21637839078903198,25
6,30,32,congestion_price_da,0.1569533348083496,25
6,30,32,congestion_price_rt,0.11317789554595947,25
6,30,32,marginal_loss_price_da,0.4225877523422241,25
6,30,32,total_lmp_da,0.7395608425140381,25
6,30,32,da_as_total_mw_primary_reserve,0.5178147554397583,25
6,30,32,da_as_total_mw_synchronized_reserve,0.577680230140686,25
6,30,32,da_as_total_mw_thirty_minutes_reserve,0.5204024910926819,25
19,29,32,net_actual_interchange_mw,0.2793843746185303,25
19,29,32,gross_actual_interchange_mw,0.15648013353347778,25
19,29,32,total_gen,0.9745827317237854,25
19,29,32,metered_load_mw,0.9869437217712402,25
19,29,32,total_losses,0.45329296588897705,25
19,29,32,congestion_price_da,0.17956829071044922,25
19,29,32,congestion_price_rt,0.13689899444580078,25
19,29,32,marginal_loss_price_da,0.47343909740448,25
19,29,32,total_lmp_da,0.7721691727638245,25
19,29,32,da_as_total_mw_primary_reserve,0.5619535446166992,25
19,29,32,da_as_total_mw_synchronized_reserve,0.6239235401153564,25
19,29,32,da_as_total_mw_thirty_minutes_reserve,0.5476500988006592,25
14,31,37,net_actual_interchange_mw,0.2616128921508789,25
14,31,37,gross_actual_interchange_mw,0.09792160987854004,25
14,31,37,total_gen,0.887252688407898,25
14,31,37,metered_load_mw,0.8822368383407593,25
14,31,37,total_losses,0.30470705032348633,25
14,31,37,congestion_price_da,0.14755553007125854,25
14,31,37,congestion_price_rt,0.11385136842727661,25
14,31,37,marginal_loss_price_da,0.27635741233825684,25
14,31,37,total_lmp_da,0.48655766248703003,25
14,31,37,da_as_total_mw_primary_reserve,0.9360202550888062,25
14,31,37,da_as_total_mw_synchronized_reserve,0.9047699570655823,25
14,31,37,da_as_total_mw_thirty_minutes_reserve,0.4809172749519348,25
9,32,39,net_actual_interchange_mw,0.22109979391098022,25
9,32,39,gross_actual_interchange_mw,0.08995896577835083,25
9,32,39,total_gen,0.46996355056762695,25
9,32,39,metered_load_mw,0.4894551634788513,25
9,32,39,total_losses,0.36063092947006226,25
9,32,39,congestion_price_da,0.1654377579689026,25
9,32,39,congestion_price_rt,0.45529705286026,25
9,32,39,marginal_loss_price_da,0.4599723219871521,25
9,32,39,total_lmp_da,0.5649510622024536,25
9,32,39,da_as_total_mw_primary_reserve,0.4622993469238281,25
9,32,39,da_as_total_mw_synchronized_reserve,0.5443109273910522,25
9,32,39,da_as_total_mw_thirty_minutes_reserve,0.365722119808197,25
0,12,33,net_actual_interchange_mw,0.33286213874816895,25
0,12,33,gross_actual_interchange_mw,0.15785467624664307,25
0,12,33,total_gen,0.8299681544303894,25
0,12,33,metered_load_mw,0.8163440823554993,25
0,12,33,total_losses,0.5331236124038696,25
0,12,33,congestion_price_da,0.15473806858062744,25
0,12,33,congestion_price_rt,0.09196656942367554,25
0,12,33,marginal_loss_price_da,0.3665763735771179,25
0,12,33,total_lmp_da,0.4918864369392395,25
0,12,33,da_as_total_mw_primary_reserve,0.5408800840377808,25
0,12,33,da_as_total_mw_synchronized_reserve,0.5937879085540771,25
0,12,33,da_as_total_mw_thirty_minutes_reserve,0.3520262837409973,25
0,11,33,net_actual_interchange_mw,0.35462868213653564,25
0,11,33,gross_actual_interchange_mw,0.1956215500831604,25
0,11,33,total_gen,0.8378528952598572,25
0,11,33,metered_load_mw,0.8164854049682617,25
0,11,33,total_losses,0.6035153269767761,25
0,11,33,congestion_price_da,0.13159072399139404,25
