ix,conf,syn3_true,syn2_true_max,group
"(2, 3, 23)",da_as_total_mw_primary_reserve,0.0273854136466979,0.0340287089347839,triple_rand
"(2, 3, 23)",da_as_total_mw_synchronized_reserve,0.005817711353302,0.0308967232704162,triple_rand
"(2, 3, 23)",da_as_total_mw_thirty_minutes_reserve,0.0221828818321228,0.058472990989685,triple_rand
"(2, 3, 23)",gross_actual_interchange_mw,-0.0037022829055786,0.0403487086296081,triple_rand
"(2, 3, 23)",marginal_loss_price_da,-0.0408647656440734,0.0682801604270935,triple_rand
"(2, 3, 23)",metered_load_mw,0.0175662040710449,0.138192594051361,triple_rand
"(2, 3, 23)",net_actual_interchange_mw,0.0338373184204101,0.0453417897224426,triple_rand
"(2, 3, 23)",total_gen,0.0224666595458984,0.1141149401664733,triple_rand
"(2, 3, 23)",total_lmp_da,-0.0154430270195007,0.0945004820823669,triple_rand
"(2, 3, 23)",total_losses,0.0185840129852294,0.0283352732658386,triple_rand
"(1, 11, 26)",congestion_price_da,0.0242758989334106,0.024950623512268,triple_rand
"(1, 11, 26)",congestion_price_rt,0.0218278169631958,0.0342174768447876,triple_rand
"(1, 11, 26)",da_as_total_mw_primary_reserve,0.0340539216995239,0.0282462835311889,triple_rand
"(1, 11, 26)",da_as_total_mw_synchronized_reserve,0.0305907726287841,0.0242623090744018,triple_rand
"(1, 11, 26)",da_as_total_mw_thirty_minutes_reserve,0.0489125251770019,0.0707242488861084,triple_rand
"(1, 11, 26)",gross_actual_interchange_mw,0.0248185396194458,0.0951453447341919,triple_rand
"(1, 11, 26)",marginal_loss_price_da,0.0581547617912292,0.2251234054565429,triple_rand
"(1, 11, 26)",metered_load_mw,0.0035524368286132,0.1249566674232482,triple_rand
"(1, 11, 26)",net_actual_interchange_mw,0.0440353751182556,0.0883833765983581,triple_rand
"(1, 11, 26)",total_gen,-0.0006626844406127,0.1205590367317199,triple_rand
"(1, 11, 26)",total_lmp_da,0.0643327832221984,0.1041256785392761,triple_rand
"(1, 11, 26)",total_losses,0.0580072402954101,0.2939937710762024,triple_rand
"(5, 24, 34)",congestion_price_da,0.0146639347076416,0.0226052403450012,triple_rand
"(5, 24, 34)",congestion_price_rt,0.0118926763534545,0.0171209573745727,triple_rand
"(5, 24, 34)",da_as_total_mw_primary_reserve,0.0390254855155944,0.0428786277770996,triple_rand
"(5, 24, 34)",da_as_total_mw_synchronized_reserve,0.0431576967239379,0.0429977774620056,triple_rand
"(5, 24, 34)",da_as_total_mw_thirty_minutes_reserve,0.0382359027862548,0.1000654697418212,triple_rand
"(5, 24, 34)",gross_actual_interchange_mw,0.013437807559967,0.03005051612854,triple_rand
"(5, 24, 34)",marginal_loss_price_da,-7.700920104980469e-05,0.0206030011177063,triple_rand
"(5, 24, 34)",metered_load_mw,0.0348299741744995,0.0516389608383178,triple_rand
"(5, 24, 34)",net_actual_interchange_mw,0.0199517607688903,0.0248430371284484,triple_rand
"(5, 24, 34)",total_gen,0.0349870920181274,0.0532940030097961,triple_rand
"(5, 24, 34)",total_lmp_da,-0.0017776489257812,0.0444912314414978,triple_rand
"(5, 24, 34)",total_losses,0.048505425453186,0.0533041954040527,triple_rand
"(15, 19, 24)",congestion_price_da,0.0315678119659423,0.04295414686203,triple_rand
"(15, 19, 24)",congestion_price_rt,0.0247030854225158,0.0330058336257934,triple_rand
"(15, 19, 24)",da_as_total_mw_primary_reserve,0.0553468465805053,0.1003226637840271,triple_rand
"(15, 19, 24)",da_as_total_mw_synchronized_reserve,0.0448988080024719,0.0491423606872558,triple_rand
"(15, 19, 24)",da_as_total_mw_thirty_minutes_reserve,0.0715581178665161,0.1749240756034851,triple_rand
"(15, 19, 24)",gross_actual_interchange_mw,0.0358719229698181,0.1210528016090393,triple_rand
"(15, 19, 24)",marginal_loss_price_da,0.0300332307815551,0.0751119256019592,triple_rand
"(15, 19, 24)",metered_load_mw,-0.0001299381256103,0.0665632486343383,triple_rand
"(15, 19, 24)",net_actual_interchange_mw,0.0477705597877502,0.0949376225471496,triple_rand
"(15, 19, 24)",total_gen,0.0026960968971252,0.0825793743133544,triple_rand
"(15, 19, 24)",total_lmp_da,0.0422572493553161,0.0835855603218078,triple_rand
"(15, 19, 24)",total_losses,0.0247471928596496,0.0930675864219665,triple_rand
"(34, 35, 42)",congestion_price_da,0.0011098384857177,0.0152671337127685,triple_rand
"(34, 35, 42)",congestion_price_rt,0.0010563135147094,0.0115854144096374,triple_rand
"(34, 35, 42)",da_as_total_mw_primary_reserve,-0.000880479812622,0.0066972374916076,triple_rand
"(34, 35, 42)",da_as_total_mw_synchronized_reserve,0.0031540989875793,0.022246778011322,triple_rand
"(34, 35, 42)",da_as_total_mw_thirty_minutes_reserve,-0.0004723668098449,0.0268956422805786,triple_rand
"(34, 35, 42)",gross_actual_interchange_mw,0.0006865859031677,0.0321696400642395,triple_rand
"(34, 35, 42)",marginal_loss_price_da,-0.0023796558380126,0.0160360932350158,triple_rand
"(34, 35, 42)",metered_load_mw,0.0002482533454895,0.0481578111648559,triple_rand
"(34, 35, 42)",net_actual_interchange_mw,0.0036627054214477,0.0291389822959899,triple_rand
"(34, 35, 42)",total_gen,0.000736117362976,0.0411903858184814,triple_rand
"(34, 35, 42)",total_lmp_da,-0.0016924142837524,0.0321507453918457,triple_rand
"(34, 35, 42)",total_losses,-0.0024890899658203,0.0443142056465148,triple_rand
"(16, 26, 43)",congestion_price_da,0.0144757032394409,0.0443830490112304,triple_rand
"(16, 26, 43)",congestion_price_rt,0.0049207806587219,0.0155140757560729,triple_rand
"(16, 26, 43)",da_as_total_mw_primary_reserve,0.0079577565193176,0.0202719569206237,triple_rand
"(16, 26, 43)",da_as_total_mw_synchronized_reserve,0.0081818103790283,0.0194599032402038,triple_rand
"(16, 26, 43)",da_as_total_mw_thirty_minutes_reserve,0.0358075499534606,0.0487105250358581,triple_rand
"(16, 26, 43)",gross_actual_interchange_mw,0.02043217420578,0.0492252707481384,triple_rand
"(16, 26, 43)",marginal_loss_price_da,0.0309207439422607,0.1049621105194091,triple_rand
"(16, 26, 43)",metered_load_mw,0.0174574255943298,0.0782985687255859,triple_rand
"(16, 26, 43)",net_actual_interchange_mw,0.0316002964973449,0.1055061817169189,triple_rand
"(16, 26, 43)",total_gen,0.0235511064529418,0.0858503580093383,triple_rand
"(16, 26, 43)",total_lmp_da,0.0539483428001403,0.1306874752044677,triple_rand
"(16, 26, 43)",total_losses,0.0344452857971191,0.0681754350662231,triple_rand
"(6, 12, 28)",congestion_price_da,0.0051783323287963,0.0219778418540954,triple_rand
"(6, 12, 28)",congestion_price_rt,0.0098387598991394,0.0225723385810852,triple_rand
"(6, 12, 28)",da_as_total_mw_primary_reserve,0.0536210536956787,0.0702621340751648,triple_rand
"(6, 12, 28)",da_as_total_mw_synchronized_reserve,0.0242430567741394,0.0462523698806762,triple_rand
"(6, 12, 28)",da_as_total_mw_thirty_minutes_reserve,0.0784066319465637,0.1086463332176208,triple_rand
"(6, 12, 28)",gross_actual_interchange_mw,0.0045810341835021,0.0411036610603332,triple_rand
"(6, 12, 28)",marginal_loss_price_da,-0.0048063993453979,0.0274491906166076,triple_rand
"(6, 12, 28)",metered_load_mw,0.0236361622810363,0.0994718074798584,triple_rand
"(6, 12, 28)",net_actual_interchange_mw,0.0011175274848937,0.0840442180633544,triple_rand
"(6, 12, 28)",total_gen,0.0304734706878662,0.1114882230758667,triple_rand
"(6, 12, 28)",total_lmp_da,-0.0042759776115417,0.0274632573127746,triple_rand
"(6, 12, 28)",total_losses,0.0262795686721801,0.0481229424476623,triple_rand
"(20, 29, 36)",congestion_price_da,0.0113524794578552,0.0136382579803466,triple_rand
"(20, 29, 36)",congestion_price_rt,0.0080009698867797,0.0167552828788757,triple_rand
"(20, 29, 36)",da_as_total_mw_primary_reserve,0.0170673131942749,0.0988553166389465,triple_rand
"(20, 29, 36)",da_as_total_mw_synchronized_reserve,0.0212582945823669,0.0482988953590393,triple_rand
"(20, 29, 36)",da_as_total_mw_thirty_minutes_reserve,0.0184508562088012,0.091495394706726,triple_rand
"(20, 29, 36)",gross_actual_interchange_mw,0.0094255805015563,0.0371859669685363,triple_rand
"(20, 29, 36)",marginal_loss_price_da,-0.0079150795936584,0.0736515522003173,triple_rand
"(20, 29, 36)",metered_load_mw,0.0001404285430908,0.0361517667770385,triple_rand
"(20, 29, 36)",net_actual_interchange_mw,0.0335815548896789,0.0502479672431945,triple_rand
"(20, 29, 36)",total_gen,0.0011862516403198,0.0357767939567565,triple_rand
"(20, 29, 36)",total_lmp_da,0.0002781748771667,0.1638023853302002,triple_rand
"(20, 29, 36)",total_losses,0.0205853581428527,0.0296316146850585,triple_rand
"(23, 36, 37)",congestion_price_da,0.001423954963684,0.0172149538993835,triple_rand
"(23, 36, 37)",congestion_price_rt,0.0063396692276,0.0247765183448791,triple_rand
"(23, 36, 37)",da_as_total_mw_primary_reserve,0.0126138925552368,0.0122246146202087,triple_rand
"(23, 36, 37)",da_as_total_mw_synchronized_reserve,0.0164904594421386,0.0146532654762268,triple_rand
"(23, 36, 37)",da_as_total_mw_thirty_minutes_reserve,0.0064501762390136,0.0209864377975463,triple_rand
"(23, 36, 37)",gross_actual_interchange_mw,0.0044347047805786,0.0387385487556457,triple_rand
"(23, 36, 37)",marginal_loss_price_da,0.0143830180168151,0.0246283411979675,triple_rand
"(23, 36, 37)",metered_load_mw,0.0463320016860961,0.0585452318191528,triple_rand
"(23, 36, 37)",net_actual_interchange_mw,0.0087540745735168,0.0209965109825134,triple_rand
"(23, 36, 37)",total_gen,0.0396558046340942,0.0613033175468444,triple_rand
"(23, 36, 37)",total_lmp_da,0.0246073603630065,0.0354762077331543,triple_rand
"(23, 36, 37)",total_losses,0.0375995635986328,0.0543116927146911,triple_rand
"(10, 30, 32)",congestion_price_da,0.0435983538627624,0.0701913833618164,triple_rand
"(10, 30, 32)",congestion_price_rt,0.0432173609733581,0.0375328063964843,triple_rand
