数据集,目标,口径,字段,中文名,r2,M0,M1,M2,估计M2,见证
PJM,metered_load_mw,A,total_pjm_self_sched_reg,自调度调频量,0.004147014363594395,0.013232231140136719,0.06110604852437973,0.0922754630446434,0.09012845158576965,发电占比_光 + 指派调频量
PJM,metered_load_mw,A,total_pjm_assigned_reg,指派调频量,6.618180259661163e-05,0.015449085272848606,0.06332290172576904,0.10028696060180664,0.0976426899433136,实际发电_光 + 调频性能补偿
PJM,metered_load_mw,A,total_pjm_rmccp_cr,调频容量补偿,0.007969251522595778,0.04542464017868042,0.10968703031539917,0.15246829390525818,0.14878235757350922,实际发电_其他可再生 + 实际发电_光
PJM,metered_load_mw,A,total_pjm_rmpcp_cr,调频性能补偿,0.0003288282354996992,0.08193788677453995,0.12950004637241364,0.15339067578315735,0.0950162410736084,实际发电_光 + 指派调频量
PJM,metered_load_mw,A,da_as_mcp_primary_reserve,日前一级备用价,0.07372109618416715,0.13350850343704224,0.22763526439666748,0.27763745188713074,0.2571432590484619,实际发电_其他可再生 + 实际发电_光
PJM,metered_load_mw,A,da_as_mcp_synchronized_reserve,日前同步备用价,0.09113133361153203,0.13965189456939697,0.26565057039260864,0.3286131024360657,0.30707722902297974,实际发电_其他可再生 + 实际发电_光
PJM,metered_load_mw,A,da_as_as_req_mw_primary_reserve,一级备用需求,0.10346643473138806,0.18260075151920319,0.29892051219940186,0.31266021728515625,0.2869582772254944,发电占比_多燃料 + 指派调频量
PJM,metered_load_mw,A,da_as_as_req_mw_thirty_minutes_reserve,30分钟备用需求,0.09996888392008627,0.12215512990951538,0.2119807004928589,0.24413630366325378,0.2519252300262451,发电占比_多燃料 + 一级备用自供量
PJM,metered_load_mw,A,da_as_ss_mw_primary_reserve,一级备用自供量,0.009222575040503632,0.10977336764335632,0.1657451093196869,0.19522884488105774,0.12148189544677734,实际发电_风 + 发电占比_多燃料
PJM,metered_load_mw,A,da_as_nsr_mw_primary_reserve,一级非同步备用量,0.004211120955142552,0.39545369148254395,0.4027014374732971,0.4027014374732971,0.27173861861228943,30分钟备用需求
PJM,metered_load_mw,A,system_energy_price_da,日前系统电能价,0.35067813944712306,0.45324087142944336,0.5260712504386902,0.5369083881378174,0.5381529331207275,实际发电_光 + 30分钟备用需求
PJM,metered_load_mw,A,total_lmp_rt,实时LMP,0.16273812865179907,0.3362058997154236,0.3644285798072815,0.4104160666465759,0.4130510687828064,实际发电_其他可再生 + 实际发电_光
PJM,metered_load_mw,A,marginal_loss_price_rt,实时网损价,0.1783705315368168,0.3874974846839905,0.41237354278564453,0.4529551863670349,0.45823001861572266,实际发电_其他可再生 + 实际发电_光
PJM,metered_load_mw,A,net_inadv_interchange_mw,净无意交换,0.030273404011569832,0.02422797679901123,0.03079777956008911,0.048981525003910065,0.08609741926193237,发电占比_光 + 调频机会成本补偿
PJM,metered_load_mw,A,gross_sched_interchange_mw,计划交换,0.041005459085075746,0.055656373500823975,0.07535642385482788,0.11493265628814697,0.12235670536756516,发电占比_光 + 日前同步备用价
PJM,metered_load_mw,A,gross_inadv_interchange_mw,总无意交换,0.20707427013985163,0.22206425666809082,0.23995214700698853,0.27897360920906067,0.26639503240585327,实际发电_光 + 实际发电_风
PJM,metered_load_mw,B,forecast_load_mw_latest_available,最新负荷预测,0.9910371550167246,0.9909456372261047,0.9909456372261047,0.9909456372261047,0.9910790324211121,∅
PJM,metered_load_mw,B,forecast_load_mw_day_ahead,日前负荷预测,0.9815788191390274,0.9821904301643372,0.9821904301643372,0.9821904301643372,0.982375979423523,∅
PJM,metered_load_mw,B,rmccp,调频容量价,0.01050333917640267,0.056424498558044434,0.11158297955989838,0.11838318407535553,0.09388217329978943,自调度调频量 + 30分钟备用需求
PJM,metered_load_mw,B,rmpcp,调频性能价,0.001698860903817423,0.07256623357534409,0.09342239052057266,0.1003006249666214,0.0689113438129425,自调度调频量 + 日前同步备用价
PJM,metered_load_mw,B,total_pjm_reg_purchases,调频购买量,0.012179940838091343,0.1252678632736206,0.14030641317367554,0.14686773717403412,0.1675034910440445,自调度调频量 + 30分钟备用需求
PJM,metered_load_mw,B,total_pjm_self_sched_reg,自调度调频量,0.004147014363594395,0.013232231140136719,0.06110604852437973,0.07246029376983643,0.07590542733669281,指派调频量 + 日前同步备用价
PJM,metered_load_mw,B,total_pjm_assigned_reg,指派调频量,6.618180259661163e-05,0.015449085272848606,0.06332290172576904,0.08993984758853912,0.07440811395645142,自调度调频量 + 日前同步备用价
PJM,metered_load_mw,B,da_as_mcp_primary_reserve,日前一级备用价,0.07372109618416715,0.13350850343704224,0.1514253318309784,0.15958821773529053,0.19136136770248413,30分钟备用需求 + 计划交换
PJM,metered_load_mw,B,da_as_mcp_synchronized_reserve,日前同步备用价,0.09113133361153203,0.13965189456939697,0.18384408950805664,0.19472748041152954,0.21083703637123108,30分钟备用需求 + 计划交换
PJM,metered_load_mw,B,da_as_as_req_mw_primary_reserve,一级备用需求,0.10346643473138806,0.18260075151920319,0.23775923252105713,0.27556508779525757,0.2264140397310257,日前同步备用价 + 一级备用自供量
PJM,metered_load_mw,B,da_as_as_req_mw_thirty_minutes_reserve,30分钟备用需求,0.09996888392008627,0.12215512990951538,0.17812687158584595,0.225570946931839,0.22071631252765656,日前同步备用价 + 一级备用自供量
PJM,metered_load_mw,B,da_as_ss_mw_primary_reserve,一级备用自供量,0.009222575040503632,0.10977336764335632,0.1657451093196869,0.1657451093196869,0.09122341871261597,30分钟备用需求
PJM,metered_load_mw,B,da_as_nsr_mw_primary_reserve,一级非同步备用量,0.004211120955142552,0.39545369148254395,0.4027014374732971,0.4027014374732971,0.27173861861228943,30分钟备用需求
PJM,metered_load_mw,B,system_energy_price_da,日前系统电能价,0.35067813944712306,0.45324087142944336,0.4974796772003174,0.4974796772003174,0.4870253801345825,30分钟备用需求
PJM,metered_load_mw,B,total_lmp_rt,实时LMP,0.16273812865179907,0.3362058997154236,0.3644285798072815,0.3644285798072815,0.364052414894104,30分钟备用需求
PJM,metered_load_mw,B,marginal_loss_price_rt,实时网损价,0.1783705315368168,0.3874974846839905,0.40991517901420593,0.40991517901420593,0.4127389192581177,指派调频量
PJM,metered_load_mw,B,gross_sched_interchange_mw,计划交换,0.041005459085075746,0.055656373500823975,0.07061821222305298,0.09962482750415802,0.08425435423851013,自调度调频量 + 日前同步备用价
PJM,total_gen,A,forecast_load_mw_latest_available,最新负荷预测,0.9727023596739369,0.9741891622543335,0.9741891622543335,0.9741891622543335,0.9751570820808411,∅
PJM,total_gen,A,forecast_load_mw_day_ahead,日前负荷预测,0.9656765608199189,0.9681613445281982,0.9681613445281982,0.9681613445281982,0.9687658548355103,∅
PJM,total_gen,A,rmccp,调频容量价,0.006450748598193416,0.04617947340011597,0.09287256002426147,0.1048232913017273,0.14046502113342285,自调度调频量 + 一级备用需求
PJM,total_gen,A,rmpcp,调频性能价,0.0005371828194893463,0.07997637242078781,0.10110793262720108,0.11297479271888733,0.11961391568183899,自调度调频量 + 一级备用自供量
PJM,total_gen,A,total_pjm_loc_credit,调频机会成本补偿,0.026532455700414993,0.03839920088648796,0.07567250728607178,0.07567250728607178,0.10862740874290466,指派调频量
PJM,total_gen,A,total_pjm_reg_purchases,调频购买量,0.004964318620610072,0.12868964672088623,0.1423301100730896,0.14585228264331818,0.17246399819850922,自调度调频量 + 调频容量补偿
PJM,total_gen,A,total_pjm_self_sched_reg,自调度调频量,0.005209726916175383,0.017006278038024902,0.0756378173828125,0.0944104790687561,0.08854037523269653,指派调频量 + 日前一级备用价
PJM,total_gen,A,total_pjm_assigned_reg,指派调频量,0.002398170621514082,0.017009496688842773,0.07564103603363037,0.11194592714309692,0.1184273362159729,自调度调频量 + 日前一级备用价
PJM,total_gen,A,total_pjm_rmccp_cr,调频容量补偿,0.004442941840090471,0.037369564175605774,0.0972745418548584,0.10160478949546814,0.09090855717658997,调频性能价 + 一级备用需求
PJM,total_gen,A,total_pjm_rmpcp_cr,调频性能补偿,0.00018351826240239677,0.09879626333713531,0.1399734765291214,0.16026084125041962,0.12194687128067017,自调度调频量 + 调频容量补偿
PJM,total_gen,A,da_as_mcp_primary_reserve,日前一级备用价,0.06077381753713531,0.11182671785354614,0.13310271501541138,0.14566433429718018,0.16793526709079742,自调度调频量 + 指派调频量
PJM,total_gen,A,da_as_mcp_synchronized_reserve,日前同步备用价,0.07690487014100329,0.11615955829620361,0.15972068905830383,0.1705225706100464,0.1848626285791397,30分钟备用需求 + 计划交换
PJM,total_gen,A,da_as_as_req_mw_primary_reserve,一级备用需求,0.13733886429816314,0.23927932977676392,0.2912061810493469,0.31855523586273193,0.2688867449760437,日前同步备用价 + 一级备用自供量
PJM,total_gen,A,da_as_as_req_mw_thirty_minutes_reserve,30分钟备用需求,0.1332335235532197,0.15576308965682983,0.21566806733608246,0.25635290145874023,0.2357254922389984,日前同步备用价 + 一级备用自供量
PJM,total_gen,A,da_as_ss_mw_primary_reserve,一级备用自供量,0.007687737329723015,0.11078660190105438,0.1687057614326477,0.1687057614326477,0.10045397281646729,30分钟备用需求
PJM,total_gen,A,da_as_nsr_mw_primary_reserve,一级非同步备用量,0.007229297161452522,0.4035714566707611,0.40878474712371826,0.40878474712371826,0.2818247377872467,日前同步备用价
PJM,total_gen,A,system_energy_price_da,日前系统电能价,0.3088853459511347,0.38514643907546997,0.4303820729255676,0.4303820729255676,0.42138922214508057,30分钟备用需求
PJM,total_gen,A,total_lmp_rt,实时LMP,0.14167807891120304,0.284310519695282,0.31557005643844604,0.3205602765083313,0.32380419969558716,调频机会成本补偿 + 30分钟备用需求
PJM,total_gen,A,marginal_loss_price_rt,实时网损价,0.15424784062832145,0.3257390856742859,0.35449880361557007,0.36482495069503784,0.3579166531562805,自调度调频量 + 指派调频量
PJM,total_gen,A,net_inadv_interchange_mw,净无意交换,0.030490842893408737,0.024202704429626465,0.02646690607070923,0.03293922543525696,0.10063624382019043,调频容量补偿 + 日前系统电能价
PJM,total_gen,A,gross_sched_interchange_mw,计划交换,0.06863595024892022,0.09338575601577759,0.11258059740066528,0.11954689025878906,0.12213502824306488,自调度调频量 + 日前一级备用价
PJM,total_gen,A,gross_inadv_interchange_mw,总无意交换,0.21665961286792004,0.23926138877868652,0.2465299367904663,0.2465299367904663,0.2584613561630249,指派调频量
PJM,total_gen,B,forecast_load_mw_latest_available,最新负荷预测,0.9727023596739369,0.9741891622543335,0.9741891622543335,0.9741891622543335,0.9751570820808411,∅
PJM,total_gen,B,forecast_load_mw_day_ahead,日前负荷预测,0.9656765608199189,0.9681613445281982,0.9681613445281982,0.9681613445281982,0.9687658548355103,∅
PJM,total_gen,B,rmccp,调频容量价,0.006450748598193416,0.04617947340011597,0.09287256002426147,0.1048232913017273,0.14046502113342285,自调度调频量 + 一级备用需求
PJM,total_gen,B,rmpcp,调频性能价,0.0005371828194893463,0.07997637242078781,0.10110793262720108,0.11297479271888733,0.11961391568183899,自调度调频量 + 一级备用自供量
PJM,total_gen,B,total_pjm_reg_purchases,调频购买量,0.004964318620610072,0.12868964672088623,0.1423301100730896,0.1423301100730896,0.17246399819850922,自调度调频量
PJM,total_gen,B,total_pjm_self_sched_reg,自调度调频量,0.005209726916175383,0.017006278038024902,0.0756378173828125,0.0944104790687561,0.08854037523269653,指派调频量 + 日前一级备用价
PJM,total_gen,B,total_pjm_assigned_reg,指派调频量,0.002398170621514082,0.017009496688842773,0.07564103603363037,0.11194592714309692,0.1184273362159729,自调度调频量 + 日前一级备用价
PJM,total_gen,B,da_as_mcp_primary_reserve,日前一级备用价,0.06077381753713531,0.11182671785354614,0.13310271501541138,0.14566433429718018,0.16793526709079742,自调度调频量 + 指派调频量
PJM,total_gen,B,da_as_mcp_synchronized_reserve,日前同步备用价,0.07690487014100329,0.11615955829620361,0.15972068905830383,0.1705225706100464,0.1848626285791397,30分钟备用需求 + 计划交换
PJM,total_gen,B,da_as_as_req_mw_primary_reserve,一级备用需求,0.13733886429816314,0.23927932977676392,0.2844342887401581,0.31855523586273193,0.2688867449760437,日前同步备用价 + 一级备用自供量
PJM,total_gen,B,da_as_as_req_mw_thirty_minutes_reserve,30分钟备用需求,0.1332335235532197,0.15576308965682983,0.21368224918842316,0.25635290145874023,0.23148895800113678,日前同步备用价 + 一级备用自供量
PJM,total_gen,B,da_as_ss_mw_primary_reserve,一级备用自供量,0.007687737329723015,0.11078660190105438,0.1687057614326477,0.1687057614326477,0.09155526757240295,30分钟备用需求
PJM,total_gen,B,da_as_nsr_mw_primary_reserve,一级非同步备用量,0.007229297161452522,0.4035714566707611,0.40878474712371826,0.40878474712371826,0.2818247377872467,日前同步备用价
PJM,total_gen,B,system_energy_price_da,日前系统电能价,0.3088853459511347,0.38514643907546997,0.4303820729255676,0.4303820729255676,0.42138922214508057,30分钟备用需求
PJM,total_gen,B,total_lmp_rt,实时LMP,0.14167807891120304,0.284310519695282,0.31557005643844604,0.31557005643844604,0.31826159358024597,30分钟备用需求
PJM,total_gen,B,marginal_loss_price_rt,实时网损价,0.15424784062832145,0.3257390856742859,0.3530339002609253,0.36482495069503784,0.35377755761146545,自调度调频量 + 指派调频量
PJM,total_gen,B,gross_sched_interchange_mw,计划交换,0.06863595024892022,0.09338575601577759,0.11258059740066528,0.11954689025878906,0.12213502824306488,自调度调频量 + 日前一级备用价
PJM,net_actual_interchange_mw,A,gen_fuel_coal_mw,实际发电_煤,0.03424127289498216,0.1836608648300171,0.3010217249393463,0.48659828305244446,0.45653289556503296,发电占比_煤 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_gas_mw,实际发电_气,0.10839422585698273,0.12812447547912598,0.3429054021835327,0.571182131767273,0.5594944953918457,发电占比_气 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_hydro_mw,实际发电_水,4.808298840460234e-05,0.02160125970840454,0.1546037197113037,0.3889161944389343,0.367125540971756,发电占比_水 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_multiple_fuels_mw,实际发电_多燃料,0.03565280666519131,0.061963703483343124,0.259163498878479,0.3067016899585724,0.2762024402618408,实际发电_气 + 发电占比_风
PJM,net_actual_interchange_mw,A,gen_fuel_nuclear_mw,实际发电_核,0.15466232246431685,0.3521888256072998,0.469775527715683,0.5791391134262085,0.5820139050483704,发电占比_核 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_oil_mw,实际发电_油,0.005480016214147205,0.06653323769569397,0.2608403265476227,0.3025789260864258,0.2743988037109375,发电占比_油 + 日前系统电能价
PJM,net_actual_interchange_mw,A,gen_fuel_other_renewables_mw,实际发电_其他可再生,0.0621863593843101,0.11445224285125732,0.18367484211921692,0.2934919595718384,0.29331308603286743,发电占比_其他可再生 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_solar_mw,实际发电_光,0.027718065426480327,0.03860719874501228,0.09283226728439331,0.26113224029541016,0.2474919706583023,发电占比_光 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_storage_mw,实际发电_储能,0.020394670117769957,0.01872982643544674,0.06658470630645752,0.07941043376922607,0.11466951668262482,实际发电_气 + 实际发电_风
PJM,net_actual_interchange_mw,A,gen_fuel_wind_mw,实际发电_风,0.02923478620432573,0.0198056697845459,0.0990300178527832,0.4572460651397705,0.42986249923706055,发电占比_风 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_coal_pct,发电占比_煤,0.0006258851589037865,0.17877772450447083,0.2565091550350189,0.47466444969177246,0.4670676589012146,实际发电_煤 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_gas_pct,发电占比_气,0.050235325150231804,0.07358431816101074,0.15016646683216095,0.4641607999801636,0.4491281509399414,实际发电_气 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_hydro_pct,发电占比_水,0.004859137419457608,0.005947353783994913,0.13894981145858765,0.38712871074676514,0.36782023310661316,实际发电_水 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_multiple_fuels_pct,发电占比_多燃料,0.1022164876646092,0.1563321352005005,0.2584386169910431,0.3525044023990631,0.344300776720047,实际发电_多燃料 + 实时网损价
PJM,net_actual_interchange_mw,A,gen_fuel_nuclear_pct,发电占比_核,0.028307315456917642,0.07963055372238159,0.2798836827278137,0.33911406993865967,0.35467594861984253,实际发电_多燃料 + 日前系统电能价
PJM,net_actual_interchange_mw,A,gen_fuel_oil_pct,发电占比_油,1.5754448131732235e-05,0.00722393486648798,0.20153102278709412,0.23541249334812164,0.24152332544326782,实际发电_油 + 实时网损价
PJM,net_actual_interchange_mw,A,gen_fuel_other_renewables_pct,发电占比_其他可再生,0.015236371785627444,0.04034298285841942,0.14623332023620605,0.23913735151290894,0.3451001048088074,实际发电_其他可再生 + 日前系统电能价
PJM,net_actual_interchange_mw,A,gen_fuel_solar_pct,发电占比_光,0.015476286718454815,0.003989875316619873,0.06303554773330688,0.2358970046043396,0.22460129857063293,实际发电_光 + 最新负荷预测
PJM,net_actual_interchange_mw,A,gen_fuel_wind_pct,发电占比_风,0.04545269414860809,0.037109375,0.11348706483840942,0.44867533445358276,0.4387580454349518,实际发电_风 + 最新负荷预测
PJM,net_actual_interchange_mw,A,forecast_load_mw_latest_available,最新负荷预测,0.028214561923280417,0.07028579711914062,0.2266111969947815,0.5198752284049988,0.507926881313324,实际发电_气 + 发电占比_气
PJM,net_actual_interchange_mw,A,forecast_load_mw_day_ahead,日前负荷预测,0.030561008325141453,0.07048362493515015,0.2283887267112732,0.4095458388328552,0.40068942308425903,实际发电_气 + 发电占比_气
PJM,net_actual_interchange_mw,A,rmccp,调频容量价,0.01565918111940976,0.02723795175552368,0.16113120317459106,0.18605098128318787,0.11870735883712769,发电占比_水 + 调频容量补偿
PJM,net_actual_interchange_mw,A,rmpcp,调频性能价,0.012478294651791259,0.06692516803741455,0.09918104112148285,0.11756309866905212,0.13889393210411072,调频性能补偿 + 计划交换
PJM,net_actual_interchange_mw,A,total_pjm_loc_credit,调频机会成本补偿,6.340850371697527e-07,0.014004230499267578,0.059362709522247314,0.08810291439294815,0.11991070210933685,发电占比_水 + 调频容量补偿
PJM,net_actual_interchange_mw,A,total_pjm_reg_purchases,调频购买量,0.05864098094080911,0.1766951084136963,0.2201087474822998,0.24302899837493896,0.26522010564804077,自调度调频量 + 计划交换
PJM,net_actual_interchange_mw,A,total_pjm_self_sched_reg,自调度调频量,0.004520219814533842,0.026226341724395752,0.14793545007705688,0.18462833762168884,0.15570950508117676,指派调频量 + 日前一级备用价
PJM,net_actual_interchange_mw,A,total_pjm_assigned_reg,指派调频量,0.07599125707547255,0.09476149082183838,0.2164705991744995,0.26728910207748413,0.25830280780792236,自调度调频量 + 计划交换
PJM,net_actual_interchange_mw,A,total_pjm_rmccp_cr,调频容量补偿,0.017204028804806815,0.03399437665939331,0.1678876280784607,0.1852177381515503,0.12675130367279053,发电占比_水 + 调频容量价
PJM,net_actual_interchange_mw,A,total_pjm_rmpcp_cr,调频性能补偿,0.04342199944374895,0.15476174652576447,0.18701761960983276,0.20100054144859314,0.16825991868972778,发电占比_水 + 调频性能价
PJM,net_actual_interchange_mw,A,da_as_mcp_primary_reserve,日前一级备用价,0.01127189779808725,0.00841572042554617,0.10087954998016357,0.10762858390808105,0.1252807080745697,实际发电_水 + 实际发电_风
PJM,net_actual_interchange_mw,A,da_as_mcp_synchronized_reserve,日前同步备用价,0.009245366464581638,0.02971094846725464,0.10137498378753662,0.13374046981334686,0.1352674961090088,发电占比_核 + 调频机会成本补偿
PJM,net_actual_interchange_mw,A,da_as_as_req_mw_primary_reserve,一级备用需求,0.162833635388364,0.41228747367858887,0.4503902494907379,0.4503902494907379,0.39678525924682617,发电占比_油
PJM,net_actual_interchange_mw,A,da_as_as_req_mw_thirty_minutes_reserve,30分钟备用需求,0.1612408364830914,0.26297688484191895,0.2951256334781647,0.30537664890289307,0.337853342294693,发电占比_油 + 一级备用自供量
PJM,net_actual_interchange_mw,A,da_as_ss_mw_primary_reserve,一级备用自供量,0.0012408148857063568,0.07814312726259232,0.16807740926742554,0.18005988001823425,0.14222568273544312,实际发电_其他可再生 + 发电占比_水
PJM,net_actual_interchange_mw,A,da_as_nsr_mw_primary_reserve,一级非同步备用量,0.02279226822785853,0.24853463470935822,0.27517423033714294,0.31501856446266174,0.23308727145195007,实际发电_多燃料 + 发电占比_光
PJM,net_actual_interchange_mw,A,system_energy_price_da,日前系统电能价,0.011591110846306159,0.103751540184021,0.31853246688842773,0.3578229546546936,0.35357192158699036,实际发电_气 + 发电占比_风
PJM,net_actual_interchange_mw,A,total_lmp_rt,实时LMP,0.007766157351926772,0.036589860916137695,0.2037944197654724,0.23338967561721802,0.22943022847175598,实际发电_气 + 计划交换
PJM,net_actual_interchange_mw,A,marginal_loss_price_rt,实时网损价,0.010202357521247074,0.038806796073913574,0.23685699701309204,0.2782335877418518,0.2768252193927765,实际发电_气 + 计划交换
PJM,net_actual_interchange_mw,A,net_inadv_interchange_mw,净无意交换,0.0019390436812641843,-0.0024471282958984375,0.015800394117832184,0.0372568815946579,0.08808733522891998,调频购买量 + 调频性能补偿
PJM,net_actual_interchange_mw,A,gross_sched_interchange_mw,计划交换,0.20094837833896695,0.23479187488555908,0.3037850856781006,0.32330042123794556,0.3339805603027344,发电占比_水 + 发电占比_光
PJM,net_actual_interchange_mw,A,gross_inadv_interchange_mw,总无意交换,0.030747611508804944,0.09709286689758301,0.16470259428024292,0.19937902688980103,0.20243215560913086,实际发电_风 + 日前系统电能价
PJM,net_actual_interchange_mw,B,forecast_load_mw_latest_available,最新负荷预测,0.028214561923280417,0.07028579711914062,0.2266111969947815,0.23683284223079681,0.23798823356628418,一级备用自供量 + 日前系统电能价
PJM,net_actual_interchange_mw,B,forecast_load_mw_day_ahead,日前负荷预测,0.030561008325141453,0.07048362493515015,0.2283887267112732,0.23578397929668427,0.24040347337722778,一级备用自供量 + 日前系统电能价
PJM,net_actual_interchange_mw,B,rmccp,调频容量价,0.01565918111940976,0.02723795175552368,0.060923099517822266,0.06952768564224243,0.07337269186973572,日前负荷预测 + 计划交换
PJM,net_actual_interchange_mw,B,rmpcp,调频性能价,0.012478294651791259,0.06692516803741455,0.07700527459383011,0.09821595251560211,0.07720348238945007,一级备用自供量 + 日前系统电能价
PJM,net_actual_interchange_mw,B,total_pjm_reg_purchases,调频购买量,0.05864098094080911,0.1766951084136963,0.2201087474822998,0.24302899837493896,0.26522010564804077,自调度调频量 + 计划交换
PJM,net_actual_interchange_mw,B,total_pjm_self_sched_reg,自调度调频量,0.004520219814533842,0.026226341724395752,0.14793545007705688,0.18462833762168884,0.13326218724250793,指派调频量 + 日前一级备用价
PJM,net_actual_interchange_mw,B,total_pjm_assigned_reg,指派调频量,0.07599125707547255,0.09476149082183838,0.2164705991744995,0.26728910207748413,0.25830280780792236,自调度调频量 + 计划交换
PJM,net_actual_interchange_mw,B,da_as_mcp_primary_reserve,日前一级备用价,0.01127189779808725,0.00841572042554617,0.04164345562458038,0.06492204964160919,0.0703243687748909,日前负荷预测 + 一级备用自供量
