数据集,目标,集合,真值V,不安全,相关性放行,单字段放行,预算放行,预算放行_估计,逐阶预算放行,直接估计放行
pjm,total_gen,total_pjm_assigned+marginal_loss_pric+gross_sched_interc,0.43239957094192505,False,True,True,True,False,True,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_multiple_+gen_fuel_oil_pct,0.8981932401657104,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_hydro_mw+da_as_as_req_mw_th+da_as_ss_mw_primar,0.5125579237937927,False,True,True,False,False,False,True
pjm,total_gen,total_pjm_rmccp_cr+total_pjm_rmpcp_cr+da_as_ss_mw_primar,0.2896159291267395,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_oil_pct+total_pjm_rmpcp_cr+marginal_loss_pric,0.5647879242897034,False,False,True,False,False,False,True
pjm,total_gen,total_pjm_self_sch+da_as_as_req_mw_th+total_lmp_rt,0.4943069815635681,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_pct+gen_fuel_nuclear_p+gen_fuel_other_ren,0.8800655603408813,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+total_pjm_assigned+da_as_nsr_mw_prima,0.856757640838623,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_wind_mw+forecast_load_mw_d+total_pjm_rmccp_cr,0.9697608947753906,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_p+forecast_load_mw_l+total_pjm_assigned,0.9810903668403625,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_pct+total_lmp_rt+gross_inadv_interc,0.48243504762649536,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_hydro_pct+gen_fuel_multiple_+gross_sched_interc,0.30811798572540283,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_nuclear_p+forecast_load_mw_l+total_pjm_self_sch,0.979802668094635,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_storage_m+da_as_mcp_primary_,0.8156512975692749,True,False,False,False,False,False,False
pjm,total_gen,total_pjm_loc_cred+total_pjm_rmccp_cr+da_as_mcp_primary_,0.16472190618515015,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_oil_mw+total_pjm_self_sch,0.8600010275840759,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_storage_m+total_pjm_loc_cred+da_as_as_req_mw_pr,0.2889375686645508,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_other_ren+gen_fuel_coal_pct+marginal_loss_pric,0.6518051028251648,False,False,True,False,False,False,True
pjm,total_gen,total_pjm_self_sch+da_as_as_req_mw_pr+da_as_nsr_mw_prima,0.6059411764144897,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_mw+da_as_as_req_mw_th+system_energy_pric,0.6507395505905151,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_mw+total_pjm_assigned+da_as_as_req_mw_th,0.45784029364585876,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_p+total_pjm_rmpcp_cr+da_as_as_req_mw_th,0.9019399881362915,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_pct+forecast_load_mw_d+total_pjm_reg_purc,0.9723600149154663,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_storage_m+gen_fuel_oil_pct,0.4993566870689392,False,False,True,False,False,True,True
pjm,total_gen,da_as_nsr_mw_prima+total_lmp_rt+net_inadv_intercha,0.614474356174469,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_pct+total_pjm_loc_cred+marginal_loss_pric,0.4520101547241211,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_oil_mw+gen_fuel_nuclear_p,0.9959986805915833,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_pct+forecast_load_mw_d+rmpcp,0.9708598852157593,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_pct+forecast_load_mw_l+rmccp,0.9771135449409485,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_p+forecast_load_mw_l+da_as_ss_mw_primar,0.9810176491737366,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_storage_m+gen_fuel_nuclear_p+total_pjm_rmpcp_cr,0.8643649220466614,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_coal_pct+da_as_as_req_mw_th,0.7880688905715942,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_wind_mw+da_as_as_req_mw_th+net_inadv_intercha,0.2284553050994873,False,True,True,False,False,True,True
pjm,total_gen,da_as_mcp_primary_+marginal_loss_pric+net_inadv_intercha,0.36119794845581055,False,True,True,True,False,True,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_multiple_+gen_fuel_hydro_pct,0.8947383761405945,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+rmccp+da_as_as_req_mw_th,0.39798596501350403,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_solar_mw+total_pjm_assigned+system_energy_pric,0.5282458662986755,False,False,True,False,False,True,True
pjm,total_gen,total_pjm_self_sch+total_pjm_rmpcp_cr+gross_sched_interc,0.2355181723833084,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_nuclear_m+total_pjm_self_sch,0.9304594397544861,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_pct+da_as_as_req_mw_pr+da_as_as_req_mw_th,0.294608473777771,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_wind_pct+forecast_load_mw_d+da_as_as_req_mw_pr,0.9769558906555176,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_pct+rmpcp+net_inadv_intercha,0.30073490738868713,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_gas_pct+gen_fuel_nuclear_p+total_pjm_self_sch,0.8754785060882568,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+total_pjm_assigned+gross_inadv_interc,0.34615081548690796,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_wind_mw+total_pjm_rmccp_cr,0.3768121600151062,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+total_pjm_loc_cred+gross_sched_interc,0.22060930728912354,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+da_as_as_req_mw_pr+marginal_loss_pric,0.7327916026115417,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+total_pjm_rmccp_cr+da_as_ss_mw_primar,0.30590304732322693,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_mw+da_as_ss_mw_primar+system_energy_pric,0.9132598042488098,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_hydro_pct+gen_fuel_oil_pct+total_pjm_self_sch,0.46483561396598816,False,False,True,False,False,True,True
pjm,total_gen,rmpcp+marginal_loss_pric+gross_inadv_interc,0.4896911382675171,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_mw+forecast_load_mw_l+total_pjm_self_sch,0.9751167893409729,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_other_ren+total_pjm_assigned,0.7075547575950623,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_nuclear_p+total_pjm_reg_purc+da_as_mcp_primary_,0.882890522480011,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_mw+total_pjm_rmccp_cr+system_energy_pric,0.8949324488639832,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+rmpcp+gross_sched_interc,0.5856558084487915,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_nuclear_p+marginal_loss_pric,0.9961031675338745,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_pct+total_lmp_rt+net_inadv_intercha,0.42038655281066895,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_other_ren+total_pjm_reg_purc+da_as_as_req_mw_pr,0.4816730320453644,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_solar_mw+rmccp,0.5841037034988403,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_p+gen_fuel_wind_pct+gross_sched_interc,0.892302393913269,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_solar_mw+forecast_load_mw_l,0.9807564616203308,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_wind_pct+total_pjm_rmpcp_cr+da_as_as_req_mw_pr,0.42095595598220825,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_wind_mw+da_as_mcp_synchron+da_as_as_req_mw_th,0.3780251741409302,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_nuclear_p+total_pjm_reg_purc,0.8709371089935303,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_multiple_+da_as_ss_mw_primar+gross_sched_interc,0.4321333169937134,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_solar_pct+total_pjm_loc_cred+total_pjm_rmccp_cr,0.1802915334701538,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_other_ren+forecast_load_mw_l+total_pjm_reg_purc,0.9792219400405884,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_multiple_+total_lmp_rt,0.5651114583015442,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_coal_pct+da_as_mcp_primary_,0.6372848153114319,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_wind_mw+da_as_mcp_primary_,0.3364361822605133,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_wind_pct+total_pjm_rmccp_cr,0.9044004678726196,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_wind_pct+da_as_mcp_synchron+gross_inadv_interc,0.4615430533885956,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_storage_m+gen_fuel_wind_pct+marginal_loss_pric,0.4364900588989258,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_solar_mw+gen_fuel_wind_mw,0.9409601092338562,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_gas_pct+total_pjm_rmpcp_cr,0.7361155152320862,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_solar_pct+total_pjm_reg_purc,0.4341396689414978,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_oil_pct+da_as_nsr_mw_prima,0.8913512825965881,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_gas_mw+rmccp+total_lmp_rt,0.8876052498817444,True,False,False,False,False,False,False
pjm,total_gen,rmccp+total_pjm_reg_purc+marginal_loss_pric,0.49759334325790405,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_m+total_pjm_loc_cred+da_as_mcp_primary_,0.701688826084137,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_pct+gen_fuel_solar_pct+system_energy_pric,0.5253239274024963,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_wind_pct+total_pjm_self_sch,0.2570701837539673,False,True,True,False,False,False,True
pjm,total_gen,total_pjm_rmccp_cr+da_as_ss_mw_primar+marginal_loss_pric,0.45194312930107117,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_gas_pct+gen_fuel_solar_pct,0.6342475414276123,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+gen_fuel_wind_pct+da_as_mcp_synchron,0.4427281320095062,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_hydro_pct+total_pjm_loc_cred,0.3908855617046356,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_pct+da_as_mcp_synchron+da_as_ss_mw_primar,0.2846679091453552,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_hydro_pct+gross_sched_interc,0.5993000864982605,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+da_as_as_req_mw_th+total_lmp_rt,0.6422899961471558,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_other_ren+total_pjm_rmccp_cr,0.8144009113311768,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_multiple_+da_as_nsr_mw_prima,0.8832182884216309,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_hydro_pct+gross_sched_interc,0.31163734197616577,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_storage_m+gen_fuel_gas_pct+gen_fuel_oil_pct,0.5055640339851379,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_pct+total_pjm_assigned+gross_inadv_interc,0.43205779790878296,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_pct+da_as_mcp_synchron+net_inadv_intercha,0.3586273193359375,False,True,True,True,False,True,True
pjm,total_gen,gen_fuel_gas_pct+total_pjm_assigned+total_lmp_rt,0.4703245162963867,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_other_ren+rmccp+total_pjm_rmccp_cr,0.2540203332901001,False,True,True,True,False,True,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_oil_pct+da_as_ss_mw_primar,0.5337209105491638,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_nuclear_p+da_as_mcp_synchron+da_as_ss_mw_primar,0.8978766798973083,True,False,False,False,False,False,False
pjm,total_gen,total_pjm_loc_cred+total_pjm_self_sch+da_as_mcp_primary_,0.1616765260696411,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_nuclear_p+total_pjm_rmccp_cr,0.8827425837516785,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_solar_mw+total_pjm_reg_purc,0.6384283900260925,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_mw+total_pjm_rmccp_cr+da_as_mcp_primary_,0.5326909422874451,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+gen_fuel_nuclear_p+total_pjm_loc_cred,0.904468834400177,True,False,False,False,False,False,False
pjm,total_gen,total_pjm_loc_cred+da_as_as_req_mw_pr+da_as_ss_mw_primar,0.3775606155395508,False,True,True,True,True,True,True
pjm,total_gen,forecast_load_mw_l+total_pjm_rmccp_cr+total_pjm_rmpcp_cr,0.9769054055213928,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_pct+marginal_loss_pric+gross_sched_interc,0.5194959044456482,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_pct+total_pjm_rmpcp_cr+da_as_mcp_primary_,0.2869724929332733,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_solar_mw+rmpcp,0.623273491859436,False,False,True,False,False,True,True
pjm,total_gen,da_as_mcp_primary_+da_as_as_req_mw_th+total_lmp_rt,0.5051196813583374,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_mw+da_as_mcp_primary_+da_as_nsr_mw_prima,0.5515857934951782,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_coal_pct+da_as_mcp_synchron,0.9234091639518738,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_coal_pct+gen_fuel_multiple_+da_as_nsr_mw_prima,0.7094018459320068,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_multiple_+net_inadv_intercha,0.8827807307243347,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_oil_pct+da_as_as_req_mw_th,0.876140296459198,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+gen_fuel_multiple_+da_as_mcp_primary_,0.7903323769569397,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_other_ren+gen_fuel_oil_pct,0.5734726786613464,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_gas_pct+total_pjm_reg_purc,0.46724066138267517,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+rmpcp+total_pjm_rmpcp_cr,0.22858598828315735,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_oil_pct+gross_inadv_interc,0.5845359563827515,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_multiple_+gen_fuel_storage_m+total_pjm_reg_purc,0.3518671989440918,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_hydro_mw+gen_fuel_storage_m+gen_fuel_multiple_,0.3768945336341858,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_storage_m+rmpcp+da_as_mcp_synchron,0.19992561638355255,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_wind_mw+gen_fuel_hydro_pct+da_as_mcp_synchron,0.2948068380355835,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_storage_m+gen_fuel_solar_pct+total_pjm_reg_purc,0.2728925347328186,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_multiple_+total_pjm_loc_cred+total_pjm_rmccp_cr,0.19490671157836914,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_other_ren+gen_fuel_other_ren+forecast_load_mw_d,0.9781391620635986,True,False,False,False,False,False,False
pjm,total_gen,total_pjm_assigned+da_as_ss_mw_primar+da_as_nsr_mw_prima,0.4962979853153229,False,True,True,False,True,True,True
pjm,total_gen,system_energy_pric+total_lmp_rt+gross_sched_interc,0.45855534076690674,False,False,True,False,False,False,True
pjm,total_gen,total_pjm_assigned+da_as_nsr_mw_prima+system_energy_pric,0.7149818539619446,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_pct+gen_fuel_oil_pct+gen_fuel_solar_pct,0.5417572855949402,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_pct+forecast_load_mw_d+marginal_loss_pric,0.9721800684928894,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_other_ren+gen_fuel_storage_m+gen_fuel_nuclear_p,0.9023286700248718,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_nuclear_m+marginal_loss_pric+gross_inadv_interc,0.7935348153114319,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_gas_pct+da_as_as_req_mw_th+marginal_loss_pric,0.5597327351570129,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_wind_mw+da_as_nsr_mw_prima,0.45683571696281433,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_mw+total_pjm_rmccp_cr+gross_sched_interc,0.8813117146492004,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_gas_pct+gen_fuel_nuclear_p+da_as_nsr_mw_prima,0.9394201636314392,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+rmccp+da_as_mcp_synchron,0.550650954246521,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_pct+gen_fuel_wind_pct+net_inadv_intercha,0.3164288401603699,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_other_ren+gen_fuel_coal_pct+total_pjm_rmpcp_cr,0.5629554986953735,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_coal_mw+total_pjm_self_sch+da_as_ss_mw_primar,0.8098755478858948,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_oil_mw+da_as_mcp_synchron+da_as_nsr_mw_prima,0.7091838121414185,True,False,True,False,False,False,True
pjm,total_gen,gen_fuel_oil_pct+total_pjm_self_sch+da_as_ss_mw_primar,0.47850504517555237,False,False,True,False,False,True,True
pjm,total_gen,da_as_mcp_primary_+da_as_as_req_mw_pr+marginal_loss_pric,0.5966681241989136,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_wind_pct+forecast_load_mw_d+da_as_as_req_mw_th,0.9733643531799316,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_multiple_+total_pjm_reg_purc+total_pjm_assigned,0.25004905462265015,False,True,True,False,False,True,True
pjm,total_gen,forecast_load_mw_d+rmpcp+da_as_as_req_mw_pr,0.976426899433136,True,False,False,False,False,False,False
pjm,total_gen,total_pjm_assigned+da_as_mcp_synchron+total_lmp_rt,0.37586599588394165,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_wind_mw+gen_fuel_gas_pct+rmccp,0.27570247650146484,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_wind_mw+marginal_loss_pric+net_inadv_intercha,0.35737162828445435,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_storage_m+total_pjm_reg_purc+da_as_ss_mw_primar,0.25088250637054443,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_other_ren+da_as_mcp_primary_+da_as_ss_mw_primar,0.33855611085891724,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+gen_fuel_wind_pct+da_as_mcp_synchron,0.59644615650177,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_solar_mw+total_pjm_loc_cred+system_energy_pric,0.504741907119751,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_pct+system_energy_pric+total_lmp_rt,0.4773530960083008,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_wind_mw+total_pjm_rmccp_cr+net_inadv_intercha,0.11484621465206146,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_oil_mw+da_as_nsr_mw_prima+system_energy_pric,0.7527157068252563,True,False,True,False,False,False,True
pjm,total_gen,rmpcp+total_pjm_rmpcp_cr+da_as_ss_mw_primar,0.2346601039171219,False,True,True,True,True,True,True
pjm,total_gen,gen_fuel_solar_mw+gen_fuel_storage_m+gen_fuel_hydro_pct,0.24999122321605682,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_hydro_mw+gen_fuel_multiple_,0.8933560252189636,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_storage_m+gen_fuel_other_ren+total_pjm_assigned,0.5403903126716614,False,False,True,False,False,True,True
pjm,total_gen,gen_fuel_wind_mw+rmccp+rmpcp,0.1909274309873581,False,True,True,False,False,True,True
pjm,total_gen,gen_fuel_other_ren+total_pjm_rmpcp_cr+marginal_loss_pric,0.657167375087738,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_nuclear_m+rmpcp+total_lmp_rt,0.8092631101608276,True,False,True,False,False,False,False
pjm,total_gen,gen_fuel_coal_mw+gen_fuel_oil_pct+forecast_load_mw_l,0.9809330105781555,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_solar_pct+da_as_mcp_primary_+da_as_nsr_mw_prima,0.5627997517585754,False,True,True,False,False,False,True
pjm,total_gen,gen_fuel_gas_mw+gen_fuel_multiple_+total_pjm_rmccp_cr,0.8826022744178772,True,False,False,False,False,False,False
pjm,total_gen,gen_fuel_hydro_mw+total_pjm_assigned+system_energy_pric,0.5272199511528015,False,False,True,False,False,False,True
pjm,total_gen,gen_fuel_hydro_pct+total_pjm_rmpcp_cr+marginal_loss_pric,0.4938262701034546,False,True,True,False,False,True,True
pjm,total_gen,forecast_load_mw_l+da_as_as_req_mw_th+system_energy_pric,0.980978786945343,True,False,False,False,False,False,False
pjm,total_gen,total_pjm_loc_cred+total_pjm_rmpcp_cr+system_energy_pric,0.49228936433792114,False,False,True,False,False,True,True
pjm,total_gen,total_pjm_rmpcp_cr+da_as_mcp_synchron+da_as_as_req_mw_th,0.36534377932548523,False,True,True,False,False,True,True
