数据集,目标,字段,相关性,M0,M1,M2,估计M2,认证下界,风险档位,见证背景,见证下V,加入后V,critical,单字段critical
pjm,total_gen,gen_fuel_solar_pct,0.08517583,0.0968382954597473,0.7071744203567505,0.7071744203567505,0.716459333896637,0.7071744203567505,高,gen_fuel_solar_mw,0.0326418876647949,0.7398163080215454,True,False
pjm,total_gen,gen_fuel_storage_mw,0.16044542,0.0313291549682617,0.0854631289839744,0.0952873453497886,0.1360534727573394,0.0167923867702484,低,"gen_fuel_solar_mw,total_pjm_self_sched_reg",0.0786995813250541,0.1739869266748428,True,False
pjm,total_gen,gen_fuel_wind_mw,0.20288956,0.0651900768280029,0.7748767137527466,0.7748767137527466,0.7661643028259277,0.7748767137527466,高,gen_fuel_wind_pct,0.1617945432662964,0.936671257019043,True,False
pjm,total_gen,gen_fuel_wind_pct,0.3553442,0.1617945432662964,0.87148118019104,0.87148118019104,0.8675573468208313,0.87148118019104,高,gen_fuel_wind_mw,0.0651900768280029,0.936671257019043,True,False
pjm,total_gen,gross_inadv_interchange_mw,0.46546704,0.2392613887786865,0.2639507055282593,0.2875320315361023,0.2941676378250122,0.2572235763072967,中,"gen_fuel_solar_mw,gen_fuel_wind_mw",0.0918846875429153,0.3794167339801788,True,False
pjm,total_gen,gross_sched_interchange_mw,0.26198462,0.0933857560157775,0.1125805974006652,0.1291888952255249,0.1934238076210022,0.0812016427516937,低,"gen_fuel_solar_pct,total_pjm_loc_credit",0.114131212234497,0.2433201074600219,True,False
pjm,total_gen,marginal_loss_price_rt,0.392744,0.3257390856742859,0.35449880361557,0.3918086588382721,0.4022966027259826,0.3870232105255127,中,"gen_fuel_solar_mw,rmpcp",0.1048623323440551,0.4966709911823272,True,False
pjm,total_gen,net_inadv_interchange_mw,0.17461626,0.0242027044296264,0.0301827192306518,0.0480860024690628,0.1274169683456421,0.0,可忽略,"gen_fuel_solar_mw,gross_sched_interchange_mw",0.1220440864562988,0.1701300889253616,False,False
pjm,total_gen,rmccp,0.08031654,0.0461794734001159,0.0950286984443664,0.1391145884990692,0.1602163612842559,0.0,低,"gen_fuel_other_renewables_mw,gen_fuel_solar_mw",0.1594749093055725,0.2985894978046417,True,False
pjm,total_gen,rmpcp,0.023177207,0.0799763724207878,0.104112796485424,0.1315236091613769,0.157413363456726,0.0691807568073272,低,"gen_fuel_wind_mw,gen_fuel_multiple_fuels_pct",0.1310527920722961,0.2625764012336731,True,False
pjm,total_gen,system_energy_price_da,0.5557745,0.3851464390754699,0.4605749249458313,0.4605749249458313,0.4723772704601288,0.4605749249458313,中,gen_fuel_solar_mw,0.0326418876647949,0.4932168126106262,True,False
pjm,total_gen,total_lmp_rt,0.37640142,0.284310519695282,0.315570056438446,0.3654389381408691,0.3703644871711731,0.3654389381408691,中,"gen_fuel_other_renewables_mw,gen_fuel_solar_mw",0.1594749093055725,0.5249138474464417,True,False
pjm,total_gen,total_pjm_assigned_reg,0.048971117,0.0170094966888427,0.0756410360336303,0.1119459271430969,0.1651971936225891,0.0488949716091156,低,"total_pjm_self_sched_reg,da_as_mcp_primary_reserve",0.1263657212257385,0.2383116483688354,True,False
pjm,total_gen,total_pjm_loc_credit,0.16288784,0.0383992008864879,0.0756725072860717,0.097424030303955,0.1487083435058593,0.044182926416397,低,"gen_fuel_multiple_fuels_mw,total_pjm_rmccp_cr",0.2067566514015197,0.3041806817054748,True,False
pjm,total_gen,total_pjm_reg_purchases,0.07045792,0.1286896467208862,0.1895183324813842,0.2178411930799484,0.1996451914310455,0.0893141329288482,中,"gen_fuel_solar_mw,da_as_ss_mw_primary_reserve",0.1413607150316238,0.3592019081115722,True,False
pjm,total_gen,total_pjm_rmccp_cr,0.0666554,0.0373695641756057,0.0972745418548584,0.1502987742424011,0.1519052386283874,0.0,低,"gen_fuel_other_renewables_mw,gen_fuel_solar_mw",0.1594749093055725,0.3097736835479736,True,False
pjm,total_gen,total_pjm_rmpcp_cr,0.013546886,0.0987962633371353,0.1399734765291214,0.1602608412504196,0.1588160991668701,0.0981425940990448,低,"total_pjm_self_sched_reg,total_pjm_rmccp_cr",0.0618584640324115,0.2221193015575409,True,False
pjm,total_gen,total_pjm_self_sched_reg,0.07217844,0.0170062780380249,0.0756378173828125,0.1058289185166359,0.1525852978229522,0.0174968838691711,低,"gen_fuel_solar_pct,total_pjm_assigned_reg",0.1103748306632042,0.2162037491798401,True,False
caiso,actual_load__mw__ca_iso_tac,actual_load__mw__azps,0.78850186,0.625959038734436,0.6929343938827515,0.7211765050888062,0.7155374884605408,0.710417628288269,高,"actual_renewable_generation__mw__sp15__wind,rtpd_eim_transfer__mw__export__srp__pvwest",-0.008496880531311,0.7126796245574951,True,False
caiso,actual_load__mw__ca_iso_tac,actual_load__mw__bpat,0.25324917,0.1145355701446533,0.2116210460662841,0.2378337681293487,0.2355661392211914,0.2378337681293487,中,"dam_renewable_forecast__mw__np15__wind,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum",0.4398591816425323,0.6776929497718811,True,False
caiso,actual_load__mw__ca_iso_tac,actual_load__mw__nevp,0.79112726,0.6293482184410095,0.6984248161315918,0.7233388423919678,0.7225700616836548,0.7149368524551392,高,"actual_renewable_generation__mw__sp15__wind,rtpd_eim_transfer__mw__export__srp__pvwest",-0.008496880531311,0.7148419618606567,True,False
caiso,actual_load__mw__ca_iso_tac,actual_load__mw__pace,0.70533365,0.5298773050308228,0.5765631198883057,0.5842636823654175,0.5816349983215332,0.5842636823654175,高,"rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,rtpd_eim_transfer__mw__export__srp__pvwest",0.0214778427034616,0.6057415008544922,True,False
caiso,actual_load__mw__ca_iso_tac,actual_renewable_generation__mw__np15__solar,0.33863512,0.2324228733778,0.4326080679893493,0.4326080679893493,0.42312952876091,0.4326080679893493,中,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.135812222957611,0.5684202909469604,True,False
caiso,actual_load__mw__ca_iso_tac,actual_renewable_generation__mw__np15__wind,0.218016,0.0514802932739257,0.1283807158470153,0.1819729208946228,0.17690110206604,0.1819729208946228,低,"dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,actual_load__mw__bpat",0.2467497587203979,0.4287226796150207,True,False
caiso,actual_load__mw__ca_iso_tac,actual_renewable_generation__mw__sp15__solar,0.28626835,0.137463167309761,0.4136523604393005,0.4181697368621826,0.4146104454994201,0.4181697368621826,中,"dam_renewable_forecast__mw__np15__wind,dam_schedule__mw__load__tac_south",0.3914794921875,0.8096492290496826,True,False
caiso,actual_load__mw__ca_iso_tac,actual_renewable_generation__mw__sp15__wind,0.010652792,-0.0114670991897583,0.0989076495170593,0.1374915242195129,0.1354976147413253,0.1374915242195129,低,"dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd",0.1376295089721679,0.2751210331916809,True,False
caiso,actual_load__mw__ca_iso_tac,actual_renewable_generation__mw__zp26__solar,0.3406703,0.2085408121347427,0.4455781579017639,0.4455781579017639,0.3934243619441986,0.4231882095336914,中,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.135812222957611,0.581390380859375,True,False
caiso,actual_load__mw__ca_iso_tac,actual_renewable_generation__mw__zp26__wind,0.1086662,0.002015471458435,0.0435436740517616,0.0632944703102111,0.0685361623764038,0.0035181045532226,低,"dam_renewable_forecast__mw__zp26__wind,actual_load__mw__bpat",0.1224939227104187,0.1857883930206298,True,False
caiso,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso__regulation_down__minimum,0.21789396,0.4318386912345886,0.4845147132873535,0.5011366009712219,0.3751976191997528,0.4736500084400177,高,"dam_renewable_forecast__mw__sp15__wind,dam_as_requirement__mw__as_caiso__regulation_up__minimum",0.1586471647024154,0.6597837805747986,True,False
caiso,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso__regulation_up__minimum,0.14602122,0.186735063791275,0.2632656097412109,0.2681337893009186,0.1864766478538513,0.2320552468299865,中,"dam_renewable_forecast__mw__sp15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd",0.2272161841392517,0.4953499734401703,True,False
caiso,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,0.68051624,0.4215399026870727,0.5608091354370117,0.5664845705032349,0.5599046945571899,0.5608091354370117,高,"rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd",0.1103348135948181,0.676819384098053,True,False
caiso,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,0.29997218,0.1675392985343933,0.2801479697227478,0.29397052526474,0.2912695407867431,0.29397052526474,中,"rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd",0.1227126717567443,0.4166831970214844,True,False
caiso,actual_load__mw__ca_iso_tac,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,0.14561418,0.0468707084655761,0.1042382717132568,0.1137118637561798,0.1161727607250213,0.1114127039909362,低,"dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,rtpd_eim_transfer__mw__export__bcha__malin500",0.1866809129714965,0.3003927767276764,True,False
caiso,actual_load__mw__ca_iso_tac,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.27356324,0.135812222957611,0.4299858212471008,0.5095149874687195,0.5041670799255371,0.4966576397418976,高,"dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__sp15__solar",0.166778028011322,0.6762930154800415,True,False
caiso,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,0.27804416,0.0999465584754943,0.341136485338211,0.4080840945243835,0.4175589680671692,0.4002999067306518,中,"dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__zp26__solar",0.1882317066192627,0.5963158011436462,True,False
caiso,actual_load__mw__ca_iso_tac,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,0.1693714,0.1129347681999206,0.3767943680286407,0.4390426278114319,0.4414917230606079,0.4384576082229614,中,"dam_renewable_forecast__mw__np15__wind,dam_renewable_forecast__mw__sp15__solar",0.166778028011322,0.6058206558227539,True,False
caiso,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__ca_iso_tac,0.85768616,0.7609627842903137,0.8223363757133484,0.8348903656005859,0.8288958668708801,0.8187640905380249,高,"actual_renewable_generation__mw__sp15__wind,rtpd_eim_transfer__mw__export__srp__pvwest",-0.008496880531311,0.8263934850692749,True,True
caiso,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__pge_tac,0.7523943,0.6197412610054016,0.7733218669891357,0.7734134197235107,0.785048246383667,0.7734134197235107,高,"dam_renewable_forecast__mw__sp15__solar,rtpd_eim_transfer__mw__export__banc__ranchoseco",0.1119907796382904,0.8854041695594788,True,False
caiso,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sce_tac,0.9036756,0.8241048455238342,0.8552640080451965,0.8639594912528992,0.8546870946884155,0.8639594912528992,高,"actual_renewable_generation__mw__sp15__wind,rtpd_eim_transfer__mw__export__srp__pvwest",-0.008496880531311,0.8554626107215881,True,True
caiso,actual_load__mw__ca_iso_tac,dam_load_forecast__mw__sdge_tac,0.5609382,0.4947828650474548,0.7048230171203613,0.7048230171203613,0.7056390643119812,0.7048230171203613,高,dam_renewable_forecast__mw__sp15__solar,0.1008337810635566,0.8056567907333374,True,False
caiso,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__solar,0.2692232,0.1249471083283424,0.4029687047004699,0.4031419157981872,0.3975121676921844,0.3963343501091003,中,"dam_renewable_forecast__mw__np15__wind,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd",0.2167820334434509,0.6199239492416382,True,False
caiso,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__np15__wind,0.2287552,0.0471455454826355,0.1278915405273437,0.1784551739692688,0.182983785867691,0.1784551739692688,低,"dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,actual_load__mw__bpat",0.2467497587203979,0.4252049326896667,True,False
caiso,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__solar,0.25121474,0.1008337810635566,0.4162226915359497,0.4162226915359497,0.4151141345500946,0.4125892519950866,中,dam_schedule__mw__load__tac_south,0.3192877769470215,0.7355104684829712,True,False
caiso,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__sp15__wind,0.036811247,0.0019925290253013,0.1109478026628494,0.1545293033123016,0.143426701426506,0.1545293033123016,低,"dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd",0.1376295089721679,0.2921588122844696,True,False
caiso,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__solar,0.26311582,0.108417309820652,0.3967118263244629,0.4046103358268738,0.4050112664699554,0.4046103358268738,中,"dam_renewable_forecast__mw__np15__wind,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd",0.2637037634849548,0.6683140993118286,True,False
caiso,actual_load__mw__ca_iso_tac,dam_renewable_forecast__mw__zp26__wind,0.14827275,0.011854350566864,0.0623035430908203,0.0884733945131301,0.0948806405067443,0.0323289632797241,低,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__np15__solar",0.1379856318235397,0.2264590263366699,True,False
caiso,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_ecntr,0.89499277,0.8028727769851685,0.8407493829727173,0.8507834672927856,0.8417789340019226,0.8507834672927856,高,"actual_renewable_generation__mw__sp15__wind,rtpd_eim_transfer__mw__export__srp__pvwest",-0.008496880531311,0.8422865867614746,True,True
caiso,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_north,0.78722733,0.6443901062011719,0.7627087831497192,0.7627087831497192,0.7728529572486877,0.7611864805221558,高,dam_renewable_forecast__mw__sp15__solar,0.1008337810635566,0.8635425567626953,True,False
caiso,actual_load__mw__ca_iso_tac,dam_schedule__mw__load__tac_south,0.44950673,0.3192877769470215,0.6346766948699951,0.6457073092460632,0.6406715512275696,0.6457073092460632,高,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__sp15__solar",0.123126670718193,0.7688339948654175,True,False
caiso,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,0.2706082,0.0767790079116821,0.2272199094295501,0.2614285945892334,0.2594673633575439,0.1836753487586975,中,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__np15__solar",0.1379856318235397,0.3994142413139343,True,False
caiso,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,0.19882774,0.0853465795516967,0.3036287724971771,0.3349874317646026,0.3314257860183716,0.3305487036705017,中,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar",0.1233355924487114,0.4583230316638946,True,False
caiso,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,0.16502732,0.0722623467445373,0.2734703719615936,0.3163655698299408,0.2997779250144958,0.3087664842605591,中,"actual_renewable_generation__mw__sp15__wind,dam_renewable_forecast__mw__zp26__solar",0.1233355924487114,0.4397011697292328,True,False
caiso,actual_load__mw__ca_iso_tac,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.07443538,0.0073227882385253,0.1651611775159835,0.1815764605998993,0.1670029163360595,0.1815764605998993,低,"dam_renewable_forecast__mw__sp15__solar,rtpd_eim_transfer__mw__export__banc__ranchoseco",0.1119907796382904,0.2935672402381897,True,False
caiso,actual_load__mw__ca_iso_tac,rtpd_eim_transfer__mw__export__banc__ranchoseco,0.15425798,0.0192475318908691,0.0971370339393615,0.1096104979515075,0.1020489633083343,0.1042200326919555,低,"rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd",0.1103348135948181,0.2199453115463256,True,False
caiso,actual_load__mw__ca_iso_tac,rtpd_eim_transfer__mw__export__bcha__malin500,0.057043586,0.0405314862728118,0.1296059489250183,0.1370021104812622,0.1256362795829773,0.1268472671508789,低,"actual_renewable_generation__mw__np15__solar,rtpd_eim_transfer__mw__import__nevp__eldorado230",0.2385849356651306,0.3755870461463928,True,False
caiso,actual_load__mw__ca_iso_tac,rtpd_eim_transfer__mw__export__pge__malin500,0.099179074,0.0539374463260173,0.1185956448316574,0.1498368382453918,0.1267677545547485,0.1387742906808853,低,"rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd",0.1103348135948181,0.2601716518402099,True,False
caiso,actual_load__mw__ca_iso_tac,rtpd_eim_transfer__mw__export__srp__pvwest,0.043022834,-0.0075792074203491,0.1251737922430038,0.1334836930036544,0.1203830987215042,0.1251737922430038,低,"actual_renewable_generation__mw__sp15__solar,dam_renewable_forecast__mw__sp15__wind",0.1459318548440933,0.2794155478477478,True,False
caiso,actual_load__mw__ca_iso_tac,rtpd_eim_transfer__mw__import__ladwp__sylmar,0.1554113,0.0498026013374328,0.1224665865302085,0.1309989094734192,0.1188528835773468,0.1101828068494796,低,"dam_renewable_forecast__mw__zp26__solar,actual_load__mw__bpat",0.1885530948638916,0.3195520043373108,True,False
caiso,actual_load__mw__ca_iso_tac,rtpd_eim_transfer__mw__import__nevp__eldorado230,0.041197732,-0.0056532621383666,0.044533833861351,0.0691052824258804,0.1053794622421264,0.0268974304199218,低,"actual_renewable_generation__mw__sp15__solar,rtpd_eim_transfer__mw__export__bcha__malin500",0.2281288355588913,0.2972341179847717,True,False
