candidate,source,k,arch,oracle_worst_mean,oracle_worst_std,oracle_mean_mean,oracle_mean_std,n_oracle_seeds,retrain_worst_mean,retrain_worst_std,retrain_mean_mean,retrain_mean_std,best_epoch_mean,epochs_ran_mean,n_retrain_seeds,underestimate_gap
mlp_direct_k30,mlp_search,30,mlp,0.5596976081530253,0.001488110611705521,0.37823223074277235,0.002533796581821944,3,0.577634314695994,0.0009333725518436821,0.4293164014816284,0.003483263531159672,665.3333333333334,764.0,3,0.01793670654296875
mlp_hybrid_k25,mlp_search,25,gnn,0.5296878616015116,0.014228226822097583,0.31865183512369794,0.00405368226778693,3,0.759041448434194,0.0037312930783473704,0.5470704634984335,0.0002498217201564981,588.6666666666666,686.0,3,0.22935358683268237
mlp_hybrid_k25,mlp_search,25,mlp,0.7026728391647339,0.0017823223816546758,0.498324195543925,0.001065508955776297,3,0.759041448434194,0.0037312930783473704,0.5470704634984335,0.0002498217201564981,588.6666666666666,686.0,3,0.05636860926946008
mlp_hybrid_k26,mlp_search,26,gnn,0.48682332038879395,0.016155406462856802,0.29537195960680634,0.007376054110060538,3,0.7135962645212809,0.006107501874399629,0.5086559653282166,0.0043765908201502165,389.6666666666667,510.6666666666667,3,0.22677294413248694
mlp_hybrid_k26,mlp_search,26,mlp,0.6546636621157328,0.006202187227319632,0.46118483940760296,0.0024076796987013253,3,0.7135962645212809,0.006107501874399629,0.5086559653282166,0.0043765908201502165,389.6666666666667,510.6666666666667,3,0.058932602405548096
mlp_hybrid_k27,mlp_search,27,gnn,0.4342134992281596,0.01689888973588083,0.2641442318757375,0.004362123457724957,3,0.6523044308026632,0.009064103722672643,0.4665148655573527,0.005036689479652645,399.0,520.0,3,0.2180909315745036
mlp_hybrid_k27,mlp_search,27,mlp,0.5742088953653971,0.0012151695298664156,0.413761039574941,0.0018823552573496497,3,0.6523044308026632,0.009064103722672643,0.4665148655573527,0.005036689479652645,399.0,520.0,3,0.0780955354372661
mlp_hybrid_k28,mlp_search,28,gnn,0.4044111172358195,0.004435702040981165,0.2273964385191599,0.005068069630150725,3,0.5981108347574869,0.003322324654493958,0.4186047414938609,0.006858988290194975,404.0,525.0,3,0.19369971752166742
mlp_hybrid_k28,mlp_search,28,mlp,0.5326787233352661,0.005956127019064896,0.36929672956466675,0.00251207735682212,3,0.5981108347574869,0.003322324654493958,0.4186047414938609,0.006858988290194975,404.0,525.0,3,0.06543211142222083
mlp_hybrid_k29,mlp_search,29,gnn,0.32647101084391267,0.006585106207838894,0.1894476364056269,0.0042979585971466665,3,0.5412465333938599,0.001989520190778355,0.36031994223594666,0.002170573172800606,400.6666666666667,521.6666666666666,3,0.2147755225499472
mlp_hybrid_k29,mlp_search,29,mlp,0.4758182962735494,0.01942391358729153,0.3176896373430888,0.0068484445953475095,3,0.5412465333938599,0.001989520190778355,0.36031994223594666,0.002170573172800606,400.6666666666667,521.6666666666666,3,0.06542823712031048
mlp_hybrid_k30,mlp_search,30,gnn,0.31300127506256104,0.011128073910370174,0.16114627321561176,0.0039599242927129755,3,0.4569655458132426,0.0035467561955673625,0.3253547449906667,0.00031515683170322005,302.6666666666667,423.6666666666667,3,0.14396427075068158
mlp_hybrid_k30,mlp_search,30,mlp,0.3940698504447937,0.0058673211031763026,0.2774609824021657,0.003539393621870553,3,0.4569655458132426,0.0035467561955673625,0.3253547449906667,0.00031515683170322005,302.6666666666667,423.6666666666667,3,0.06289569536844891
random_k24,baseline,24,gnn,0.978203018506368,0.0012500210407311674,0.6818891763687134,0.005056061301066521,3,0.9831018050511678,0.0008984131635197654,0.7481036384900411,0.005523926337745953,566.6666666666666,687.6666666666666,3,0.004898786544799805
random_k24,baseline,24,mlp,0.9797613223393759,0.0017225137314818759,0.7610480388005575,0.0028752441889321645,3,0.9831018050511678,0.0008984131635197654,0.7481036384900411,0.005523926337745953,566.6666666666666,687.6666666666666,3,0.003340482711791992
single_k24,baseline,24,gnn,0.7776613632837931,0.07462380181771591,0.3914228578408559,0.013087287557185303,3,0.9626920620600382,0.0049342773912393854,0.6458171407381693,0.003467144164216921,564.3333333333334,685.3333333333334,3,0.18503069877624512
single_k24,baseline,24,mlp,0.8611820538838705,0.004557289391067036,0.570719321568807,0.0034661962490803166,3,0.9626920620600382,0.0049342773912393854,0.6458171407381693,0.003467144164216921,564.3333333333334,685.3333333333334,3,0.10151000817616773
