数据,目标,字段,M0,M1,M2,M3,G1,G2,G3,平均背景增益,中位背景增益,放大背景占比,K1闭式误差,G2估计,背景召回前1,背景召回前3,背景召回前5,G2认证前3
RTS-GMLC,机组出力_223_STEAM_3,系统电能价格,0.9726233,0.9726233,0.9726233,0.9726233,0.0,0.0,0.0,0.26860252022743225,0.04707229137420654,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,节点电价_116,0.9575866,0.9575866,0.9575866,0.9575866,0.0,0.0,0.0,0.2628195881843567,0.04693639278411865,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,节点电价_121,0.92867625,0.92867625,0.92867625,0.92867625,0.0,0.0,0.0,0.2511560022830963,0.035226255655288696,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,节点电价_215,0.9819353,0.9819353,0.9819353,0.9819353,0.0,0.0,0.0,0.2737516760826111,0.04741412401199341,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,节点电价_223,0.9950751,0.9950751,0.9950751,0.9950751,0.0,0.0,0.0,0.2803148031234741,0.04930984973907471,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,节点电价_303,0.902346,0.902346,0.902346,0.902346,0.0,0.0,0.0,0.24716180562973022,0.032636046409606934,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,节点电价_309,0.9222705,0.9222705,0.9222705,0.9222705,0.0,0.0,0.0,0.2572147250175476,0.037110865116119385,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,节点电价_317,0.9690399,0.9690399,0.9690399,0.9690399,0.0,0.0,0.0,0.26749059557914734,0.04022732377052307,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,节点电价_318,0.94576526,0.94576526,0.94576526,0.94576526,0.0,0.0,0.0,0.25851204991340637,0.03904837369918823,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,节点电价_325,0.94932324,0.94932324,0.94932324,0.94932324,0.0,0.0,0.0,0.25766488909721375,0.04242786765098572,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_223_STEAM_3,阻塞_C6,0.13414687,0.2119025,0.2199477,0.2199477,0.07775563,0.08580083,0.08580083,0.041773367673158646,0.014750361442565918,0.07874015748031496,0.0,0.07950872,1.0,1.0,1.0,0.08580082654953003
RTS-GMLC,机组出力_223_STEAM_3,阻塞_C29,0.06505644,0.08416933,0.08416933,0.09765649,0.019112885,0.019112885,0.032600045,0.015164332464337349,0.0026694536209106445,0.023622047244094488,0.0,0.017457627,0.0,0.0,1.0,0.01860266923904419
RTS-GMLC,机组出力_223_STEAM_3,阻塞_CA-1,0.039971948,0.06114024,0.08395475,0.08395475,0.021168292,0.043982804,0.043982804,0.014507136307656765,0.006572365760803223,0.047244094488188976,0.0,0.036535904,1.0,1.0,1.0,0.04398280382156372
RTS-GMLC,机组出力_221_CC_1,负荷预测_区1,0.40632504,0.5798808,0.5860168,0.5860168,0.17355573,0.17969173,0.17969173,0.09343034774065018,0.001759856939315796,0.11023622047244094,0.0,0.17375189,1.0,1.0,1.0,0.17969173192977905
RTS-GMLC,机组出力_221_CC_1,负荷预测_区2,0.49302995,0.610883,0.61958396,0.62133384,0.117853045,0.12655401,0.12830389,0.11877064406871796,0.008056342601776123,0.09448818897637795,7.450581e-09,0.11883131,1.0,1.0,1.0,0.12655401229858398
RTS-GMLC,机组出力_221_CC_1,负荷预测_区3,0.20073706,0.34976608,0.35981345,0.37452483,0.14902902,0.1590764,0.17378777,0.046136654913425446,0.0010017752647399902,0.07874015748031496,0.0,0.15848692,1.0,1.0,1.0,0.15907639265060425
RTS-GMLC,机组出力_221_CC_1,风电出力预测,0.22307271,0.28270203,0.5398591,0.5398591,0.05962932,0.3167864,0.3167864,0.0557783842086792,0.0017625689506530762,0.07480314960629922,0.0,0.3094185,1.0,1.0,1.0,0.31678640842437744
RTS-GMLC,机组出力_221_CC_1,光伏出力预测,0.071239114,0.24075693,0.36901414,0.37507373,0.16951782,0.29777503,0.30383462,0.05132042244076729,0.0009843111038208008,0.2637795275590551,0.0,0.2917658,1.0,1.0,1.0,0.2977750301361084
RTS-GMLC,机组出力_221_CC_1,屋顶光伏预测,0.047247954,0.23521227,0.3575014,0.3575014,0.18796432,0.31025344,0.31025344,0.04689435288310051,0.0002447366714477539,0.27165354330708663,0.0,0.29497594,1.0,1.0,1.0,0.31025344133377075
RTS-GMLC,机组出力_221_CC_1,水电出力预测,0.0728904,0.1941858,0.20782351,0.20782351,0.12129539,0.13493311,0.13493311,0.026213258504867554,0.0,0.12598425196850394,7.450581e-09,0.12572016,1.0,1.0,1.0,0.13493311405181885
RTS-GMLC,机组出力_221_CC_1,调节上调需求,0.05156821,0.250373,0.3422795,0.3422795,0.1988048,0.29071128,0.29071128,0.04060039296746254,0.0,0.28346456692913385,0.0,0.26166946,0.0,0.0,1.0,0.2673318386077881
RTS-GMLC,机组出力_221_CC_1,调节下调需求,0.015168905,0.2139737,0.3244871,0.3244871,0.1988048,0.30931818,0.30931818,0.033853787928819656,0.0,0.28346456692913385,0.0,0.2995466,1.0,1.0,1.0,0.3093181848526001
RTS-GMLC,机组出力_221_CC_1,旋转备用需求,0.4125033,0.6004676,0.60414255,0.6051254,0.18796432,0.19163924,0.19262213,0.10603733360767365,0.00516393780708313,0.1220472440944882,0.0,0.18105388,0.0,1.0,1.0,0.191639244556427
RTS-GMLC,机组出力_221_CC_1,系统电能价格,0.98370355,0.98370355,0.98370355,0.98370355,0.0,0.0,0.0,0.266017347574234,0.056858062744140625,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_221_CC_1,节点电价_116,0.9760238,0.9760238,0.9760238,0.9760238,0.0,0.0,0.0,0.26220205426216125,0.05607345700263977,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_221_CC_1,节点电价_121,0.957924,0.957924,0.957924,0.957924,0.0,0.0,0.0,0.25551027059555054,0.053324878215789795,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_221_CC_1,节点电价_215,0.9872276,0.9872276,0.9872276,0.9872276,0.0,0.0,0.0,0.26839110255241394,0.057124316692352295,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_221_CC_1,节点电价_223,0.97511154,0.97511154,0.97511154,0.97511154,0.0,0.0,0.0,0.2623256742954254,0.054849714040756226,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_221_CC_1,节点电价_303,0.92451787,0.9304024,0.9304024,0.9304024,0.005884528,0.005884528,0.005884528,0.2421548068523407,0.028516650199890137,0.0,0.0,0.0,0.0,1.0,1.0,0.005884528160095215
RTS-GMLC,机组出力_221_CC_1,节点电价_309,0.8824855,0.8824855,0.8824855,0.8824855,0.0,0.0,0.0,0.23972348868846893,0.03139498829841614,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_221_CC_1,节点电价_317,0.95338583,0.95338583,0.95338583,0.95338583,0.0,0.0,0.0,0.25149819254875183,0.039532244205474854,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_221_CC_1,节点电价_318,0.9336972,0.9336972,0.9336972,0.9336972,0.0,0.0,0.0,0.24266205728054047,0.03195574879646301,0.0,0.0,0.0,1.0,1.0,1.0,
RTS-GMLC,机组出力_221_CC_1,节点电价_325,0.9252405,0.9343001,0.9343001,0.9343001,0.009059608,0.009059608,0.009059608,0.2427048236131668,0.04153662919998169,0.0,0.0,0.0060544014,1.0,1.0,1.0,0.009059607982635498
RTS-GMLC,机组出力_221_CC_1,阻塞_C6,0.07806748,0.1151703,0.14814305,0.152354,0.03710282,0.07007557,0.07428652,0.023668980225920677,0.009898781776428223,0.051181102362204724,0.0,0.07266494,1.0,1.0,1.0,0.07007557153701782
RTS-GMLC,机组出力_221_CC_1,阻塞_C29,0.03892505,0.051544666,0.06370574,0.065214515,0.012619615,0.02478069,0.026289463,0.009254924952983856,0.0009755492210388184,0.023622047244094488,0.0,0.027741596,1.0,1.0,1.0,0.024780690670013428
RTS-GMLC,机组出力_221_CC_1,阻塞_CA-1,0.008244514,0.021397352,0.034038246,0.034038246,0.013152838,0.025793731,0.025793731,0.005847175605595112,0.003824591636657715,0.03937007874015748,0.0,0.025513193,1.0,1.0,1.0,0.025793731212615967
RTS-GMLC,线路潮流_C35,负荷预测_区1,0.10327995,0.33032432,0.33032432,0.33032432,0.22704437,0.22704437,0.22704437,0.18257419764995575,0.20023775100708008,0.6220472440944882,0.0,0.23490623,0.0,0.0,1.0,0.22279092669487
RTS-GMLC,线路潮流_C35,负荷预测_区2,0.08940333,0.3160794,0.31668013,0.31668013,0.22667608,0.2272768,0.2272768,0.1730954349040985,0.1848149597644806,0.6692913385826772,0.0,0.23327285,0.0,0.0,1.0,0.2266760766506195
RTS-GMLC,线路潮流_C35,负荷预测_区3,0.03684187,0.14802751,0.166341,0.17003667,0.11118564,0.12949914,0.1331948,0.08813027292490005,0.08246283233165741,0.8149606299212598,0.0,0.11329597,0.0,1.0,1.0,0.1294991374015808
RTS-GMLC,线路潮流_C35,风电出力预测,0.06703395,0.192438,0.26124412,0.2657585,0.12540406,0.19421017,0.19872457,0.06138363853096962,0.02300792932510376,0.35039370078740156,0.0,0.16757762,1.0,1.0,1.0,0.19421017169952393
RTS-GMLC,线路潮流_C35,光伏出力预测,0.5055491,0.5848245,0.5848245,0.5848245,0.07927543,0.07927543,0.07927543,0.24263599514961243,0.24044007062911987,0.03543307086614173,0.0,0.07910985,1.0,1.0,1.0,0.07927542924880981
RTS-GMLC,线路潮流_C35,屋顶光伏预测,0.50450075,0.58850485,0.5978616,0.5978616,0.084004104,0.09336084,0.09336084,0.25240635871887207,0.25623324513435364,0.047244094488188976,0.0,0.08699322,1.0,1.0,1.0,0.09336084127426147
RTS-GMLC,线路潮流_C35,水电出力预测,0.07278502,0.12827033,0.15150338,0.15150338,0.05548531,0.078718364,0.078718364,0.07131119817495346,0.0743027925491333,0.4645669291338583,0.0,0.07276796,1.0,1.0,1.0,0.07871836423873901
RTS-GMLC,线路潮流_C35,调节上调需求,0.18267024,0.28797722,0.34210062,0.35577923,0.10530698,0.15943038,0.173109,0.10502265393733978,0.1048433780670166,0.1141732283464567,0.0,0.1441686,1.0,1.0,1.0,0.1594303846359253
RTS-GMLC,线路潮流_C35,调节下调需求,0.11982483,0.24522889,0.32412565,0.33828706,0.12540406,0.20430082,0.21846223,0.09169547259807587,0.09456998109817505,0.1889763779527559,0.0,0.18268536,1.0,1.0,1.0,0.20430082082748413
RTS-GMLC,线路潮流_C35,旋转备用需求,0.07068283,0.28400198,0.28702453,0.28702453,0.21331915,0.2163417,0.2163417,0.15759511291980743,0.16912123560905457,0.6968503937007874,0.0,0.22520833,1.0,1.0,1.0,0.21634170413017273
RTS-GMLC,线路潮流_C35,系统电能价格,0.49295285,0.6983889,0.6983889,0.6983889,0.20543602,0.20543602,0.20543602,0.18563280999660492,0.05010253190994263,0.13385826771653545,0.0,0.19705167,1.0,1.0,1.0,0.20543602108955383
RTS-GMLC,线路潮流_C35,节点电价_116,0.49409184,0.6918641,0.6918641,0.6918641,0.19777223,0.19777223,0.19777223,0.18460847437381744,0.047873497009277344,0.13385826771653545,0.0,0.17799544,1.0,1.0,1.0,0.19777223467826843
RTS-GMLC,线路潮流_C35,节点电价_121,0.4797473,0.6811395,0.6811395,0.6811395,0.20139223,0.20139223,0.20139223,0.18211929500102997,0.04843464493751526,0.14173228346456693,0.0,0.18362293,0.0,1.0,1.0,0.20139223337173462
RTS-GMLC,线路潮流_C35,节点电价_215,0.4885854,0.704761,0.704761,0.704761,0.21617562,0.21617562,0.21617562,0.1858883649110794,0.04812094569206238,0.14173228346456693,0.0,0.21500611,0.0,1.0,1.0,0.2161756157875061
RTS-GMLC,线路潮流_C35,节点电价_223,0.46750817,0.69455254,0.69455254,0.69455254,0.22704437,0.22704437,0.22704437,0.18182364106178284,0.04963451623916626,0.15354330708661418,0.0,0.21971747,1.0,1.0,1.0,0.22704437375068665
RTS-GMLC,线路潮流_C35,节点电价_303,0.3568041,0.5834802,0.64450234,0.64450234,0.22667608,0.28769824,0.28769824,0.15532568097114563,0.049953073263168335,0.18110236220472442,0.0,0.28820145,1.0,1.0,1.0,0.28769823908805847
RTS-GMLC,线路潮流_C35,节点电价_309,0.5162141,0.7091647,0.7091647,0.7091647,0.1929506,0.1929506,0.1929506,0.19467952847480774,0.061684489250183105,0.12992125984251968,0.0,0.1955846,0.0,1.0,1.0,0.19295060634613037
RTS-GMLC,线路潮流_C35,节点电价_317,0.49739128,0.7050781,0.7050781,0.7050781,0.20768684,0.20768684,0.20768684,0.1917947679758072,0.05754595994949341,0.15354330708661418,0.0,0.20112541,1.0,1.0,1.0,0.20768684148788452
RTS-GMLC,线路潮流_C35,节点电价_318,0.45469704,0.65402126,0.6552475,0.6552475,0.19932422,0.20055047,0.20055047,0.17611144483089447,0.04779437184333801,0.15748031496062992,0.0,0.19180468,1.0,1.0,1.0,0.20055046677589417
RTS-GMLC,线路潮流_C35,节点电价_325,0.5112417,0.69751966,0.69751966,0.69751966,0.18627799,0.18627799,0.18627799,0.1890655905008316,0.05341804027557373,0.1220472440944882,0.0,0.18221831,0.0,0.0,1.0,0.18077921867370605
RTS-GMLC,线路潮流_C35,阻塞_C6,0.020777881,0.111243635,0.11719346,0.13434494,0.090465754,0.09641558,0.113567054,0.03126377612352371,0.021198779344558716,0.33858267716535434,0.0,0.09697935,1.0,1.0,1.0,0.09641557931900024
RTS-GMLC,线路潮流_C35,阻塞_C29,0.059933186,0.07622498,0.078838766,0.078838766,0.016291797,0.01890558,0.01890558,0.024075286462903023,0.011930078268051147,0.047244094488188976,0.0,0.027772103,0.0,1.0,1.0,0.018905580043792725
RTS-GMLC,线路潮流_C35,阻塞_CA-1,0.10932267,0.11120464,0.1183725,0.1183725,0.001881972,0.009049833,0.009049833,0.042292576283216476,0.036782294511795044,0.0,0.0,0.0070130527,0.0,1.0,1.0,0.009049832820892334
NEM,机组出力_BW01,实际需求_新南威尔士,0.4257182,0.50343883,0.5194571,0.5194571,0.07772064,0.09373891,0.09373891,0.2665129005908966,0.26160573959350586,0.052752293577981654,0.0,0.0753476,0.0,1.0,1.0,0.09373891353607178
NEM,机组出力_BW01,实际需求_昆士兰,0.32527214,0.36174,0.3938486,0.3938486,0.03646785,0.068576455,0.068576455,0.183540478348732,0.18184037506580353,0.027522935779816515,0.0,0.06884295,1.0,1.0,1.0,0.06857645511627197
NEM,机组出力_BW01,实际需求_维多利亚,0.21534538,0.2646637,0.27877855,0.28911448,0.049318314,0.06343317,0.07376909,0.10063145309686661,0.07824194431304932,0.06880733944954129,0.0,0.07398175,1.0,1.0,1.0,0.06343317031860352
NEM,机组出力_BW01,实际需求_南澳,0.27717173,0.30256295,0.31858557,0.31858557,0.025391221,0.041413844,0.041413844,0.1161147803068161,0.07336592674255371,0.022935779816513763,0.0,0.035348922,1.0,1.0,1.0,0.041413843631744385
NEM,机组出力_BW01,实际需求_塔斯马尼亚,0.056980908,0.11313188,0.14491141,0.17062241,0.056150973,0.0879305,0.1136415,0.04332570359110832,0.03546813130378723,0.21330275229357798,0.0,0.091952644,1.0,1.0,1.0,0.08793050050735474
NEM,机组出力_BW01,可用发电容量_新南威尔士,0.18464726,0.18931258,0.23105195,0.23105195,0.004665315,0.04640469,0.04640469,0.09253040701150894,0.08828496932983398,0.03211009174311927,0.0,0.030257732,0.0,0.0,0.0,0.026876747608184814
NEM,机组出力_BW01,可用发电容量_昆士兰,0.047390223,0.12511086,0.14197701,0.1523366,0.07772064,0.09458679,0.104946375,0.04550386592745781,0.04157634079456329,0.2591743119266055,0.0,0.08900305,0.0,1.0,1.0,0.09458678960800171
NEM,机组出力_BW01,可用发电容量_维多利亚,0.059496343,0.09077102,0.1253584,0.14717013,0.031274676,0.06586206,0.08767378,0.04350840300321579,0.03865616023540497,0.1834862385321101,3.7252903e-09,0.06695792,1.0,1.0,1.0,0.06586205959320068
NEM,机组出力_BW01,可用发电容量_南澳,0.005504808,0.042651772,0.09436103,0.11921522,0.037146963,0.08885622,0.11371041,0.020885029807686806,0.017551004886627197,0.5619266055045872,0.0,0.084757365,1.0,1.0,1.0,0.08885622024536133
NEM,机组出力_BW01,可用发电容量_塔斯马尼亚,0.004440844,0.040162444,0.09365541,0.10283947,0.0357216,0.08921456,0.098398626,0.02723054215312004,0.028219833970069885,0.8027522935779816,0.0,0.054217372,0.0,0.0,0.0,0.059128403663635254
NEM,机组出力_BW01,风电出力预测_新南威尔士,0.03627187,0.06360632,0.12431908,0.12431908,0.027334452,0.08804721,0.08804721,0.0342722162604332,0.03470465540885925,0.1743119266055046,0.0,0.053987212,0.0,0.0,0.0,0.050158560276031494
NEM,机组出力_BW01,风电出力预测_昆士兰,0.044665635,0.060436193,0.10169399,0.10169399,0.015770558,0.057028353,0.057028353,0.022937018424272537,0.017099246382713318,0.07110091743119266,0.0,0.032474343,0.0,0.0,0.0,0.02094826102256775
NEM,机组出力_BW01,风电出力预测_维多利亚,0.011297164,0.059928894,0.10697536,0.10697536,0.04863173,0.095678195,0.095678195,0.030430389568209648,0.02949550747871399,0.6674311926605505,3.7252903e-09,0.074205406,0.0,0.0,0.0,0.07580307126045227
NEM,机组出力_BW01,风电出力预测_南澳,0.010760367,0.0757913,0.10529244,0.122644305,0.06503093,0.09453207,0.11188394,0.023395998403429985,0.017676353454589844,0.4243119266055046,0.0,0.0894551,0.0,0.0,0.0,0.08889751136302948
NEM,机组出力_BW01,风电出力预测_塔斯马尼亚,0.0034617356,0.02733016,0.10717219,0.10717219,0.023868425,0.10371046,0.10371046,0.019526973366737366,0.017767228186130524,0.6651376146788991,1.3038516e-08,0.058089897,0.0,0.0,0.0,0.06649912893772125
NEM,机组出力_BW01,光伏出力预测_新南威尔士,0.34165472,0.36673707,0.3942107,0.3942107,0.02508235,0.05255598,0.05255598,0.1597275733947754,0.13413597643375397,0.03211009174311927,0.0,0.037393153,1.0,1.0,1.0,0.052555978298187256
NEM,机组出力_BW01,光伏出力预测_昆士兰,0.37404424,0.40976584,0.41252327,0.41252327,0.0357216,0.03847903,0.03847903,0.18077227473258972,0.1530015468597412,0.022935779816513763,0.0,0.023819447,0.0,1.0,1.0,0.0384790301322937
NEM,机组出力_BW01,光伏出力预测_维多利亚,0.27742794,0.30331397,0.30536538,0.30536538,0.025886029,0.027937442,0.027937442,0.12048394232988358,0.10964430868625641,0.02981651376146789,0.0,0.029933333,0.0,1.0,1.0,0.02793744206428528
NEM,机组出力_BW01,光伏出力预测_南澳,0.2821026,0.29208994,0.29934454,0.29934454,0.0099873245,0.017241925,0.017241925,0.11704812198877335,0.10427099466323853,0.0045871559633027525,0.0,0.01791647,0.0,1.0,1.0,0.01724192500114441
NEM,机组出力_BW01,出清价_新南威尔士,0.45638072,0.4631814,0.4641075,0.4641075,0.0068006814,0.0077267885,0.0077267885,0.23503771424293518,0.21332573890686035,0.0,1.3038516e-08,0.011055201,1.0,1.0,1.0,0.007726788520812988
NEM,机组出力_BW01,出清价_昆士兰,0.4933545,0.4983729,0.4983729,0.4983729,0.005018413,0.005018413,0.005018413,0.2645723223686218,0.24870699644088745,0.0,0.0,0.0020900965,0.0,1.0,1.0,0.005018413066864014
NEM,机组出力_BW01,出清价_维多利亚,0.2561955,0.3048272,0.32663912,0.33074415,0.048631728,0.07044363,0.07454866,0.11373592168092728,0.08250470459461212,0.0871559633027523,3.7252903e-09,0.06603533,1.0,1.0,1.0,0.07044363021850586
NEM,机组出力_BW01,出清价_南澳,0.24265718,0.30768812,0.3327054,0.33412135,0.06503093,0.090048224,0.09146416,0.10012318938970566,0.061542391777038574,0.0963302752293578,0.0,0.095670015,1.0,1.0,1.0,0.09004822373390198
NEM,机组出力_BW01,出清价_塔斯马尼亚,0.13938743,0.21381083,0.2350119,0.23931885,0.0744234,0.09562448,0.09993142,0.06973215192556381,0.051064297556877136,0.11238532110091744,0.0,0.07166609,0.0,1.0,1.0,0.09562447667121887
NEM,机组出力_BW01,联络线潮流_N-Q-MNSP1,0.17090446,0.25051254,0.2713459,0.28030902,0.07960808,0.100441456,0.109404564,0.09944315254688263,0.0916675329208374,0.11467889908256881,0.0,0.09037842,0.0,1.0,1.0,0.10044145584106445
NEM,机组出力_BW01,联络线潮流_NSW1-QLD1,0.037934124,0.11754221,0.19496116,0.19496116,0.07960808,0.15702704,0.15702704,0.05330393835902214,0.04625372588634491,0.49311926605504586,0.0,0.09037842,0.0,0.0,0.0,0.08843082189559937
NEM,机组出力_BW01,联络线潮流_T-V-MNSP1,0.13481647,0.15356624,0.17365709,0.18311274,0.018749774,0.03884062,0.048296273,0.06533563137054443,0.046710655093193054,0.07568807339449542,0.0,0.044990286,0.0,0.0,0.0,0.03544187545776367
NEM,机组出力_BW01,联络线潮流_V-S-MNSP1,0.11291391,0.13492858,0.14594184,0.15315929,0.022014678,0.033027932,0.040245384,0.055255644023418427,0.04559139907360077,0.04357798165137615,0.0,0.012018353,0.0,0.0,0.0,0.03209716081619263
NEM,机组出力_BW01,联络线潮流_V-SA,0.05396062,0.089131415,0.11545509,0.13884634,0.035170794,0.06149447,0.08488572,0.024830805137753487,0.014400959014892578,0.11467889908256881,0.0,0.06873022,0.0,1.0,1.0,0.06149446964263916
NEM,机组出力_BW01,联络线潮流_VIC1-NSW1,0.0328421,0.08136076,0.14184469,0.14184469,0.048518658,0.10900259,0.10900259,0.03404650092124939,0.030260100960731506,0.29357798165137616,0.0,0.057451304,0.0,0.0,0.0,0.07391449809074402
NEM,机组出力_TUMUT3,实际需求_新南威尔士,0.3090269,0.40729612,0.44776833,0.49600327,0.098269224,0.13874143,0.18697637,0.2345530241727829,0.24871787428855896,0.12614678899082568,0.0,0.11921716,1.0,1.0,1.0,0.13874143362045288
NEM,机组出力_TUMUT3,实际需求_昆士兰,0.22354336,0.3243878,0.4720416,0.507623,0.10084443,0.24849825,0.28407967,0.214569553732872,0.22553247213363647,0.44495412844036697,0.0,0.22034177,1.0,1.0,1.0,0.24849824607372284
NEM,机组出力_TUMUT3,实际需求_维多利亚,0.14361548,0.1972096,0.21675467,0.24096727,0.053594112,0.07313919,0.09735179,0.11222337186336517,0.1240711510181427,0.28211009174311924,0.0,0.052190408,1.0,1.0,1.0,0.07313919067382812
NEM,机组出力_TUMUT3,实际需求_南澳,0.096194744,0.11710217,0.14291383,0.17326818,0.020907424,0.04671909,0.07707344,0.0672251507639885,0.07300592958927155,0.22018348623853212,0.0,0.036335282,0.0,0.0,0.0,0.04248237609863281
NEM,机组出力_TUMUT3,实际需求_塔斯马尼亚,0.09055197,0.13031107,0.17576806,0.18662232,0.0397591,0.08521609,0.09607035,0.0776863768696785,0.08691912889480591,0.3646788990825688,7.450581e-09,0.054806836,0.0,0.0,0.0,0.07098937034606934
NEM,机组出力_TUMUT3,可用发电容量_新南威尔士,0.014532924,0.11537735,0.20000575,0.25910094,0.10084443,0.18547283,0.24456802,0.03972792252898216,0.033043354749679565,0.591743119266055,0.0,0.12841803,0.0,0.0,1.0,0.15430980920791626
NEM,机组出力_TUMUT3,可用发电容量_昆士兰,0.009087861,0.1014602,0.17371164,0.21000236,0.09237234,0.16462378,0.2009145,0.03383723273873329,0.027856111526489258,0.7110091743119266,0.0,0.11652867,0.0,1.0,1.0,0.16462378203868866
NEM,机组出力_TUMUT3,可用发电容量_维多利亚,0.0,0.028905809,0.09783426,0.1344622,0.028905809,0.09783426,0.1344622,0.01475954707711935,0.013124853372573853,0.6376146788990825,0.0,0.06588917,0.0,0.0,0.0,0.06765294075012207
NEM,机组出力_TUMUT3,可用发电容量_南澳,0.011267841,0.060150027,0.12948531,0.15384309,0.048882186,0.11821747,0.14257525,0.015783024951815605,0.012633994221687317,0.3119266055045872,0.0,0.04727959,0.0,0.0,0.0,0.05473916977643967
NEM,机组出力_TUMUT3,可用发电容量_塔斯马尼亚,0.0,0.019701898,0.0653104,0.13910517,0.019701898,0.0653104,0.13910517,0.010222230106592178,0.010109782218933105,0.5045871559633027,0.0,0.041638114,0.0,0.0,0.0,0.027254343032836914
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,0.0004309985,0.02550155,0.0740871,0.1225158,0.02507055,0.0736561,0.1220848,0.010441967286169529,0.009835571050643921,0.48623853211009177,1.8626451e-09,0.04843604,0.0,0.0,0.0,0.05773155018687248
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,0.008349836,0.032123365,0.08863379,0.14240599,0.023773529,0.080283955,0.13405615,0.015658123418688774,0.015289455652236938,0.3922018348623853,0.0,0.050258815,0.0,0.0,0.0,0.04229933023452759
