数据,目标,字段,名次,背景,Δ
NEM,机组出力_BW01,联络线潮流_V-SA,5,风电出力预测_维多利亚 + 风电出力预测_南澳,0.10298661142587662
NEM,机组出力_BW01,联络线潮流_VIC1-NSW1,1,实际需求_塔斯马尼亚 + 出清价_塔斯马尼亚,0.14184468984603882
NEM,机组出力_BW01,联络线潮流_VIC1-NSW1,2,可用发电容量_维多利亚 + 出清价_塔斯马尼亚,0.10675659775733948
NEM,机组出力_BW01,联络线潮流_VIC1-NSW1,3,出清价_塔斯马尼亚 + 联络线潮流_V-SA,0.09705954790115356
NEM,机组出力_BW01,联络线潮流_VIC1-NSW1,4,可用发电容量_南澳 + 出清价_塔斯马尼亚,0.0958142876625061
NEM,机组出力_BW01,联络线潮流_VIC1-NSW1,5,实际需求_维多利亚 + 可用发电容量_维多利亚,0.08791255950927734
NEM,机组出力_TUMUT3,实际需求_新南威尔士,1,可用发电容量_新南威尔士 + 联络线潮流_VIC1-NSW1,0.44776833057403564
NEM,机组出力_TUMUT3,实际需求_新南威尔士,2,可用发电容量_新南威尔士 + 出清价_塔斯马尼亚,0.4171774387359619
NEM,机组出力_TUMUT3,实际需求_新南威尔士,3,可用发电容量_新南威尔士 + 风电出力预测_塔斯马尼亚,0.4156886339187622
NEM,机组出力_TUMUT3,实际需求_新南威尔士,4,可用发电容量_新南威尔士 + 风电出力预测_南澳,0.4142337441444397
NEM,机组出力_TUMUT3,实际需求_新南威尔士,5,可用发电容量_新南威尔士 + 可用发电容量_塔斯马尼亚,0.41271501779556274
NEM,机组出力_TUMUT3,实际需求_昆士兰,1,可用发电容量_昆士兰 + 联络线潮流_NSW1-QLD1,0.47204160690307617
NEM,机组出力_TUMUT3,实际需求_昆士兰,2,可用发电容量_新南威尔士 + 联络线潮流_VIC1-NSW1,0.3934478163719177
NEM,机组出力_TUMUT3,实际需求_昆士兰,3,可用发电容量_新南威尔士 + 联络线潮流_NSW1-QLD1,0.3873000144958496
NEM,机组出力_TUMUT3,实际需求_昆士兰,4,可用发电容量_昆士兰 + 联络线潮流_VIC1-NSW1,0.3686003088951111
NEM,机组出力_TUMUT3,实际需求_昆士兰,5,可用发电容量_新南威尔士 + 出清价_塔斯马尼亚,0.36235517263412476
NEM,机组出力_TUMUT3,实际需求_维多利亚,1,可用发电容量_新南威尔士 + 联络线潮流_VIC1-NSW1,0.21675467491149902
NEM,机组出力_TUMUT3,实际需求_维多利亚,2,可用发电容量_新南威尔士 + 可用发电容量_塔斯马尼亚,0.21634316444396973
NEM,机组出力_TUMUT3,实际需求_维多利亚,3,可用发电容量_新南威尔士 + 风电出力预测_塔斯马尼亚,0.21214938163757324
NEM,机组出力_TUMUT3,实际需求_维多利亚,4,光伏出力预测_新南威尔士 + 联络线潮流_N-Q-MNSP1,0.2086700201034546
NEM,机组出力_TUMUT3,实际需求_维多利亚,5,可用发电容量_新南威尔士 + 风电出力预测_维多利亚,0.2069736272096634
NEM,机组出力_TUMUT3,实际需求_南澳,1,可用发电容量_新南威尔士 + 光伏出力预测_维多利亚,0.1429138332605362
NEM,机组出力_TUMUT3,实际需求_南澳,2,可用发电容量_新南威尔士 + 联络线潮流_V-S-MNSP1,0.13867712020874023
NEM,机组出力_TUMUT3,实际需求_南澳,3,可用发电容量_新南威尔士 + 联络线潮流_V-SA,0.1364152431488037
NEM,机组出力_TUMUT3,实际需求_南澳,4,可用发电容量_新南威尔士 + 联络线潮流_N-Q-MNSP1,0.13377231359481812
NEM,机组出力_TUMUT3,实际需求_南澳,5,可用发电容量_新南威尔士 + 可用发电容量_塔斯马尼亚,0.13205569982528687
NEM,机组出力_TUMUT3,实际需求_塔斯马尼亚,1,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1,0.17576806247234344
NEM,机组出力_TUMUT3,实际需求_塔斯马尼亚,2,可用发电容量_维多利亚 + 光伏出力预测_昆士兰,0.17085975408554077
NEM,机组出力_TUMUT3,实际需求_塔斯马尼亚,3,可用发电容量_新南威尔士 + 光伏出力预测_昆士兰,0.166037917137146
NEM,机组出力_TUMUT3,实际需求_塔斯马尼亚,4,光伏出力预测_新南威尔士 + 联络线潮流_T-V-MNSP1,0.1650172770023346
NEM,机组出力_TUMUT3,实际需求_塔斯马尼亚,5,可用发电容量_新南威尔士 + 联络线潮流_N-Q-MNSP1,0.16154134273529053
NEM,机组出力_TUMUT3,可用发电容量_新南威尔士,1,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1,0.20000575482845306
NEM,机组出力_TUMUT3,可用发电容量_新南威尔士,2,实际需求_新南威尔士 + 联络线潮流_VIC1-NSW1,0.16884273290634155
NEM,机组出力_TUMUT3,可用发电容量_新南威尔士,3,实际需求_昆士兰 + 联络线潮流_N-Q-MNSP1,0.15181635320186615
NEM,机组出力_TUMUT3,可用发电容量_新南威尔士,4,实际需求_新南威尔士 + 出清价_维多利亚,0.1512032151222229
NEM,机组出力_TUMUT3,可用发电容量_新南威尔士,5,实际需求_新南威尔士 + 出清价_南澳,0.1499776840209961
NEM,机组出力_TUMUT3,可用发电容量_昆士兰,1,实际需求_昆士兰 + 联络线潮流_N-Q-MNSP1,0.1737116426229477
NEM,机组出力_TUMUT3,可用发电容量_昆士兰,2,实际需求_昆士兰 + 联络线潮流_NSW1-QLD1,0.1660553514957428
NEM,机组出力_TUMUT3,可用发电容量_昆士兰,3,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1,0.16169284284114838
NEM,机组出力_TUMUT3,可用发电容量_昆士兰,4,实际需求_昆士兰 + 风电出力预测_新南威尔士,0.1207263320684433
NEM,机组出力_TUMUT3,可用发电容量_昆士兰,5,实际需求_昆士兰 + 风电出力预测_维多利亚,0.11347261071205139
NEM,机组出力_TUMUT3,可用发电容量_维多利亚,1,光伏出力预测_南澳 + 联络线潮流_T-V-MNSP1,0.0978342592716217
NEM,机组出力_TUMUT3,可用发电容量_维多利亚,2,光伏出力预测_新南威尔士 + 联络线潮流_T-V-MNSP1,0.08434172719717026
NEM,机组出力_TUMUT3,可用发电容量_维多利亚,3,光伏出力预测_昆士兰 + 联络线潮流_VIC1-NSW1,0.07755923271179199
NEM,机组出力_TUMUT3,可用发电容量_维多利亚,4,实际需求_昆士兰 + 联络线潮流_N-Q-MNSP1,0.07694928348064423
NEM,机组出力_TUMUT3,可用发电容量_维多利亚,5,可用发电容量_南澳 + 光伏出力预测_昆士兰,0.07072751224040985
NEM,机组出力_TUMUT3,可用发电容量_南澳,1,光伏出力预测_南澳 + 联络线潮流_T-V-MNSP1,0.12948530912399292
NEM,机组出力_TUMUT3,可用发电容量_南澳,2,光伏出力预测_新南威尔士 + 联络线潮流_T-V-MNSP1,0.11344293504953384
NEM,机组出力_TUMUT3,可用发电容量_南澳,3,光伏出力预测_南澳 + 出清价_南澳,0.09834335744380951
NEM,机组出力_TUMUT3,可用发电容量_南澳,4,实际需求_昆士兰 + 联络线潮流_V-SA,0.08490274846553802
NEM,机组出力_TUMUT3,可用发电容量_南澳,5,光伏出力预测_昆士兰 + 出清价_南澳,0.07713055610656738
NEM,机组出力_TUMUT3,可用发电容量_塔斯马尼亚,1,实际需求_昆士兰 + 联络线潮流_N-Q-MNSP1,0.06531040370464325
NEM,机组出力_TUMUT3,可用发电容量_塔斯马尼亚,2,光伏出力预测_新南威尔士 + 联络线潮流_T-V-MNSP1,0.06169796735048294
NEM,机组出力_TUMUT3,可用发电容量_塔斯马尼亚,3,可用发电容量_维多利亚 + 光伏出力预测_昆士兰,0.054900750517845154
NEM,机组出力_TUMUT3,可用发电容量_塔斯马尼亚,4,风电出力预测_南澳 + 光伏出力预测_昆士兰,0.0484902486205101
NEM,机组出力_TUMUT3,可用发电容量_塔斯马尼亚,5,可用发电容量_新南威尔士 + 光伏出力预测_昆士兰,0.04791874438524246
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,1,可用发电容量_南澳 + 光伏出力预测_昆士兰,0.07408709824085236
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,2,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1,0.07070077955722809
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,3,风电出力预测_南澳 + 光伏出力预测_昆士兰,0.06652554124593735
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,4,可用发电容量_新南威尔士 + 光伏出力预测_新南威尔士,0.05816254764795303
NEM,机组出力_TUMUT3,风电出力预测_新南威尔士,5,光伏出力预测_昆士兰 + 联络线潮流_V-SA,0.052416302263736725
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,1,可用发电容量_南澳 + 光伏出力预测_昆士兰,0.08863379061222076
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,2,光伏出力预测_南澳 + 联络线潮流_T-V-MNSP1,0.08284810185432434
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,3,光伏出力预测_新南威尔士 + 联络线潮流_T-V-MNSP1,0.06768282502889633
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,4,可用发电容量_维多利亚 + 光伏出力预测_昆士兰,0.05589029937982559
NEM,机组出力_TUMUT3,风电出力预测_昆士兰,5,光伏出力预测_昆士兰 + 联络线潮流_V-S-MNSP1,0.05396723747253418
NEM,机组出力_TUMUT3,风电出力预测_维多利亚,1,可用发电容量_新南威尔士 + 联络线潮流_VIC1-NSW1,0.08420449495315552
NEM,机组出力_TUMUT3,风电出力预测_维多利亚,2,可用发电容量_新南威尔士 + 出清价_维多利亚,0.06690329313278198
NEM,机组出力_TUMUT3,风电出力预测_维多利亚,3,风电出力预测_昆士兰 + 出清价_维多利亚,0.06676948070526123
NEM,机组出力_TUMUT3,风电出力预测_维多利亚,4,出清价_维多利亚 + 出清价_南澳,0.06199662387371063
NEM,机组出力_TUMUT3,风电出力预测_维多利亚,5,出清价_维多利亚 + 联络线潮流_T-V-MNSP1,0.057553231716156006
NEM,机组出力_TUMUT3,风电出力预测_南澳,1,光伏出力预测_南澳 + 出清价_南澳,0.10782912373542786
NEM,机组出力_TUMUT3,风电出力预测_南澳,2,实际需求_昆士兰 + 联络线潮流_N-Q-MNSP1,0.08642368018627167
NEM,机组出力_TUMUT3,风电出力预测_南澳,3,光伏出力预测_昆士兰 + 联络线潮流_VIC1-NSW1,0.08519487082958221
NEM,机组出力_TUMUT3,风电出力预测_南澳,4,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1,0.08359543979167938
NEM,机组出力_TUMUT3,风电出力预测_南澳,5,可用发电容量_昆士兰 + 出清价_南澳,0.07405012845993042
NEM,机组出力_TUMUT3,风电出力预测_塔斯马尼亚,1,可用发电容量_新南威尔士 + 联络线潮流_T-V-MNSP1,0.04731374979019165
NEM,机组出力_TUMUT3,风电出力预测_塔斯马尼亚,2,可用发电容量_塔斯马尼亚 + 联络线潮流_N-Q-MNSP1,0.042200446128845215
NEM,机组出力_TUMUT3,风电出力预测_塔斯马尼亚,3,实际需求_新南威尔士 + 可用发电容量_塔斯马尼亚,0.0413815975189209
NEM,机组出力_TUMUT3,风电出力预测_塔斯马尼亚,4,可用发电容量_塔斯马尼亚 + 联络线潮流_NSW1-QLD1,0.03674954175949097
NEM,机组出力_TUMUT3,风电出力预测_塔斯马尼亚,5,可用发电容量_塔斯马尼亚 + 联络线潮流_T-V-MNSP1,0.036559224128723145
NEM,机组出力_TUMUT3,光伏出力预测_新南威尔士,1,风电出力预测_昆士兰 + 联络线潮流_VIC1-NSW1,0.19990600645542145
NEM,机组出力_TUMUT3,光伏出力预测_新南威尔士,2,联络线潮流_V-SA + 联络线潮流_VIC1-NSW1,0.19975413382053375
NEM,机组出力_TUMUT3,光伏出力预测_新南威尔士,3,可用发电容量_昆士兰 + 联络线潮流_VIC1-NSW1,0.19953060150146484
NEM,机组出力_TUMUT3,光伏出力预测_新南威尔士,4,可用发电容量_维多利亚 + 联络线潮流_VIC1-NSW1,0.19435051083564758
NEM,机组出力_TUMUT3,光伏出力预测_新南威尔士,5,风电出力预测_维多利亚 + 联络线潮流_VIC1-NSW1,0.1930483728647232
NEM,机组出力_TUMUT3,光伏出力预测_昆士兰,1,风电出力预测_南澳 + 联络线潮流_NSW1-QLD1,0.18824197351932526
NEM,机组出力_TUMUT3,光伏出力预测_昆士兰,2,光伏出力预测_南澳 + 联络线潮流_NSW1-QLD1,0.178796648979187
NEM,机组出力_TUMUT3,光伏出力预测_昆士兰,3,可用发电容量_维多利亚 + 联络线潮流_NSW1-QLD1,0.16993390023708344
NEM,机组出力_TUMUT3,光伏出力预测_昆士兰,4,风电出力预测_维多利亚 + 联络线潮流_NSW1-QLD1,0.16652287542819977
NEM,机组出力_TUMUT3,光伏出力预测_昆士兰,5,联络线潮流_NSW1-QLD1 + 联络线潮流_V-SA,0.1646050363779068
NEM,机组出力_TUMUT3,光伏出力预测_维多利亚,1,可用发电容量_昆士兰 + 风电出力预测_昆士兰,0.12883739173412323
NEM,机组出力_TUMUT3,光伏出力预测_维多利亚,2,风电出力预测_南澳 + 联络线潮流_NSW1-QLD1,0.12495572865009308
NEM,机组出力_TUMUT3,光伏出力预测_维多利亚,3,实际需求_昆士兰 + 风电出力预测_新南威尔士,0.11627338826656342
NEM,机组出力_TUMUT3,光伏出力预测_维多利亚,4,可用发电容量_维多利亚 + 联络线潮流_NSW1-QLD1,0.11551757901906967
NEM,机组出力_TUMUT3,光伏出力预测_维多利亚,5,可用发电容量_昆士兰 + 风电出力预测_新南威尔士,0.11384527385234833
NEM,机组出力_TUMUT3,光伏出力预测_南澳,1,可用发电容量_新南威尔士 + 光伏出力预测_昆士兰,0.1932554543018341
NEM,机组出力_TUMUT3,光伏出力预测_南澳,2,可用发电容量_南澳 + 光伏出力预测_昆士兰,0.18341708183288574
NEM,机组出力_TUMUT3,光伏出力预测_南澳,3,光伏出力预测_昆士兰 + 出清价_塔斯马尼亚,0.1797926127910614
NEM,机组出力_TUMUT3,光伏出力预测_南澳,4,风电出力预测_南澳 + 光伏出力预测_昆士兰,0.17933784425258636
NEM,机组出力_TUMUT3,光伏出力预测_南澳,5,光伏出力预测_昆士兰 + 联络线潮流_V-S-MNSP1,0.171614408493042
NEM,机组出力_TUMUT3,出清价_新南威尔士,1,风电出力预测_维多利亚 + 风电出力预测_南澳,0.4336656332015991
NEM,机组出力_TUMUT3,出清价_新南威尔士,2,风电出力预测_维多利亚 + 风电出力预测_塔斯马尼亚,0.43114256858825684
NEM,机组出力_TUMUT3,出清价_新南威尔士,3,风电出力预测_维多利亚 + 联络线潮流_V-SA,0.43028372526168823
NEM,机组出力_TUMUT3,出清价_新南威尔士,4,风电出力预测_维多利亚 + 联络线潮流_VIC1-NSW1,0.43028372526168823
NEM,机组出力_TUMUT3,出清价_新南威尔士,5,风电出力预测_维多利亚,0.43028372526168823
NEM,机组出力_TUMUT3,出清价_昆士兰,1,风电出力预测_维多利亚 + 联络线潮流_NSW1-QLD1,0.3413252830505371
NEM,机组出力_TUMUT3,出清价_昆士兰,2,可用发电容量_昆士兰 + 风电出力预测_维多利亚,0.33721596002578735
NEM,机组出力_TUMUT3,出清价_昆士兰,3,风电出力预测_维多利亚 + 风电出力预测_塔斯马尼亚,0.33173996210098267
NEM,机组出力_TUMUT3,出清价_昆士兰,4,风电出力预测_维多利亚 + 联络线潮流_VIC1-NSW1,0.33173996210098267
NEM,机组出力_TUMUT3,出清价_昆士兰,5,风电出力预测_维多利亚,0.33173996210098267
NEM,机组出力_TUMUT3,出清价_维多利亚,1,光伏出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.12897244095802307
NEM,机组出力_TUMUT3,出清价_维多利亚,2,风电出力预测_南澳 + 光伏出力预测_昆士兰,0.12795738875865936
NEM,机组出力_TUMUT3,出清价_维多利亚,3,风电出力预测_维多利亚 + 风电出力预测_南澳,0.1275576949119568
NEM,机组出力_TUMUT3,出清价_维多利亚,4,风电出力预测_南澳 + 光伏出力预测_新南威尔士,0.1269478052854538
NEM,机组出力_TUMUT3,出清价_维多利亚,5,风电出力预测_维多利亚 + 联络线潮流_VIC1-NSW1,0.12550824880599976
NEM,机组出力_TUMUT3,出清价_南澳,1,风电出力预测_维多利亚 + 风电出力预测_南澳,0.11645328998565674
NEM,机组出力_TUMUT3,出清价_南澳,2,可用发电容量_昆士兰 + 风电出力预测_南澳,0.1093030571937561
NEM,机组出力_TUMUT3,出清价_南澳,3,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.10895359516143799
NEM,机组出力_TUMUT3,出清价_南澳,4,风电出力预测_维多利亚 + 联络线潮流_V-SA,0.10525864362716675
NEM,机组出力_TUMUT3,出清价_南澳,5,风电出力预测_南澳 + 联络线潮流_N-Q-MNSP1,0.10390138626098633
NEM,机组出力_TUMUT3,出清价_塔斯马尼亚,1,光伏出力预测_南澳 + 联络线潮流_T-V-MNSP1,0.109522745013237
NEM,机组出力_TUMUT3,出清价_塔斯马尼亚,2,光伏出力预测_新南威尔士 + 联络线潮流_T-V-MNSP1,0.10166213661432266
NEM,机组出力_TUMUT3,出清价_塔斯马尼亚,3,光伏出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.09671631455421448
NEM,机组出力_TUMUT3,出清价_塔斯马尼亚,4,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1,0.09445168077945709
NEM,机组出力_TUMUT3,出清价_塔斯马尼亚,5,光伏出力预测_昆士兰 + 联络线潮流_VIC1-NSW1,0.09414941072463989
NEM,机组出力_TUMUT3,联络线潮流_N-Q-MNSP1,1,可用发电容量_新南威尔士 + 联络线潮流_NSW1-QLD1,0.158108651638031
NEM,机组出力_TUMUT3,联络线潮流_N-Q-MNSP1,2,出清价_南澳 + 联络线潮流_NSW1-QLD1,0.14159274101257324
NEM,机组出力_TUMUT3,联络线潮流_N-Q-MNSP1,3,可用发电容量_塔斯马尼亚 + 联络线潮流_NSW1-QLD1,0.13483470678329468
NEM,机组出力_TUMUT3,联络线潮流_N-Q-MNSP1,4,可用发电容量_昆士兰 + 联络线潮流_NSW1-QLD1,0.1330544352531433
NEM,机组出力_TUMUT3,联络线潮流_N-Q-MNSP1,5,联络线潮流_NSW1-QLD1 + 联络线潮流_V-S-MNSP1,0.13304072618484497
NEM,机组出力_TUMUT3,联络线潮流_NSW1-QLD1,1,实际需求_昆士兰 + 可用发电容量_昆士兰,0.17025810480117798
NEM,机组出力_TUMUT3,联络线潮流_NSW1-QLD1,2,可用发电容量_新南威尔士 + 联络线潮流_N-Q-MNSP1,0.16170531511306763
NEM,机组出力_TUMUT3,联络线潮流_NSW1-QLD1,3,风电出力预测_南澳 + 光伏出力预测_昆士兰,0.14876475930213928
NEM,机组出力_TUMUT3,联络线潮流_NSW1-QLD1,4,实际需求_昆士兰 + 联络线潮流_V-SA,0.14755965769290924
NEM,机组出力_TUMUT3,联络线潮流_NSW1-QLD1,5,实际需求_昆士兰 + 联络线潮流_N-Q-MNSP1,0.14281688630580902
NEM,机组出力_TUMUT3,联络线潮流_T-V-MNSP1,1,可用发电容量_维多利亚 + 可用发电容量_南澳,0.12549827992916107
NEM,机组出力_TUMUT3,联络线潮流_T-V-MNSP1,2,可用发电容量_维多利亚 + 风电出力预测_塔斯马尼亚,0.12044501304626465
NEM,机组出力_TUMUT3,联络线潮流_T-V-MNSP1,3,可用发电容量_南澳 + 风电出力预测_维多利亚,0.11891375482082367
NEM,机组出力_TUMUT3,联络线潮流_T-V-MNSP1,4,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚,0.11798721551895142
NEM,机组出力_TUMUT3,联络线潮流_T-V-MNSP1,5,可用发电容量_昆士兰 + 可用发电容量_维多利亚,0.11708247661590576
NEM,机组出力_TUMUT3,联络线潮流_V-S-MNSP1,1,实际需求_昆士兰 + 联络线潮流_VIC1-NSW1,0.13177739083766937
NEM,机组出力_TUMUT3,联络线潮流_V-S-MNSP1,2,实际需求_昆士兰 + 联络线潮流_N-Q-MNSP1,0.11944533884525299
NEM,机组出力_TUMUT3,联络线潮流_V-S-MNSP1,3,光伏出力预测_南澳 + 出清价_南澳,0.08636608719825745
NEM,机组出力_TUMUT3,联络线潮流_V-S-MNSP1,4,实际需求_昆士兰 + 风电出力预测_昆士兰,0.07625432312488556
NEM,机组出力_TUMUT3,联络线潮流_V-S-MNSP1,5,实际需求_昆士兰 + 可用发电容量_塔斯马尼亚,0.07339179515838623
NEM,机组出力_TUMUT3,联络线潮流_V-SA,1,风电出力预测_南澳 + 光伏出力预测_昆士兰,0.06958180665969849
NEM,机组出力_TUMUT3,联络线潮流_V-SA,2,可用发电容量_维多利亚 + 光伏出力预测_昆士兰,0.0609159991145134
NEM,机组出力_TUMUT3,联络线潮流_V-SA,3,实际需求_昆士兰 + 可用发电容量_南澳,0.04403561353683472
NEM,机组出力_TUMUT3,联络线潮流_V-SA,4,光伏出力预测_新南威尔士 + 出清价_南澳,0.04239356517791748
NEM,机组出力_TUMUT3,联络线潮流_V-SA,5,实际需求_昆士兰 + 联络线潮流_NSW1-QLD1,0.041896700859069824
NEM,机组出力_TUMUT3,联络线潮流_VIC1-NSW1,1,风电出力预测_南澳 + 光伏出力预测_昆士兰,0.11974041163921356
NEM,机组出力_TUMUT3,联络线潮流_VIC1-NSW1,2,可用发电容量_维多利亚 + 光伏出力预测_昆士兰,0.11130177974700928
NEM,机组出力_TUMUT3,联络线潮流_VIC1-NSW1,3,风电出力预测_南澳 + 光伏出力预测_新南威尔士,0.10510717332363129
NEM,机组出力_TUMUT3,联络线潮流_VIC1-NSW1,4,光伏出力预测_昆士兰 + 出清价_塔斯马尼亚,0.1039496660232544
NEM,机组出力_TUMUT3,联络线潮流_VIC1-NSW1,5,光伏出力预测_新南威尔士 + 联络线潮流_T-V-MNSP1,0.1033889427781105
NEM,机组出力_PPCCGT,实际需求_新南威尔士,1,可用发电容量_昆士兰 + 风电出力预测_南澳,0.2333461046218872
NEM,机组出力_PPCCGT,实际需求_新南威尔士,2,可用发电容量_昆士兰 + 可用发电容量_维多利亚,0.2071954607963562
NEM,机组出力_PPCCGT,实际需求_新南威尔士,3,可用发电容量_维多利亚 + 联络线潮流_V-SA,0.20398789644241333
NEM,机组出力_PPCCGT,实际需求_新南威尔士,4,可用发电容量_新南威尔士 + 风电出力预测_南澳,0.1981557011604309
NEM,机组出力_PPCCGT,实际需求_新南威尔士,5,可用发电容量_维多利亚 + 风电出力预测_南澳,0.19741392135620117
NEM,机组出力_PPCCGT,实际需求_昆士兰,1,可用发电容量_昆士兰 + 联络线潮流_NSW1-QLD1,0.20811206102371216
NEM,机组出力_PPCCGT,实际需求_昆士兰,2,联络线潮流_NSW1-QLD1 + 联络线潮流_VIC1-NSW1,0.1501430869102478
NEM,机组出力_PPCCGT,实际需求_昆士兰,3,可用发电容量_塔斯马尼亚 + 联络线潮流_NSW1-QLD1,0.14878511428833008
NEM,机组出力_PPCCGT,实际需求_昆士兰,4,实际需求_塔斯马尼亚 + 联络线潮流_VIC1-NSW1,0.1383560299873352
NEM,机组出力_PPCCGT,实际需求_昆士兰,5,可用发电容量_南澳 + 联络线潮流_NSW1-QLD1,0.13780206441879272
NEM,机组出力_PPCCGT,实际需求_维多利亚,1,可用发电容量_昆士兰 + 风电出力预测_南澳,0.3232612609863281
NEM,机组出力_PPCCGT,实际需求_维多利亚,2,可用发电容量_维多利亚 + 风电出力预测_南澳,0.32105153799057007
NEM,机组出力_PPCCGT,实际需求_维多利亚,3,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.30724573135375977
NEM,机组出力_PPCCGT,实际需求_维多利亚,4,可用发电容量_昆士兰 + 风电出力预测_维多利亚,0.3039867877960205
NEM,机组出力_PPCCGT,实际需求_维多利亚,5,可用发电容量_昆士兰 + 可用发电容量_维多利亚,0.3035656809806824
NEM,机组出力_PPCCGT,实际需求_南澳,1,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.42526811361312866
NEM,机组出力_PPCCGT,实际需求_南澳,2,风电出力预测_维多利亚 + 风电出力预测_南澳,0.4094887971878052
NEM,机组出力_PPCCGT,实际需求_南澳,3,风电出力预测_新南威尔士 + 风电出力预测_南澳,0.40869683027267456
NEM,机组出力_PPCCGT,实际需求_南澳,4,风电出力预测_南澳,0.40868985652923584
NEM,机组出力_PPCCGT,实际需求_南澳,5,可用发电容量_昆士兰 + 风电出力预测_南澳,0.40547019243240356
NEM,机组出力_PPCCGT,实际需求_塔斯马尼亚,1,可用发电容量_维多利亚 + 联络线潮流_V-SA,0.21204495429992676
NEM,机组出力_PPCCGT,实际需求_塔斯马尼亚,2,可用发电容量_昆士兰 + 风电出力预测_南澳,0.21132302284240723
NEM,机组出力_PPCCGT,实际需求_塔斯马尼亚,3,实际需求_昆士兰 + 风电出力预测_南澳,0.206343412399292
NEM,机组出力_PPCCGT,实际需求_塔斯马尼亚,4,可用发电容量_维多利亚 + 风电出力预测_南澳,0.20598942041397095
NEM,机组出力_PPCCGT,实际需求_塔斯马尼亚,5,风电出力预测_南澳 + 联络线潮流_VIC1-NSW1,0.19722718000411987
NEM,机组出力_PPCCGT,可用发电容量_新南威尔士,1,可用发电容量_南澳 + 风电出力预测_南澳,0.17324721813201904
NEM,机组出力_PPCCGT,可用发电容量_新南威尔士,2,可用发电容量_南澳 + 联络线潮流_VIC1-NSW1,0.14827412366867065
NEM,机组出力_PPCCGT,可用发电容量_新南威尔士,3,实际需求_新南威尔士 + 联络线潮流_VIC1-NSW1,0.13806188106536865
NEM,机组出力_PPCCGT,可用发电容量_新南威尔士,4,可用发电容量_塔斯马尼亚 + 联络线潮流_VIC1-NSW1,0.13113731145858765
NEM,机组出力_PPCCGT,可用发电容量_新南威尔士,5,风电出力预测_塔斯马尼亚 + 联络线潮流_VIC1-NSW1,0.12573856115341187
NEM,机组出力_PPCCGT,可用发电容量_昆士兰,1,实际需求_昆士兰 + 联络线潮流_NSW1-QLD1,0.10468852519989014
NEM,机组出力_PPCCGT,可用发电容量_昆士兰,2,可用发电容量_塔斯马尼亚 + 光伏出力预测_南澳,0.10091182589530945
NEM,机组出力_PPCCGT,可用发电容量_昆士兰,3,可用发电容量_塔斯马尼亚 + 联络线潮流_T-V-MNSP1,0.10023242235183716
NEM,机组出力_PPCCGT,可用发电容量_昆士兰,4,可用发电容量_塔斯马尼亚 + 光伏出力预测_新南威尔士,0.09707731008529663
NEM,机组出力_PPCCGT,可用发电容量_昆士兰,5,光伏出力预测_新南威尔士 + 光伏出力预测_南澳,0.09539356827735901
NEM,机组出力_PPCCGT,可用发电容量_维多利亚,1,可用发电容量_南澳 + 可用发电容量_塔斯马尼亚,0.2135608196258545
NEM,机组出力_PPCCGT,可用发电容量_维多利亚,2,实际需求_维多利亚 + 可用发电容量_塔斯马尼亚,0.200139582157135
NEM,机组出力_PPCCGT,可用发电容量_维多利亚,3,实际需求_新南威尔士 + 可用发电容量_塔斯马尼亚,0.1998828947544098
NEM,机组出力_PPCCGT,可用发电容量_维多利亚,4,实际需求_南澳 + 可用发电容量_塔斯马尼亚,0.19500184059143066
NEM,机组出力_PPCCGT,可用发电容量_维多利亚,5,实际需求_塔斯马尼亚 + 可用发电容量_塔斯马尼亚,0.18960779905319214
NEM,机组出力_PPCCGT,可用发电容量_南澳,1,可用发电容量_新南威尔士 + 风电出力预测_南澳,0.3619394898414612
NEM,机组出力_PPCCGT,可用发电容量_南澳,2,可用发电容量_昆士兰 + 风电出力预测_南澳,0.3582872748374939
NEM,机组出力_PPCCGT,可用发电容量_南澳,3,风电出力预测_南澳 + 光伏出力预测_南澳,0.32500919699668884
NEM,机组出力_PPCCGT,可用发电容量_南澳,4,风电出力预测_昆士兰 + 风电出力预测_南澳,0.32478493452072144
NEM,机组出力_PPCCGT,可用发电容量_南澳,5,风电出力预测_南澳 + 光伏出力预测_维多利亚,0.32032907009124756
