i,j,conf,band,method,v_pair,syn,truth
15,41,total_gen,weak,ft25,0.3734354590083778,0.012042961410460462,0.0125905871391296
15,41,total_gen,weak,ft25+L0,0.3898457944592092,-0.005294248823994874,0.0125905871391296
15,41,total_gen,weak,ft50,0.3857802364076591,0.01356089094574564,0.0125905871391296
15,41,total_gen,weak,ft50+L0,0.38723205074612643,-0.008544179917517991,0.0125905871391296
10,41,total_lmp_da,weak,oracle,0.09767969589748116,0.006749982958467404,0.0124357342720031
10,41,total_lmp_da,weak,L0,0.11518262468692175,-0.025924332113725468,0.0124357342720031
10,41,total_lmp_da,weak,ft5,0.09297732682517534,-0.017974795019803147,0.0124357342720031
10,41,total_lmp_da,weak,ft5+L0,0.12971671760526093,-0.01049814704778651,0.0124357342720031
10,41,total_lmp_da,weak,ft25,0.10648319863551303,-0.007548493572304804,0.0124357342720031
10,41,total_lmp_da,weak,ft25+L0,0.11060501307640336,-0.03243529519902533,0.0124357342720031
10,41,total_lmp_da,weak,ft50,0.11810537700300272,-0.006176660782984955,0.0124357342720031
10,41,total_lmp_da,weak,ft50+L0,0.10924871205492914,-0.031211465855175646,0.0124357342720031
24,41,total_gen,weak,oracle,0.0,-0.009229813250097862,0.0121136307716369
24,41,total_gen,weak,L0,0.08170299651740043,-0.056402319962849945,0.0121136307716369
24,41,total_gen,weak,ft5,0.021321053902209286,0.0012142214088632919,0.0121136307716369
24,41,total_gen,weak,ft5+L0,0.09179748720298753,-0.04902776187887059,0.0121136307716369
24,41,total_gen,weak,ft25,0.04962782583519376,0.006198748041327362,0.0121136307716369
24,41,total_gen,weak,ft25+L0,0.10464669182827613,-0.025844953154382733,0.0121136307716369
24,41,total_gen,weak,ft50,0.0538209072246022,0.004463075436693442,0.0121136307716369
24,41,total_gen,weak,ft50+L0,0.10449537072310111,-0.01878073227163113,0.0121136307716369
15,23,congestion_price_rt,weak,oracle,0.12182434991850277,0.01817615786951654,0.0116090774536132
15,23,congestion_price_rt,weak,L0,0.13078895694752923,0.014125940751686161,0.0116090774536132
15,23,congestion_price_rt,weak,ft5,0.11682129896294158,0.01594572301323227,0.0116090774536132
15,23,congestion_price_rt,weak,ft5+L0,0.15140522083317853,0.057017698993222066,0.0116090774536132
15,23,congestion_price_rt,weak,ft25,0.12289539355378643,0.012355675534276411,0.0116090774536132
15,23,congestion_price_rt,weak,ft25+L0,0.14862002081498293,0.05206651663044526,0.0116090774536132
15,23,congestion_price_rt,weak,ft50,0.1315912394280887,0.0075591748415816395,0.0116090774536132
15,23,congestion_price_rt,weak,ft50+L0,0.14539786575114655,0.048689152889307086,0.0116090774536132
0,41,gross_actual_interchange_mw,weak,oracle,0.10630998751944587,0.0005599926993434812,0.0114765763282775
0,41,gross_actual_interchange_mw,weak,L0,0.12315345756696072,0.013265624043642177,0.0114765763282775
0,41,gross_actual_interchange_mw,weak,ft5,0.1139844339586874,0.004201535869615025,0.0114765763282775
0,41,gross_actual_interchange_mw,weak,ft5+L0,0.12757110551404205,0.01700125141022013,0.0114765763282775
0,41,gross_actual_interchange_mw,weak,ft25,0.11772274351567513,0.006654445393425301,0.0114765763282775
0,41,gross_actual_interchange_mw,weak,ft25+L0,0.12253025262408801,0.013367720703344577,0.0114765763282775
0,41,gross_actual_interchange_mw,weak,ft50,0.11303405715785053,0.005525145460177128,0.0114765763282775
0,41,gross_actual_interchange_mw,weak,ft50+L0,0.12351163566044898,0.012175859747040274,0.0114765763282775
14,41,total_lmp_da,weak,oracle,0.415387628077732,-0.004035488265904608,0.0106682181358337
14,41,total_lmp_da,weak,L0,0.5400464089134609,-0.012287531235496418,0.0106682181358337
14,41,total_lmp_da,weak,ft5,0.434833864793425,-0.013069217918345033,0.0106682181358337
14,41,total_lmp_da,weak,ft5+L0,0.5093663694387746,-0.04074411541101097,0.0106682181358337
14,41,total_lmp_da,weak,ft25,0.45976150765636536,-0.0035997147954686115,0.0106682181358337
14,41,total_lmp_da,weak,ft25+L0,0.5431758684117447,-0.0038993313894012394,0.0106682181358337
14,41,total_lmp_da,weak,ft50,0.442797992802929,-0.0005167404356809513,0.0106682181358337
14,41,total_lmp_da,weak,ft50+L0,0.544073065405919,-0.006218604394737204,0.0106682181358337
19,41,total_lmp_da,weak,oracle,0.4968894446708406,-0.0037337584760169795,0.0104758739471435
19,41,total_lmp_da,weak,L0,0.5429189902988603,-0.03093277760048574,0.0104758739471435
19,41,total_lmp_da,weak,ft5,0.5142169996485682,-0.012792901276591051,0.0104758739471435
19,41,total_lmp_da,weak,ft5+L0,0.5424706399338833,-0.03373503267960165,0.0104758739471435
19,41,total_lmp_da,weak,ft25,0.5370950598235668,0.00015622592675546,0.0104758739471435
19,41,total_lmp_da,weak,ft25+L0,0.544246741247177,-0.03016827239533404,0.0104758739471435
19,41,total_lmp_da,weak,ft50,0.5255392738207776,0.0012164450497920143,0.0104758739471435
19,41,total_lmp_da,weak,ft50+L0,0.5495754396587488,-0.013088857648393293,0.0104758739471435
40,41,da_as_total_mw_thirty_minutes_reserve,weak,oracle,0.1529010805374872,0.0012753184691191022,0.0099209547042846
40,41,da_as_total_mw_thirty_minutes_reserve,weak,L0,0.17571081301122604,0.004165425724150684,0.0099209547042846
40,41,da_as_total_mw_thirty_minutes_reserve,weak,ft5,0.13555442866982093,0.013632592787436781,0.0099209547042846
40,41,da_as_total_mw_thirty_minutes_reserve,weak,ft5+L0,0.17139369851198383,-0.0017765391318408374,0.0099209547042846
40,41,da_as_total_mw_thirty_minutes_reserve,weak,ft25,0.16400484863853748,0.003083500564942554,0.0099209547042846
40,41,da_as_total_mw_thirty_minutes_reserve,weak,ft25+L0,0.16907498075208316,-0.0026926119648490454,0.0099209547042846
40,41,da_as_total_mw_thirty_minutes_reserve,weak,ft50,0.17444992287055183,0.00543568568406716,0.0099209547042846
40,41,da_as_total_mw_thirty_minutes_reserve,weak,ft50+L0,0.17235241330732354,0.0008162167398192421,0.0099209547042846
5,41,gross_actual_interchange_mw,weak,oracle,0.025001753323944276,0.010025469667853004,0.0081382393836975
5,41,gross_actual_interchange_mw,weak,L0,0.027366673379158102,-0.04832300418398183,0.0081382393836975
5,41,gross_actual_interchange_mw,weak,ft5,0.02893597273661075,0.01496666294119442,0.0081382393836975
5,41,gross_actual_interchange_mw,weak,ft5+L0,0.04401474208115985,-0.0317386541939465,0.0081382393836975
5,41,gross_actual_interchange_mw,weak,ft25,0.02059375522521678,0.006294731079837468,0.0081382393836975
5,41,gross_actual_interchange_mw,weak,ft25+L0,0.030651677349325612,-0.045591819762699104,0.0081382393836975
5,41,gross_actual_interchange_mw,weak,ft50,0.028664037618120308,0.006165631517916159,0.0081382393836975
5,41,gross_actual_interchange_mw,weak,ft50+L0,0.034268441357490964,-0.04140349573127089,0.0081382393836975
20,41,total_lmp_da,weak,oracle,0.49402610394455804,-0.0024269932365525992,0.0067590475082397
20,41,total_lmp_da,weak,L0,0.5573365405415927,-0.0077303158656336635,0.0067590475082397
20,41,total_lmp_da,weak,ft5,0.5100965194448099,-0.013163998456132808,0.0067590475082397
20,41,total_lmp_da,weak,ft5+L0,0.47259306253000255,-0.09275998230087379,0.0067590475082397
20,41,total_lmp_da,weak,ft25,0.5376903156123312,-0.001201334593687875,0.0067590475082397
20,41,total_lmp_da,weak,ft25+L0,0.5223302397561254,-0.048657380419372176,0.0067590475082397
20,41,total_lmp_da,weak,ft50,0.5302943997038263,-0.0012328830509580335,0.0067590475082397
20,41,total_lmp_da,weak,ft50+L0,0.5603891091834561,0.022505798257661525,0.0067590475082397
1,41,total_lmp_da,weak,oracle,0.3873950977741,-0.0014480607283891,0.0064083337783813
1,41,total_lmp_da,weak,L0,0.41857970629749064,-0.01799899736757593,0.0064083337783813
1,41,total_lmp_da,weak,ft5,0.37803327207589776,-0.02007270147748419,0.0064083337783813
1,41,total_lmp_da,weak,ft5+L0,0.44024472070006004,-0.004656988601059009,0.0064083337783813
1,41,total_lmp_da,weak,ft25,0.41604257169372627,0.001033442076718738,0.0064083337783813
1,41,total_lmp_da,weak,ft25+L0,0.4372099031168125,0.006304528887193683,0.0064083337783813
1,41,total_lmp_da,weak,ft50,0.407326416442059,0.0032436765505955423,0.0064083337783813
1,41,total_lmp_da,weak,ft50+L0,0.43490009534738805,0.0021433166326015884,0.0064083337783813
32,33,total_losses,weak,oracle,0.06044256911840573,0.006063447079459383,0.0059857964515686
32,33,total_losses,weak,L0,0.29905987155287406,0.0062649300195740665,0.0059857964515686
32,33,total_losses,weak,ft5,0.05524655351041896,0.009394797762607987,0.0059857964515686
32,33,total_losses,weak,ft5+L0,0.29558784346591616,0.0022459988168228584,0.0059857964515686
32,33,total_losses,weak,ft25,0.09025998112317535,0.03260399191481311,0.0059857964515686
32,33,total_losses,weak,ft25+L0,0.28299478151052615,-0.004267794321945795,0.0059857964515686
32,33,total_losses,weak,ft50,0.10490026581512124,0.03873578970452385,0.0059857964515686
32,33,total_losses,weak,ft50+L0,0.2906080595415972,-0.0007085355724064657,0.0059857964515686
31,33,total_losses,weak,oracle,0.06177705002888656,0.007465824818973621,0.0052418708801269
31,33,total_losses,weak,L0,0.29413742053615366,0.0014831330869715664,0.0052418708801269
31,33,total_losses,weak,ft5,0.06345564776848589,0.017603892020674916,0.0052418708801269
31,33,total_losses,weak,ft5+L0,0.3002817017558369,0.006496749803950541,0.0052418708801269
31,33,total_losses,weak,ft25,0.09107336794089183,0.03341737873252959,0.0052418708801269
31,33,total_losses,weak,ft25+L0,0.29144571342465253,-0.0022380694058962147,0.0052418708801269
31,33,total_losses,weak,ft50,0.10615170555106834,0.03806230416213119,0.0052418708801269
31,33,total_losses,weak,ft50+L0,0.29606900028812755,0.005109946851242664,0.0052418708801269
35,36,da_as_total_mw_thirty_minutes_reserve,weak,oracle,0.0,0.0,0.000739574432373
35,36,da_as_total_mw_thirty_minutes_reserve,weak,L0,0.04658326434253934,0.02333938593305185,0.000739574432373
35,36,da_as_total_mw_thirty_minutes_reserve,weak,ft5,0.0,0.0,0.000739574432373
35,36,da_as_total_mw_thirty_minutes_reserve,weak,ft5+L0,0.03896888638419127,0.0139486507842288,0.000739574432373
35,36,da_as_total_mw_thirty_minutes_reserve,weak,ft25,0.011165097702617643,0.0026469995665270307,0.000739574432373
35,36,da_as_total_mw_thirty_minutes_reserve,weak,ft25+L0,0.03481994211709116,-0.0017150512398024231,0.000739574432373
35,36,da_as_total_mw_thirty_minutes_reserve,weak,ft50,0.017627372989818535,0.0020957415647585576,0.000739574432373
35,36,da_as_total_mw_thirty_minutes_reserve,weak,ft50+L0,0.023143646769711035,0.0010567878623755078,0.000739574432373
34,35,da_as_total_mw_thirty_minutes_reserve,weak,oracle,0.0,0.0,0.000739574432373
34,35,da_as_total_mw_thirty_minutes_reserve,weak,L0,0.02184846495026982,-7.645162647962334e-05,0.000739574432373
34,35,da_as_total_mw_thirty_minutes_reserve,weak,ft5,0.0,0.0,0.000739574432373
34,35,da_as_total_mw_thirty_minutes_reserve,weak,ft5+L0,0.02294135217109905,-0.000622486156493407,0.000739574432373
34,35,da_as_total_mw_thirty_minutes_reserve,weak,ft25,0.011501627453213703,0.0030096234455357918,0.000739574432373
34,35,da_as_total_mw_thirty_minutes_reserve,weak,ft25+L0,0.04788152561240999,0.0041290061410519385,0.000739574432373
34,35,da_as_total_mw_thirty_minutes_reserve,weak,ft50,0.017885775008806726,0.0025843079185253748,0.000739574432373
34,35,da_as_total_mw_thirty_minutes_reserve,weak,ft50+L0,0.05527219302527364,0.021330174526290158,0.000739574432373
34,36,da_as_total_mw_thirty_minutes_reserve,weak,oracle,0.0,0.0,0.000739574432373
34,36,da_as_total_mw_thirty_minutes_reserve,weak,L0,0.022834116032447005,-0.0004097623770404901,0.000739574432373
34,36,da_as_total_mw_thirty_minutes_reserve,weak,ft5,0.00828821252185652,0.00828821252185652,0.000739574432373
34,36,da_as_total_mw_thirty_minutes_reserve,weak,ft5+L0,0.04219387008725617,0.0171736344872937,0.000739574432373
34,36,da_as_total_mw_thirty_minutes_reserve,weak,ft25,0.011282074860932467,0.0027639767248418545,0.000739574432373
34,36,da_as_total_mw_thirty_minutes_reserve,weak,ft25+L0,0.04246229604175389,-0.0012902234296041648,0.000739574432373
34,36,da_as_total_mw_thirty_minutes_reserve,weak,ft50,0.016442250915204903,0.000910619490144926,0.000739574432373
34,36,da_as_total_mw_thirty_minutes_reserve,weak,ft50+L0,0.05260053504657558,0.018658516547592097,0.000739574432373
31,32,congestion_price_rt,weak,oracle,0.0,0.0,0.0002053976058959
31,32,congestion_price_rt,weak,L0,0.028557496148924666,-0.001885683293241236,0.0002053976058959
31,32,congestion_price_rt,weak,ft5,0.0,0.0,0.0002053976058959
31,32,congestion_price_rt,weak,ft5+L0,0.022918113153067465,-0.010691856855929549,0.0002053976058959
31,32,congestion_price_rt,weak,ft25,0.004403333009564969,-0.000407897348216002,0.0002053976058959
31,32,congestion_price_rt,weak,ft25+L0,0.026329207124660248,-0.016274453677029177,0.0002053976058959
31,32,congestion_price_rt,weak,ft50,0.005095759696998492,0.0011906173882448856,0.0002053976058959
31,32,congestion_price_rt,weak,ft50+L0,0.030490248894728067,-0.000588446353625538,0.0002053976058959
