conf,field,a,M1,M2,shapley,loo,sage_s0,sage_s1,sage_s2
dam_schedule__mw__generation__caiso_totals,负荷计划_tac_ecntr,0.8079407811164856,0.8079407811164856,0.8079407811164856,0.13454982900969442,0.004390955,0.3401867430879187,0.3519428675409779,0.32716554337573844
dam_schedule__mw__generation__caiso_totals,负荷计划_tac_south,0.2869131565093994,0.5606330633163452,0.5606330633163452,0.05138780159652667,0.00472188,-0.025636958813102323,-0.039005052394985563,-0.03576844247170312
dam_schedule__mw__generation__caiso_totals,日前energy_sp15,0.13878685235977173,0.43870723247528076,0.43870723247528076,0.03446972072157562,0.0011216998,0.04682803758606026,0.04881788238524092,0.0471078677744893
dam_schedule__mw__generation__caiso_totals,日前lmp_np15,0.09984362125396729,0.2911638021469116,0.2911638021469116,0.025964906688654317,0.0023412108,0.03009149983090266,0.02932124809877953,0.02711452861540931
dam_schedule__mw__generation__caiso_totals,日前lmp_zp26,0.10743892192840576,0.37053990364074707,0.37053990364074707,0.03254808952325026,0.00072556734,-0.008821847572557157,-0.005849525974214743,-0.00894326017436578
dam_schedule__mw__generation__caiso_totals,实时lmp_sp15,0.06797730922698975,0.2826434373855591,0.2826434373855591,0.016721354111018476,0.0,-0.0030581204371376174,0.0009315938700289442,-0.0001826770836048056
dam_schedule__mw__generation__caiso_totals,光伏实际_sp15__solar,0.14835751056671143,0.4112778306007385,0.4112778306007385,0.04535167733113704,0.0,0.07727045408082131,0.07569248817421907,0.07004442779784174
dam_schedule__mw__generation__caiso_totals,光伏预测_sp15__solar,0.11070442199707031,0.41062480211257935,0.41062480211257935,0.042810027967224225,0.0014253855,0.03430455078631687,0.026962484877181562,0.030840005708833714
dam_schedule__mw__generation__caiso_totals,需求_regulation_down,0.2632044553756714,0.3249477744102478,0.3249477744102478,0.04402302807497411,0.00084233284,0.018852388178161577,0.02596815527709429,0.021947748139657646
dam_schedule__mw__import__caiso_totals,负荷预测_pge_tac,0.2116718888282776,0.2116718888282776,0.2116718888282776,0.04396535141302768,0.009504199,0.053932784831521266,0.07343734466602171,0.0693871659428817
dam_schedule__mw__import__caiso_totals,负荷预测_sce_tac,0.07479029893875122,0.1438058614730835,0.1438058614730835,0.02206516756603458,0.0,0.003560221772477605,0.004684836524038871,0.0019692307734465596
dam_schedule__mw__import__caiso_totals,负荷预测_sdge_tac,0.25417476892471313,0.25417476892471313,0.25417476892471313,0.04632394689641059,0.010144353,0.04021813676401333,0.04576627897748478,0.03921986002248011
dam_schedule__mw__import__caiso_totals,负荷预测_ca_iso_tac,0.16138052940368652,0.2303960919380188,0.2303960919380188,0.033007168812510486,0.0,0.00046838187859767153,0.0016658938042542475,0.003780968935505002
dam_schedule__mw__import__caiso_totals,负荷计划_tac_north,0.2029026746749878,0.20326954126358032,0.20326954126358032,0.04399657768253906,0.006317258,0.09258826344838131,0.08397251565606062,0.09634970911488122
dam_schedule__mw__import__caiso_totals,负荷计划_tac_ecntr,0.07887011766433716,0.09404146671295166,0.10069477558135986,0.028374055706941185,0.0061770678,0.04830203061744126,0.04433249590769767,0.04342051391375161
dam_schedule__mw__import__caiso_totals,负荷计划_tac_south,0.2853086590766907,0.2853086590766907,0.2853086590766907,0.07897239168924955,0.03984213,0.08656581810641759,0.09898204415133499,0.09017410330091481
dam_schedule__mw__import__caiso_totals,日前energy_sp15,0.25609904527664185,0.25609904527664185,0.25609904527664185,0.055229659356364556,0.0,0.03132917623231306,0.0450808285798504,0.027080904226884604
dam_schedule__mw__import__caiso_totals,日前lmp_np15,0.20274752378463745,0.20274752378463745,0.20274752378463745,0.059012487276814726,0.012008905,0.011524626285496031,0.009302842584285088,0.008065064915681541
dam_schedule__mw__import__caiso_totals,日前lmp_zp26,0.2870049476623535,0.2870049476623535,0.2870049476623535,0.059799525700943844,0.0007417798,0.0527139364596289,0.051512096849222644,0.060776634573049854
dam_schedule__mw__import__caiso_totals,实时lmp_sp15,0.22440111637115479,0.22440111637115479,0.22440111637115479,0.044611510644015806,0.008109689,-0.003330976161301437,0.0018796257437340858,-0.002911033544626152
dam_schedule__mw__import__caiso_totals,光伏实际_sp15__solar,0.2763434648513794,0.28356724977493286,0.28356724977493286,0.05189917316770469,0.0,0.03568797753820912,0.021580796802013465,0.022522616944648938
dam_schedule__mw__import__caiso_totals,光伏预测_sp15__solar,0.2911231517791748,0.29139524698257446,0.29139524698257446,0.056878758880913455,0.002659738,0.14570601491456223,0.12292203226964422,0.14162829673747393
dam_schedule__mw__import__caiso_totals,需求_regulation_down,0.23071962594985962,0.23071962594985962,0.23071962594985962,0.0480989988423939,0.007781863,0.07626499464134337,0.06937999841239732,0.07154607499812862
dam_schedule__mw__export__caiso_totals,负荷预测_pge_tac,0.28943783044815063,0.35294532775878906,0.35294532775878906,0.060418399678991104,0.007551849,-0.013972149603751014,-0.012971424545527493,-0.017162273047482256
dam_schedule__mw__export__caiso_totals,负荷预测_sce_tac,0.4068823456764221,0.470042884349823,0.470042884349823,0.0818239044580423,7.748604e-06,0.028318644166224337,0.03227321946461495,0.042388794974165867
dam_schedule__mw__export__caiso_totals,负荷预测_sdge_tac,0.2005988359451294,0.2179695963859558,0.2179695963859558,0.0578454233706824,0.012232661,0.015388947482980543,0.0032333588126113788,0.011908209422463279
dam_schedule__mw__export__caiso_totals,负荷预测_ca_iso_tac,0.36602461338043213,0.4379854202270508,0.4379854202270508,0.07589615761244593,0.0,0.026370464843099364,0.023709983042632377,0.02351048745439063
dam_schedule__mw__export__caiso_totals,负荷计划_tac_north,0.33176708221435547,0.40175920724868774,0.4035884141921997,0.08017655427870839,0.019891918,0.20378228474326981,0.19944719211324033,0.19652469945788933
dam_schedule__mw__export__caiso_totals,负荷计划_tac_ecntr,0.40832024812698364,0.4696924686431885,0.47091859579086304,0.08278026697816616,7.611513e-05,0.19264656160651678,0.18798174639695062,0.18617576885873766
dam_schedule__mw__export__caiso_totals,负荷计划_tac_south,0.13224202394485474,0.1933196783065796,0.1933196783065796,0.045865183919321,0.0062916875,0.02553085231472694,0.03145894780333265,0.026881944660818086
dam_schedule__mw__export__caiso_totals,日前energy_sp15,0.08543068170547485,0.22272378206253052,0.22272378206253052,0.029218620979861356,7.611513e-05,0.017415585381359615,0.01843842739223415,0.013918771717574541
dam_schedule__mw__export__caiso_totals,日前lmp_np15,0.06788516044616699,0.13111060857772827,0.13111060857772827,0.03136850173316018,0.008035839,0.03267915682177235,0.03254897942608794,0.028116658058206456
dam_schedule__mw__export__caiso_totals,日前lmp_zp26,0.08329957723617554,0.2205926775932312,0.2350570559501648,0.030540777721029616,0.0030766726,0.04826713767432385,0.05886809730128852,0.06347965665607379
dam_schedule__mw__export__caiso_totals,实时lmp_sp15,0.04922294616699219,0.11238348484039307,0.11238348484039307,0.01761157852204181,0.0017061234,0.010713905747907529,0.01210018112512841,0.008417964459477845
dam_schedule__mw__export__caiso_totals,光伏实际_sp15__solar,0.23315316438674927,0.29659926891326904,0.324116587638855,0.052331879918921444,0.0,0.10481880766803019,0.09774200621525449,0.08876568040455847
dam_schedule__mw__export__caiso_totals,光伏预测_sp15__solar,0.22746634483337402,0.29306185245513916,0.3151237368583679,0.05365750402979592,0.0020406842,0.02273598707238978,0.027256787112728054,0.039635328066403325
dam_schedule__mw__export__caiso_totals,需求_regulation_down,0.21592414379119873,0.21592414379119873,0.21957647800445557,0.03933235085232832,7.611513e-05,0.02208982196231577,0.024677763804206113,0.024238979480503135
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,负荷预测_pge_tac,0.4848279356956482,0.4848279356956482,0.4848279356956482,0.047899279769649146,0.0,-0.026981154578760772,-0.012538719608286451,-0.021166349726970263
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,负荷预测_sce_tac,0.24603712558746338,0.24603712558746338,0.24603712558746338,0.027730073189911306,0.0,0.011628671778281816,0.014367561400241046,0.007312021274580684
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,负荷预测_sdge_tac,0.6163028478622437,0.6163028478622437,0.6163028478622437,0.0631056422403043,0.0,0.005723223862769476,-0.0042129062320418855,0.016650908178601116
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,负荷预测_ca_iso_tac,0.4318426251411438,0.4318426251411438,0.4318426251411438,0.04502580878998298,0.00016009808,-0.0015112155953103607,0.001025550981607456,4.4714912601812864e-05
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_north,0.3997088074684143,0.3997088074684143,0.3997088074684143,0.038428795150771765,0.0,0.014451436530056472,0.012582676487951335,0.015174188278057216
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_ecntr,0.25564098358154297,0.25564098358154297,0.25564098358154297,0.02748222661370356,0.0,0.00878611699297474,-0.0009670430128404199,-0.0037548357871214143
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_south,0.6427039504051208,0.6427039504051208,0.6427039504051208,0.06535550483486635,0.0,-0.014410007802008917,-0.01441219564825414,-0.01115494713671852
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,日前energy_sp15,0.9573668837547302,0.9573668837547302,0.9573668837547302,0.1445146131777169,0.009588599,0.49586462097730005,0.5295722889023906,0.4792028417911081
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,日前lmp_np15,0.7738950252532959,0.7738950252532959,0.7738950252532959,0.09916014193095894,0.0019736886,-0.0641778781642885,-0.05660346618356581,-0.06758506114054287
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,日前lmp_zp26,0.9596068859100342,0.9596068859100342,0.9596068859100342,0.14045220378474915,0.0032702088,0.3718433867334873,0.33693266226999447,0.3869575359283707
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,实时lmp_sp15,0.866188645362854,0.866188645362854,0.866188645362854,0.1107143228659614,0.0,0.043368873467904974,0.0605601049945598,0.07434788489695043
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,光伏实际_sp15__solar,0.5617637634277344,0.5617637634277344,0.5617637634277344,0.06493187583912609,5.1915646e-05,-0.017972924395815125,-0.02178335404462879,-0.02851465287414587
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,光伏预测_sp15__solar,0.5925023555755615,0.5925023555755615,0.5925023555755615,0.07027522862926773,0.00016009808,0.12536399099859627,0.10328781835487588,0.09847742100278781
dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,需求_regulation_down,0.3883326053619385,0.3883326053619385,0.3883326053619385,0.04418561235707032,5.1915646e-05,0.03262978086763058,0.038850574720870557,0.0416366115189283
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷预测_pge_tac,0.08593642711639404,0.16924995183944702,0.17235034704208374,0.027671617887131097,0.0006695986,0.0039746709891595716,0.0017096200545006946,0.006786178455181824
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷预测_sce_tac,0.03732699155807495,0.17209398746490479,0.17209398746490479,0.018801119952206288,0.0,-0.0009836649726664853,0.0009615070892102806,0.0015612701890881163
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷预测_sdge_tac,0.21140611171722412,0.27440935373306274,0.27440935373306274,0.03744517098948952,0.002121091,-0.0015026480819583846,-0.005007941195366468,-0.006800437808526431
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷预测_ca_iso_tac,0.07432597875595093,0.20909297466278076,0.20909297466278076,0.023813083957773554,0.0011473298,2.139861611629286e-05,0.0013679370343625621,0.0015480071643650868
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_north,0.046932101249694824,0.10365927219390869,0.11924910545349121,0.021328646130508402,0.0,0.01068604554865624,0.009888031505455985,0.005878452775229333
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_ecntr,0.03075021505355835,0.11406373977661133,0.13639092445373535,0.017497336687159318,0.002126813,0.010287214017216063,0.0073575953821162585,0.007497148276969852
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_south,0.1936543583869934,0.26562392711639404,0.26562392711639404,0.035418871369467995,0.0,0.005288734046941012,0.003934391081425796,0.01164499956877518
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,日前energy_sp15,0.3162967562675476,0.5662183165550232,0.5662183165550232,0.10611663046115692,0.027289093,0.11155492286181823,0.17733299187287888,0.21384774032285098
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,日前lmp_np15,0.10846686363220215,0.35838842391967773,0.3633272647857666,0.10008302050629077,0.0311988,0.23685688624216975,0.22130866362571103,0.21502365266685283
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,日前lmp_zp26,0.4214543104171753,0.6256471872329712,0.6256471872329712,0.15514311878907305,0.054763734,0.2947874323362275,0.2609971184327735,0.24538948803227076
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,实时lmp_sp15,0.3801079988479614,0.4810839891433716,0.4845312237739563,0.08019629254952113,0.0,0.03869370906479899,0.05064369278248376,0.042275093465577056
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,光伏实际_sp15__solar,0.42036736011505127,0.4408394694328308,0.4408394694328308,0.07795221858418712,0.0,0.00863991590593669,0.0006808794132611663,-0.004554035708859039
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,光伏预测_sp15__solar,0.4289419651031494,0.45768994092941284,0.4698886275291443,0.0903497472835484,0.004141867,0.10957689435497378,0.10225943148314738,0.09840120831635761
dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,需求_regulation_down,0.3497281074523926,0.36164456605911255,0.36164456605911255,0.062161818337746234,0.0,0.015204970164970672,0.013721771631214111,0.01716632198375712
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,负荷预测_pge_tac,0.35598134994506836,0.35598134994506836,0.35598134994506836,0.05039254481439947,0.006308794,0.04165960562382645,0.05558159841504291,0.04376962136773725
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,负荷预测_sce_tac,0.22129595279693604,0.22129595279693604,0.22129595279693604,0.03383861647959974,0.0049806833,0.009726676044168794,0.013227238919007438,0.008613440115697405
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,负荷预测_sdge_tac,0.3039916157722473,0.3039916157722473,0.3039916157722473,0.037218808295830116,0.0,0.0043837425461393876,0.009086956272995689,0.005176414693251388
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,负荷预测_ca_iso_tac,0.32934218645095825,0.32934218645095825,0.32934218645095825,0.04548842332474026,0.0,0.006195085166640992,0.006164329100302213,0.0062102587215246
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_north,0.3343340754508972,0.3343340754508972,0.3343340754508972,0.05162607520497863,0.0011671185,0.09052265716692015,0.07363869330123904,0.08170404437032489
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_ecntr,0.2265317440032959,0.2265317440032959,0.2265317440032959,0.035716808587229934,0.008487582,0.015561882314922556,0.021001262351819257,0.01280950725670727
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_south,0.3108487129211426,0.31395262479782104,0.31395262479782104,0.03855097898765827,0.0015581846,0.01011027722776707,0.00725919693370998,0.011832231730272312
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,日前energy_sp15,0.4346615672111511,0.47848623991012573,0.47848623991012573,0.09294582450743165,0.014646292,0.2740502678014183,0.30487126891810146,0.29588540996341006
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,日前lmp_np15,0.4424437880516052,0.4478116035461426,0.4478116035461426,0.10874848553086185,0.040277958,0.22159582161571892,0.19328052097614565,0.1999302478336587
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,日前lmp_zp26,0.37012654542922974,0.42437273263931274,0.42437273263931274,0.09146829206355445,0.045824945,-0.032868197964886166,-0.02773501539084131,-0.022279859999894985
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,实时lmp_sp15,0.3123856782913208,0.3460119366645813,0.3460119366645813,0.0484640425245827,0.008473098,0.004693806433911887,-0.0010015480980344812,0.009157317592818747
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,光伏实际_sp15__solar,0.1072435975074768,0.14090228080749512,0.14090228080749512,0.02248810184975821,0.0,5.808408787780998e-05,-0.006816555971819588,-0.001231978125750308
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,光伏预测_sp15__solar,0.16957521438598633,0.23681992292404175,0.23681992292404175,0.030272133661793182,0.0,0.006318139388308781,0.004863454310521396,0.003519604757605151
dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,需求_regulation_down,0.06111407279968262,0.12835878133773804,0.12835878133773804,0.023054010796916064,0.0,0.03416660485210478,0.031230570825154076,0.03701725843754206
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷预测_pge_tac,0.09588927030563354,0.09588927030563354,0.1068158745765686,0.021389945457104317,0.0,0.03794150577062293,0.03725785256881061,0.03965671026031188
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷预测_sce_tac,0.0709962248802185,0.08252763748168945,0.11655139923095703,0.016817784807912007,0.0013173819,0.0050831380253600926,0.0013027787104353161,0.0008320624388168038
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷预测_sdge_tac,0.19579601287841797,0.19795066118240356,0.19852519035339355,0.0339842270788904,0.0021953583,0.002599093121817499,-0.007504948081140783,-0.006143182879157747
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷预测_ca_iso_tac,0.1004299521446228,0.11196136474609375,0.12067371606826782,0.021258020962544436,0.0002682209,0.004931485008844091,0.005441271878993139,0.011638819991066886
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_north,0.06340962648391724,0.0638546347618103,0.07121282815933228,0.019119286946543003,0.0,0.019004910319087527,0.004066814183824971,0.003057000179284961
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_ecntr,0.06493484973907471,0.06815242767333984,0.11161142587661743,0.01883302119453326,0.0061781406,0.0027756978145171305,0.007973347507679373,0.00039944196266079304
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,负荷计划_tac_south,0.16557472944259644,0.16557472944259644,0.16557472944259644,0.02663965070683631,0.0015943646,0.007502926128204896,0.011127253874469795,0.006985138141165475
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,日前energy_sp15,0.25845104455947876,0.3545796275138855,0.367661714553833,0.06590829965759713,0.0018127561,0.10430534821822855,0.1204733643253657,0.13124706036230202
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,日前lmp_np15,0.11165755987167358,0.20778614282608032,0.218921959400177,0.06232305397874466,0.013501525,0.09866671757817036,0.10246904970409584,0.12694393202591323
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,日前lmp_zp26,0.3251289129257202,0.36344313621520996,0.36344313621520996,0.0763691121683178,0.003140211,0.09720612079523695,0.09141603016253927,0.09584951867540756
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,实时lmp_sp15,0.4262934923171997,0.4981357455253601,0.49816083908081055,0.18663922531323676,0.10477221,0.2592037115518565,0.2634750630071812,0.24186605746016457
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,光伏实际_sp15__solar,0.2654266357421875,0.2654266357421875,0.2654266357421875,0.04376833354038031,0.0,0.005924365675856932,-0.00038918523257045097,-0.0010620792273451508
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,光伏预测_sp15__solar,0.25790613889694214,0.2611237168312073,0.27513235807418823,0.042921481069389734,0.0,0.017394276431727935,0.018039523573869988,0.012938273282350945
rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,需求_regulation_down,0.2207532525062561,0.2207532525062561,0.2207532525062561,0.03642950850346745,0.0002682209,0.007926649757979213,0.010312310759652558,0.006915765244690321
dam_as_total_procured__mw__ru__as_caiso,负荷预测_pge_tac,0.06119811534881592,0.1089010238647461,0.1089010238647461,0.023779691979562114,0.011056542,0.05497313980118576,0.04665708326349936,0.036352157967576765
dam_as_total_procured__mw__ru__as_caiso,负荷预测_sce_tac,0.05203652381896973,0.09541189670562744,0.11586076021194458,0.0188775922435279,0.004990399,0.006223503196295046,0.003868241759321243,0.005200739057674856
dam_as_total_procured__mw__ru__as_caiso,负荷预测_sdge_tac,0.09959089756011963,0.1352410912513733,0.1352410912513733,0.030515260233414953,0.009444118,0.015373462933138512,0.023106298753213284,0.018168810295607414
dam_as_total_procured__mw__ru__as_caiso,负荷预测_ca_iso_tac,0.06779325008392334,0.10537314414978027,0.11242634057998657,0.01965948377333471,0.0,0.006801268818614242,0.0038368167352141767,0.004332217473223707
dam_as_total_procured__mw__ru__as_caiso,负荷计划_tac_north,0.06887370347976685,0.08917361497879028,0.09341061115264893,0.03445911488352797,0.028097212,0.09278116744155951,0.0832648194420747,0.0890067472561031
dam_as_total_procured__mw__ru__as_caiso,负荷计划_tac_ecntr,0.0593564510345459,0.10705935955047607,0.12759417295455933,0.026200722212207327,0.014157534,0.043227461154750194,0.047320931066827915,0.042261509101753914
dam_as_total_procured__mw__ru__as_caiso,负荷计划_tac_south,0.0779411792755127,0.09424924850463867,0.09424924850463867,0.03871572739620916,0.03022933,0.02670123767877262,0.035349162631022134,0.04245529024105963
dam_as_total_procured__mw__ru__as_caiso,日前energy_sp15,0.14188677072525024,0.14629411697387695,0.14629411697387695,0.02746704792173191,0.004669547,0.009244335293505192,0.007351313141709176,0.005108536619770367
dam_as_total_procured__mw__ru__as_caiso,日前lmp_np15,0.1153363585472107,0.1156492829322815,0.1156492829322815,0.028772406659806203,0.0100162625,0.004224811469539978,-0.0025967289317671777,0.0032125108818166818
dam_as_total_procured__mw__ru__as_caiso,日前lmp_zp26,0.15812081098556519,0.16294324398040771,0.16294324398040771,0.03108229621267316,0.0,0.014097003727565782,0.019144868157173,0.019884542753170066
dam_as_total_procured__mw__ru__as_caiso,实时lmp_sp15,0.14921915531158447,0.14921915531158447,0.14921915531158447,0.023155171579381233,0.0,0.011236650066921403,0.006297900084848999,0.00826941002141704
dam_as_total_procured__mw__ru__as_caiso,光伏实际_sp15__solar,0.37952184677124023,0.37952184677124023,0.37952184677124023,0.0904991847987589,0.0052764416,0.05059613400005665,0.05642265496683076,0.06318777062156801
dam_as_total_procured__mw__ru__as_caiso,光伏预测_sp15__solar,0.37926435470581055,0.37926435470581055,0.37926435470581055,0.10041602488008904,0.012000859,0.05240237675280535,0.05375964782411743,0.05478410043665096
dam_as_total_procured__mw__ru__as_caiso,需求_regulation_down,0.4092102646827698,0.4092102646827698,0.4092102646827698,0.1305300474120557,0.054144144,0.231029250433997,0.2341359593065978,0.22807022819545905
dam_as_total_procured__mw__rd__as_caiso,负荷预测_pge_tac,0.12783873081207275,0.28630125522613525,0.28630125522613525,0.026010838813582744,0.0,-0.0017251228380446783,-0.0004726607400048373,-0.0009186407097344663
dam_as_total_procured__mw__rd__as_caiso,负荷预测_sce_tac,0.0642240047454834,0.25541406869888306,0.25541406869888306,0.022945701577267826,0.0003026724,0.0020222581688962567,0.001502129881300475,0.0009501971187807504
dam_as_total_procured__mw__rd__as_caiso,负荷预测_sdge_tac,0.24902254343032837,0.37142765522003174,0.37142765522003174,0.044008083238606804,0.0,-0.003088514461331027,0.0008100246869375749,0.0006277723563922925
