sid,source,group,size,arch,seed,conf,r2
p00_08,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.15487194061279297
p00_08,d67_single_pair,pair,2,mlp,0,total_gen,0.7632244229316711
p00_08,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7579693794250488
p00_08,d67_single_pair,pair,2,mlp,0,total_losses,0.48566359281539917
p00_08,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.11568599939346313
p00_08,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.06640475988388062
p00_08,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.3050444722175598
p00_08,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.3954468369483948
p00_08,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.09713703393936157
p00_08,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.08521866798400879
p00_08,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.12460440397262573
p00_09,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.15110993385314941
p00_09,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.14274972677230835
p00_09,d67_single_pair,pair,2,mlp,0,total_gen,0.763934314250946
p00_09,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7492245435714722
p00_09,d67_single_pair,pair,2,mlp,0,total_losses,0.6378603577613831
p00_09,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.09718668460845947
p00_09,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.02520883083343506
p00_09,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.2655941843986511
p00_09,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.30113422870635986
p00_09,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.08936077356338501
p00_09,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.09396356344223022
p00_09,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.10186159610748291
p00_10,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.19801455736160278
p00_10,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.14361459016799927
p00_10,d67_single_pair,pair,2,mlp,0,total_gen,0.703557014465332
p00_10,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.6845597624778748
p00_10,d67_single_pair,pair,2,mlp,0,total_losses,0.5069055557250977
p00_10,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.0934211015701294
p00_10,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.0412898063659668
p00_10,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.23058480024337769
p00_10,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.27818042039871216
p00_10,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.10492509603500366
p00_10,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.06218010187149048
p00_10,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.10836392641067505
p00_11,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.16384458541870117
p00_11,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.17595809698104858
p00_11,d67_single_pair,pair,2,mlp,0,total_gen,0.8152499794960022
p00_11,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7952825427055359
p00_11,d67_single_pair,pair,2,mlp,0,total_losses,0.5585582256317139
p00_11,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.10877883434295654
p00_11,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.04259306192398071
p00_11,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.25382792949676514
p00_11,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.33325624465942383
p00_11,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.1169477105140686
p00_11,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.11558496952056885
p00_11,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.16586405038833618
p00_12,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.10421097278594971
p00_12,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.14248770475387573
p00_12,d67_single_pair,pair,2,mlp,0,total_gen,0.7900424003601074
p00_12,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7849944233894348
p00_12,d67_single_pair,pair,2,mlp,0,total_losses,0.47387343645095825
p00_12,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.10660785436630249
p00_12,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.04125171899795532
p00_12,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.2929767966270447
p00_12,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.4204139709472656
p00_12,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.1576879620552063
p00_12,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.09198540449142456
p00_12,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.1915075182914734
p00_13,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.27595090866088867
p00_13,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.15007758140563965
p00_13,d67_single_pair,pair,2,mlp,0,total_gen,0.7716036438941956
p00_13,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7653446197509766
p00_13,d67_single_pair,pair,2,mlp,0,total_losses,0.5160931348800659
p00_13,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.12724006175994873
p00_13,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.11683440208435059
p00_13,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.27107763290405273
p00_13,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.35255730152130127
p00_13,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.14867907762527466
p00_13,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.09277629852294922
p00_13,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.28710418939590454
p00_14,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.11897683143615723
p00_14,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.1467740535736084
p00_14,d67_single_pair,pair,2,mlp,0,total_gen,0.895385205745697
p00_14,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.8918017148971558
p00_14,d67_single_pair,pair,2,mlp,0,total_losses,0.5032442212104797
p00_14,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.1284031867980957
p00_14,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.08092135190963745
p00_14,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.3010336756706238
p00_14,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.4539209008216858
p00_14,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.07398265600204468
p00_14,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.07728630304336548
p00_14,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.29204386472702026
p00_15,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.18461591005325317
p00_15,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.13345301151275635
p00_15,d67_single_pair,pair,2,mlp,0,total_gen,0.8080646395683289
p00_15,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.8096499443054199
p00_15,d67_single_pair,pair,2,mlp,0,total_losses,0.496399462223053
p00_15,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.19251084327697754
p00_15,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.12408715486526489
p00_15,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.4698770046234131
p00_15,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.6575182676315308
p00_15,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.10618090629577637
p00_15,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.06930196285247803
p00_15,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.32267260551452637
p00_16,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.10055619478225708
p00_16,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.14184898138046265
p00_16,d67_single_pair,pair,2,mlp,0,total_gen,0.8074262738227844
p00_16,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7998236417770386
p00_16,d67_single_pair,pair,2,mlp,0,total_losses,0.48296594619750977
p00_16,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.10419213771820068
p00_16,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.05655473470687866
p00_16,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.3012552261352539
p00_16,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.3585383892059326
p00_16,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.0836682915687561
p00_16,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.08205503225326538
p00_16,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.11041766405105591
p00_17,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.14291352033615112
p00_17,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.2391599416732788
p00_17,d67_single_pair,pair,2,mlp,0,total_gen,0.7648753523826599
p00_17,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7538047432899475
p00_17,d67_single_pair,pair,2,mlp,0,total_losses,0.5284720063209534
p00_17,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.10314321517944336
p00_17,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.022749722003936768
p00_17,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.2546271085739136
p00_17,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.3109539747238159
p00_17,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.07462060451507568
p00_17,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.08511370420455933
p00_17,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.06149148941040039
p00_18,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.15908783674240112
p00_18,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.1438213586807251
p00_18,d67_single_pair,pair,2,mlp,0,total_gen,0.7724473476409912
p00_18,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7552914023399353
p00_18,d67_single_pair,pair,2,mlp,0,total_losses,0.6290757656097412
p00_18,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.09307533502578735
p00_18,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.028633296489715576
p00_18,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.2706659436225891
p00_18,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.3171601891517639
p00_18,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.08763176202774048
p00_18,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.11327987909317017
p00_18,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.10824364423751831
p00_19,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.12422311305999756
p00_19,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.16814196109771729
p00_19,d67_single_pair,pair,2,mlp,0,total_gen,0.9580205678939819
p00_19,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.9657655358314514
p00_19,d67_single_pair,pair,2,mlp,0,total_losses,0.4820324182510376
p00_19,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.1441696286201477
p00_19,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.09831583499908447
p00_19,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.37267518043518066
p00_19,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.534092903137207
p00_19,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.09163165092468262
p00_19,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.06766664981842041
p00_19,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.2716934084892273
p00_20,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.11573547124862671
p00_20,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.15994274616241455
p00_20,d67_single_pair,pair,2,mlp,0,total_gen,0.9488325715065002
p00_20,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.9550400376319885
p00_20,d67_single_pair,pair,2,mlp,0,total_losses,0.5005173683166504
p00_20,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.14865261316299438
p00_20,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.08555614948272705
p00_20,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.378984272480011
p00_20,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.5082933306694031
p00_20,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.08588814735412598
p00_20,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.04842102527618408
p00_20,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.251298725605011
p00_21,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.19098138809204102
p00_21,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.13716280460357666
p00_21,d67_single_pair,pair,2,mlp,0,total_gen,0.7464202642440796
p00_21,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7355115413665771
p00_21,d67_single_pair,pair,2,mlp,0,total_losses,0.48553764820098877
p00_21,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.12376958131790161
p00_21,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.1376611590385437
p00_21,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.36679011583328247
p00_21,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.4401317834854126
p00_21,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.0920637845993042
p00_21,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.05253446102142334
p00_21,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.12545472383499146
p00_22,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.15520262718200684
p00_22,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.1318349838256836
p00_22,d67_single_pair,pair,2,mlp,0,total_gen,0.7514869570732117
p00_22,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7420915961265564
p00_22,d67_single_pair,pair,2,mlp,0,total_losses,0.48965632915496826
p00_22,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.09770262241363525
p00_22,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.02751600742340088
p00_22,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.25576406717300415
p00_22,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.31460052728652954
p00_22,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.11176878213882446
p00_22,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.08571738004684448
p00_22,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.13586074113845825
p00_23,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.12159782648086548
p00_23,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.13411182165145874
p00_23,d67_single_pair,pair,2,mlp,0,total_gen,0.7489070892333984
p00_23,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7372903823852539
p00_23,d67_single_pair,pair,2,mlp,0,total_losses,0.4821441173553467
p00_23,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.08385723829269409
p00_23,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.05160856246948242
p00_23,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.25733065605163574
p00_23,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.31880104541778564
p00_23,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.08298128843307495
p00_23,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.07431292533874512
p00_23,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.0625569224357605
p00_24,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.2273351550102234
p00_24,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.23118221759796143
p00_24,d67_single_pair,pair,2,mlp,0,total_gen,0.7454988956451416
p00_24,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7314274311065674
p00_24,d67_single_pair,pair,2,mlp,0,total_losses,0.5087621808052063
p00_24,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.11890798807144165
p00_24,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.04815858602523804
p00_24,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.3608071208000183
p00_24,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.4320058822631836
p00_24,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.11927568912506104
p00_24,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.08926355838775635
p00_24,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.12297075986862183
p00_25,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.137107253074646
p00_25,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.12891089916229248
p00_25,d67_single_pair,pair,2,mlp,0,total_gen,0.7426928877830505
p00_25,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7316199541091919
p00_25,d67_single_pair,pair,2,mlp,0,total_losses,0.49914801120758057
p00_25,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.0926741361618042
p00_25,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.01849663257598877
p00_25,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.2602549195289612
p00_25,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.30908679962158203
p00_25,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.10433685779571533
p00_25,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.05432087182998657
p00_25,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.07697534561157227
p00_26,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.20094037055969238
p00_26,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.20633924007415771
p00_26,d67_single_pair,pair,2,mlp,0,total_gen,0.7492332458496094
p00_26,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.732923686504364
p00_26,d67_single_pair,pair,2,mlp,0,total_losses,0.5059009790420532
p00_26,d67_single_pair,pair,2,mlp,0,congestion_price_da,0.10331416130065918
p00_26,d67_single_pair,pair,2,mlp,0,congestion_price_rt,0.03859138488769531
p00_26,d67_single_pair,pair,2,mlp,0,marginal_loss_price_da,0.31606215238571167
p00_26,d67_single_pair,pair,2,mlp,0,total_lmp_da,0.36286765336990356
p00_26,d67_single_pair,pair,2,mlp,0,da_as_total_mw_primary_reserve,0.09064978361129761
p00_26,d67_single_pair,pair,2,mlp,0,da_as_total_mw_synchronized_reserve,0.10255992412567139
p00_26,d67_single_pair,pair,2,mlp,0,da_as_total_mw_thirty_minutes_reserve,0.06215184926986694
p00_27,d67_single_pair,pair,2,mlp,0,net_actual_interchange_mw,0.1955835223197937
p00_27,d67_single_pair,pair,2,mlp,0,gross_actual_interchange_mw,0.13998711109161377
p00_27,d67_single_pair,pair,2,mlp,0,total_gen,0.7412382960319519
p00_27,d67_single_pair,pair,2,mlp,0,metered_load_mw,0.7293713092803955
