arch,K,cohort,reference,n_subsets,n_entries,mae_per_conf,bias_per_conf,mean_est_r2,mean_truth_r2,subset_mean_spearman,median_per_conf_spearman,top20_subset_overlap,mean_time_per_subset
mlp,0,all,dnn_full,1431,17172,0.06138074578534688,-0.06132750771636039,0.23902030813646793,0.3003478158528283,0.9549742548933422,0.9430858815920381,1.0,0.0
mlp,0,wide_all,dnn_full,50,600,0.07673639744520187,-0.07647625277439753,0.555655548075835,0.6321318008502325,0.9878031212484993,0.9710320530964002,1.0,0.0
mlp,0,single,dnn_full,44,528,0.025404332939422493,-0.02536500809770642,0.10827270737200072,0.13363771546970715,0.9726529558154243,0.9113221584394398,0.95,0.0
mlp,0,pair,dnn_full,946,11352,0.049474784879931434,-0.04943856662579033,0.19777617469125436,0.24721474131704468,0.97257583356106,0.9535543891439038,0.8,0.0
mlp,0,triple_all,dnn_full,397,4764,0.09116788452458321,-0.09109941177464252,0.30909461393564513,0.40019402571028767,0.8715516748692704,0.8712183666182132,0.75,0.0
mlp,0,triple_top,dnn_full,197,2364,0.11197021434654036,-0.11197021434654036,0.34913248083413956,0.4611026951806799,0.7553939896216909,0.7780810682059753,0.75,0.0
mlp,0,triple_rand,dnn_full,200,2400,0.07067758964995544,-0.07054167124132316,0.2696573150406281,0.3401989862819513,0.9745728643216081,0.9516453310634649,0.8,0.0
mlp,0,wide_1-4,dnn_full,10,120,0.03623824566602707,-0.03623824566602707,0.19181980739037197,0.22805805305639903,0.9757575757575757,0.9560029552648267,,0.0
mlp,0,wide_5-8,dnn_full,10,120,0.109153646727403,-0.109153646727403,0.4368401845296224,0.5459938312570254,0.9878787878787878,0.9333333333333333,,0.0
mlp,0,wide_9-16,dnn_full,10,120,0.12549978444973628,-0.12549978444973628,0.594517840941747,0.7200176253914833,0.4666666666666666,0.8303030303030303,,0.0
mlp,0,wide_17-32,dnn_full,10,120,0.07555437038342158,-0.07537187486886979,0.7311418538292249,0.8065137286980947,0.9030303030303028,0.7878787878787878,,0.0
mlp,0,wide_33-44,dnn_full,10,120,0.03723593999942144,-0.03611771215995153,0.8239580536882083,0.8600757658481598,0.7696969696969697,0.3151515151515151,,0.0
mlp,10,all,dnn_full,1431,17172,0.04537477489190309,-0.04528520578566671,0.25506261006716163,0.3003478158528283,0.9676725317650258,0.9654298872915048,1.0,0.024015180553113722
mlp,10,wide_all,dnn_full,50,600,0.060356096625328065,-0.05990636865297953,0.5722254321972529,0.6321318008502325,0.98828331332533,0.9712708599832405,1.0,0.021335530281066894
mlp,10,single,dnn_full,44,528,0.01943594172145381,-0.019327658821236004,0.11431005664847115,0.13363771546970715,0.9792782730506887,0.9490285142390456,0.95,0.021596084941517223
mlp,10,pair,dnn_full,946,11352,0.03643670947493761,-0.0363623043331905,0.2108524369838542,0.24721474131704468,0.9799833564121179,0.9715176711028968,0.9,0.025257471247908933
mlp,10,triple_all,dnn_full,397,4764,0.06724818306095354,-0.06716893961157347,0.3330250860987142,0.40019402571028767,0.8932050528192447,0.9037944090347163,0.8,0.02161162506122733
mlp,10,triple_top,dnn_full,197,2364,0.08199617259090927,-0.08199545400699383,0.3791072411736861,0.4611026951806799,0.7690732038085194,0.8432258459452079,0.75,0.021551279852232957
mlp,10,triple_rand,dnn_full,200,2400,0.052721413373947146,-0.0525648229320844,0.28763416334986686,0.3401989862819513,0.9824480612015302,0.970139310413833,0.85,0.021671065092086793
mlp,10,wide_1-4,dnn_full,10,120,0.028648701806863148,-0.02855626493692398,0.19950178811947505,0.22805805305639903,0.9878787878787878,0.967955783468833,,0.02171802520751953
mlp,10,wide_5-8,dnn_full,10,120,0.08331617514292398,-0.08331617514292398,0.4626776561141014,0.5459938312570254,0.9757575757575757,0.9575757575757575,,0.021485733985900878
mlp,10,wide_9-16,dnn_full,10,120,0.09427339235941569,-0.09427339235941569,0.6257442330320676,0.7200176253914833,0.5757575757575757,0.8484848484848485,,0.020925617218017577
mlp,10,wide_17-32,dnn_full,10,120,0.06045662313699722,-0.05982846071322759,0.7466852679848671,0.8065137286980947,0.9272727272727272,0.7575757575757575,,0.021388554573059083
mlp,10,wide_33-44,dnn_full,10,120,0.035085590680440266,-0.033557550112406416,0.8265182157357533,0.8600757658481598,0.5272727272727272,0.303030303030303,,0.021159720420837403
mlp,50,all,dnn_full,1431,17172,0.02691997457516935,-0.026631866007064457,0.27371594984576386,0.3003478158528283,0.9897312330742981,0.9835311762438254,1.0,0.10361990305529367
mlp,50,wide_all,dnn_full,50,600,0.03520253598690033,-0.03340161224206289,0.5987301886081695,0.6321318008502325,0.9927010804321729,0.9692662472731978,1.0,0.09980897426605224
mlp,50,single,dnn_full,44,528,0.011427041933392033,-0.011256681472966166,0.12238103399674098,0.13363771546970715,0.9798421298366687,0.9596590729041763,0.95,0.10112835602326826
mlp,50,pair,dnn_full,946,11352,0.021994718632032704,-0.021757221688175805,0.22545751962886887,0.24721474131704468,0.9898543837359942,0.9861150298067651,0.75,0.10521095751707953
mlp,50,triple_all,dnn_full,397,4764,0.03910745940570767,-0.038875911300368514,0.3613181144099191,0.40019402571028767,0.9623299690575617,0.9696357905856279,0.8,0.10050688762808926
mlp,50,triple_top,dnn_full,197,2364,0.04523138601061858,-0.04516330505083055,0.4159393901298494,0.4611026951806799,0.8923352451271234,0.9313143346863435,0.8,0.1002719039239254
mlp,50,triple_rand,dnn_full,200,2400,0.03307539169987043,-0.03268282845616341,0.30751615782578784,0.3401989862819513,0.9892087302182556,0.9806705167629193,0.85,0.10073834657669067
mlp,50,wide_1-4,dnn_full,10,120,0.016712076465288796,-0.0164785365263621,0.21157951653003693,0.22805805305639903,0.9515151515151514,0.9634495303429631,,0.10161778926849366
mlp,50,wide_5-8,dnn_full,10,120,0.05247701754172643,-0.05247701754172643,0.493516813715299,0.5459938312570254,0.9878787878787878,0.9636363636363635,,0.09792435169219971
mlp,50,wide_9-16,dnn_full,10,120,0.05480954895416896,-0.05478823930025101,0.6652293860912323,0.7200176253914833,0.8909090909090909,0.8727272727272726,,0.0994189977645874
mlp,50,wide_17-32,dnn_full,10,120,0.03491217295328776,-0.03310730258623759,0.7734064261118571,0.8065137286980947,0.8666666666666665,0.8666666666666666,,0.10004515647888183
mlp,50,wide_33-44,dnn_full,10,120,0.017101864020029705,-0.010156965255737305,0.8499188005924225,0.8600757658481598,0.6727272727272726,0.10909090909090909,,0.10003857612609864
mlp,200,all,dnn_full,1431,17172,0.016679649374686613,-0.016397574759851433,0.2839502410929769,0.3003478158528283,0.997123954090916,0.9945857847755115,1.0,0.3992232776537881
mlp,200,wide_all,dnn_full,50,600,0.01940839519103368,-0.01671681652466456,0.6154149843255678,0.6321318008502325,0.9937575030012005,0.9768536879741934,1.0,0.39212926864624026
mlp,200,single,dnn_full,44,528,0.007720179855823517,-0.007455618092508027,0.12618209737719913,0.13363771546970715,0.9906963729667829,0.982900659558877,1.0,0.3930896520614624
mlp,200,pair,dnn_full,946,11352,0.014980067552144129,-0.01477301985529462,0.23244172146175007,0.24721474131704468,0.9963685286632072,0.994716741565798,0.95,0.40188935896810973
mlp,200,triple_all,dnn_full,397,4764,0.021281151987743618,-0.02112420089699259,0.3790698248132951,0.40019402571028767,0.9928046460836355,0.9907304057114825,0.85,0.3942043372906125
mlp,200,triple_top,dnn_full,197,2364,0.021019444096511995,-0.020915263951732422,0.44018743122894755,0.4611026951806799,0.9801443420007597,0.9846444346081766,0.85,0.39301938332882025
mlp,200,triple_rand,dnn_full,200,2400,0.021538934260606764,-0.021330003788073856,0.3188689824938774,0.3401989862819513,0.9946853671341785,0.98987174679367,0.95,0.3953715169429779
mlp,200,wide_1-4,dnn_full,10,120,0.012044696013132732,-0.011939745148022969,0.21611830790837605,0.22805805305639903,0.9636363636363635,0.9757575757575757,,0.393380331993103
mlp,200,wide_5-8,dnn_full,10,120,0.03172249048948288,-0.031511696676413216,0.5144821345806122,0.5459938312570254,0.9999999999999999,0.9757575757575757,,0.383800745010376
mlp,200,wide_9-16,dnn_full,10,120,0.027311670780181884,-0.026893906792004905,0.6931237185994784,0.7200176253914833,0.8787878787878788,0.8909090909090909,,0.3914920806884766
mlp,200,wide_17-32,dnn_full,10,120,0.01679529498020808,-0.013181049128373463,0.7933326795697212,0.8065137286980947,0.9272727272727272,0.8303030303030303,,0.3962437391281128
mlp,200,wide_33-44,dnn_full,10,120,0.00916782369216283,-5.7684878508249916e-05,0.8600180809696515,0.8600757658481598,0.7333333333333332,0.406060606060606,,0.39572944641113283
gnn,0,all,best_struct_audit,62,744,0.1764883079355763,-0.1764883079355763,0.4362404835160061,0.6127287914515823,0.9710904054394357,0.9422060087266552,1.0,0.0
gnn,0,wide_all,best_struct_audit,50,600,0.15367229292790094,-0.15367229292790094,0.4959457167983055,0.6496180097262064,0.9791596638655462,0.9387003199814734,1.0,0.0
gnn,0,pair,best_struct_audit,9,108,0.15905751122368705,-0.15905751122368705,0.0681289075701325,0.22718641879381957,0.73109243697479,0.7288225725211236,,0.0
gnn,0,triple_all,best_struct_audit,9,108,0.22568791111310324,-0.22568791111310324,0.2079742975808956,0.43366220869399885,0.6166666666666666,0.652725378829464,,0.0
gnn,0,triple_top,best_struct_audit,6,72,0.2751680753297276,-0.2751680753297276,0.20330208208825853,0.47847015741798615,0.7142857142857143,0.4493225526306475,,0.0
gnn,0,triple_rand,best_struct_audit,3,36,0.1267275826798545,-0.1267275826798545,0.21731872856616974,0.34404631124602425,1.0,0.8660254037844387,,0.0
gnn,0,wide_1-4,best_struct_audit,10,120,0.0783179466923078,-0.0783179466923078,0.16010883301496506,0.23842677970727286,0.9636363636363635,0.8996009519031385,,0.0
gnn,0,wide_5-8,best_struct_audit,10,120,0.20012586067120233,-0.20012586067120233,0.3793603827555974,0.5794862434267998,0.9515151515151514,0.8424242424242423,,0.0
gnn,0,wide_9-16,best_struct_audit,10,120,0.21987109233935673,-0.21987109233935673,0.5190979863206545,0.7389690786600113,0.709090909090909,0.7454545454545454,,0.0
gnn,0,wide_17-32,best_struct_audit,10,120,0.15428512891133625,-0.15428512891133625,0.6680844237407049,0.8223695526520411,0.9878787878787878,0.7575757575757575,,0.0
gnn,0,wide_33-44,best_struct_audit,10,120,0.11576143602530162,-0.11576143602530162,0.7530769581596056,0.8688383941849073,0.4666666666666666,0.2787878787878788,,0.0
gnn,10,all,best_struct_audit,62,744,0.15273577271289723,-0.15273577271289723,0.4599930187386851,0.6127287914515823,0.9802445197891135,0.9443740596668186,1.0,0.16057548599858437
gnn,10,wide_all,best_struct_audit,50,600,0.14040511906147002,-0.14040511906147002,0.5092128906647364,0.6496180097262064,0.9785834333733492,0.9429072840638574,1.0,0.1576952791213989
gnn,10,pair,best_struct_audit,9,108,0.10672114127212101,-0.10672114127212101,0.12046527752169857,0.22718641879381957,0.9790880682441959,0.8409126201738482,,0.17767328686184353
gnn,10,triple_all,best_struct_audit,9,108,0.1838550004694197,-0.1838550004694197,0.24980720822457914,0.43366220869399885,0.7333333333333334,0.7666666666666666,,0.1535976462894016
gnn,10,triple_top,best_struct_audit,6,72,0.21706932451989916,-0.21706932451989916,0.26140083289808697,0.47847015741798615,0.7714285714285715,0.529478686234111,,0.15133941173553467
gnn,10,triple_rand,best_struct_audit,3,36,0.11742635236846076,-0.11742635236846076,0.22661995887756348,0.34404631124602425,1.0,0.9330127018922194,,0.1581141153971354
gnn,10,wide_1-4,best_struct_audit,10,120,0.06136083056529363,-0.06136083056529363,0.1770659491419792,0.23842677970727286,0.9757575757575757,0.9218528200605246,,0.15219790935516359
gnn,10,wide_5-8,best_struct_audit,10,120,0.1683753713965416,-0.1683753713965416,0.4111108720302582,0.5794862434267998,0.9636363636363635,0.8848484848484848,,0.16243500709533693
gnn,10,wide_9-16,best_struct_audit,10,120,0.19464990546305974,-0.19464990546305974,0.5443191731969516,0.7389690786600113,0.6484848484848483,0.7575757575757575,,0.16316277980804444
gnn,10,wide_17-32,best_struct_audit,10,120,0.1595913787682851,-0.1595913787682851,0.662778173883756,0.8223695526520411,0.9878787878787878,0.7921083003617388,,0.1487347364425659
gnn,10,wide_33-44,best_struct_audit,10,120,0.11804810911417007,-0.11804810911417007,0.7507902850707372,0.8688383941849073,0.43030303030303024,0.16969696969696968,,0.16194596290588378
gnn,50,all,best_struct_audit,62,744,0.11409355443651958,-0.11408394607164526,0.4986448453799371,0.6127287914515823,0.9862882613692756,0.9599292354267073,1.0,0.79340874379681
gnn,50,wide_all,best_struct_audit,50,600,0.1108860922853152,-0.1108796047170957,0.5387384050091107,0.6496180097262064,0.9818487394957983,0.9556090461437361,1.0,0.7923605060577392
gnn,50,pair,best_struct_audit,9,108,0.0651797530827699,-0.06511356212474682,0.16207285666907276,0.22718641879381957,0.9958246164193105,0.8409126201738482,,0.8165156841278076
gnn,50,triple_all,best_struct_audit,9,108,0.12040844559669495,-0.12040844559669495,0.3132537630973039,0.43366220869399885,0.8833333333333333,0.7394591331961856,,0.7701049115922716
gnn,50,triple_top,best_struct_audit,6,72,0.13854481279850006,-0.13854481279850006,0.3399253446194861,0.47847015741798615,0.8285714285714287,0.4888427097982396,,0.7700264851252238
gnn,50,triple_rand,best_struct_audit,3,36,0.08413571119308472,-0.08413571119308472,0.25991060005293953,0.34404631124602425,1.0,1.0,,0.7702617645263672
gnn,50,wide_1-4,best_struct_audit,10,120,0.04753072957197825,-0.047498291730880736,0.19092848797639211,0.23842677970727286,0.9878787878787878,0.9281058740553318,,0.7694548606872559
gnn,50,wide_5-8,best_struct_audit,10,120,0.132710824906826,-0.132710824906826,0.44677541851997377,0.5794862434267998,0.9636363636363635,0.9030303030303028,,0.806453013420105
gnn,50,wide_9-16,best_struct_audit,10,120,0.15251718958218893,-0.15251718958218893,0.5864518890778224,0.7389690786600113,0.6484848484848483,0.7878787878787878,,0.8475945711135864
gnn,50,wide_17-32,best_struct_audit,10,120,0.1284153640270233,-0.1284153640270233,0.6939541886250178,0.8223695526520411,0.9878787878787878,0.7818181818181817,,0.7573554992675782
gnn,50,wide_33-44,best_struct_audit,10,120,0.09325635333855947,-0.09325635333855947,0.7755820408463479,0.8688383941849073,0.6484848484848483,0.2848484848484848,,0.7809445858001709
gnn,200,all,best_struct_audit,62,744,0.09655092416271087,-0.09654231353472638,0.516186477916856,0.6127287914515823,0.9893604966725247,0.9608328222890687,1.0,3.0723590504738594
gnn,200,wide_all,best_struct_audit,50,600,0.0957732758919398,-0.095749804576238,0.5538682051499685,0.6496180097262064,0.9826170468187275,0.947970323186778,1.0,3.075539164543152
gnn,200,pair,best_struct_audit,9,108,0.06082027488284641,-0.06081627916406702,0.16637013962975256,0.22718641879381957,0.9958246164193105,0.8146914884978264,,2.997762229707506
gnn,200,triple_all,best_struct_audit,9,108,0.0878692434893714,-0.0878692434893714,0.34579296520462743,0.43366220869399885,0.9666666666666667,0.875,,3.0911859141455755
gnn,200,triple_top,best_struct_audit,6,72,0.09598337113857269,-0.09598337113857269,0.38248678627941346,0.47847015741798615,0.8857142857142858,0.8,,3.0607570012410483
gnn,200,triple_rand,best_struct_audit,3,36,0.07164098819096883,-0.07164098819096883,0.2724053230550554,0.34404631124602425,1.0,0.9330127018922194,,3.1520437399546304
gnn,200,wide_1-4,best_struct_audit,10,120,0.04320289293924968,-0.0430871973435084,0.19533958236376445,0.23842677970727286,0.9757575757575757,0.937436866561092,,3.0150812387466432
gnn,200,wide_5-8,best_struct_audit,10,120,0.11470300157864889,-0.11470300157864889,0.4647832418481509,0.5794862434267998,0.9636363636363635,0.9030303030303031,,3.028727650642395
gnn,200,wide_9-16,best_struct_audit,10,120,0.12891257107257842,-0.12891257107257842,0.6100565075874329,0.7389690786600113,0.6484848484848483,0.8484848484848484,,3.212611126899719
gnn,200,wide_17-32,best_struct_audit,10,120,0.11118851453065873,-0.11118851453065873,0.7111810381213824,0.8223695526520411,0.9757575757575757,0.6969696969696969,,3.0538554430007934
gnn,200,wide_33-44,best_struct_audit,10,120,0.08085939933856329,-0.08085773835579554,0.7879806558291117,0.8688383941849073,0.4545454545454545,0.13939393939393938,,3.0674203634262085
mlp,0,all,best_struct_audit,62,744,0.11962678988454162,-0.11962133589931713,0.4931074555522652,0.6127287914515823,0.9799926972232735,0.9617094523975933,1.0,0.0
mlp,0,wide_all,best_struct_audit,50,600,0.09396246165037155,-0.09396246165037155,0.555655548075835,0.6496180097262064,0.9881872749099639,0.9596618476418618,1.0,0.0
mlp,0,pair,best_struct_audit,9,108,0.13602136020307187,-0.13598378830485874,0.09120263048896084,0.22718641879381957,0.8117225864930513,0.7154874344861433,,0.0
mlp,0,triple_all,best_struct_audit,9,108,0.17981779299400472,-0.17981779299400472,0.2538444156999941,0.43366220869399885,0.6,0.7583333333333333,,0.0
mlp,0,triple_top,best_struct_audit,6,72,0.2237251094645924,-0.2237251094645924,0.2547450479533937,0.47847015741798615,0.7142857142857143,0.5714285714285714,,0.0
mlp,0,triple_rand,best_struct_audit,3,36,0.09200316005282932,-0.09200316005282932,0.2520431511931949,0.34404631124602425,1.0,1.0,,0.0
mlp,0,wide_1-4,best_struct_audit,10,120,0.04660697231690089,-0.04660697231690089,0.19181980739037197,0.23842677970727286,0.9636363636363635,0.94511806189956,,0.0
mlp,0,wide_5-8,best_struct_audit,10,120,0.14264605889717738,-0.14264605889717738,0.4368401845296224,0.5794862434267998,0.9393939393939393,0.8909090909090909,,0.0
mlp,0,wide_9-16,best_struct_audit,10,120,0.14445123771826426,-0.14445123771826426,0.594517840941747,0.7389690786600113,0.3939393939393939,0.7636363636363636,,0.0
mlp,0,wide_17-32,best_struct_audit,10,120,0.09122769882281621,-0.09122769882281621,0.7311418538292249,0.8223695526520411,0.9757575757575757,0.7818181818181817,,0.0
mlp,0,wide_33-44,best_struct_audit,10,120,0.04488034049669901,-0.04488034049669901,0.8239580536882083,0.8688383941849073,0.8666666666666665,0.32727272727272727,,0.0
mlp,10,all,best_struct_audit,62,744,0.09889653685592836,-0.09888913081858748,0.5138396606329949,0.6127287914515823,0.9827123809343464,0.9699434636785553,1.0,0.023886680603027344
mlp,10,wide_all,best_struct_audit,50,600,0.07740661382675171,-0.07739257752895355,0.5722254321972529,0.6496180097262064,0.9871308523409363,0.9621003697828356,1.0,0.021335530281066894
mlp,10,pair,best_struct_audit,9,108,0.11039265714309833,-0.11034163777475003,0.11684478101906953,0.22718641879381957,0.8619322310183947,0.8608599038661435,,0.037965324189927846
mlp,10,triple_all,best_struct_audit,9,108,0.1537879882035432,-0.1537879882035432,0.2798742204904556,0.43366220869399885,0.7,0.7916666666666666,,0.021908177269829646
mlp,10,triple_top,best_struct_audit,6,72,0.1888593402173784,-0.1888593402173784,0.2896108172006077,0.47847015741798615,0.8285714285714287,0.6285714285714286,,0.021785855293273926
mlp,10,triple_rand,best_struct_audit,3,36,0.0836452841758728,-0.0836452841758728,0.26040102707015145,0.34404631124602425,1.0,1.0,,0.022152821222941082
mlp,10,wide_1-4,best_struct_audit,10,120,0.03899517307678858,-0.0389249915877978,0.19950178811947505,0.23842677970727286,0.9757575757575757,0.960490759014502,,0.02171802520751953
mlp,10,wide_5-8,best_struct_audit,10,120,0.11680858731269836,-0.11680858731269836,0.4626776561141014,0.5794862434267998,0.9393939393939393,0.9151515151515152,,0.021485733985900878
