reference,cohort,arch,K,conf,n_subsets,mae,bias,spearman
dnn_full,pair,gnn,10,total_losses,946,0.07114171326538474,-0.07114171326538474,0.9389270073343182
dnn_full,triple_all,gnn,10,congestion_price_da,397,0.06256270798988246,-0.06251521614997153,0.8391837906841394
dnn_full,triple_all,gnn,10,congestion_price_rt,397,0.05164229584581005,-0.05151169711456491,0.9327236962527706
dnn_full,triple_all,gnn,10,da_as_total_mw_primary_reserve,397,0.07456761493490685,-0.07456761493490685,0.922879146864623
dnn_full,triple_all,gnn,10,da_as_total_mw_synchronized_reserve,397,0.08464461865292988,-0.08464461865292988,0.8081557977466514
dnn_full,triple_all,gnn,10,da_as_total_mw_thirty_minutes_reserve,397,0.12697213662961868,-0.12697213662961868,0.8349334897546722
dnn_full,triple_all,gnn,10,gross_actual_interchange_mw,397,0.07831772989229832,-0.07831772989229832,0.8952657349864641
dnn_full,triple_all,gnn,10,marginal_loss_price_da,397,0.1182777276567608,-0.11822927463565125,0.9036203178453325
dnn_full,triple_all,gnn,10,metered_load_mw,397,0.09136584288527443,-0.09136584288527443,0.9233167936907506
dnn_full,triple_all,gnn,10,net_actual_interchange_mw,397,0.11212251994111376,-0.11212251994111376,0.8422949557726827
dnn_full,triple_all,gnn,10,total_gen,397,0.09494687958388244,-0.09494687958388244,0.9043626963103689
dnn_full,triple_all,gnn,10,total_lmp_da,397,0.11325871073629154,-0.11325871073629154,0.9393048865347775
dnn_full,triple_all,gnn,10,total_losses,397,0.12126170192617614,-0.12126170192617614,0.899631183285296
dnn_full,triple_top,gnn,10,congestion_price_da,197,0.07012375024369526,-0.07012375024369526,0.6953477864077701
dnn_full,triple_top,gnn,10,congestion_price_rt,197,0.05849074712259515,-0.05849074712259515,0.9198160151798134
dnn_full,triple_top,gnn,10,da_as_total_mw_primary_reserve,197,0.08248083966637626,-0.08248083966637626,0.8891444474970875
dnn_full,triple_top,gnn,10,da_as_total_mw_synchronized_reserve,197,0.08903561146731304,-0.08903561146731304,0.7250203361036127
dnn_full,triple_top,gnn,10,da_as_total_mw_thirty_minutes_reserve,197,0.15380967661814035,-0.15380967661814035,0.8155852834389096
dnn_full,triple_top,gnn,10,gross_actual_interchange_mw,197,0.0884108685599971,-0.0884108685599971,0.9021440658423834
dnn_full,triple_top,gnn,10,marginal_loss_price_da,197,0.14035179802608974,-0.14035179802608974,0.8562371879993346
dnn_full,triple_top,gnn,10,metered_load_mw,197,0.10490777982673063,-0.10490777982673063,0.7896446072660723
dnn_full,triple_top,gnn,10,net_actual_interchange_mw,197,0.1302589656132732,-0.1302589656132732,0.7632063864595071
dnn_full,triple_top,gnn,10,total_gen,197,0.10905219758222551,-0.10905219758222551,0.7339859801788737
dnn_full,triple_top,gnn,10,total_lmp_da,197,0.128848241367921,-0.128848241367921,0.88221592282506
dnn_full,triple_top,gnn,10,total_losses,197,0.1353853223892638,-0.1353853223892638,0.8163925832115845
dnn_full,triple_rand,gnn,10,congestion_price_da,200,0.05511508136987686,-0.05502081006765366,0.8978414536879802
dnn_full,triple_rand,gnn,10,congestion_price_rt,200,0.044896571338176726,-0.044637332856655124,0.9522204768421456
dnn_full,triple_rand,gnn,10,da_as_total_mw_primary_reserve,200,0.06677308857440949,-0.06677308857440949,0.9362770047860521
dnn_full,triple_rand,gnn,10,da_as_total_mw_synchronized_reserve,200,0.08031949073076249,-0.08031949073076249,0.8321919356185753
dnn_full,triple_rand,gnn,10,da_as_total_mw_thirty_minutes_reserve,200,0.10053715974092484,-0.10053715974092484,0.8804309955371439
dnn_full,triple_rand,gnn,10,gross_actual_interchange_mw,200,0.06837598830461503,-0.06837598830461503,0.9254245913391208
dnn_full,triple_rand,gnn,10,marginal_loss_price_da,200,0.0965347683429718,-0.09643858909606934,0.9482801928573253
dnn_full,triple_rand,gnn,10,metered_load_mw,200,0.07802703499794006,-0.07802703499794006,0.9885249375983937
dnn_full,triple_rand,gnn,10,net_actual_interchange_mw,200,0.09425812095403671,-0.09425812095403671,0.8922962846492842
dnn_full,triple_rand,gnn,10,total_gen,200,0.08105314135551453,-0.08105314135551453,0.9862701899056826
dnn_full,triple_rand,gnn,10,total_lmp_da,200,0.09790302306413651,-0.09790302306413651,0.9760328359567372
dnn_full,triple_rand,gnn,10,total_losses,200,0.1073499357700348,-0.1073499357700348,0.9564332096605483
dnn_full,wide_all,gnn,50,congestion_price_da,50,0.16936867713928222,-0.16920582294464112,0.9094800765579255
dnn_full,wide_all,gnn,50,congestion_price_rt,50,0.10290873050689697,-0.10290873050689697,0.8891028015388726
dnn_full,wide_all,gnn,50,da_as_total_mw_primary_reserve,50,0.06437365651130676,-0.06409134745597839,0.9486909574280004
dnn_full,wide_all,gnn,50,da_as_total_mw_synchronized_reserve,50,0.08155076146125793,-0.08154689192771912,0.9461927587250958
dnn_full,wide_all,gnn,50,da_as_total_mw_thirty_minutes_reserve,50,0.10394190788269043,-0.10394190788269043,0.9823272388392744
dnn_full,wide_all,gnn,50,gross_actual_interchange_mw,50,0.09942041158676147,-0.09942041158676147,0.9785732572973587
dnn_full,wide_all,gnn,50,marginal_loss_price_da,50,0.10931891918182374,-0.10911664962768555,0.9503243950414381
dnn_full,wide_all,gnn,50,metered_load_mw,50,0.04331369757652283,-0.04331369757652283,0.9261767798300651
dnn_full,wide_all,gnn,50,net_actual_interchange_mw,50,0.15403471469879151,-0.15403471469879151,0.9667190731326714
dnn_full,wide_all,gnn,50,total_gen,50,0.04498550772666931,-0.04498550772666931,0.8679799224110843
dnn_full,wide_all,gnn,50,total_lmp_da,50,0.04830053687095642,-0.048273845911026,0.9663304793549282
dnn_full,wide_all,gnn,50,total_losses,50,0.0998812222480774,-0.0998812222480774,0.9617584583355011
dnn_full,single,gnn,50,congestion_price_da,44,0.01088289510120045,-0.01032820073041049,0.8947160395300354
dnn_full,single,gnn,50,congestion_price_rt,44,0.00949686494740573,-0.00914576920596036,0.8690882644387633
dnn_full,single,gnn,50,da_as_total_mw_primary_reserve,44,0.015576949173753912,-0.015415729446844622,0.8131212111830428
dnn_full,single,gnn,50,da_as_total_mw_synchronized_reserve,44,0.022727261890064587,-0.022727261890064587,0.7637849271368236
dnn_full,single,gnn,50,da_as_total_mw_thirty_minutes_reserve,44,0.03641802207990126,-0.036243331703272735,0.772281236663512
dnn_full,single,gnn,50,gross_actual_interchange_mw,44,0.020370389927517284,-0.020327274094928394,0.8338486967980696
dnn_full,single,gnn,50,marginal_loss_price_da,44,0.018651347268711437,-0.018576947125521572,0.9349057232624546
dnn_full,single,gnn,50,metered_load_mw,44,0.023478927937420933,-0.023416234688325363,0.9385558846120902
dnn_full,single,gnn,50,net_actual_interchange_mw,44,0.029070287942886353,-0.028708872469988735,0.7273169609370367
dnn_full,single,gnn,50,total_gen,44,0.026296740228479557,-0.026296740228479557,0.957309644381883
dnn_full,single,gnn,50,total_lmp_da,44,0.0176089731129733,-0.017543792724609375,0.9622284817076996
dnn_full,single,gnn,50,total_losses,44,0.02545100992376154,-0.025295417417179455,0.9109382322322979
dnn_full,pair,gnn,50,congestion_price_da,946,0.02165258113475985,-0.020445714100218726,0.9218659727144065
dnn_full,pair,gnn,50,congestion_price_rt,946,0.0184221748443789,-0.017811477499330774,0.9575772465043897
dnn_full,pair,gnn,50,da_as_total_mw_primary_reserve,946,0.03113201210161092,-0.031108308733139682,0.880863455284156
dnn_full,pair,gnn,50,da_as_total_mw_synchronized_reserve,946,0.04086484175655857,-0.04085386845324559,0.8278693867344752
dnn_full,pair,gnn,50,da_as_total_mw_thirty_minutes_reserve,946,0.05771221828511099,-0.05769956332432543,0.8278532895786217
dnn_full,pair,gnn,50,gross_actual_interchange_mw,946,0.03387570179542074,-0.033809356659209755,0.9152161560141948
dnn_full,pair,gnn,50,marginal_loss_price_da,946,0.03758290340734083,-0.036824561576762616,0.9761786390170253
dnn_full,pair,gnn,50,metered_load_mw,946,0.040071319261010555,-0.04006112888297873,0.9805162015561946
dnn_full,pair,gnn,50,net_actual_interchange_mw,946,0.050877621070527124,-0.05084599519884864,0.8120710407505594
dnn_full,pair,gnn,50,total_gen,946,0.044959983727392634,-0.044943775044435176,0.9831838318902699
dnn_full,pair,gnn,50,total_lmp_da,946,0.035556183619932694,-0.035441150309923584,0.9878248727932775
dnn_full,pair,gnn,50,total_losses,946,0.04663739490458627,-0.04660455690377863,0.9619217053832159
dnn_full,triple_all,gnn,50,congestion_price_da,397,0.039718232016719555,-0.03925542522137351,0.8838320481153886
dnn_full,triple_all,gnn,50,congestion_price_rt,397,0.03255532700709192,-0.03209663818705292,0.9560419326497805
dnn_full,triple_all,gnn,50,da_as_total_mw_primary_reserve,397,0.04956213698279047,-0.049550842428087286,0.939331237564236
dnn_full,triple_all,gnn,50,da_as_total_mw_synchronized_reserve,397,0.058540034204045834,-0.058540034204045834,0.8649280197286311
dnn_full,triple_all,gnn,50,da_as_total_mw_thirty_minutes_reserve,397,0.08504148214229709,-0.08504148214229709,0.890109202364835
dnn_full,triple_all,gnn,50,gross_actual_interchange_mw,397,0.05663353039575764,-0.05663353039575764,0.9173902358844127
dnn_full,triple_all,gnn,50,marginal_loss_price_da,397,0.0671027406336979,-0.06644880381279088,0.9464995291706015
dnn_full,triple_all,gnn,50,metered_load_mw,397,0.0469780996704582,-0.04697456332838505,0.9843805535073794
dnn_full,triple_all,gnn,50,net_actual_interchange_mw,397,0.07649822229101916,-0.07649822229101916,0.8837751729551163
dnn_full,triple_all,gnn,50,total_gen,397,0.05053592538953728,-0.05053592538953728,0.9794705297907834
dnn_full,triple_all,gnn,50,total_lmp_da,397,0.056118381864177794,-0.05580099478776869,0.9746154989676195
dnn_full,triple_all,gnn,50,total_losses,397,0.07417283565631741,-0.07417283565631741,0.9479449364068616
dnn_full,triple_top,gnn,50,congestion_price_da,197,0.04564590290718272,-0.04564590290718272,0.7999365866682986
dnn_full,triple_top,gnn,50,congestion_price_rt,197,0.03492902196603378,-0.03492902196603378,0.9422457281213288
dnn_full,triple_top,gnn,50,da_as_total_mw_primary_reserve,197,0.05171972089612544,-0.05171972089612544,0.9280590680630378
dnn_full,triple_top,gnn,50,da_as_total_mw_synchronized_reserve,197,0.060708084687363675,-0.060708084687363675,0.8177536051011736
dnn_full,triple_top,gnn,50,da_as_total_mw_thirty_minutes_reserve,197,0.10109722947106144,-0.10109722947106144,0.8869726406327185
dnn_full,triple_top,gnn,50,gross_actual_interchange_mw,197,0.06328302984915408,-0.06328302984915408,0.9308968471795473
dnn_full,triple_top,gnn,50,marginal_loss_price_da,197,0.07758908102355028,-0.07748608177688521,0.925890522337223
dnn_full,triple_top,gnn,50,metered_load_mw,197,0.04063155717656092,-0.04063155717656092,0.957122766042273
dnn_full,triple_top,gnn,50,net_actual_interchange_mw,197,0.08342484411249305,-0.08342484411249305,0.8474011493057451
dnn_full,triple_top,gnn,50,total_gen,197,0.04270811280623305,-0.04270811280623305,0.9428172745794211
dnn_full,triple_top,gnn,50,total_lmp_da,197,0.059018086055813705,-0.059018086055813705,0.9559110215382878
dnn_full,triple_top,gnn,50,total_losses,197,0.08004261848285113,-0.08004261848285113,0.9140701825777825
dnn_full,triple_rand,gnn,50,congestion_price_da,200,0.033879476189613345,-0.03296080470085144,0.9197025885043314
dnn_full,triple_rand,gnn,50,congestion_price_rt,200,0.03021723747253418,-0.029306740164756775,0.9677664355272274
dnn_full,triple_rand,gnn,50,da_as_total_mw_primary_reserve,200,0.04743691682815552,-0.0474144971370697,0.9411416831355609
dnn_full,triple_rand,gnn,50,da_as_total_mw_synchronized_reserve,200,0.056404504477977756,-0.056404504477977756,0.8832525831069789
dnn_full,triple_rand,gnn,50,da_as_total_mw_thirty_minutes_reserve,200,0.0692265710234642,-0.0692265710234642,0.9064135882426414
dnn_full,triple_rand,gnn,50,gross_actual_interchange_mw,200,0.05008377343416214,-0.05008377343416214,0.9374401273983756
dnn_full,triple_rand,gnn,50,marginal_loss_price_da,200,0.0567736953496933,-0.05557708501815796,0.9681433854634012
dnn_full,triple_rand,gnn,50,metered_load_mw,200,0.05322944402694702,-0.05322242438793182,0.9914785502051288
dnn_full,triple_rand,gnn,50,net_actual_interchange_mw,200,0.06967549979686737,-0.06967549979686737,0.8948583247524985
dnn_full,triple_rand,gnn,50,total_gen,200,0.05824632078409195,-0.05824632078409195,0.9900911952556187
dnn_full,triple_rand,gnn,50,total_lmp_da,200,0.05326217323541641,-0.052632159888744354,0.9881724414893964
dnn_full,triple_rand,gnn,50,total_losses,200,0.0683910995721817,-0.0683910995721817,0.977965118180604
dnn_full,wide_all,gnn,200,congestion_price_da,50,0.14694994688034058,-0.1468696641921997,0.9226484099428798
dnn_full,wide_all,gnn,200,congestion_price_rt,50,0.08852069139480591,-0.08852069139480591,0.913324845429445
dnn_full,wide_all,gnn,200,da_as_total_mw_primary_reserve,50,0.05138679981231689,-0.05136883735656738,0.9543599467922838
dnn_full,wide_all,gnn,200,da_as_total_mw_synchronized_reserve,50,0.06546257972717286,-0.06545859336853027,0.95733856832267
dnn_full,wide_all,gnn,200,da_as_total_mw_thirty_minutes_reserve,50,0.08795410871505738,-0.08795410871505738,0.9708015220306004
dnn_full,wide_all,gnn,200,gross_actual_interchange_mw,50,0.09029158473014831,-0.09012942433357239,0.9795341029523219
dnn_full,wide_all,gnn,200,marginal_loss_price_da,50,0.0934284520149231,-0.09235157728195191,0.9391785854438638
dnn_full,wide_all,gnn,200,metered_load_mw,50,0.03441536545753479,-0.03441536545753479,0.9252161650088961
dnn_full,wide_all,gnn,200,net_actual_interchange_mw,50,0.1215861177444458,-0.1215507698059082,0.9664307154673074
dnn_full,wide_all,gnn,200,total_gen,50,0.035705844163894655,-0.035705844163894655,0.896517038363494
dnn_full,wide_all,gnn,200,total_lmp_da,50,0.042852768898010256,-0.042852768898010256,0.9662344178728114
dnn_full,wide_all,gnn,200,total_losses,50,0.08198550343513489,-0.08198550343513489,0.9685804624857405
dnn_full,single,gnn,200,congestion_price_da,44,0.010484553196213463,-0.009999157352880999,0.8933300766460817
dnn_full,single,gnn,200,congestion_price_rt,44,0.011337403546680103,-0.011044975031505932,0.8664347981141478
dnn_full,single,gnn,200,da_as_total_mw_primary_reserve,44,0.01433812217278914,-0.013914002613587812,0.8145451027874105
dnn_full,single,gnn,200,da_as_total_mw_synchronized_reserve,44,0.021916507319970566,-0.02148399434306405,0.763451250890805
dnn_full,single,gnn,200,da_as_total_mw_thirty_minutes_reserve,44,0.03359294479543513,-0.033065736293792725,0.7702081972016598
dnn_full,single,gnn,200,gross_actual_interchange_mw,44,0.02179700948975303,-0.02152630144899542,0.8315090539899943
dnn_full,single,gnn,200,marginal_loss_price_da,44,0.019439607858657837,-0.018818836320530285,0.9328155475796577
dnn_full,single,gnn,200,metered_load_mw,44,0.0235500999472358,-0.0235500999472358,0.9382693245374052
dnn_full,single,gnn,200,net_actual_interchange_mw,44,0.027464779940518467,-0.027243687347932297,0.7299685561195222
dnn_full,single,gnn,200,total_gen,44,0.026054646481167187,-0.026054646481167187,0.9570192425483073
dnn_full,single,gnn,200,total_lmp_da,44,0.023233160376548767,-0.023229261690920048,0.9617969891150054
dnn_full,single,gnn,200,total_losses,44,0.023462628776376896,-0.02298538793217052,0.9142532005738925
dnn_full,pair,gnn,200,congestion_price_da,946,0.0209634550404095,-0.01844159209703038,0.9233508245677333
dnn_full,pair,gnn,200,congestion_price_rt,946,0.020212478541924636,-0.019549295589737357,0.9532625286807656
dnn_full,pair,gnn,200,da_as_total_mw_primary_reserve,946,0.027868360974067866,-0.027668590777520145,0.8815930767179225
