cohort,conf,n_subsets,dnn_mean_r2,gcn_mean_r2,gcn_minus_dnn,gcn_win_fraction
pair,da_as_total_mw_synchronized_reserve,9,0.1482338243060642,0.09678565793567234,-0.051448166370391846,0.3333333333333333
pair,da_as_total_mw_thirty_minutes_reserve,9,0.21803057193756104,0.14895868301391602,-0.06907188892364502,0.4444444444444444
pair,gross_actual_interchange_mw,9,0.12244945764541626,0.06846343146430121,-0.053986026181115046,0.2222222222222222
pair,marginal_loss_price_da,9,0.20315162340799967,0.14823498990800646,-0.05491663349999322,0.3333333333333333
pair,metered_load_mw,9,0.4637939002778795,0.4517119858000014,-0.012081914477878146,0.4444444444444444
pair,net_actual_interchange_mw,9,0.16076792611016166,0.1563075515958998,-0.004460374514261882,0.5555555555555556
pair,total_gen,9,0.47555317481358844,0.4719920489523146,-0.0035611258612738717,0.4444444444444444
pair,total_lmp_da,9,0.27125641372468734,0.21647393703460693,-0.054782476690080434,0.3333333333333333
pair,total_losses,9,0.27825191285875106,0.18463674518797132,-0.09361516767077976,0.3333333333333333
triple_all,congestion_price_da,9,0.16408721605936685,0.13884458939234415,-0.025242626667022705,0.5555555555555556
triple_all,congestion_price_rt,9,0.1688571638531155,0.1468248102400038,-0.02203235361311171,0.5555555555555556
triple_all,da_as_total_mw_primary_reserve,9,0.3234771092732747,0.28714578681521946,-0.03633132245805529,0.6666666666666666
triple_all,da_as_total_mw_synchronized_reserve,9,0.3217557403776381,0.29502225584454006,-0.02673348453309801,0.5555555555555556
triple_all,da_as_total_mw_thirty_minutes_reserve,9,0.4438803725772434,0.26865215433968437,-0.175228218237559,0.5555555555555556
triple_all,gross_actual_interchange_mw,9,0.20238463746176827,0.21000132958094278,0.0076166921191745335,0.6666666666666666
triple_all,marginal_loss_price_da,9,0.41450000471538967,0.3904706703291999,-0.024029334386189777,0.5555555555555556
triple_all,metered_load_mw,9,0.7499366601308187,0.697011841668023,-0.05292481846279568,0.4444444444444444
triple_all,net_actual_interchange_mw,9,0.4422377877765232,0.4671440190739102,0.02490623129738702,0.8888888888888888
triple_all,total_gen,9,0.7624828947914971,0.7132767836252848,-0.04920611116621229,0.3333333333333333
triple_all,total_lmp_da,9,0.5132243302133348,0.5143708719147576,0.0011465417014227973,0.5555555555555556
triple_all,total_losses,9,0.4926991860071818,0.5230119228363037,0.030312736829121906,1.0
triple_top,congestion_price_da,6,0.18081791202227274,0.1292710304260254,-0.05154688159624735,0.5
triple_top,congestion_price_rt,6,0.16006179650624594,0.15352738897005716,-0.006534407536188762,0.8333333333333334
triple_top,da_as_total_mw_primary_reserve,6,0.22452590862909952,0.19692954421043396,-0.02759636441866557,0.8333333333333334
triple_top,da_as_total_mw_synchronized_reserve,6,0.19494136174519858,0.17397180199623108,-0.020969559748967487,0.8333333333333334
triple_top,da_as_total_mw_thirty_minutes_reserve,6,0.5095699628194174,0.234258900086085,-0.27531106273333233,0.3333333333333333
triple_top,gross_actual_interchange_mw,6,0.22414571046829224,0.2633318801720937,0.039186169703801475,1.0
triple_top,marginal_loss_price_da,6,0.48880801598231,0.4997328817844391,0.01092486580212911,0.8333333333333334
triple_top,metered_load_mw,6,0.927873283624649,0.8793336947758993,-0.048539588848749794,0.3333333333333333
triple_top,net_actual_interchange_mw,6,0.4973714351654053,0.5091839830080668,0.01181254784266154,0.8333333333333334
triple_top,total_gen,6,0.9403077363967896,0.8956865469614664,-0.04462118943532308,0.3333333333333333
triple_top,total_lmp_da,6,0.5992671449979147,0.6185577909151713,0.019290645917256672,0.8333333333333334
triple_top,total_losses,6,0.5747020343939463,0.5975345373153687,0.02283250292142232,1.0
triple_rand,congestion_price_da,3,0.13062582413355509,0.1579917073249817,0.027365883191426594,0.6666666666666666
triple_rand,congestion_price_rt,3,0.18644789854685465,0.13341965277989706,-0.0530282457669576,0.0
triple_rand,da_as_total_mw_primary_reserve,3,0.5213795105616251,0.46757827202479046,-0.05380123853683472,0.3333333333333333
triple_rand,da_as_total_mw_synchronized_reserve,3,0.5753844976425171,0.5371231635411581,-0.03826133410135905,0.0
triple_rand,da_as_total_mw_thirty_minutes_reserve,3,0.3125011920928955,0.3374386628468831,0.02493747075398763,1.0
triple_rand,gross_actual_interchange_mw,3,0.1588624914487203,0.10334022839864095,-0.055522263050079346,0.0
triple_rand,marginal_loss_price_da,3,0.2658839821815491,0.17194624741872153,-0.09393773476282756,0.0
triple_rand,metered_load_mw,3,0.39406341314315796,0.3323681354522705,-0.06169527769088745,0.6666666666666666
triple_rand,net_actual_interchange_mw,3,0.33197049299875897,0.3830640912055969,0.051093598206837974,1.0
triple_rand,total_gen,3,0.4068332115809123,0.34845725695292157,-0.05837595462799072,0.3333333333333333
triple_rand,total_lmp_da,3,0.34113870064417523,0.30599703391393024,-0.03514166673024496,0.0
triple_rand,total_losses,3,0.32869348923365277,0.37396669387817383,0.04527320464452108,1.0
wide_1-4,congestion_price_da,10,0.08410382270812988,0.09414947032928467,0.010045647621154785,0.4
wide_1-4,congestion_price_rt,10,0.10764721035957336,0.11284610629081726,0.0051988959312438965,0.4
wide_1-4,da_as_total_mw_primary_reserve,10,0.15213606357574463,0.15244842767715455,0.00031236410140991213,0.5
wide_1-4,da_as_total_mw_synchronized_reserve,10,0.1284436583518982,0.11946960091590882,-0.00897405743598938,0.4
wide_1-4,da_as_total_mw_thirty_minutes_reserve,10,0.25232948660850524,0.17485597133636474,-0.0774735152721405,0.3
wide_1-4,gross_actual_interchange_mw,10,0.11561402678489685,0.11410155892372131,-0.0015124678611755371,0.3
wide_1-4,marginal_loss_price_da,10,0.24707117676734924,0.26352874040603635,0.016457563638687132,0.5
wide_1-4,metered_load_mw,10,0.44169444441795347,0.42236981987953187,-0.019324624538421632,0.6
wide_1-4,net_actual_interchange_mw,10,0.16198593974113465,0.1420026957988739,-0.019983243942260743,0.5
wide_1-4,total_gen,10,0.4436072051525116,0.4189551293849945,-0.02465207576751709,0.4
wide_1-4,total_lmp_da,10,0.3611149311065674,0.3643165290355682,0.0032015979290008546,0.4
wide_1-4,total_losses,10,0.2409486711025238,0.22133355140686034,-0.01961511969566345,0.3
wide_5-8,congestion_price_da,10,0.25774789452552793,0.3416378557682037,0.08388996124267578,0.8
wide_5-8,congestion_price_rt,10,0.35307830572128296,0.35424926280975344,0.001170957088470459,0.8
wide_5-8,da_as_total_mw_primary_reserve,10,0.5326301157474518,0.5520061612129211,0.01937604546546936,0.8
wide_5-8,da_as_total_mw_synchronized_reserve,10,0.47202990055084226,0.49650915861129763,0.02447925806045532,0.8
wide_5-8,da_as_total_mw_thirty_minutes_reserve,10,0.5934937179088593,0.6259039044380188,0.03241018652915954,0.8
wide_5-8,gross_actual_interchange_mw,10,0.3658192873001099,0.39425596594810486,0.028436678647994994,0.8
wide_5-8,marginal_loss_price_da,10,0.5350655555725098,0.5422086536884307,0.007143098115921021,0.7
wide_5-8,metered_load_mw,10,0.8354054689407349,0.8192607462406158,-0.01614472270011902,0.4
wide_5-8,net_actual_interchange_mw,10,0.4595964431762695,0.5227313458919525,0.06313490271568298,1.0
wide_5-8,total_gen,10,0.8420892417430877,0.8276015460491181,-0.014487695693969727,0.5
wide_5-8,total_lmp_da,10,0.6955858528614044,0.7135960459709167,0.01801019310951233,0.7
wide_5-8,total_losses,10,0.6093841910362243,0.6435864806175232,0.034202289581298825,0.9
wide_9-16,congestion_price_da,10,0.43522427082061765,0.5111864805221558,0.07596220970153808,0.8
wide_9-16,congestion_price_rt,10,0.5062367677688598,0.5144035577774048,0.008166790008544922,0.6
wide_9-16,da_as_total_mw_primary_reserve,10,0.6471879780292511,0.6552347123622895,0.00804673433303833,0.7
wide_9-16,da_as_total_mw_synchronized_reserve,10,0.6107029139995575,0.6211488723754883,0.010445958375930786,0.7
wide_9-16,da_as_total_mw_thirty_minutes_reserve,10,0.7813444018363953,0.7918960690498352,0.010551667213439942,0.7
wide_9-16,gross_actual_interchange_mw,10,0.6006918787956238,0.615400755405426,0.014708876609802246,0.7
wide_9-16,marginal_loss_price_da,10,0.7493516683578492,0.7545434296131134,0.005191761255264282,0.6
wide_9-16,metered_load_mw,10,0.9624174237251282,0.9551566660404205,-0.007260757684707642,0.1
wide_9-16,net_actual_interchange_mw,10,0.6765806138515472,0.7011934697628022,0.024612855911254884,0.8
wide_9-16,total_gen,10,0.9670884370803833,0.9594726026058197,-0.007615834474563599,0.1
wide_9-16,total_lmp_da,10,0.9158058881759643,0.9165517508983612,0.0007458627223968506,0.3
wide_9-16,total_losses,10,0.7875792622566223,0.7995343506336212,0.011955088376998902,0.9
wide_17-32,congestion_price_da,10,0.5367097795009613,0.6362157940864563,0.09950601458549499,1.0
wide_17-32,congestion_price_rt,10,0.5303274095058441,0.531776350736618,0.0014489412307739258,0.6
wide_17-32,da_as_total_mw_primary_reserve,10,0.8627160727977753,0.8689156234264374,0.006199550628662109,0.8
wide_17-32,da_as_total_mw_synchronized_reserve,10,0.8380815625190735,0.8383352994918823,0.0002537369728088379,0.5
wide_17-32,da_as_total_mw_thirty_minutes_reserve,10,0.8530936956405639,0.859921133518219,0.006827437877655029,0.7
wide_17-32,gross_actual_interchange_mw,10,0.6706951975822448,0.6886894762516022,0.0179942786693573,0.7
wide_17-32,marginal_loss_price_da,10,0.8012163639068604,0.7900420010089875,-0.011174362897872925,0.2
wide_17-32,metered_load_mw,10,0.9886170446872711,0.9869503438472748,-0.0016667008399963378,0.3
wide_17-32,net_actual_interchange_mw,10,0.812221223115921,0.8179038941860199,0.005682671070098877,0.5
wide_17-32,total_gen,10,0.990825867652893,0.9865858912467956,-0.004239976406097412,0.1
wide_17-32,total_lmp_da,10,0.9421757340431214,0.9363476455211639,-0.005828088521957398,0.2
wide_17-32,total_losses,10,0.8514847934246064,0.8524824798107147,0.0009976863861083985,0.7
wide_33-44,congestion_price_da,10,0.6116169631481171,0.6636005580425263,0.05198359489440918,0.9
wide_33-44,congestion_price_rt,10,0.6248306930065155,0.6479030132293702,0.023072320222854614,0.7
wide_33-44,da_as_total_mw_primary_reserve,10,0.9466680467128754,0.9503293097019195,0.0036612629890441896,0.9
wide_33-44,da_as_total_mw_synchronized_reserve,10,0.9133780062198639,0.9150419771671295,0.001663970947265625,0.8
wide_33-44,da_as_total_mw_thirty_minutes_reserve,10,0.8765986144542695,0.8746666193008423,-0.001931995153427124,0.5
wide_33-44,gross_actual_interchange_mw,10,0.798797744512558,0.7875100195407867,-0.01128772497177124,0.3
wide_33-44,marginal_loss_price_da,10,0.841941750049591,0.8166947960853577,-0.025246953964233397,0.1
wide_33-44,metered_load_mw,10,0.9902908325195312,0.9894065499305725,-0.0008842825889587402,0.2
wide_33-44,net_actual_interchange_mw,10,0.8756576776504517,0.8546577990055084,-0.020999878644943237,0.0
wide_33-44,total_gen,10,0.9928791999816895,0.9880627632141114,-0.004816436767578125,0.0
wide_33-44,total_lmp_da,10,0.9760315120220184,0.9787225604057312,0.0026910483837127687,0.8
wide_33-44,total_losses,10,0.8722181499004364,0.8672184705734253,-0.004999679327011108,0.4
