数据,目标,变体,名称,V误差,V偏差,边际误差,M2误差,M2偏差,M2排序Spearman,认证前1,认证前3,关键召回,关键精确,耗时ms
NEM,机组出力_BW01,head3,共享输出头（三种子）,0.04179693013429642,-0.04176564887166023,0.01903536543250084,0.04743892326951027,-0.04743892326951027,0.9617352614015572,0.8702775835990906,0.9194686412811279,0.9666666666666667,1.0,0.27199855825519037
NEM,机组出力_TUMUT3,head3,共享输出头（三种子）,0.03320743888616562,-0.03185919299721718,0.020158393308520317,0.05370364710688591,-0.05370364710688591,0.9172413793103448,0.7501814961433411,0.8583210706710815,0.0,0.0,0.27199855825519037
NEM,机组出力_PPCCGT,head3,共享输出头（三种子）,0.03809772804379463,-0.03805730491876602,0.01974170282483101,0.03148597478866577,-0.03120472840964794,0.9719688542825362,0.9579824209213257,0.9902380108833313,0.9333333333333333,1.0,0.27199855825519037
NEM,机组出力_BW01,rand1,随机初始化主干 + 读出,0.010388963855803013,-0.00794896949082613,0.010184328071773052,0.020725615322589874,-0.020214958116412163,0.971078976640712,0.9322391152381897,0.9568415880203247,1.0,1.0,49.397654559730825
NEM,机组出力_TUMUT3,rand1,随机初始化主干 + 读出,0.01665724255144596,-0.0051061189733445644,0.014264027588069439,0.029483648017048836,-0.029248539358377457,0.9390433815350391,0.8594152927398682,0.9043319821357727,0.7727272727272727,0.9444444444444444,49.397654559730825
NEM,机组出力_PPCCGT,rand1,随机初始化主干 + 读出,0.012764700688421726,-0.011562191881239414,0.010672650299966335,0.00877809152007103,-0.006314098834991455,0.9959955506117909,0.9898087382316589,0.995722234249115,0.9666666666666667,1.0,49.397654559730825
NEM,机组出力_BW01,phionly1,"只用 φ（不拼 x, x²）",0.01104020420461893,-0.009956053458154202,0.010646022856235504,0.018624385818839073,-0.01853523962199688,0.9813125695216908,0.9278850555419922,0.9485620260238647,1.0,1.0,36.14451276663259
NEM,机组出力_TUMUT3,phionly1,"只用 φ（不拼 x, x²）",0.01697828248143196,-0.008438852615654469,0.014681833796203136,0.031437527388334274,-0.031235141679644585,0.9074527252502781,0.8455521464347839,0.9078766107559204,0.22727272727272727,1.0,36.14451276663259
NEM,机组出力_PPCCGT,phionly1,"只用 φ（不拼 x, x²）",0.01474708877503872,-0.014122339896857738,0.011712292209267616,0.009885561652481556,-0.0076651256531476974,0.9942157953281423,0.994617223739624,0.9977205395698547,1.0,1.0,36.14451276663259
NEM,机组出力_BW01,nofix1,不做数值修正,0.01269883755594492,-0.011755185201764107,0.011443686671555042,0.01351941842585802,-0.01062929630279541,0.9741935483870968,0.9000019431114197,0.9372388124465942,1.0,1.0,17.06878414470188
NEM,机组出力_TUMUT3,nofix1,不做数值修正,0.01785949058830738,-0.009393536485731602,0.015597529709339142,0.02362115867435932,-0.008923365734517574,0.778865406006674,0.6199273467063904,0.8702355623245239,0.18181818181818182,1.0,17.06878414470188
NEM,机组出力_PPCCGT,nofix1,不做数值修正,0.0186830572783947,-0.018080761656165123,0.015668215230107307,0.010765451937913895,-0.001388669479638338,0.9911012235817575,0.9087647795677185,0.9827509522438049,1.0,1.0,17.06878414470188
NEM,机组出力_BW01,masknone1,预训练不掩码,0.011242284439504147,-0.009267866611480713,0.01050797663629055,0.020852290093898773,-0.020363176241517067,0.9737486095661846,0.9264967441558838,0.9522216320037842,0.9666666666666667,1.0,49.305106948093815
NEM,机组出力_TUMUT3,masknone1,预训练不掩码,0.016490794718265533,-0.0053388806991279125,0.014284207485616207,0.03144977241754532,-0.031290359795093536,0.9243604004449388,0.8563406467437744,0.9135552644729614,0.18181818181818182,1.0,49.305106948093815
NEM,机组出力_PPCCGT,masknone1,预训练不掩码,0.013933829963207245,-0.012982219457626343,0.01121553685516119,0.009340916760265827,-0.00706925755366683,0.9902113459399332,0.9919918179512024,0.995484471321106,1.0,1.0,49.305106948093815
NEM,机组出力_BW01,maskbern1,预训练伯努利掩码,0.010305247269570827,-0.009022132493555546,0.010105970315635204,0.019365040585398674,-0.018987512215971947,0.978642936596218,0.9183928370475769,0.9558879137039185,1.0,1.0,51.40313843995826
NEM,机组出力_TUMUT3,maskbern1,预训练伯努利掩码,0.01650894805788994,-0.007253344636410475,0.014425582252442837,0.02760046161711216,-0.02675819955766201,0.9083426028921023,0.806797981262207,0.8904587030410767,0.9090909090909091,0.9090909090909091,51.40313843995826
NEM,机组出力_PPCCGT,maskbern1,预训练伯努利掩码,0.01385727059096098,-0.013174685649573803,0.01111295074224472,0.007717704866081476,-0.005885179620236158,0.9968854282536151,0.9916071891784668,0.9967963099479675,1.0,1.0,51.40313843995826
PJM-load,metered_load_mw,E,本文·三种子预测平均（新主口径）,0.0597599633038044,-0.058109477162361145,0.03194266930222511,0.03209751844406128,-0.027758169919252396,0.9265951439864484,0.8766244649887085,0.9529425501823425,1.0,1.0,
PJM-load,metered_load_mw,D1,本文·单种子,0.06569778174161911,-0.06462236493825912,0.03380056470632553,0.033383119851350784,-0.024599265307188034,0.8994918125352909,0.9402015805244446,0.9765481948852539,1.0,1.0,
PJM-load,metered_load_mw,lin,线性读出（无主干）,0.22808779776096344,-0.2280873954296112,0.07047245651483536,0.13604262471199036,-0.13604262471199036,0.8306041784302655,0.7180483341217041,0.7992290258407593,0.3181818181818182,1.0,5.1101881634637225
PJM-load,metered_load_mw,poly,"x, x² 读出（无主干）",0.1629604697227478,-0.16294364631175995,0.05848865956068039,0.10978725552558899,-0.10978725552558899,0.8226990400903446,0.6978484392166138,0.8617143034934998,0.9090909090909091,1.0,5.298700268815099
PJM-load,metered_load_mw,polyS,集合内二阶多项式（无主干）,0.14862647652626038,-0.1485968381166458,0.05246477574110031,0.06859978288412094,-0.06760471314191818,0.8599661208356861,0.7275531888008118,0.8864618539810181,0.9545454545454546,1.0,1.322703193966663
PJM-load,metered_load_mw,head3,共享输出头（三种子）,0.0958738848567009,-0.09566725790500641,0.043992895632982254,0.053535498678684235,-0.045811329036951065,0.8927159796725015,0.7268205285072327,0.9071861505508423,1.0,1.0,0.2327043785439878
PJM-load,metered_load_mw,rand1,随机初始化主干 + 读出,0.056906696408987045,-0.055453021079301834,0.031760916113853455,0.04257404804229736,0.005398692097514868,0.8848108413325806,0.6936488151550293,0.971697986125946,1.0,1.0,39.5258730905919
PJM-load,metered_load_mw,phionly1,"只用 φ（不拼 x, x²）",0.06595617532730103,-0.06488917022943497,0.034122347831726074,0.04851162061095238,0.009251484647393227,0.8780350084697911,0.8420140147209167,0.9517298340797424,1.0,1.0,32.7478514925036
PJM-load,metered_load_mw,nofix1,不做数值修正,0.06881123781204224,-0.0679178386926651,0.037300802767276764,0.06809312850236893,0.03385019302368164,0.8712591756070017,0.6608485579490662,0.8725851774215698,1.0,1.0,13.25733397037572
PJM-load,metered_load_mw,masknone1,预训练不掩码,0.059311702847480774,-0.05800188332796097,0.032310985028743744,0.0699801966547966,0.03447588533163071,0.8543195934500282,0.6774241924285889,0.9767233729362488,1.0,1.0,39.329407538240076
PJM-load,metered_load_mw,maskbern1,预训练伯努利掩码,0.06254539638757706,-0.06137251853942871,0.03255029022693634,0.028325481340289116,-0.0276827160269022,0.9424054206662904,0.8768327236175537,0.9632882475852966,1.0,1.0,39.45202449813477
PJM-gen/ic,total_gen,E,本文·三种子预测平均（新主口径）,0.0532793253660202,-0.051800284534692764,0.03101610578596592,0.04276576265692711,-0.03379345312714577,0.8721739130434782,0.8641079068183899,0.9287583827972412,1.0,1.0,
PJM-gen/ic,net_actual_interchange_mw,E,本文·三种子预测平均（新主口径）,0.05410471931099892,-0.053209125995635986,0.028407210484147072,0.023561954498291016,-0.021124133840203285,0.9452173913043478,0.9061596393585205,0.9792510271072388,0.9166666666666666,1.0,
PJM-gen/ic,total_gen,D1,本文·单种子,0.058561086654663086,-0.05756586790084839,0.0338871143758297,0.04292869567871094,-0.03193552792072296,0.8808695652173912,0.7749559283256531,0.8940086960792542,1.0,1.0,
PJM-gen/ic,net_actual_interchange_mw,D1,本文·单种子,0.058248911052942276,-0.05770651996135712,0.029719030484557152,0.027665017172694206,-0.026028946042060852,0.9339130434782608,0.9561396837234497,0.9709782600402832,0.9583333333333334,1.0,
PJM-gen/ic,total_gen,lin,线性读出（无主干）,0.17226631939411163,-0.17224347591400146,0.06736940890550613,0.1308717280626297,-0.13082891702651978,0.8486956521739129,0.7181559801101685,0.7904883623123169,0.2916666666666667,1.0,5.261307636759983
PJM-gen/ic,net_actual_interchange_mw,lin,线性读出（无主干）,0.19337575137615204,-0.19337575137615204,0.06090838462114334,0.13635662198066711,-0.13635662198066711,0.8695652173913043,0.70223468542099,0.8030830025672913,0.0,0.0,5.261307636759983
PJM-gen/ic,total_gen,poly,"x, x² 读出（无主干）",0.12676595151424408,-0.12670616805553436,0.05517283082008362,0.11116909980773926,-0.11116909980773926,0.8017391304347825,0.7060040235519409,0.8119861483573914,0.625,1.0,5.530883441078068
PJM-gen/ic,net_actual_interchange_mw,poly,"x, x² 读出（无主干）",0.14986179769039154,-0.14986179769039154,0.04982767254114151,0.09879567474126816,-0.09879567474126816,0.8660869565217391,0.8041162490844727,0.8632215857505798,0.0,0.0,5.530883441078068
PJM-gen/ic,total_gen,polyS,集合内二阶多项式（无主干）,0.11574316769838333,-0.11568018794059753,0.050077058374881744,0.07540690153837204,-0.07337812334299088,0.84,0.8082989454269409,0.8948925733566284,0.9166666666666666,1.0,1.3269744108137698
PJM-gen/ic,net_actual_interchange_mw,polyS,集合内二阶多项式（无主干）,0.13902676105499268,-0.13902676105499268,0.04449217766523361,0.07787667214870453,-0.07787667214870453,0.8756521739130434,0.8584731221199036,0.9070204496383667,0.16666666666666666,1.0,1.3269744108137698
PJM-gen/ic,total_gen,head3,共享输出头（三种子）,0.0992976501584053,-0.099244125187397,0.04606322571635246,0.07315762341022491,-0.069361113011837,0.8243478260869566,0.8086086511611938,0.8644413352012634,0.8333333333333334,1.0,0.23273664579539208
PJM-gen/ic,net_actual_interchange_mw,head3,共享输出头（三种子）,0.09507652372121811,-0.09500467777252197,0.03586621582508087,0.058877985924482346,-0.058877985924482346,0.8791304347826084,0.9186474680900574,0.9553648829460144,0.4166666666666667,1.0,0.23273664579539208
PJM-gen/ic,total_gen,rand1,随机初始化主干 + 读出,0.04818711057305336,-0.04685646668076515,0.029129110276699066,0.036834172904491425,-0.029918907210230827,0.9165217391304347,0.786554753780365,0.9337561726570129,1.0,1.0,40.69786432893264
PJM-gen/ic,net_actual_interchange_mw,rand1,随机初始化主干 + 读出,0.0513426810503006,-0.0505368635058403,0.028398096561431885,0.019141433760523796,-0.013622731901705265,0.9426086956521739,0.8710139393806458,0.9649543166160583,0.7083333333333334,1.0,40.69786432893264
PJM-gen/ic,total_gen,phionly1,"只用 φ（不拼 x, x²）",0.05955539643764496,-0.058627188205718994,0.034487560391426086,0.04257439076900482,-0.03241008147597313,0.8808695652173912,0.7761492729187012,0.8914841413497925,1.0,1.0,33.812301704682504
PJM-gen/ic,net_actual_interchange_mw,phionly1,"只用 φ（不拼 x, x²）",0.05854415148496628,-0.05801614746451378,0.029940148815512657,0.02734931744635105,-0.02604634128510952,0.9295652173913044,0.9546958804130554,0.970605731010437,0.9583333333333334,1.0,33.812301704682504
PJM-gen/ic,total_gen,nofix1,不做数值修正,0.06136186048388481,-0.06060383841395378,0.0360618457198143,0.10513173788785934,0.06091738119721413,0.7191304347826086,0.7499298453330994,0.8919327855110168,1.0,1.0,13.838344207113664
PJM-gen/ic,net_actual_interchange_mw,nofix1,不做数值修正,0.06052558124065399,-0.060046471655368805,0.03146163746714592,0.06908228248357773,0.053568173199892044,0.7817391304347826,0.5220819115638733,0.9410486221313477,0.8333333333333334,1.0,13.838344207113664
PJM-gen/ic,total_gen,masknone1,预训练不掩码,0.05807094648480415,-0.05723288655281067,0.03526151180267334,0.10313048958778381,0.06651477515697479,0.7121739130434783,0.6916717886924744,0.8425518274307251,1.0,1.0,40.72166607425053
PJM-gen/ic,net_actual_interchange_mw,masknone1,预训练不掩码,0.060496214777231216,-0.060007523745298386,0.03144346550107002,0.02856377698481083,-0.02856377698481083,0.9365217391304346,0.9513559341430664,0.9756671190261841,0.5,1.0,40.72166607425053
PJM-gen/ic,total_gen,maskbern1,预训练伯努利掩码,0.05599670112133026,-0.05495186150074005,0.032882172614336014,0.04082911089062691,-0.03881249576807022,0.9095652173913044,0.9219387769699097,0.9354355335235596,1.0,1.0,18.681126802185112
PJM-gen/ic,net_actual_interchange_mw,maskbern1,预训练伯努利掩码,0.05677665397524834,-0.05607154592871666,0.02953808195888996,0.02694549225270748,-0.025638960301876068,0.9399999999999998,0.9549136757850647,0.9814423322677612,0.9166666666666666,1.0,18.681126802185112
CAISO-load,actual_load__mw__ca_iso_tac,E,本文·三种子预测平均（新主口径）,0.028796441853046417,-0.02803811803460121,0.02086747996509075,0.018972450867295265,-0.016547733917832375,0.9815126050420169,0.9768468141555786,0.9919998049736023,1.0,1.0,
CAISO-load,actual_load__mw__ca_iso_tac,D1,本文·单种子,0.0341685488820076,-0.03378899767994881,0.023069189861416817,0.020044874399900436,-0.016988100484013557,0.9789915966386555,0.9720373749732971,0.9890256524085999,1.0,1.0,
CAISO-load,actual_load__mw__ca_iso_tac,lin,线性读出（无主干）,0.14022523164749146,-0.14022454619407654,0.05876867473125458,0.06434278935194016,-0.041803933680057526,0.9182072829131652,0.8523299694061279,0.8909061551094055,1.0,1.0,3.6658336559654527
CAISO-load,actual_load__mw__ca_iso_tac,poly,"x, x² 读出（无主干）",0.10250430554151535,-0.1024947240948677,0.04419100657105446,0.04765976965427399,-0.026983346790075302,0.9593837535014007,0.9061356782913208,0.9465919733047485,1.0,1.0,5.80730458169864
CAISO-load,actual_load__mw__ca_iso_tac,polyS,集合内二阶多项式（无主干）,0.08160579949617386,-0.08158781379461288,0.03590577095746994,0.03818967565894127,-0.01532944105565548,0.961624649859944,0.9155430793762207,0.9474935531616211,1.0,1.0,0.9776552379754363
CAISO-load,actual_load__mw__ca_iso_tac,head3,共享输出头（三种子）,0.07629447430372238,-0.0762680321931839,0.034602630883455276,0.056922126561403275,-0.05302407220005989,0.9770308123249302,0.9382177591323853,0.9777352213859558,1.0,1.0,0.26563940147904985
CAISO-load,actual_load__mw__ca_iso_tac,rand1,随机初始化主干 + 读出,0.025359654799103737,-0.02429240010678768,0.019282732158899307,0.020549485459923744,-0.01398483570665121,0.9759103641456583,0.9498973488807678,0.9923135638237,1.0,1.0,32.185518982518424
