feature,anchor_role,target,r2,from_cache
da_as_ss_mw_thirty_minutes_reserve,low,gross_actual_interchange_mw,0.0,False
da_as_ss_mw_thirty_minutes_reserve,low,total_gen,0.0,False
da_as_ss_mw_thirty_minutes_reserve,low,metered_load_mw,0.05120635630757642,False
da_as_ss_mw_thirty_minutes_reserve,low,total_losses,0.0,False
da_as_ss_mw_thirty_minutes_reserve,low,congestion_price_da,0.004017761069839865,False
da_as_ss_mw_thirty_minutes_reserve,low,congestion_price_rt,0.0,False
da_as_ss_mw_thirty_minutes_reserve,low,marginal_loss_price_da,0.02144128685173774,False
da_as_ss_mw_thirty_minutes_reserve,low,total_lmp_da,0.0,False
da_as_ss_mw_thirty_minutes_reserve,low,da_as_total_mw_primary_reserve,0.0,False
da_as_ss_mw_thirty_minutes_reserve,low,da_as_total_mw_synchronized_reserve,0.0,False
da_as_ss_mw_thirty_minutes_reserve,low,da_as_total_mw_thirty_minutes_reserve,0.0,False
