key,K,ret,band,recall_all,recall_test,n,n_test
S1_syn3,25,0.6,0.12-0.15,0.9775031214046936,0.955484946240285,127,56
S1_syn3,25,0.6,0.15-0.20,0.8318155842719414,0.7983623223639137,96,38
S1_syn3,25,0.6,>0.20,0.5204089678555471,1.0,15,5
S1_syn3,50,0.1,0.10-0.12,0.22668109889267787,0.1553030623974423,89,31
S1_syn3,50,0.1,0.12-0.15,0.5923366669176633,0.5744164047692473,127,56
S1_syn3,50,0.1,0.15-0.20,0.7571570778107545,0.738689857891131,96,38
S1_syn3,50,0.1,>0.20,0.4257891555181749,1.0,15,5
S1_syn3,50,0.2,0.10-0.12,0.8031035671864822,0.8548644473252389,89,31
S1_syn3,50,0.2,0.12-0.15,0.8843635574032017,0.8664548387208549,127,56
S1_syn3,50,0.2,0.15-0.20,0.8318155842719414,0.7983623223639137,96,38
S1_syn3,50,0.2,>0.20,0.5204089678555471,1.0,15,5
S1_syn3,50,0.3,0.10-0.12,0.8769397294915517,0.8911483354939291,89,31
S1_syn3,50,0.3,0.12-0.15,0.955006242809387,0.955484946240285,127,56
S1_syn3,50,0.3,0.15-0.20,0.8649971426991354,0.8381439653457688,96,38
S1_syn3,50,0.3,>0.20,0.5204089678555471,1.0,15,5
S1_syn3,50,0.6,0.10-0.12,0.9753879458983106,0.9637161118313097,89,31
S1_syn3,50,0.6,0.12-0.15,0.9775031214046936,0.955484946240285,127,56
S1_syn3,50,0.6,0.15-0.20,1.0,1.0,96,38
S1_syn3,50,0.6,>0.20,0.5204089678555471,1.0,15,5
S2_vijk,0,0.1,0.10-0.12,0.12478447450093873,0.11393541936741144,89,31
S2_vijk,0,0.1,0.12-0.15,0.0823858213803526,0.08817424869802044,127,56
S2_vijk,0,0.1,0.15-0.20,0.124430844101978,0.0795632859637103,96,38
S2_vijk,0,0.1,>0.20,0.2365495308434305,0.4,15,5
S2_vijk,0,0.2,0.10-0.12,0.27418100310356724,0.2953548602108628,89,31
S2_vijk,0,0.2,0.12-0.15,0.251607107521666,0.3036566308268567,127,56
S2_vijk,0,0.2,0.15-0.20,0.18249857134956773,0.13923575043649303,96,38
S2_vijk,0,0.2,>0.20,0.4257891555181749,0.8,15,5
S2_vijk,0,0.3,0.10-0.12,0.39724127361201583,0.5130581892230045,89,31
S2_vijk,0,0.3,0.12-0.15,0.42082839366297947,0.4870980148926365,127,56
S2_vijk,0,0.3,0.15-0.20,0.3318155842719413,0.29836232236391363,96,38
S2_vijk,0,0.3,>0.20,0.8107603753252556,0.8,15,5
S2_vijk,0,0.6,0.10-0.12,0.6379526035480286,0.772129161265177,89,31
S2_vijk,0,0.6,0.12-0.15,0.724598420122685,0.7845176178711638,127,56
S2_vijk,0,0.6,0.15-0.20,0.6470403893302856,0.65639710920061,96,38
S2_vijk,0,0.6,>0.20,0.8580702814939417,0.8,15,5
S2_vijk,5,0.1,0.10-0.12,0.17400858270431815,0.10885166450607085,89,31
S2_vijk,5,0.1,0.12-0.15,0.13368367781149695,0.13892633030606483,127,56
S2_vijk,5,0.1,0.15-0.20,0.11613545449517947,0.05967246447278273,96,38
S2_vijk,5,0.1,>0.20,0.3311693431808027,0.6,15,5
S2_vijk,5,0.2,0.10-0.12,0.2618749760527223,0.3316387483795531,89,31
S2_vijk,5,0.2,0.12-0.15,0.251607107521666,0.3036566308268567,127,56
S2_vijk,5,0.2,0.15-0.20,0.18249857134956773,0.13923575043649303,96,38
S2_vijk,5,0.2,>0.20,0.4257891555181749,0.8,15,5
S2_vijk,5,0.3,0.10-0.12,0.39724127361201583,0.5130581892230045,89,31
S2_vijk,5,0.3,0.12-0.15,0.4527814211190828,0.5253760408040222,127,56
S2_vijk,5,0.3,0.15-0.20,0.38988331151953104,0.3381439653457688,96,38
S2_vijk,5,0.3,>0.20,0.473099061686861,0.8,15,5
S2_vijk,5,0.6,0.10-0.12,0.6502586305988736,0.7772129161265178,89,31
S2_vijk,5,0.6,0.12-0.15,0.6796046629320718,0.7782805900228345,127,56
S2_vijk,5,0.6,0.15-0.20,0.6304496101166885,0.65639710920061,96,38
S2_vijk,5,0.6,>0.20,0.8580702814939417,0.8,15,5
S2_vijk,10,0.1,0.10-0.12,0.07556036629755929,0.005083754861340586,89,31
S2_vijk,10,0.1,0.12-0.15,0.155748025153356,0.14516335815439416,127,56
S2_vijk,10,0.1,0.15-0.20,0.14102162331557505,0.09945410745463788,96,38
S2_vijk,10,0.1,>0.20,0.3311693431808027,0.4,15,5
S2_vijk,10,0.2,0.10-0.12,0.27418100310356724,0.3316387483795531,89,31
S2_vijk,10,0.2,0.12-0.15,0.2741039861169726,0.3481716845865717,127,56
S2_vijk,10,0.2,0.15-0.20,0.21568012977676185,0.1591265719274206,96,38
S2_vijk,10,0.2,>0.20,0.4257891555181749,0.8,15,5
S2_vijk,10,0.3,0.10-0.12,0.40954730066286066,0.5130581892230045,89,31
S2_vijk,10,0.3,0.12-0.15,0.4622375699798796,0.5316130686523515,127,56
S2_vijk,10,0.3,0.15-0.20,0.373292532305934,0.3381439653457688,96,38
S2_vijk,10,0.3,>0.20,0.473099061686861,0.8,15,5
S2_vijk,10,0.6,0.10-0.12,0.6519828345913637,0.7772129161265178,89,31
S2_vijk,10,0.6,0.12-0.15,0.6827567125523373,0.7845176178711638,127,56
S2_vijk,10,0.6,0.15-0.20,0.6470403893302856,0.65639710920061,96,38
S2_vijk,10,0.6,>0.20,0.8580702814939417,0.8,15,5
S2_vijk,25,0.1,0.10-0.12,0.15112073259511857,0.11393541936741144,89,31
S2_vijk,25,0.1,0.12-0.15,0.1399877770520281,0.19591543976243855,127,56
S2_vijk,25,0.1,0.15-0.20,0.124430844101978,0.09945410745463788,96,38
S2_vijk,25,0.1,>0.20,0.28385943701211663,0.4,15,5
S2_vijk,25,0.2,0.10-0.12,0.27418100310356724,0.3316387483795531,89,31
S2_vijk,25,0.2,0.12-0.15,0.27095193649670707,0.3481716845865717,127,56
S2_vijk,25,0.2,0.15-0.20,0.21568012977676185,0.1591265719274206,96,38
S2_vijk,25,0.2,>0.20,0.4257891555181749,0.8,15,5
S2_vijk,25,0.3,0.10-0.12,0.39724127361201583,0.4404904128856239,89,31
S2_vijk,25,0.3,0.12-0.15,0.4843019173217385,0.5440871243490103,127,56
S2_vijk,25,0.3,0.15-0.20,0.4064740907331281,0.39781642981855153,96,38
S2_vijk,25,0.3,>0.20,0.473099061686861,0.8,15,5
S2_vijk,25,0.6,0.10-0.12,0.6519828345913637,0.7772129161265178,89,31
S2_vijk,25,0.6,0.12-0.15,0.7084056407679096,0.8352696994792083,127,56
S2_vijk,25,0.6,0.15-0.20,0.6802219477574797,0.6762879306915376,96,38
S2_vijk,25,0.6,>0.20,0.8580702814939417,0.8,15,5
S2_vijk,50,0.1,0.10-0.12,0.10017242039924902,0.07765153119872115,89,31
S2_vijk,50,0.1,0.12-0.15,0.175092854128397,0.1896784119141092,127,56
S2_vijk,50,0.1,0.15-0.20,0.16590779213597065,0.11934492894556546,96,38
S2_vijk,50,0.1,>0.20,0.37847924934948884,0.6,15,5
S2_vijk,50,0.2,0.10-0.12,0.2618749760527223,0.3316387483795531,89,31
S2_vijk,50,0.2,0.12-0.15,0.2741039861169726,0.34193465673824236,127,56
S2_vijk,50,0.2,0.15-0.20,0.2239755193835604,0.1790173934183482,96,38
S2_vijk,50,0.2,>0.20,0.473099061686861,0.8,15,5
S2_vijk,50,0.3,0.10-0.12,0.37262921951032607,0.4404904128856239,89,31
S2_vijk,50,0.3,0.12-0.15,0.4716937188406762,0.5440871243490103,127,56
S2_vijk,50,0.3,0.15-0.20,0.41476948033992667,0.39781642981855153,96,38
S2_vijk,50,0.3,>0.20,0.5204089678555471,0.8,15,5
S2_vijk,50,0.6,0.10-0.12,0.6273707804896739,0.7046451397891371,89,31
S2_vijk,50,0.6,0.12-0.15,0.7178617896287063,0.8415067273275375,127,56
S2_vijk,50,0.6,0.15-0.20,0.7382896750050695,0.6961787521824652,96,38
S2_vijk,50,0.6,>0.20,1.0,1.0,15,5
S3_minus_single,0,0.1,0.10-0.12,0.27418100310356724,0.2953548602108628,89,31
S3_minus_single,0,0.1,0.12-0.15,0.36093945087793344,0.380212682649628,127,56
S3_minus_single,0,0.1,0.15-0.20,0.374430844101978,0.4204367140362897,96,38
S3_minus_single,0,0.1,>0.20,0.14192971850605832,0.2,15,5
S3_minus_single,0,0.2,0.10-0.12,0.5008621019962453,0.40929027957827424,89,31
S3_minus_single,0,0.2,0.12-0.15,0.5072313271704927,0.4995720705892952,127,56
S3_minus_single,0,0.2,0.15-0.20,0.624430844101978,0.5994541074546379,96,38
S3_minus_single,0,0.2,>0.20,0.14192971850605832,0.2,15,5
S3_minus_single,0,0.3,0.10-0.12,0.6396768075405188,0.5907097204217256,89,31
S3_minus_single,0,0.3,0.12-0.15,0.7025340727808259,0.7150544527181314,127,56
S3_minus_single,0,0.3,0.15-0.20,0.6576124025291721,0.6591265719274206,96,38
S3_minus_single,0,0.3,>0.20,0.2365495308434305,0.2,15,5
S3_minus_single,0,0.6,0.10-0.12,0.9244396337024409,0.9586323569699692,89,31
S3_minus_single,0,0.6,0.12-0.15,0.9230532153532836,0.8539807830241964,127,56
S3_minus_single,0,0.6,0.15-0.20,0.748861688203956,0.738689857891131,96,38
S3_minus_single,0,0.6,>0.20,0.37847924934948884,0.6,15,5
S3_minus_single,5,0.1,0.10-0.12,0.18631460975516304,0.21770332901214168,89,31
S3_minus_single,5,0.1,0.12-0.15,0.3542028203839548,0.3864497104979574,127,56
S3_minus_single,5,0.1,0.15-0.20,0.4324985713495677,0.46021835701814484,96,38
S3_minus_single,5,0.1,>0.20,0.14192971850605832,0.2,15,5
S3_minus_single,5,0.2,0.10-0.12,0.4516379937928656,0.40929027957827424,89,31
S3_minus_single,5,0.2,0.12-0.15,0.5585291836016371,0.5440871243490103,127,56
S3_minus_single,5,0.2,0.15-0.20,0.5818155842719414,0.6193449289455655,96,38
S3_minus_single,5,0.2,>0.20,0.14192971850605832,0.2,15,5
S3_minus_single,5,0.3,0.10-0.12,0.7117887658530981,0.6632774967591062,89,31
S3_minus_single,5,0.3,0.12-0.15,0.7664401276930326,0.7720435621745052,127,56
S3_minus_single,5,0.3,0.15-0.20,0.6824985713495677,0.6591265719274206,96,38
S3_minus_single,5,0.3,>0.20,0.2365495308434305,0.2,15,5
S3_minus_single,5,0.6,0.10-0.12,0.9261638376949309,0.9637161118313097,89,31
S3_minus_single,5,0.6,0.12-0.15,0.9487021435688558,0.9047328646322406,127,56
S3_minus_single,5,0.6,0.15-0.20,0.9253414935388132,0.9403275355272173,96,38
S3_minus_single,5,0.6,>0.20,0.37847924934948884,0.6,15,5
S3_minus_single,10,0.1,0.10-0.12,0.17573278669680834,0.22278708387348226,89,31
S3_minus_single,10,0.1,0.12-0.15,0.38974042871377124,0.4247277364093431,127,56
S3_minus_single,10,0.1,0.15-0.20,0.4834092207864029,0.44032753552721726,96,38
S3_minus_single,10,0.1,>0.20,0.14192971850605832,0.2,15,5
S3_minus_single,10,0.2,0.10-0.12,0.4270259396911759,0.4818580559156548,89,31
S3_minus_single,10,0.2,0.12-0.15,0.6737330949449882,0.6518283154134283,127,56
S3_minus_single,10,0.2,0.15-0.20,0.6576124025291721,0.6193449289455655,96,38
S3_minus_single,10,0.2,>0.20,0.18923962467474442,0.2,15,5
S3_minus_single,10,0.3,0.10-0.12,0.7012069427947434,0.6632774967591062,89,31
S3_minus_single,10,0.3,0.12-0.15,0.7565514475787882,0.7782805900228345,127,56
S3_minus_single,10,0.3,0.15-0.20,0.7073847401699633,0.6989082149092758,96,38
S3_minus_single,10,0.3,>0.20,0.2365495308434305,0.2,15,5
S3_minus_single,10,0.6,0.10-0.12,0.9384698647457759,1.0,89,31
S3_minus_single,10,0.6,0.12-0.15,0.9518541931891215,0.9047328646322406,127,56
S3_minus_single,10,0.6,0.15-0.20,0.9502276623592087,0.9801091785090724,96,38
S3_minus_single,10,0.6,>0.20,0.4257891555181749,0.6,15,5
S3_minus_single,25,0.1,0.10-0.12,0.1617025556534733,0.21770332901214168,89,31
S3_minus_single,25,0.1,0.12-0.15,0.3834363294732401,0.4247277364093431,127,56
S3_minus_single,25,0.1,0.15-0.20,0.498861688203956,0.4801091785090724,96,38
S3_minus_single,25,0.1,>0.20,0.2365495308434305,0.4,15,5
S3_minus_single,25,0.2,0.10-0.12,0.4129957086478409,0.40929027957827424,89,31
S3_minus_single,25,0.2,0.12-0.15,0.6764526133118062,0.6830134546550751,127,56
S3_minus_single,25,0.2,0.15-0.20,0.7903386362379486,0.7585806793820585,96,38
S3_minus_single,25,0.2,>0.20,0.3311693431808027,0.6,15,5
S3_minus_single,25,0.3,0.10-0.12,0.6642888616422087,0.6632774967591062,89,31
S3_minus_single,25,0.3,0.12-0.15,0.801112673515954,0.8032287014161519,127,56
S3_minus_single,25,0.3,0.15-0.20,0.9336368831456118,0.9403275355272173,96,38
S3_minus_single,25,0.3,>0.20,0.473099061686861,0.6,15,5
S3_minus_single,25,0.6,0.10-0.12,0.9630819188474656,1.0,89,31
S3_minus_single,25,0.6,0.12-0.15,0.9775031214046936,0.955484946240285,127,56
S3_minus_single,25,0.6,0.15-0.20,0.9834092207864029,1.0,96,38
S3_minus_single,25,0.6,>0.20,0.5677188740242333,1.0,15,5
S3_minus_single,50,0.1,0.10-0.12,0.14939652860262845,0.25398721718083195,89,31
S3_minus_single,50,0.1,0.12-0.15,0.28084061661095133,0.3739756548012987,127,56
S3_minus_single,50,0.1,0.15-0.20,0.6078400648883809,0.5795632859637103,96,38
S3_minus_single,50,0.1,>0.20,0.5204089678555471,1.0,15,5
S3_minus_single,50,0.2,0.10-0.12,0.43760776274953067,0.4818580559156548,89,31
S3_minus_single,50,0.2,0.12-0.15,0.7056861224010915,0.7470954507811878,127,56
S3_minus_single,50,0.2,0.15-0.20,0.9336368831456118,0.9204367140362897,96,38
S3_minus_single,50,0.2,>0.20,0.5204089678555471,1.0,15,5
S3_minus_single,50,0.3,0.10-0.12,0.6642888616422087,0.6632774967591062,89,31
S3_minus_single,50,0.3,0.12-0.15,0.826761601731526,0.8539807830241962,127,56
S3_minus_single,50,0.3,0.15-0.20,0.9751138311796044,0.9602183570181448,96,38
S3_minus_single,50,0.3,>0.20,0.5677188740242333,1.0,15,5
S3_minus_single,50,0.6,0.10-0.12,0.9507758917966208,1.0,89,31
S3_minus_single,50,0.6,0.12-0.15,0.9775031214046936,0.955484946240285,127,56
S3_minus_single,50,0.6,0.15-0.20,1.0,1.0,96,38
S3_minus_single,50,0.6,>0.20,0.5677188740242333,1.0,15,5
S4_over_head,0,0.1,0.10-0.12,0.3303019272769072,0.40929027957827424,89,31
S4_over_head,0,0.1,0.12-0.15,0.456366001992796,0.39183087952487705,127,56
S4_over_head,0,0.1,0.15-0.20,0.5414769480339927,0.4801091785090724,96,38
S4_over_head,0,0.1,>0.20,0.18923962467474442,0.4,15,5
S4_over_head,0,0.2,0.10-0.12,0.6765948886930535,0.626993608590416,89,31
S4_over_head,0,0.2,0.12-0.15,0.7182943208821538,0.63849840089536,127,56
S4_over_head,0,0.2,0.15-0.20,0.6659077921359706,0.639235750436493,96,38
S4_over_head,0,0.2,>0.20,0.18923962467474442,0.4,15,5
S4_over_head,0,0.3,0.10-0.12,0.7890733361431476,0.8497806924638983,89,31
S4_over_head,0,0.3,0.12-0.15,0.8496910115802804,0.7907546457194932,127,56
S4_over_head,0,0.3,0.15-0.20,0.6907939609563662,0.6591265719274206,96,38
S4_over_head,0,0.3,>0.20,0.2365495308434305,0.4,15,5
S4_over_head,0,0.6,0.10-0.12,0.9384698647457759,0.9274322236626195,89,31
S4_over_head,0,0.6,0.12-0.15,0.9775031214046936,0.955484946240285,127,56
S4_over_head,0,0.6,0.15-0.20,0.732270908990359,0.7187990364002034,96,38
S4_over_head,0,0.6,>0.20,0.37847924934948884,0.8,15,5
S4_over_head,5,0.1,0.10-0.12,0.3531897773861068,0.40929027957827424,89,31
S4_over_head,5,0.1,0.12-0.15,0.42713249290351063,0.3980679073732064,127,56
S4_over_head,5,0.1,0.15-0.20,0.5829538960679853,0.5596724644727827,96,38
S4_over_head,5,0.1,>0.20,0.28385943701211663,0.2,15,5
S4_over_head,5,0.2,0.10-0.12,0.7029311467872332,0.7772129161265178,89,31
S4_over_head,5,0.2,0.12-0.15,0.6985169606536652,0.6634465122886773,127,56
S4_over_head,5,0.2,0.15-0.20,0.6493170129223736,0.639235750436493,96,38
S4_over_head,5,0.2,>0.20,0.28385943701211663,0.2,15,5
S4_over_head,5,0.3,0.10-0.12,0.8277156212881721,0.8548644473252389,89,31
S4_over_head,5,0.3,0.12-0.15,0.874907408542405,0.8157027571128106,127,56
S4_over_head,5,0.3,0.15-0.20,0.7156801297767619,0.7187990364002034,96,38
S4_over_head,5,0.3,>0.20,0.4257891555181749,0.6,15,5
S4_over_head,5,0.6,0.10-0.12,0.9630819188474656,0.9637161118313097,89,31
S4_over_head,5,0.6,0.12-0.15,0.9325093642140805,0.9109698924805699,127,56
S4_over_head,5,0.6,0.15-0.20,0.8329538960679853,0.9005458925453621,96,38
S4_over_head,5,0.6,>0.20,0.7634504691565694,0.6,15,5
S4_over_head,10,0.1,0.10-0.12,0.34260795432775204,0.37300639140958397,89,31
S4_over_head,10,0.1,0.12-0.15,0.5072313271704928,0.49333504274096585,127,56
S4_over_head,10,0.1,0.15-0.20,0.5829538960679853,0.5596724644727827,96,38
S4_over_head,10,0.1,>0.20,0.28385943701211663,0.2,15,5
S4_over_head,10,0.2,0.10-0.12,0.715237173838078,0.7046451397891371,89,31
S4_over_head,10,0.2,0.12-0.15,0.7466627674645441,0.7462395919597782,127,56
S4_over_head,10,0.2,0.15-0.20,0.6907939609563662,0.6790173934183482,96,38
S4_over_head,10,0.2,>0.20,0.3311693431808027,0.4,15,5
S4_over_head,10,0.3,0.10-0.12,0.8277156212881721,0.8185805591565486,89,31
S4_over_head,10,0.3,0.12-0.15,0.8812115077829361,0.8094657292644812,127,56
S4_over_head,10,0.3,0.15-0.20,0.7239755193835604,0.738689857891131,96,38
S4_over_head,10,0.3,>0.20,0.473099061686861,0.6,15,5
S4_over_head,10,0.6,0.10-0.12,0.9753879458983106,0.9637161118313097,89,31
S4_over_head,10,0.6,0.12-0.15,0.955006242809387,0.9109698924805699,127,56
S4_over_head,10,0.6,0.15-0.20,0.9419322727524103,0.9204367140362897,96,38
S4_over_head,10,0.6,>0.20,0.9526900938313139,1.0,15,5
S4_over_head,25,0.1,0.10-0.12,0.28107781907352775,0.37300639140958397,89,31
S4_over_head,25,0.1,0.12-0.15,0.5711373820826994,0.5120461262859539,127,56
S4_over_head,25,0.1,0.15-0.20,0.6078400648883809,0.5795632859637103,96,38
S4_over_head,25,0.1,>0.20,0.28385943701211663,0.4,15,5
S4_over_head,25,0.2,0.10-0.12,0.6889009157438984,0.6320773634517566,89,31
S4_over_head,25,0.2,0.12-0.15,0.8074167727564853,0.8094657292644812,127,56
S4_over_head,25,0.2,0.15-0.20,0.765452467417553,0.738689857891131,96,38
S4_over_head,25,0.2,>0.20,0.5204089678555471,0.8,15,5
S4_over_head,25,0.3,0.10-0.12,0.840021648339017,0.8185805591565486,89,31
S4_over_head,25,0.3,0.12-0.15,0.9068604359985082,0.8664548387208549,127,56
S4_over_head,25,0.3,0.15-0.20,0.7903386362379486,0.738689857891131,96,38
S4_over_head,25,0.3,>0.20,0.5204089678555471,0.8,15,5
S4_over_head,25,0.6,0.10-0.12,0.9753879458983106,0.9637161118313097,89,31
S4_over_head,25,0.6,0.12-0.15,0.9775031214046936,0.955484946240285,127,56
S4_over_head,25,0.6,0.15-0.20,0.8401109738787399,0.8182531438548413,96,38
S4_over_head,25,0.6,>0.20,0.6623386863616054,1.0,15,5
S4_over_head,50,0.1,0.10-0.12,0.25474156097934786,0.30043861507220343,89,31
S4_over_head,50,0.1,0.12-0.15,0.43615611051085973,0.42301601876652384,127,56
S4_over_head,50,0.1,0.15-0.20,0.6742031817427692,0.6591265719274206,96,38
S4_over_head,50,0.1,>0.20,0.37847924934948884,0.8,15,5
S4_over_head,50,0.2,0.10-0.12,0.6642888616422087,0.6683612516204468,89,31
S4_over_head,50,0.2,0.12-0.15,0.7655750651861375,0.7711877033530955,127,56
S4_over_head,50,0.2,0.15-0.20,0.8401109738787399,0.8182531438548413,96,38
S4_over_head,50,0.2,>0.20,0.5204089678555471,1.0,15,5
S4_over_head,50,0.3,0.10-0.12,0.8277156212881721,0.8185805591565486,89,31
S4_over_head,50,0.3,0.12-0.15,0.9068604359985082,0.8664548387208549,127,56
S4_over_head,50,0.3,0.15-0.20,0.873292532305934,0.8381439653457688,96,38
S4_over_head,50,0.3,>0.20,0.9526900938313139,1.0,15,5
S4_over_head,50,0.6,0.10-0.12,0.9876939729491551,1.0,89,31
S4_over_head,50,0.6,0.12-0.15,0.9775031214046936,0.955484946240285,127,56
S4_over_head,50,0.6,0.15-0.20,0.9407939609563662,0.8580347868366964,96,38
S4_over_head,50,0.6,>0.20,1.0,1.0,15,5
S5_minus_meanpair,0,0.1,0.10-0.12,0.11420265144258401,0.11393541936741144,89,31
S5_minus_meanpair,0,0.1,0.12-0.15,0.050865325177696805,0.06322613730470307,127,56
S5_minus_meanpair,0,0.1,0.15-0.20,0.09124928567478387,0.0795632859637103,96,38
S5_minus_meanpair,0,0.1,>0.20,0.047309906168686106,0.2,15,5
S5_minus_meanpair,0,0.2,0.10-0.12,0.2512931529943676,0.2953548602108628,89,31
S5_minus_meanpair,0,0.2,0.12-0.15,0.2106304624582135,0.29827546179993697,127,56
S5_minus_meanpair,0,0.2,0.15-0.20,0.248861688203956,0.29836232236391363,96,38
S5_minus_meanpair,0,0.2,>0.20,0.18923962467474442,0.6,15,5
S5_minus_meanpair,0,0.3,0.10-0.12,0.33743534235028166,0.36792263654824336,89,31
S5_minus_meanpair,0,0.3,0.12-0.15,0.3321384730420957,0.3677386269529694,127,56
S5_minus_meanpair,0,0.3,0.15-0.20,0.373292532305934,0.39781642981855153,96,38
S5_minus_meanpair,0,0.3,>0.20,0.5269009383131391,0.6,15,5
S5_minus_meanpair,0,0.6,0.10-0.12,0.615064753438829,0.5907097204217256,89,31
S5_minus_meanpair,0,0.6,0.12-0.15,0.6642769460841914,0.6580653432617577,127,56
S5_minus_meanpair,0,0.6,0.15-0.20,0.8175014286504323,0.8408734280725794,96,38
S5_minus_meanpair,0,0.6,>0.20,0.5269009383131391,0.6,15,5
S5_minus_meanpair,5,0.1,0.10-0.12,0.13881470554427372,0.18650319570479199,89,31
S5_minus_meanpair,5,0.1,0.12-0.15,0.054017374797962384,0.06322613730470307,127,56
S5_minus_meanpair,5,0.1,0.15-0.20,0.124430844101978,0.11934492894556546,96,38
