数据集,目标,字段,pearson,spearman,nmi,sage,perm_importance
caiso,dam_schedule__mw__generation__caiso_totals,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,0.13728306,0.09921895309065036,0.17705765359718484,-0.007913675904273988,0.030689537525177002
caiso,dam_schedule__mw__generation__caiso_totals,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,0.24814214,0.19451562664479463,0.09731773280952627,0.003332006335258484,0.006511569023132324
caiso,dam_schedule__mw__generation__caiso_totals,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,0.16773245,0.09545179130417691,0.09243564498056855,0.012817109227180481,0.018702328205108643
caiso,dam_schedule__mw__generation__caiso_totals,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,0.12806058,0.0686930234915573,0.10625863775567002,1.1212825775146485e-05,0.003262341022491455
caiso,dam_schedule__mw__generation__caiso_totals,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.062388558,0.06305594378226469,0.07780462699942792,0.0001264539361000061,0.0039612650871276855
caiso,dam_schedule__mw__generation__caiso_totals,actual_load__mw__bpat,0.32066807,0.31603570393159786,0.1796625748041647,0.02953987866640091,0.021947383880615234
caiso,dam_schedule__mw__generation__caiso_totals,dam_schedule__mw__load__tac_north,0.7595995,0.6928122043138443,0.44951507542328084,0.13802333027124405,0.05208921432495117
caiso,dam_schedule__mw__generation__caiso_totals,dam_schedule__mw__load__tac_ecntr,0.8976119,0.8315337407965829,0.7588169996548544,0.1272704303264618,0.03275245428085327
caiso,dam_schedule__mw__generation__caiso_totals,dam_schedule__mw__load__tac_south,0.39961594,0.3327853496267443,0.1989659805832984,-0.010864076018333436,0.010769784450531006
caiso,dam_schedule__mw__generation__caiso_totals,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,0.22464731,0.24838825402256343,0.039064845576638696,-0.0013253664970397949,0.0013207793235778809
caiso,dam_schedule__mw__generation__caiso_totals,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,0.30542952,0.39222994156957847,0.11873314534747337,-0.00342279851436615,0.0009409189224243164
caiso,dam_schedule__mw__generation__caiso_totals,dam_as_requirement__mw__as_caiso__regulation_up__minimum,0.21284363,0.27825140381668023,0.12086540233567211,-0.0024322280287742614,0.005803227424621582
caiso,dam_schedule__mw__generation__caiso_totals,dam_as_requirement__mw__as_caiso__regulation_down__minimum,0.27421832,0.35801813589283615,0.2789751225202215,0.03612110882997513,0.018281996250152588
caiso,dam_schedule__mw__generation__caiso_totals,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,0.6118598,0.5540069767192973,0.45481180270895827,0.0539732614159584,0.019706785678863525
caiso,dam_schedule__mw__generation__caiso_totals,rtpd_eim_transfer__mw__export__bcha__malin500,0.012427897,0.02286359802374406,0.042315286525819396,0.0018598425388336181,0.003818988800048828
caiso,dam_schedule__mw__generation__caiso_totals,rtpd_eim_transfer__mw__export__banc__ranchoseco,0.18820336,0.16257200281552212,0.028101252213737382,-0.0011083123087882996,0.0019502043724060059
caiso,dam_schedule__mw__generation__caiso_totals,rtpd_eim_transfer__mw__import__nevp__eldorado230,0.029196704,0.024608876897763303,0.011699641069034872,3.1556487083435056e-05,0.0013513565063476562
caiso,dam_schedule__mw__generation__caiso_totals,rtpd_eim_transfer__mw__export__srp__pvwest,0.061148763,0.12426570024419745,0.02454201447863058,-0.0027791181206703185,0.002940833568572998
caiso,dam_schedule__mw__generation__caiso_totals,rtpd_eim_transfer__mw__import__ladwp__sylmar,0.13406734,0.004749979695726277,0.005924893058913305,0.0017053064703941344,0.0009042620658874512
caiso,dam_schedule__mw__generation__caiso_totals,rtpd_eim_transfer__mw__export__pge__malin500,0.12155208,0.24018830535067787,0.04974357063857715,0.007689503431320191,0.005824089050292969
caiso,dam_schedule__mw__import__caiso_totals,dam_load_forecast__mw__pge_tac,0.4422226,0.4478132971222276,0.2228919129830098,-0.011505102217197418,0.023276805877685547
caiso,dam_schedule__mw__import__caiso_totals,dam_load_forecast__mw__sce_tac,0.23836431,0.25919062649855035,0.11766948005524025,0.003342154026031494,0.029549837112426758
caiso,dam_schedule__mw__import__caiso_totals,dam_load_forecast__mw__sdge_tac,0.48513603,0.4893087684480232,0.23509088074405415,-0.002567702829837799,0.02573484182357788
caiso,dam_schedule__mw__import__caiso_totals,dam_load_forecast__mw__ca_iso_tac,0.36688766,0.38253166269611255,0.19223258810081578,-0.005168379545211792,0.006755948066711426
caiso,dam_schedule__mw__import__caiso_totals,actual_load__mw__pace,0.06756975,0.04537730869247538,0.09541441616170143,0.002163684368133545,0.2746233344078064
caiso,dam_schedule__mw__import__caiso_totals,actual_load__mw__nevp,0.13061394,0.1738150660534921,0.10395239287186087,0.007629105448722839,0.08789896965026855
caiso,dam_schedule__mw__import__caiso_totals,actual_load__mw__azps,0.1824489,0.23292694767720137,0.1356062470321957,0.0055438432097435,0.06702125072479248
caiso,dam_schedule__mw__import__caiso_totals,actual_renewable_generation__mw__np15__solar,0.45863274,0.4554586696627256,0.19559210139149386,0.06521329015493393,0.05736261606216431
caiso,dam_schedule__mw__import__caiso_totals,actual_renewable_generation__mw__np15__wind,0.053253144,0.10719693341235649,0.0736965030725818,0.0033075463771820067,0.013706684112548828
caiso,dam_schedule__mw__import__caiso_totals,actual_renewable_generation__mw__sp15__solar,0.49357167,0.45405922750243644,0.2278417651347473,0.01740294098854065,0.01762443780899048
caiso,dam_schedule__mw__import__caiso_totals,actual_renewable_generation__mw__sp15__wind,0.0896051,0.11358171535808195,0.04529197254120554,0.0026260396838188173,0.01696115732192993
caiso,dam_schedule__mw__import__caiso_totals,actual_renewable_generation__mw__zp26__solar,0.45930898,0.44164306800994313,0.20575584674144975,-0.07424377709627152,0.05959218740463257
caiso,dam_schedule__mw__import__caiso_totals,actual_renewable_generation__mw__zp26__wind,0.13791655,0.12695426920062244,0.05310942569596566,0.0027979126572608946,0.006617486476898193
caiso,dam_schedule__mw__import__caiso_totals,dam_renewable_forecast__mw__np15__solar,0.52142847,0.504214318970469,0.2575583463818769,0.3148003232479095,0.3925873041152954
caiso,dam_schedule__mw__import__caiso_totals,dam_renewable_forecast__mw__np15__wind,0.077537835,0.12196674823299707,0.046659455373307956,0.003737194538116455,0.034784793853759766
caiso,dam_schedule__mw__import__caiso_totals,dam_renewable_forecast__mw__sp15__solar,0.5160865,0.5051418011986641,0.23677409706714148,0.10443350225687027,0.06351304054260254
caiso,dam_schedule__mw__import__caiso_totals,dam_renewable_forecast__mw__sp15__wind,0.070041925,0.10212616528021895,0.06752601759008492,0.0031201621890068055,0.039368391036987305
caiso,dam_schedule__mw__import__caiso_totals,dam_renewable_forecast__mw__zp26__solar,0.523259,0.5076734878940552,0.25457011332720647,0.07598806887865067,0.037752747535705566
caiso,dam_schedule__mw__import__caiso_totals,dam_renewable_forecast__mw__zp26__wind,0.12849608,0.13709250493010502,0.060321149832143206,0.013385066092014312,0.02455925941467285
caiso,dam_schedule__mw__import__caiso_totals,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.42943972,0.3853676207940504,0.2637139835347426,0.04442379027605057,0.05723947286605835
caiso,dam_schedule__mw__import__caiso_totals,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,0.35944393,0.3088651067157908,0.19166099315315321,-0.047030855417251584,0.10024553537368774
caiso,dam_schedule__mw__import__caiso_totals,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,0.45963553,0.40566419500987777,0.31251262921803313,0.05506777346134186,0.050611257553100586
caiso,dam_schedule__mw__import__caiso_totals,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,0.21179828,0.17022795798099938,0.12539986621412247,-0.006055611371994019,0.044023752212524414
caiso,dam_schedule__mw__import__caiso_totals,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,0.36383128,0.32658416762260434,0.19878264986815353,-0.021179235279560088,0.07455635070800781
caiso,dam_schedule__mw__import__caiso_totals,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,0.36191866,0.31158605001705725,0.2089379800291491,-0.057913421392440795,0.04151672124862671
caiso,dam_schedule__mw__import__caiso_totals,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.24563992,0.32765908495950563,0.14398061980558907,0.018913601338863373,0.026652216911315918
caiso,dam_schedule__mw__import__caiso_totals,actual_load__mw__bpat,0.009372603,0.025353987933714548,0.05148597792984955,0.012139959335327149,0.05227553844451904
caiso,dam_schedule__mw__import__caiso_totals,dam_schedule__mw__load__tac_north,0.42378452,0.42658003677104966,0.22793003799038836,0.09607660114765167,0.10960400104522705
caiso,dam_schedule__mw__import__caiso_totals,dam_schedule__mw__load__tac_ecntr,0.252869,0.2714559981065627,0.14543969259376954,0.03392032563686371,0.05445218086242676
caiso,dam_schedule__mw__import__caiso_totals,dam_schedule__mw__load__tac_south,0.5325358,0.5283398068871438,0.24376132908591241,0.13832603365182877,0.20395183563232422
caiso,dam_schedule__mw__import__caiso_totals,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,0.17059481,0.19100992932633565,0.03135042177573322,0.0013900667428970337,0.0028540492057800293
caiso,dam_schedule__mw__import__caiso_totals,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,0.3718443,0.38612346410441756,0.11281517242926675,0.011810207068920135,0.009697318077087402
caiso,dam_schedule__mw__import__caiso_totals,dam_as_requirement__mw__as_caiso__regulation_up__minimum,0.2779018,0.3332932078896013,0.14423627958628105,0.007820712327957153,0.021705329418182373
caiso,dam_schedule__mw__import__caiso_totals,dam_as_requirement__mw__as_caiso__regulation_down__minimum,0.42466486,0.435801256109024,0.19569255574457234,0.06752762228250503,0.05777251720428467
caiso,dam_schedule__mw__import__caiso_totals,dam_as_requirement__mw__as_caiso__spinning_reserve__minimum,0.23646966,0.16201892139492044,0.10290109535661518,0.04936241447925568,0.07837116718292236
caiso,dam_schedule__mw__import__caiso_totals,rtpd_eim_transfer__mw__export__bcha__malin500,0.4575369,0.4060742143410468,0.18041778503538186,0.012805004417896271,0.01699972152709961
caiso,dam_schedule__mw__import__caiso_totals,rtpd_eim_transfer__mw__export__banc__ranchoseco,0.07548014,0.07127471511777823,0.03225596055133195,0.0028352871537208556,0.0104561448097229
caiso,dam_schedule__mw__import__caiso_totals,rtpd_eim_transfer__mw__import__nevp__eldorado230,0.078168795,0.17537869711794538,0.03786132910868778,0.00020298153162002564,0.006029248237609863
caiso,dam_schedule__mw__import__caiso_totals,rtpd_eim_transfer__mw__export__srp__pvwest,0.35409042,0.41541264517546334,0.13766709572166835,-0.03738119602203369,0.03163444995880127
caiso,dam_schedule__mw__import__caiso_totals,rtpd_eim_transfer__mw__import__ladwp__sylmar,0.10106728,0.18643074582534946,0.04125178388789097,0.001507326364517212,0.005541861057281494
caiso,dam_schedule__mw__import__caiso_totals,rtpd_eim_transfer__mw__export__pge__malin500,0.37663323,0.3993129488160148,0.15485576217440622,0.04997044086456299,0.03894460201263428
caiso,dam_schedule__mw__export__caiso_totals,dam_load_forecast__mw__pge_tac,0.33850682,0.20487185679762512,0.1969818506818033,0.02398146778345108,0.021267831325531006
caiso,dam_schedule__mw__export__caiso_totals,dam_load_forecast__mw__sce_tac,0.57832134,0.41646578442211024,0.23536538055666778,0.0417171648144722,0.0406985878944397
caiso,dam_schedule__mw__export__caiso_totals,dam_load_forecast__mw__sdge_tac,0.12910712,0.0715943277021313,0.19569425637134952,0.010618966519832612,0.030108332633972168
caiso,dam_schedule__mw__export__caiso_totals,dam_load_forecast__mw__ca_iso_tac,0.46390033,0.3104139388215327,0.21487310389766368,0.039811566174030304,0.014059245586395264
caiso,dam_schedule__mw__export__caiso_totals,actual_load__mw__pace,0.71137166,0.5692160429685992,0.33406436584085064,0.10742465615272521,0.12657666206359863
caiso,dam_schedule__mw__export__caiso_totals,actual_load__mw__nevp,0.671374,0.4570176736014338,0.3125844465918455,0.11438563466072083,0.06358957290649414
caiso,dam_schedule__mw__export__caiso_totals,actual_load__mw__azps,0.6161757,0.3934264112870684,0.3093551691758778,0.10015983581542968,0.05403560400009155
caiso,dam_schedule__mw__export__caiso_totals,actual_renewable_generation__mw__np15__solar,0.52982605,0.6282217002509455,0.35145934947975466,0.05981696367263794,0.05404841899871826
caiso,dam_schedule__mw__export__caiso_totals,actual_renewable_generation__mw__np15__wind,0.22999296,0.09665713123405224,0.1219873549904067,0.019890286028385162,0.01472020149230957
caiso,dam_schedule__mw__export__caiso_totals,actual_renewable_generation__mw__sp15__solar,0.45177245,0.5536785979215753,0.34936306983578946,0.08229970216751098,0.08022040128707886
caiso,dam_schedule__mw__export__caiso_totals,actual_renewable_generation__mw__sp15__wind,0.07396609,0.02336325704601027,0.05828591320187826,0.004701352715492249,0.009787917137145996
caiso,dam_schedule__mw__export__caiso_totals,actual_renewable_generation__mw__zp26__solar,0.49236602,0.5740965339102095,0.36338727646385083,-0.010205430090427398,0.006738543510437012
caiso,dam_schedule__mw__export__caiso_totals,actual_renewable_generation__mw__zp26__wind,0.0411146,0.05440011287937261,0.034172242574084244,0.001327841579914093,0.0027619600296020508
caiso,dam_schedule__mw__export__caiso_totals,dam_renewable_forecast__mw__np15__solar,0.51250917,0.631549157421713,0.37878903893776794,0.14661475986242295,0.11657875776290894
caiso,dam_schedule__mw__export__caiso_totals,dam_renewable_forecast__mw__np15__wind,0.22805038,0.11057814182970735,0.12665106855492958,0.031148139536380768,0.02410721778869629
caiso,dam_schedule__mw__export__caiso_totals,dam_renewable_forecast__mw__sp15__solar,0.44616324,0.5881084067078814,0.3288211027590431,0.04345752477645874,0.03527653217315674
caiso,dam_schedule__mw__export__caiso_totals,dam_renewable_forecast__mw__sp15__wind,0.06961607,0.023661112381890063,0.08891712890325998,-0.00044281125068664553,0.004933357238769531
caiso,dam_schedule__mw__export__caiso_totals,dam_renewable_forecast__mw__zp26__solar,0.48194224,0.6151885377764625,0.33600049629719697,-0.03212575674057007,0.03556525707244873
caiso,dam_schedule__mw__export__caiso_totals,dam_renewable_forecast__mw__zp26__wind,0.024003867,0.057554196497669186,0.05735309296149982,0.00275673508644104,0.00643390417098999
caiso,dam_schedule__mw__export__caiso_totals,dam_lmp__energy_usd_per_mwh__th_sp15_gen_apnd,0.08435629,0.16661308074777642,0.2522604315193133,0.01834869533777237,0.06776785850524902
caiso,dam_schedule__mw__export__caiso_totals,dam_lmp__lmp_usd_per_mwh__th_np15_gen_apnd,0.083940744,0.1491866106682359,0.20839286602802432,0.03059293478727341,0.10622274875640869
caiso,dam_schedule__mw__export__caiso_totals,dam_lmp__lmp_usd_per_mwh__th_zp26_gen_apnd,0.16723296,0.235716436333893,0.27000786919458886,0.020383091270923616,0.07309126853942871
caiso,dam_schedule__mw__export__caiso_totals,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_np15_gen_apnd,0.0665549,0.1428996276291175,0.11432463506807533,0.0093483367562294,0.03159356117248535
caiso,dam_schedule__mw__export__caiso_totals,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_sp15_gen_apnd,0.1262598,0.23941555194422606,0.14591306913571245,0.013660216033458709,0.03951728343963623
caiso,dam_schedule__mw__export__caiso_totals,rt15_lmp_hourly_mean__lmp_usd_per_mwh__th_zp26_gen_apnd,0.17543891,0.2679384713023301,0.17430532535247512,0.0007503226399421692,0.008442163467407227
caiso,dam_schedule__mw__export__caiso_totals,rt15_lmp_hourly_mean__loss_usd_per_mwh__th_np15_gen_apnd,0.046017375,0.195804823957938,0.10157110857293628,0.0011963987350463868,0.022298097610473633
caiso,dam_schedule__mw__export__caiso_totals,actual_load__mw__bpat,0.3343225,0.3720922918082435,0.24243657378725914,0.10033376902341842,0.13911175727844238
caiso,dam_schedule__mw__export__caiso_totals,dam_schedule__mw__load__tac_north,0.4009494,0.2735304256454173,0.2005153435247875,0.08963891327381134,0.06993073225021362
caiso,dam_schedule__mw__export__caiso_totals,dam_schedule__mw__load__tac_ecntr,0.57592416,0.4089759420001802,0.24746905292822863,-0.05039925068616867,0.045060813426971436
caiso,dam_schedule__mw__export__caiso_totals,dam_schedule__mw__load__tac_south,0.011549721,0.044049962986942956,0.21299802169774829,-0.0006572797894477845,0.04809761047363281
caiso,dam_schedule__mw__export__caiso_totals,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_up__minimum,0.23895252,0.3496156505402187,0.10073297061165043,-0.004798406660556793,0.007755577564239502
caiso,dam_schedule__mw__export__caiso_totals,dam_as_requirement__mw__as_caiso_exp__regulation_mileage_down__minimum,0.3221921,0.47544118111758255,0.18481228756053003,0.001462058126926422,0.003621220588684082
caiso,dam_schedule__mw__export__caiso_totals,dam_as_requirement__mw__as_caiso__regulation_up__minimum,0.2794302,0.4407025290547384,0.25818208944209253,0.003192954659461975,0.020037412643432617
