组,目标,τ,已公开字段,字段数,无基底关键,基底下关键,新增关键,解除关键,M2平均变化,M2上升字段,M2下降字段,违反M3上界,估计关键召回,估计关键精确,新增关键召回,余量005关键召回,余量005关键精确,余量005新增召回,M2估计误差
pjm_load,Y_metered_load_mw,0.5,da_as_total_mw_thirty_minutes_reserve,21,21,21,0,0,-0.027340276166796684,3,12,0,1.0,1.0,,1.0,1.0,,0.03271159902215004
pjm_load,Y_metered_load_mw,0.7,rmccp,21,14,15,1,0,-0.03431591019034386,1,20,0,0.6,1.0,0.0,1.0,0.7142857142857143,1.0,0.03175798058509827
pjm_load,Y_metered_load_mw,0.7,rmpcp,21,14,19,5,0,-0.02711900696158409,1,20,0,0.5263157894736842,1.0,0.0,1.0,0.9047619047619048,1.0,0.0347793884575367
pjm_load,Y_metered_load_mw,0.7,total_pjm_reg_purchases,21,13,20,7,0,-0.05886644497513771,0,21,0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.03326507657766342
pjm_load,Y_metered_load_mw,0.7,total_pjm_self_sched_reg,21,14,20,6,0,0.004015234299004078,10,7,0,0.5,1.0,0.16666666666666666,0.95,0.95,0.8333333333333334,0.0420047901570797
pjm_load,Y_metered_load_mw,0.7,total_pjm_assigned_reg,21,14,19,5,0,-0.010609089396893978,1,17,0,0.631578947368421,1.0,0.2,1.0,1.0,1.0,0.03768349438905716
pjm_load,Y_metered_load_mw,0.7,da_as_mcp_primary_reserve,21,13,19,6,0,-0.04705978184938431,3,17,0,0.8421052631578947,1.0,0.5,0.47368421052631576,1.0,0.0,0.040692273527383804
pjm_load,Y_metered_load_mw,0.7,da_as_mcp_synchronized_reserve,21,13,21,8,0,-0.054873887449502945,3,18,0,0.8095238095238095,1.0,0.75,0.9047619047619048,1.0,0.875,0.03823389485478401
pjm_load,Y_metered_load_mw,0.7,da_as_as_req_mw_primary_reserve,21,13,20,8,1,-0.032757144421339035,9,12,0,0.65,1.0,0.25,1.0,0.9523809523809523,1.0,0.04886777698993683
pjm_load,Y_metered_load_mw,0.7,da_as_as_req_mw_thirty_minutes_reserve,21,13,21,8,0,-0.03933153301477432,0,14,0,0.5238095238095238,1.0,0.125,1.0,1.0,1.0,0.03568273410201073
pjm_load,Y_metered_load_mw,0.7,da_as_ss_mw_primary_reserve,21,13,19,6,0,-0.03252487629652023,1,20,0,0.5263157894736842,1.0,0.0,1.0,0.9047619047619048,1.0,0.030200092121958733
pjm_load,Y_metered_load_mw,0.7,da_as_nsr_mw_primary_reserve,21,13,21,8,0,-0.108690045773983,0,21,0,0.5238095238095238,1.0,0.125,0.7142857142857143,1.0,0.5,0.04178997501730919
pjm_load,Y_metered_load_mw,0.7,system_energy_price_da,21,13,21,8,0,-0.1438261717557907,1,20,0,0.7619047619047619,1.0,0.375,1.0,1.0,1.0,0.028622545301914215
pjm_load,Y_metered_load_mw,0.7,total_lmp_rt,21,14,20,6,0,-0.12174810469150543,0,21,0,0.45,1.0,0.0,1.0,0.9523809523809523,1.0,0.029125621542334557
pjm_load,Y_metered_load_mw,0.7,marginal_loss_price_rt,21,13,21,8,0,-0.13158558309078217,1,20,0,0.47619047619047616,1.0,0.0,1.0,1.0,1.0,0.029391612857580185
pjm_load,Y_metered_load_mw,0.7,gross_sched_interchange_mw,21,14,19,5,0,-0.006900670472532511,10,9,0,0.47368421052631576,1.0,0.0,1.0,0.9047619047619048,1.0,0.046909332275390625
pjm_load,Y_metered_load_mw,0.7,congestion_price_da,21,14,20,6,0,-0.10471341758966446,0,21,0,0.5,1.0,0.0,1.0,0.9523809523809523,1.0,0.03326723724603653
pjm_load,Y_metered_load_mw,0.7,marginal_loss_price_da,21,13,20,7,0,-0.11107290536165237,0,21,0,0.5,1.0,0.0,0.8,0.9411764705882353,0.5714285714285714,0.030289962887763977
pjm_load,Y_metered_load_mw,0.7,total_lmp_da,21,13,21,8,0,-0.1523270159959793,1,20,0,1.0,1.0,1.0,1.0,1.0,1.0,0.02865630015730858
pjm_load,Y_metered_load_mw,0.7,congestion_price_rt,21,14,16,2,0,-0.05816122889518738,3,18,0,0.5625,1.0,0.0,0.9375,0.75,0.5,0.03372827172279358
pjm_load,Y_metered_load_mw,0.7,da_as_total_mw_primary_reserve,21,13,21,8,0,-0.0666469931602478,0,21,0,0.5714285714285714,1.0,0.0,1.0,1.0,1.0,0.03391589596867561
pjm_load,Y_metered_load_mw,0.7,da_as_total_mw_synchronized_reserve,21,13,19,6,0,-0.11094043403863907,0,21,0,0.5263157894736842,1.0,0.0,1.0,1.0,1.0,0.0644984319806099
pjm_load,Y_metered_load_mw,0.7,da_as_total_mw_thirty_minutes_reserve,21,13,21,8,0,-0.027340276166796684,3,12,0,1.0,1.0,1.0,1.0,1.0,1.0,0.03271159902215004
rts,Y_线路潮流_C35,0.5,负荷预测_区1,22,22,22,0,0,-0.0335887111723423,1,15,0,0.5454545454545454,1.0,,0.6818181818181818,1.0,,0.02509097382426262
rts,Y_线路潮流_C35,0.5,负荷预测_区2,22,22,15,0,7,-0.023818068206310272,3,14,0,0.8,1.0,,1.0,0.7894736842105263,,0.02497076988220215
rts,Y_线路潮流_C35,0.5,负荷预测_区3,22,22,22,0,0,-0.016944007948040962,3,18,0,0.5454545454545454,1.0,,0.9090909090909091,1.0,,0.012061959132552147
rts,Y_线路潮流_C35,0.5,风电出力预测,22,22,22,0,0,-0.041635602712631226,3,16,0,1.0,1.0,,1.0,1.0,,0.009877603501081467
rts,Y_线路潮流_C35,0.5,水电出力预测,22,22,21,0,1,-0.04199874401092529,0,22,0,0.9523809523809523,1.0,,0.7142857142857143,1.0,,0.015074113383889198
rts,Y_线路潮流_C35,0.5,调节上调需求,22,22,22,0,0,-0.11766088753938675,0,22,0,0.9545454545454546,1.0,,0.9090909090909091,1.0,,0.014146062545478344
rts,Y_线路潮流_C35,0.5,调节下调需求,22,22,22,0,0,-0.09082487225532532,1,21,0,0.9090909090909091,1.0,,0.8636363636363636,1.0,,0.01603829301893711
rts,Y_线路潮流_C35,0.5,旋转备用需求,22,22,15,0,7,-0.02622765302658081,4,17,0,0.8,1.0,,1.0,0.8823529411764706,,0.021604707464575768
rts,Y_线路潮流_C35,0.5,系统电能价格,22,22,21,0,1,-0.31417009234428406,0,22,0,1.0,1.0,,0.0,0.0,,0.0104525713250041
rts,Y_线路潮流_C35,0.5,节点电价_116,22,22,21,0,1,-0.31402432918548584,0,22,0,1.0,0.9545454545454546,,0.0,0.0,,0.01129955891519785
rts,Y_线路潮流_C35,0.5,节点电价_121,22,22,21,0,1,-0.3099222779273987,0,22,0,1.0,1.0,,0.0,0.0,,0.013452413491904736
rts,Y_线路潮流_C35,0.5,节点电价_215,22,22,21,0,1,-0.31446215510368347,0,22,0,1.0,0.9545454545454546,,0.0,0.0,,0.010482793673872948
rts,Y_线路潮流_C35,0.5,节点电价_223,22,22,22,0,0,-0.3036545515060425,0,20,0,1.0,1.0,,0.0,0.0,,0.013368490152060986
rts,Y_线路潮流_C35,0.5,节点电价_303,22,22,22,0,0,-0.2434939295053482,2,19,0,1.0,1.0,,0.8636363636363636,1.0,,0.008024703711271286
rts,Y_线路潮流_C35,0.5,节点电价_317,22,22,22,0,0,-0.32040053606033325,0,22,0,1.0,1.0,,0.0,0.0,,0.007591994013637304
rts,Y_线路潮流_C35,0.5,节点电价_318,22,22,20,0,2,-0.29346051812171936,0,22,0,1.0,0.9090909090909091,,0.95,0.9047619047619048,,0.014523893594741821
rts,Y_线路潮流_C35,0.5,阻塞_C6,22,22,22,0,0,-0.007735259365290403,4,12,0,1.0,1.0,,0.7272727272727273,1.0,,0.011578897014260292
rts,Y_线路潮流_C35,0.5,阻塞_C29,22,22,22,0,0,-0.030337423086166382,2,19,0,1.0,1.0,,1.0,1.0,,0.011915602721273899
rts,Y_线路潮流_C35,0.5,阻塞_CA-1,22,22,22,0,0,-0.04735863208770752,1,21,0,1.0,1.0,,0.9545454545454546,1.0,,0.014807308092713356
rts,Y_线路潮流_C35,0.7,负荷预测_区1,22,20,22,2,0,-0.0335887111723423,1,15,0,1.0,1.0,1.0,0.9090909090909091,1.0,1.0,0.02509097382426262
rts,Y_线路潮流_C35,0.7,负荷预测_区2,22,20,22,2,0,-0.023818068206310272,3,14,0,1.0,1.0,1.0,0.8636363636363636,1.0,1.0,0.02497076988220215
rts,Y_线路潮流_C35,0.7,负荷预测_区3,22,20,22,2,0,-0.016944007948040962,3,18,0,1.0,1.0,1.0,1.0,1.0,1.0,0.012061959132552147
rts,Y_线路潮流_C35,0.7,风电出力预测,22,20,22,2,0,-0.041635602712631226,3,16,0,1.0,1.0,1.0,1.0,1.0,1.0,0.009877603501081467
rts,Y_线路潮流_C35,0.7,光伏出力预测,22,20,22,2,0,-0.2735599875450134,1,21,0,1.0,1.0,1.0,1.0,1.0,1.0,0.009397793561220169
rts,Y_线路潮流_C35,0.7,屋顶光伏预测,22,20,22,2,0,-0.2722480595111847,1,21,0,1.0,1.0,1.0,1.0,1.0,1.0,0.010928289033472538
rts,Y_线路潮流_C35,0.7,水电出力预测,22,20,21,1,0,-0.04199874401092529,0,22,0,1.0,1.0,1.0,1.0,0.9545454545454546,1.0,0.015074113383889198
rts,Y_线路潮流_C35,0.7,调节上调需求,22,20,22,2,0,-0.11766088753938675,0,22,0,1.0,1.0,1.0,1.0,1.0,1.0,0.014146062545478344
rts,Y_线路潮流_C35,0.7,调节下调需求,22,20,22,2,0,-0.09082487225532532,1,21,0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,0.01603829301893711
rts,Y_线路潮流_C35,0.7,旋转备用需求,22,20,22,2,0,-0.02622765302658081,4,17,0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,0.021604707464575768
rts,Y_线路潮流_C35,0.7,系统电能价格,22,20,22,2,0,-0.31417009234428406,0,22,0,0.8181818181818182,1.0,0.5,1.0,1.0,1.0,0.0104525713250041
rts,Y_线路潮流_C35,0.7,节点电价_116,22,20,21,1,0,-0.31402432918548584,0,22,0,0.8571428571428571,1.0,1.0,0.9523809523809523,0.9523809523809523,1.0,0.01129955891519785
rts,Y_线路潮流_C35,0.7,节点电价_121,22,20,21,1,0,-0.3099222779273987,0,22,0,0.8095238095238095,1.0,1.0,1.0,0.9545454545454546,1.0,0.013452413491904736
rts,Y_线路潮流_C35,0.7,节点电价_215,22,20,22,2,0,-0.31446215510368347,0,22,0,1.0,1.0,1.0,1.0,1.0,1.0,0.010482793673872948
rts,Y_线路潮流_C35,0.7,节点电价_223,22,20,21,2,1,-0.3036545515060425,0,20,0,0.9523809523809523,0.9523809523809523,1.0,1.0,0.9545454545454546,1.0,0.013368490152060986
rts,Y_线路潮流_C35,0.7,节点电价_303,22,20,22,2,0,-0.2434939295053482,2,19,0,0.9090909090909091,1.0,0.0,1.0,1.0,1.0,0.008024703711271286
rts,Y_线路潮流_C35,0.7,节点电价_309,22,20,20,1,1,-0.32257091999053955,0,21,0,0.55,1.0,1.0,1.0,0.9090909090909091,1.0,0.010648036375641823
rts,Y_线路潮流_C35,0.7,节点电价_317,22,20,22,2,0,-0.32040053606033325,0,22,0,0.36363636363636365,1.0,0.0,1.0,1.0,1.0,0.007591994013637304
rts,Y_线路潮流_C35,0.7,节点电价_318,22,20,22,2,0,-0.29346051812171936,0,22,0,1.0,1.0,1.0,1.0,1.0,1.0,0.014523893594741821
rts,Y_线路潮流_C35,0.7,节点电价_325,22,20,21,1,0,-0.3236124813556671,0,22,0,0.8095238095238095,1.0,1.0,1.0,0.9545454545454546,1.0,0.013736505061388016
rts,Y_线路潮流_C35,0.7,阻塞_C6,22,20,22,2,0,-0.007735259365290403,4,12,0,0.9545454545454546,1.0,1.0,1.0,1.0,1.0,0.011578897014260292
rts,Y_线路潮流_C35,0.7,阻塞_C29,22,21,22,1,0,-0.030337423086166382,2,19,0,1.0,1.0,1.0,1.0,1.0,1.0,0.011915602721273899
rts,Y_线路潮流_C35,0.7,阻塞_CA-1,22,21,22,1,0,-0.04735863208770752,1,21,0,1.0,1.0,1.0,1.0,1.0,1.0,0.014807308092713356
