split,method,rank,group,n_values,mae,bias,spearman
audit,gradmap_1024,32,triple_rand,360,0.07114775561624104,-0.07081451730595695,0.9673778263150052
audit,gradmap_1024,32,triple_top,360,0.13541831390725242,-0.13541831390725242,0.8365218867429531
audit,gradmap_1024,32,wide_random,120,0.11051006019115447,-0.11051006019115447,0.9786582401555661
audit,gradmap_1024,64,pair,600,0.04907433241605759,-0.04902457147836685,0.9522990897196935
audit,gradmap_1024,64,triple_rand,360,0.0665807886256112,-0.0664328459236357,0.9714757940182039
audit,gradmap_1024,64,triple_top,360,0.12846104668246375,-0.12846104668246375,0.8401139926491201
audit,gradmap_1024,64,wide_random,120,0.11135288874308268,-0.11135288874308268,0.9715466351829987
audit,gradmap_1024,128,pair,600,0.04503812392552694,-0.0449935386578242,0.949052708713814
audit,gradmap_1024,128,triple_rand,360,0.06325340370337168,-0.06325340370337168,0.9726389279338712
audit,gradmap_1024,128,triple_top,360,0.12081385999917985,-0.12081385999917985,0.8610035571262123
audit,gradmap_1024,128,wide_random,120,0.11349328458309174,-0.11344681183497111,0.9579623584971177
audit,gradmap_1024,192,pair,600,0.04304766535758972,-0.043003004789352414,0.9459780301443933
audit,gradmap_1024,192,triple_rand,360,0.06133940915266673,-0.06133899556265937,0.9708662800552486
audit,gradmap_1024,192,triple_top,360,0.11699647936556075,-0.11699647936556075,0.8684506310491078
audit,gradmap_1024,192,wide_random,120,0.11376903851826986,-0.11367951532204947,0.9558024862837696
audit,gradmap_1024,256,pair,600,0.04227650900681813,-0.04226342995961507,0.9459159619375686
audit,gradmap_1024,256,triple_rand,360,0.0606065077914132,-0.0605795466237598,0.9721262922899576
audit,gradmap_1024,256,triple_top,360,0.11491219517257478,-0.11491219517257478,0.8725028742505729
audit,gradmap_1024,256,wide_random,120,0.1179440716902415,-0.11769878963629404,0.9437391485519827
audit,gradmap_1024,320,pair,600,0.049016543726126356,-0.048958347340424854,0.9553608760024334
audit,gradmap_1024,320,triple_rand,360,0.06745959950817956,-0.06730941335360209,0.9714647342613734
audit,gradmap_1024,320,triple_top,360,0.12722580979267756,-0.12722580979267756,0.8538196025175091
audit,gradmap_1024,320,wide_random,120,0.111270971596241,-0.111270971596241,0.9838669352038335
audit,gradmap_256,4,pair,600,0.07135166724522908,-0.07135166724522908,0.9439658696730566
audit,gradmap_256,4,triple_rand,360,0.09260282831059562,-0.09260282831059562,0.9612209560015242
audit,gradmap_256,4,triple_top,360,0.16369185994068783,-0.16369185994068783,0.8256110515256033
audit,gradmap_256,4,wide_random,120,0.12710418105125426,-0.12710418105125426,0.9818112368914506
audit,gradmap_256,8,pair,600,0.06803640812635421,-0.06803640812635421,0.9428092141393017
audit,gradmap_256,8,triple_rand,360,0.08703259776035945,-0.08703259776035945,0.9614290337521294
audit,gradmap_256,8,triple_top,360,0.15629011740287144,-0.15629011740287144,0.8279366867542702
audit,gradmap_256,8,wide_random,120,0.1191327765583992,-0.1191327765583992,0.9844503090492394
audit,gradmap_256,16,pair,600,0.06291476517915726,-0.06291038980086644,0.9455531467522427
audit,gradmap_256,16,triple_rand,360,0.08087443858385086,-0.08073892245690027,0.963572697549925
audit,gradmap_256,16,triple_top,360,0.14905993077490065,-0.14905993077490065,0.8287769710157229
audit,gradmap_256,16,wide_random,120,0.11922925760348638,-0.11922925760348638,0.9821307035210777
audit,gradmap_256,32,pair,600,0.05268816312154134,-0.05267032146453857,0.9464432401201113
audit,gradmap_256,32,triple_rand,360,0.07124830484390259,-0.07087671856085459,0.967626027882456
audit,gradmap_256,32,triple_top,360,0.13878000991211997,-0.13878000991211997,0.8383444316699974
audit,gradmap_256,32,wide_random,120,0.11222729086875916,-0.11222729086875916,0.9813528717272031
audit,gradmap_256,64,pair,600,0.04651682575543722,-0.046482629776000976,0.9522864230178416
audit,gradmap_256,64,triple_rand,360,0.06467327757014169,-0.06438418378432592,0.9728387161448484
audit,gradmap_256,64,triple_top,360,0.13013241605626213,-0.13013241605626213,0.8516629500742031
audit,gradmap_256,64,wide_random,120,0.10923061321179071,-0.10923061321179071,0.9799569414542675
audit,gradmap_256,128,pair,600,0.042510952750841775,-0.04244481384754181,0.9500188264438084
audit,gradmap_256,128,triple_rand,360,0.0606264880961842,-0.06037575552860896,0.9716018826282115
audit,gradmap_256,128,triple_top,360,0.12334868311882019,-0.12334868311882019,0.8641967402011848
audit,gradmap_256,128,wide_random,120,0.10804106891155243,-0.10804106891155243,0.9755191332731439
audit,gradmap_256,192,pair,600,0.04121550112962723,-0.04117177814245224,0.9490236878163034
audit,gradmap_256,192,triple_rand,360,0.05938959568738937,-0.05922534879710939,0.9663933661998914
audit,gradmap_256,192,triple_top,360,0.11964396950271394,-0.11964396950271394,0.8662690298536253
audit,gradmap_256,192,wide_random,120,0.10813969870408376,-0.10813969870408376,0.975838599902771
audit,gradmap_256,256,pair,600,0.040926161706447604,-0.04085421492656072,0.94677419628885
audit,gradmap_256,256,triple_rand,360,0.05917361825704574,-0.05907769583993488,0.96425420222797
audit,gradmap_256,256,triple_top,360,0.11939045108026929,-0.11939045108026929,0.8672001627584698
audit,gradmap_256,256,wide_random,120,0.11630678673585255,-0.11630678673585255,0.9564344746162927
audit,gradmap_256,320,pair,600,0.04573225736618042,-0.045656724969546,0.9569648937492173
audit,gradmap_256,320,triple_rand,360,0.06657414022419188,-0.06638670414686203,0.97141406514287
audit,gradmap_256,320,triple_top,360,0.1280576588379012,-0.1280576588379012,0.8627131896593851
audit,gradmap_256,320,wide_random,120,0.11049728939930598,-0.11049728939930598,0.9828807556080282
audit,gradmask_1024,4,pair,600,0.06607223679622014,-0.0660624036192894,0.9430338259367267
audit,gradmask_1024,4,triple_rand,360,0.08918018241723379,-0.08918018241723379,0.9624449262725793
audit,gradmask_1024,4,triple_top,360,0.1569267440173361,-0.1569267440173361,0.8279101947803095
audit,gradmask_1024,4,wide_random,120,0.13410747895638148,-0.13410747895638148,0.9643933606500451
audit,gradmask_1024,8,pair,600,0.060135929981867474,-0.06010562539100647,0.9458610087612845
audit,gradmask_1024,8,triple_rand,360,0.08172704113854302,-0.08172704113854302,0.9637417469785002
audit,gradmask_1024,8,triple_top,360,0.14750008914205764,-0.14750008914205764,0.8328068375013181
audit,gradmask_1024,8,wide_random,120,0.14119214365879695,-0.14119214365879695,0.9749288145010069
audit,gradmask_1024,16,pair,600,0.052314291497071584,-0.0522547514239947,0.9509197102064131
audit,gradmask_1024,16,triple_rand,360,0.07460216912958358,-0.07443728281391991,0.966381685043866
audit,gradmask_1024,16,triple_top,360,0.13874279608329138,-0.13874279608329138,0.8397647101186481
audit,gradmask_1024,16,wide_random,120,0.13847682724396387,-0.13847682724396387,0.9715396902562676
audit,gradmask_1024,32,pair,600,0.04388097703456879,-0.043789156675338746,0.9512733223046914
audit,gradmask_1024,32,triple_rand,360,0.06533168670203951,-0.06509794774982665,0.9686833340202833
audit,gradmask_1024,32,triple_top,360,0.13065277983744938,-0.13065277983744938,0.8509494672026789
audit,gradmask_1024,32,wide_random,120,0.15399551341931025,-0.15399551341931025,0.9413362039030488
audit,gradmask_1024,64,pair,600,0.039983776013056437,-0.039932554761568706,0.9534743126216648
audit,gradmask_1024,64,triple_rand,360,0.059145577914184996,-0.05903713719712363,0.9718983796105944
audit,gradmask_1024,64,triple_top,360,0.1245275628235605,-0.1245275628235605,0.8530521068835408
audit,gradmask_1024,64,wide_random,120,0.14566912800073623,-0.1453614816069603,0.9156052503646085
audit,gradmask_1024,128,pair,600,0.03873090068499247,-0.038679916659990946,0.9500876115018151
audit,gradmask_1024,128,triple_rand,360,0.05633912334839503,-0.05625974651839998,0.9727621285046575
audit,gradmask_1024,128,triple_top,360,0.11790793952014711,-0.11790793952014711,0.8611367886069078
audit,gradmask_1024,128,wide_random,120,0.1333566556374232,-0.13285570641358693,0.9524689214528785
audit,gradmask_1024,192,pair,600,0.03860899716615677,-0.038551819225152335,0.9480522505451484
audit,gradmask_1024,192,triple_rand,360,0.054352455337842304,-0.05431051618523068,0.9731262698224461
audit,gradmask_1024,192,triple_top,360,0.11431703153583739,-0.11431703153583739,0.8685923502496161
audit,gradmask_1024,192,wide_random,120,0.13940438032150268,-0.13907477458318074,0.9394124591985553
audit,gradmask_1024,256,pair,600,0.04487881541252136,-0.04481893579165141,0.956633654906468
audit,gradmask_1024,256,triple_rand,360,0.06317342089282142,-0.06301120254728529,0.9722944732273209
audit,gradmask_1024,256,triple_top,360,0.1235692936513159,-0.1235692936513159,0.8587424800088478
audit,gradmask_1024,256,wide_random,120,0.10494502087434134,-0.10451137026151021,0.9797138690186818
audit,gradmask_1024,320,pair,600,0.044183637301127114,-0.044121681451797484,0.9561744193202539
audit,gradmask_1024,320,triple_rand,360,0.06233215232690175,-0.062185867958598665,0.9725010077560423
audit,gradmask_1024,320,triple_top,360,0.12227589206563103,-0.12227589206563103,0.8607337505176222
audit,gradmask_1024,320,wide_random,120,0.10240705708662669,-0.1019690861304601,0.9816306687964441
audit,gradmask_256,4,pair,600,0.06598987768093745,-0.06598351349433264,0.9430180481107389
audit,gradmask_256,4,triple_rand,360,0.0899382890926467,-0.0899382890926467,0.9620894708549704
audit,gradmask_256,4,triple_top,360,0.15763859301805497,-0.15763859301805497,0.8285205389959285
audit,gradmask_256,4,wide_random,120,0.13929942746957144,-0.13929942746957144,0.961115355233002
audit,gradmask_256,8,pair,600,0.05995602697134018,-0.059926359355449675,0.9458844577837427
audit,gradmask_256,8,triple_rand,360,0.08260282327731451,-0.08260282327731451,0.9633003855482423
audit,gradmask_256,8,triple_top,360,0.14861481686433156,-0.14861481686433156,0.8331509759591765
audit,gradmask_256,8,wide_random,120,0.14362821131944656,-0.14362821131944656,0.972553649558997
audit,gradmask_256,16,pair,600,0.052158580124378205,-0.0521089165409406,0.9496197461448377
audit,gradmask_256,16,triple_rand,360,0.07546998858451844,-0.07526364028453827,0.9661051911408781
audit,gradmask_256,16,triple_top,360,0.1395567763182852,-0.1395567763182852,0.8399236619624123
audit,gradmask_256,16,wide_random,120,0.14299699664115906,-0.14299699664115906,0.9682755746926869
audit,gradmask_256,32,pair,600,0.04378609001636505,-0.04369881232579549,0.9498472426100222
audit,gradmask_256,32,triple_rand,360,0.06618762231535381,-0.06588492608732648,0.9678860027138863
audit,gradmask_256,32,triple_top,360,0.13156362109714084,-0.13156362109714084,0.8514291519739092
audit,gradmask_256,32,wide_random,120,0.14766894181569418,-0.14766894181569418,0.9576290020140286
audit,gradmask_256,64,pair,600,0.039657927254835766,-0.03959451029698054,0.9531727164960558
audit,gradmask_256,64,triple_rand,360,0.060678330726093715,-0.06051285101307763,0.9706602598940796
audit,gradmask_256,64,triple_top,360,0.12571676406595442,-0.12571676406595442,0.8547092698760536
audit,gradmask_256,64,wide_random,120,0.12996448675791422,-0.12957649528980256,0.9607403291895269
audit,gradmask_256,128,pair,600,0.03867994497219721,-0.03861253291368485,0.9505042214339647
audit,gradmask_256,128,triple_rand,360,0.05811316519975662,-0.058003211186991796,0.9695010428324209
audit,gradmask_256,128,triple_top,360,0.11938254468970828,-0.11938254468970828,0.8617252705139185
audit,gradmask_256,128,wide_random,120,0.12407731910546621,-0.12351079881191254,0.9662615459406901
audit,gradmask_256,192,pair,600,0.03831244160731633,-0.0382444911201795,0.9503600000543677
audit,gradmask_256,192,triple_rand,360,0.05699008007844289,-0.05691293047534095,0.967422309986073
audit,gradmask_256,192,triple_top,360,0.11670969476302465,-0.11670969476302465,0.8664099774432414
audit,gradmask_256,192,wide_random,120,0.127292234202226,-0.12702063371737798,0.9656573373150911
audit,gradmask_256,256,pair,600,0.043337523241837816,-0.04326991190512975,0.9577743271509086
audit,gradmask_256,256,triple_rand,360,0.06342590815491146,-0.06323045823309156,0.971740199367551
audit,gradmask_256,256,triple_top,360,0.12502062734630373,-0.12502062734630373,0.8626450306972531
audit,gradmask_256,256,wide_random,120,0.10575527101755142,-0.10535453706979751,0.979477741509827
audit,gradmask_256,320,pair,600,0.04258253524700801,-0.042513158619403836,0.957220547834855
audit,gradmask_256,320,triple_rand,360,0.06265337864557902,-0.06247188515133328,0.9717962697626462
audit,gradmask_256,320,triple_top,360,0.12371253437466091,-0.12371253437466091,0.8660923309593438
audit,gradmask_256,320,wide_random,120,0.10403169095516204,-0.10363457202911378,0.9808875616362245
audit,maskmap,4,pair,600,0.06633519301811854,-0.06631927142540614,0.9433543567816924
audit,maskmap,4,triple_rand,360,0.09008818914492925,-0.09008818914492925,0.9616483666283434
audit,maskmap,4,triple_top,360,0.1588895057638486,-0.1588895057638486,0.8301031129355421
audit,maskmap,4,wide_random,120,0.14863028923670452,-0.14863028923670452,0.9429821515383012
audit,maskmap,8,pair,600,0.06129271417856216,-0.061260597805182136,0.9456467904436854
audit,maskmap,8,triple_rand,360,0.08329792535967297,-0.08329792535967297,0.9625748760005162
audit,maskmap,8,triple_top,360,0.15208293679687712,-0.15208293679687712,0.8325102817151366
audit,maskmap,8,wide_random,120,0.16905975391467412,-0.16905975391467412,0.9455031599416625
audit,maskmap,16,pair,600,0.05411113291978836,-0.054076887269814806,0.9490777403656406
audit,maskmap,16,triple_rand,360,0.07674132866991891,-0.07665323399835162,0.9653474692448757
audit,maskmap,16,triple_top,360,0.14397128307157092,-0.14397128307157092,0.8403346733642492
audit,maskmap,16,wide_random,120,0.17409261365731557,-0.17409261365731557,0.9427738037363704
audit,maskmap,32,pair,600,0.04665239105621974,-0.04664214899142583,0.9508108765692528
audit,maskmap,32,triple_rand,360,0.07200533052285513,-0.07184980511665344,0.9605750558774887
audit,maskmap,32,triple_top,360,0.13898891359567642,-0.13898891359567642,0.8463676417256306
audit,maskmap,32,wide_random,120,0.1792477791508039,-0.1792477791508039,0.9256615042711297
audit,maskmap,64,pair,600,0.0448838065067927,-0.04487269600232442,0.9544616386328214
audit,maskmap,64,triple_rand,360,0.06962050480975045,-0.0696038727958997,0.9585596082274296
audit,maskmap,64,triple_top,360,0.1367904305458069,-0.1367904305458069,0.8504731260786476
audit,maskmap,64,wide_random,120,0.17125064233938853,-0.17125064233938853,0.9257378984651711
audit,maskmap,128,pair,600,0.04460679471492767,-0.04459588885307312,0.9547273939020233
audit,maskmap,128,triple_rand,360,0.06919311268462075,-0.06917529652516047,0.9571791963415355
audit,maskmap,128,triple_top,360,0.1362212590045399,-0.1362212590045399,0.8531493298559402
audit,maskmap,128,wide_random,120,0.16971438924471538,-0.16971438924471538,0.928995069102021
audit,maskmap,192,pair,600,0.04456806083520253,-0.04455574750900269,0.9546660603685041
audit,maskmap,192,triple_rand,360,0.0692620325419638,-0.06924538397126728,0.957024616959493
audit,maskmap,192,triple_top,360,0.13608720286024942,-0.13608720286024942,0.8535654853303909
audit,maskmap,192,wide_random,120,0.16955466667811075,-0.16955466667811075,0.9282172373081464
audit,maskmap,256,pair,600,0.044558786551157636,-0.04454618831475576,0.9546367824951667
audit,maskmap,256,triple_rand,360,0.06927436242500941,-0.06925885164075428,0.9570006970218391
audit,maskmap,256,triple_top,360,0.13604265915022956,-0.13604265915022956,0.8535675429594364
audit,maskmap,256,wide_random,120,0.16939566532770792,-0.16939566532770792,0.9284811445239253
audit,maskmap,320,pair,600,0.044566504657268524,-0.0445534003774325,0.954607560177566
audit,maskmap,320,triple_rand,360,0.06927406754758623,-0.06925847066773308,0.9568049650588868
audit,maskmap,320,triple_top,360,0.136032149526808,-0.136032149526808,0.8535487670943961
audit,maskmap,320,wide_random,120,0.1693038135766983,-0.1693038135766983,0.9288145010070143
audit,projected_teacher,4,pair,600,0.06518789321184158,-0.06518294980128606,0.9421120193935079
audit,projected_teacher,4,triple_rand,360,0.0857541165418095,-0.08569923192262649,0.9626085077816959
audit,projected_teacher,4,triple_top,360,0.15666690005196465,-0.15666690005196465,0.8283801058135738
audit,projected_teacher,4,wide_random,120,0.11205130169788996,-0.11205130169788996,0.9810611848045003
audit,projected_teacher,8,pair,600,0.05847631206115087,-0.05843555341164271,0.9448144501532664
audit,projected_teacher,8,triple_rand,360,0.07868210656775368,-0.07860828720861011,0.9641941681648777
audit,projected_teacher,8,triple_top,360,0.1478054197298156,-0.1478054197298156,0.8330113143877139
audit,projected_teacher,8,wide_random,120,0.11160488178332646,-0.11160488178332646,0.9819362455726091
audit,projected_teacher,16,pair,600,0.04953853040933609,-0.0494372762242953,0.9513065314070315
audit,projected_teacher,16,triple_rand,360,0.07216417806016075,-0.07189650982618331,0.966217589127488
audit,projected_teacher,16,triple_top,360,0.13849516030814912,-0.13849516030814912,0.8417958471901789
audit,projected_teacher,16,wide_random,120,0.10909102708101273,-0.10909102708101273,0.9786651850822973
audit,projected_teacher,32,pair,600,0.040880653560161594,-0.04083803564310074,0.953258911181127
audit,projected_teacher,32,triple_rand,360,0.0628456723358896,-0.06245537814166811,0.9683469779859412
audit,projected_teacher,32,triple_top,360,0.12727602703703775,-0.12727602703703775,0.8512557967268265
audit,projected_teacher,32,wide_random,120,0.10328406741221746,-0.10310144275426865,0.9804917008125564
audit,projected_teacher,64,pair,600,0.0373577430844307,-0.0373368321855863,0.9564126542802995
audit,projected_teacher,64,triple_rand,360,0.055689069463147056,-0.05533225254880057,0.9719431991501991
audit,projected_teacher,64,triple_top,360,0.11594998604721493,-0.11594998604721493,0.863116999359563
audit,projected_teacher,64,wide_random,120,0.09749754716952642,-0.09714209685722987,0.9808945065629555
audit,projected_teacher,128,pair,600,0.035378865996996564,-0.035362096428871156,0.9588304122742125
audit,projected_teacher,128,triple_rand,360,0.052486844691965316,-0.05216257588730918,0.973223816027387
audit,projected_teacher,128,triple_top,360,0.10950596216652128,-0.10950596216652128,0.8748899811469739
audit,projected_teacher,128,wide_random,120,0.09349377751350403,-0.09319887359937032,0.9810889645114241
audit,projected_teacher,192,pair,600,0.03476320525010427,-0.034735044836997984,0.9589697049015372
audit,projected_teacher,192,triple_rand,360,0.05127127601040734,-0.050974097516801625,0.9745473859108994
audit,projected_teacher,192,triple_top,360,0.1071750670671463,-0.1071750670671463,0.881181439157195
audit,projected_teacher,192,wide_random,120,0.09175104796886444,-0.09147621790568033,0.9821237585943466
audit,projected_teacher,256,pair,600,0.03434253543615341,-0.03431035528580348,0.959051649574744
audit,projected_teacher,256,triple_rand,360,0.05068479743268755,-0.0503743396864997,0.9745728490703374
audit,projected_teacher,256,triple_top,360,0.10597046464681625,-0.10597046464681625,0.8842388187151649
audit,projected_teacher,256,wide_random,120,0.09102168530225754,-0.09071154048045477,0.9822973817626222
audit,projected_teacher,320,pair,600,0.034078139861424765,-0.03404937465985616,0.9591691499027658
audit,projected_teacher,320,triple_rand,360,0.050158514744705625,-0.04985909147395028,0.974831595922808
audit,projected_teacher,320,triple_top,360,0.10504764633046257,-0.10504764633046257,0.8860986581686587
audit,projected_teacher,320,wide_random,120,0.09060592353343963,-0.09033299287160237,0.9823390513230085
audit,scalar_grad1024,4,pair,600,0.05061195303996404,-0.05061195303996404,0.949174327652476
audit,scalar_grad1024,4,triple_rand,360,0.07249362485276328,-0.07208099083767996,0.9661244378493906
audit,scalar_grad1024,4,triple_top,360,0.1437014415860176,-0.1437014415860176,0.8300037886104817
audit,scalar_grad1024,4,wide_random,120,0.1475516269604365,-0.1475516269604365,0.9573234252378636
audit,scalar_grad1024,8,pair,600,0.04789661238590876,-0.047894150118033094,0.950120217994515
audit,scalar_grad1024,8,triple_rand,360,0.0676972187227673,-0.0673148598935869,0.9670022961870892
audit,scalar_grad1024,8,triple_top,360,0.1415264023674859,-0.1415264023674859,0.8421459554822942
audit,scalar_grad1024,8,wide_random,120,0.1338438461224238,-0.1338438461224238,0.9427529689561774
audit,scalar_grad1024,16,pair,600,0.047939081291357676,-0.04793830364942551,0.9490431973650632
audit,scalar_grad1024,16,triple_rand,360,0.0687474701139662,-0.06839791370762718,0.9651064604682096
audit,scalar_grad1024,16,triple_top,360,0.14568647311793434,-0.14568647311793434,0.8283186341458395
audit,scalar_grad1024,16,wide_random,120,0.13019819607337316,-0.13019819607337316,0.9429127022709909
audit,scalar_grad1024,32,pair,600,0.05115043183167776,-0.05114039699236552,0.9439563994909214
audit,scalar_grad1024,32,triple_rand,360,0.07138258284992642,-0.0708576414320204,0.9556387682643206
audit,scalar_grad1024,32,triple_top,360,0.16120078480905956,-0.16120078480905956,0.7987937620745026
audit,scalar_grad1024,32,wide_random,120,0.14588672965764998,-0.14588672965764998,0.9021251475796928
audit,scalar_grad1024,64,pair,600,0.0514618194103241,-0.05146121919155121,0.935876385074227
audit,scalar_grad1024,64,triple_rand,360,0.06666941990454991,-0.06601379298501545,0.9592874375918946
audit,scalar_grad1024,64,triple_top,360,0.1690409516294797,-0.1690409516294797,0.713483912261496
audit,scalar_grad1024,64,wide_random,120,0.12945355623960494,-0.12945355623960494,0.9476352524480864
audit,scalar_grad1024,128,pair,600,0.05452147761980693,-0.0545195472240448,0.9234404901180556
audit,scalar_grad1024,128,triple_rand,360,0.06848920848634509,-0.06788591080241733,0.9511368906669949
audit,scalar_grad1024,128,triple_top,360,0.1726630672812462,-0.1726630672812462,0.685220079967885
audit,scalar_grad1024,128,wide_random,120,0.12833258807659148,-0.12833258807659148,0.9492325855962218
audit,scalar_grad1024,192,pair,600,0.05701878954966863,-0.057017494738101956,0.912567914006013
audit,scalar_grad1024,192,triple_rand,360,0.06999956534968482,-0.06945059332582686,0.9476014671710979
audit,scalar_grad1024,192,triple_top,360,0.17482761326763366,-0.17482761326763366,0.676285187151283
audit,scalar_grad1024,192,wide_random,120,0.12862355510393778,-0.12862355510393778,0.9515035766372664
audit,scalar_grad1024,256,pair,600,0.058524961868921914,-0.058524961868921914,0.9062861057781783
audit,scalar_grad1024,256,triple_rand,360,0.07149786684248183,-0.07095500760608249,0.9429852227779003
audit,scalar_grad1024,256,triple_top,360,0.17602219233910243,-0.17602219233910243,0.6690360446593351
audit,scalar_grad1024,256,wide_random,120,0.12892669637997944,-0.12892669637997944,0.949538162372387
audit,scalar_grad1024,320,pair,600,0.059630164901415504,-0.059630164901415504,0.9021986449667085
audit,scalar_grad1024,320,triple_rand,360,0.07293244616852866,-0.0723896402451727,0.938774974524223
audit,scalar_grad1024,320,triple_top,360,0.17707630379332437,-0.17707630379332437,0.6632250560620547
audit,scalar_grad1024,320,wide_random,120,0.12989773054917653,-0.12989773054917653,0.9473852350857697
audit,scalar_grad256,4,pair,600,0.053284257153669995,-0.053284257153669995,0.9453038481439234
audit,scalar_grad256,4,triple_rand,360,0.07762834065490298,-0.07733023365338644,0.9623419963922243
audit,scalar_grad256,4,triple_top,360,0.14571664912833107,-0.14571664912833107,0.815664739996066
audit,scalar_grad256,4,wide_random,120,0.14868344912926357,-0.14868344912926357,0.9538370720188902
audit,scalar_grad256,8,pair,600,0.05271920373042425,-0.052716173628966016,0.9371152217585415
audit,scalar_grad256,8,triple_rand,360,0.07322559124893613,-0.07284826437632243,0.9558489107742715
audit,scalar_grad256,8,triple_top,360,0.14435497356785668,-0.14435497356785668,0.8338953768866146
audit,scalar_grad256,8,wide_random,120,0.13615215122699736,-0.13615215122699736,0.95743454406556
audit,scalar_grad256,16,pair,600,0.05172204275925954,-0.05172204275925954,0.9334074664545288
audit,scalar_grad256,16,triple_rand,360,0.07432496862279045,-0.07411473277542326,0.9545559385421853
audit,scalar_grad256,16,triple_top,360,0.14522342102395164,-0.14522342102395164,0.816727495325324
audit,scalar_grad256,16,wide_random,120,0.12424815793832143,-0.12424815793832143,0.9696298354052362
audit,scalar_grad256,32,pair,600,0.05515819122393926,-0.05515819122393926,0.9229133223271277
audit,scalar_grad256,32,triple_rand,360,0.07619642963012059,-0.0759337592456076,0.9419126838657539
audit,scalar_grad256,32,triple_top,360,0.1506456148293283,-0.1506456148293283,0.8009496506699637
audit,scalar_grad256,32,wide_random,120,0.12473054875930151,-0.12473054875930151,0.9600805611500798
audit,scalar_grad256,64,pair,600,0.05540819764137268,-0.05540224989255269,0.918861316480833
audit,scalar_grad256,64,triple_rand,360,0.06905996054410934,-0.06846344222625096,0.955047212379064
audit,scalar_grad256,64,triple_top,360,0.14931849754518933,-0.14931849754518933,0.7680986150859213
audit,scalar_grad256,64,wide_random,120,0.11108313202857971,-0.11108313202857971,0.9767553302312658
audit,scalar_grad256,128,pair,600,0.058057238856951396,-0.05805216073989868,0.9071122906041311
audit,scalar_grad256,128,triple_rand,360,0.06965167323748271,-0.0690047757493125,0.9473530570179373
audit,scalar_grad256,128,triple_top,360,0.1487271553940243,-0.1487271553940243,0.7649441851029143
audit,scalar_grad256,128,wide_random,120,0.10979838172594707,-0.10979838172594707,0.9805958747135217
audit,scalar_grad256,192,pair,600,0.059725511074066165,-0.059722437659899395,0.9014702822544295
audit,scalar_grad256,192,triple_rand,360,0.0705439759625329,-0.06990113357702891,0.9442907565465012
audit,scalar_grad256,192,triple_top,360,0.14826154675748612,-0.14826154675748612,0.7650221212108133
audit,scalar_grad256,192,wide_random,120,0.10917991499106089,-0.10917991499106089,0.9824293353705117
audit,scalar_grad256,256,pair,600,0.060792082945505775,-0.060792082945505775,0.897619815831648
audit,scalar_grad256,256,triple_rand,360,0.07085182666778564,-0.07023263639873928,0.9421159745576004
