subset_id,indices,size,source,v_truth,band,raw_square,sparse_poly2_top50,sparse_poly2_top100,sparse_poly2_top200,dense_poly2
rs24,"(0, 1, 3, 5, 6, 9, 10, 15, 26, 30, 34, 41, 43)",13,60_random,0.729542076587677,9-16,0.5648547562718501,0.5765977126126276,0.5860758222946215,0.5916939856297329,0.6148555199331862
rs25,"(1, 2, 5, 12, 17, 18, 20, 21, 22, 23, 27, 28, 29, 33, 41, 43)",16,60_random,0.7470119595527649,9-16,0.6322003421880539,0.6351653591256753,0.6396601014715942,0.6490340509340252,0.6430974827791109
rs26,"(0, 1, 2, 4, 8, 11, 14, 18, 21, 28, 31, 36, 40, 43)",14,60_random,0.7614054679870605,9-16,0.6124419219563259,0.6264781228143882,0.6430768320402338,0.6603832706181033,0.6726244860349274
rs27,"(6, 9, 10, 13, 15, 16, 17, 25, 29, 38, 39, 40)",12,60_random,0.7344920039176941,9-16,0.5609572134774544,0.5668715570948054,0.564697257195246,0.5733995654305218,0.6039815938187079
rs28,"(13, 14, 15, 17, 18, 20, 22, 25, 26, 27, 28, 34, 38, 39)",14,60_random,0.7197067737579346,9-16,0.5507919095710626,0.5563945193226782,0.566500775368261,0.5717688091064119,0.6097367670774366
rs29,"(0, 2, 4, 7, 8, 10, 15, 17, 40, 42, 43)",11,60_random,0.743197500705719,9-16,0.5672928718283169,0.5803079887016921,0.5877933315908336,0.593782124117872,0.5932888858585066
rs30,"(0, 2, 4, 5, 9, 10, 11, 17, 18, 19, 20, 21, 22, 24, 25, 27, 30, 31, 33, 36, 37, 39, 43)",23,60_random,0.8454494476318359,17-32,0.7489851949259217,0.7672426225972576,0.7731427399301473,0.775677771642028,
rs31,"(0, 1, 3, 4, 6, 7, 11, 12, 15, 16, 17, 18, 19, 22, 23, 30, 32, 33, 34, 36, 38, 41, 42)",23,60_random,0.7937418818473816,17-32,0.6823812590162001,0.7000194507365506,0.7082394691891678,0.7187859432130832,
rs32,"(2, 3, 4, 5, 6, 7, 8, 13, 17, 18, 19, 22, 23, 26, 27, 32, 33, 37, 38, 39, 40, 41)",22,60_random,0.8313121795654297,17-32,0.7060365825292018,0.7247429675411992,0.7157464279452342,0.734143264710884,
rs33,"(0, 1, 4, 6, 7, 10, 11, 12, 14, 15, 16, 17, 21, 23, 24, 25, 26, 27, 28, 33, 41)",21,60_random,0.7450098991394043,17-32,0.5974618532495324,0.618277970371043,0.6277281991767022,0.6413591070237673,
rs34,"(1, 2, 4, 5, 7, 8, 15, 16, 18, 19, 23, 24, 25, 29, 32, 33, 37, 39, 40, 42)",20,60_random,0.8320388197898865,17-32,0.6862258413615449,0.705128695404269,0.7046010475186762,0.7326699308671095,
rs35,"(4, 6, 7, 8, 9, 10, 11, 13, 15, 17, 19, 20, 21, 22, 24, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 40, 41, 42, 43)",31,60_random,0.8660842776298523,17-32,0.7537027170747335,0.7710208974358351,0.7672877709454656,0.7853638012924935,
rs36,"(2, 4, 5, 7, 8, 9, 13, 14, 15, 16, 17, 21, 23, 24, 26, 27, 30, 37, 38, 42, 43)",21,60_random,0.81839919090271,17-32,0.6812103442764199,0.6986306351286024,0.7060105261658536,0.7145369375318036,
rs37,"(0, 1, 2, 3, 4, 6, 11, 13, 14, 15, 16, 18, 19, 20, 21, 23, 28, 29, 30, 31, 33, 35, 36, 42)",24,60_random,0.786675214767456,17-32,0.6719530150124915,0.6902415310327235,0.6973824172195746,0.7101250979398305,
rs38,"(2, 3, 4, 5, 6, 7, 9, 13, 14, 15, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 41, 42)",30,60_random,0.8214788436889648,17-32,0.7173425037957055,0.7310149571774222,0.7346194360667143,0.7372973544641998,
rs39,"(0, 1, 2, 4, 5, 7, 10, 13, 14, 25, 27, 28, 31, 32, 35, 36, 37, 39, 40, 41, 43)",21,60_random,0.8372271656990051,17-32,0.710068662033582,0.7281943212028258,0.7230073777373791,0.738574759045913,
rs40,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 17, 18, 19, 20, 22, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 35, 37, 39, 40, 42)",33,60_random,0.8438970446586609,33-44,0.7337515246439968,0.756085274080262,0.7539069364636691,0.7687115579332983,
rs41,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43)",43,60_random,0.8675477504730225,33-44,0.7883001903614263,0.8093469057130717,0.8071241317669656,0.8270720126866683,
rs42,"(0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43)",42,60_random,0.8665492534637451,33-44,0.7874125052381337,0.8069984217590299,0.8049593110771663,0.8185501776079179,
rs43,"(0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43)",38,60_random,0.86820387840271,33-44,0.7717496803649699,0.7929644450714751,0.7913100113541328,0.8144069712146411,
rs44,"(0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 30, 32, 33, 34, 36, 37, 38, 40, 41, 42, 43)",36,60_random,0.868793785572052,33-44,0.7526152700102631,0.7705254058120303,0.7725256940681664,0.8018012842228152,
rs45,"(0, 1, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 42, 43)",33,60_random,0.863572359085083,33-44,0.7778612283136969,0.7991142101818243,0.795158281072732,0.8184058325389053,
rs46,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43)",41,60_random,0.8692751526832581,33-44,0.7860866916712773,0.8089820327125529,0.8060978594413002,0.8219671179330098,
rs47,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 35, 36, 37, 38, 39, 40, 41, 42, 43)",41,60_random,0.8684212565422058,33-44,0.7883415383151395,0.8054067219080908,0.8039348892998897,0.8225379279300856,
rs48,"(0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43)",41,60_random,0.8628715872764587,33-44,0.787851559032025,0.8078032312909708,0.8054264007497746,0.8230600258025594,
rs49,"(0, 1, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42, 43)",38,60_random,0.8677898049354553,33-44,0.7879687505903109,0.8071475181109854,0.8050318001480901,0.8280452782459986,
dnn_k1,"(38,)",1,59_topk,0.2983619272708893,1-4,0.2771243819067235,0.2771243819067235,0.2771243819067235,0.2771243819067235,0.2771243819067235
dnn_k2,"(37, 38)",2,59_topk,0.4787196218967438,1-4,0.3710450246149574,0.3710450246149574,0.3710450246149574,0.3710450246149574,0.3728583832155821
dnn_k3,"(19, 37, 38)",3,59_topk,0.5994287729263306,1-4,0.5255882807224111,0.5255882807224111,0.5336764033767887,0.5336764033767887,0.5382112926978252
dnn_k4,"(4, 19, 37, 38)",4,59_topk,0.6841188073158264,1-4,0.5694211332757559,0.5803042874004031,0.5794447627378144,0.5805282105180058,0.58096810129495
dnn_k6,"(1, 4, 19, 37, 38, 43)",6,59_topk,0.7468827366828918,5-8,0.6420498208916608,0.6551530724415127,0.6564000819493118,0.6567701918856578,0.6631633463074088
dnn_k8,"(1, 4, 14, 19, 20, 37, 38, 43)",8,59_topk,0.7691605687141418,5-8,0.6711416675255265,0.6863897162043342,0.6869438937211508,0.6879301827474006,0.694888586568896
dnn_k12,"(0, 1, 4, 14, 19, 20, 31, 32, 37, 38, 40, 43)",12,59_topk,0.8440605998039246,9-16,0.740747562518736,0.7568384123906006,0.7510273086596088,0.7672753001485303,0.7683435807653316
dnn_k16,"(0, 1, 4, 10, 14, 19, 20, 30, 31, 32, 33, 37, 38, 39, 40, 43)",16,59_topk,0.8494433760643005,9-16,0.7614025130316469,0.7803520041250338,0.7772158740489217,0.794603075037744,0.7802161516810387
dnn_k24,"(0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 14, 17, 19, 20, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",24,59_topk,0.8760585188865662,17-32,0.7823048703729648,0.8021272430085924,0.8004065146881616,0.8141484841259938,
dnn_k32,"(0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20, 21, 26, 28, 29, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",32,59_topk,0.8753361701965332,17-32,0.7853715715080872,0.8070644292902803,0.8080073789764864,0.8247332388534602,
dnn_k44,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43)",44,59_topk,0.8665060997009277,33-44,0.7887113403671061,0.8096720740618029,0.8071745987675872,0.8271460072201294,
masked_k1,"(20,)",1,59_topk,0.3535785377025604,1-4,0.33367032512868633,0.33367032512868633,0.33367032512868633,0.33367032512868633,0.33367032512868633
masked_k2,"(20, 37)",2,59_topk,0.4724125862121582,1-4,0.41821831423019223,0.41821831423019223,0.41821831423019223,0.41821831423019223,0.41934523917119076
masked_k3,"(20, 37, 38)",3,59_topk,0.5954058766365051,1-4,0.523340977493871,0.523340977493871,0.5312688971332198,0.5312688971332198,0.5350738694070798
masked_k4,"(4, 20, 37, 38)",4,59_topk,0.6918556094169617,1-4,0.5680404331307792,0.5787686732367353,0.5775051360683018,0.5785361320364828,0.5793319422427649
masked_k6,"(1, 4, 20, 33, 37, 38)",6,59_topk,0.7664976119995117,5-8,0.6510850980480782,0.6644916530701357,0.6703008299154275,0.67072563560126,0.6722578157880951
masked_k8,"(1, 4, 19, 20, 33, 37, 38, 43)",8,59_topk,0.8006751537322998,5-8,0.7011465718303662,0.7123205129941522,0.7172777381125252,0.717480533300153,0.7243101227911298
masked_k12,"(0, 1, 4, 14, 19, 20, 31, 32, 33, 37, 38, 43)",12,59_topk,0.8190101981163025,9-16,0.7346037061044104,0.7505668524819277,0.7546299930914208,0.757403351014364,0.7623512283535695
masked_k16,"(0, 1, 4, 14, 15, 19, 20, 30, 31, 32, 33, 37, 38, 39, 40, 43)",16,59_topk,0.8542637825012207,9-16,0.7613178756968241,0.7807178342799043,0.771779042273743,0.789542871135775,0.7900813726455774
masked_k24,"(0, 1, 2, 4, 5, 10, 11, 13, 14, 15, 16, 19, 20, 29, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",24,59_topk,0.8662013411521912,17-32,0.7756181643539555,0.7955877804729997,0.7964249253627692,0.8201437950057947,
masked_k32,"(0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 27, 29, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",32,59_topk,0.8756859302520752,17-32,0.7846814281043889,0.8060021267778857,0.8077439695797265,0.8237646790310786,
masked_k44,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43)",44,59_topk,0.8658638000488281,33-44,0.7887113403671061,0.8096720740618029,0.8071745987675872,0.8271460072201294,
noprior_k1,"(38,)",1,59_topk,0.2983619272708893,1-4,0.2771243819067235,0.2771243819067235,0.2771243819067235,0.2771243819067235,0.2771243819067235
noprior_k2,"(37, 38)",2,59_topk,0.4787196218967438,1-4,0.3710450246149574,0.3710450246149574,0.3710450246149574,0.3710450246149574,0.3728583832155821
noprior_k3,"(19, 37, 38)",3,59_topk,0.5994287729263306,1-4,0.5255882807224111,0.5255882807224111,0.5336764033767887,0.5336764033767887,0.5382112926978252
noprior_k4,"(19, 20, 37, 38)",4,59_topk,0.5916621088981628,1-4,0.5282845754865549,0.5282845754865549,0.5372983336706602,0.5372983336706602,0.5416157808970576
noprior_k6,"(4, 19, 20, 37, 38, 43)",6,59_topk,0.731072723865509,5-8,0.6183421248091999,0.6288076653033324,0.6285527447463238,0.6294971585657697,0.6346781113693453
noprior_k8,"(4, 19, 20, 31, 32, 37, 38, 43)",8,59_topk,0.7971031665802002,5-8,0.684903465775364,0.6995214073073471,0.6997479092767587,0.6999240475127326,0.7060570142231021
noprior_k12,"(0, 1, 4, 19, 20, 31, 32, 33, 37, 38, 40, 43)",12,59_topk,0.8414206504821777,9-16,0.7236589489476009,0.7385445285627102,0.7351268189269214,0.7486350171006646,0.7554267875247641
noprior_k16,"(0, 1, 4, 5, 10, 14, 19, 20, 31, 32, 33, 37, 38, 40, 42, 43)",16,59_topk,0.8536844849586487,9-16,0.752537745186978,0.768512954142807,0.7674908064172578,0.789891904722961,0.7770729776141052
noprior_k24,"(0, 1, 3, 4, 5, 6, 10, 11, 13, 14, 15, 19, 20, 29, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",24,59_topk,0.869540274143219,17-32,0.7762253164113662,0.7970016197586086,0.799184233646736,0.8189168140175757,
noprior_k32,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 24, 29, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",32,59_topk,0.8739755153656006,17-32,0.7859945040735519,0.8066379550268349,0.8094069286976547,0.8259207947837837,
noprior_k44,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43)",44,59_topk,0.8658413290977478,33-44,0.7887113403671061,0.8096720740618029,0.8071745987675872,0.8271460072201294,
static_k1,"(38,)",1,59_topk,0.2983619272708893,1-4,0.2771243819067235,0.2771243819067235,0.2771243819067235,0.2771243819067235,0.2771243819067235
static_k2,"(19, 38)",2,59_topk,0.5087562203407288,1-4,0.4509355799647006,0.4509355799647006,0.4592373014221187,0.4592373014221187,0.4592373014221187
static_k3,"(19, 37, 38)",3,59_topk,0.597547709941864,1-4,0.5255882807224111,0.5255882807224111,0.5336764033767887,0.5336764033767887,0.5382112926978252
static_k4,"(19, 20, 37, 38)",4,59_topk,0.5923743844032288,1-4,0.5282845754865549,0.5282845754865549,0.5372983336706602,0.5372983336706602,0.5416157808970576
static_k6,"(19, 20, 37, 38, 40, 43)",6,59_topk,0.682216227054596,5-8,0.5906922502001949,0.5906922502001949,0.5898888650831575,0.5917185095647682,0.5934242231589849
static_k8,"(4, 19, 20, 32, 37, 38, 40, 43)",8,59_topk,0.8208932876586914,5-8,0.6919053964576568,0.7072476716489682,0.6951322930217848,0.6953032346184393,0.7021089013449652
static_k12,"(0, 4, 14, 19, 20, 31, 32, 33, 37, 38, 40, 43)",12,59_topk,0.8395902514457703,9-16,0.7391652969697446,0.750783607210121,0.7460968200173741,0.7533972487373669,0.7487238252484856
static_k16,"(0, 1, 3, 4, 10, 14, 19, 20, 31, 32, 33, 37, 38, 40, 42, 43)",16,59_topk,0.8524226546287537,9-16,0.7553383177670013,0.7730615668373324,0.7729854848767258,0.7907311028905769,0.783681974177331
static_k24,"(0, 1, 2, 3, 4, 5, 6, 9, 10, 14, 16, 17, 19, 20, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",24,59_topk,0.8744893670082092,17-32,0.7804669360827137,0.8032802062858817,0.8017591847242587,0.8133154928519035,
static_k32,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",32,59_topk,0.8744097352027893,17-32,0.7855755940388641,0.8076042243604825,0.8090101127999035,0.8260089552875448,
static_k44,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43)",44,59_topk,0.8677312731742859,33-44,0.7887113403671061,0.8096720740618029,0.8071745987675872,0.8271460072201294,
zeromask_k1,"(38,)",1,59_topk,0.2983619272708893,1-4,0.2771243819067235,0.2771243819067235,0.2771243819067235,0.2771243819067235,0.2771243819067235
zeromask_k2,"(37, 38)",2,59_topk,0.4787196218967438,1-4,0.3710450246149574,0.3710450246149574,0.3710450246149574,0.3710450246149574,0.3728583832155821
zeromask_k3,"(19, 37, 38)",3,59_topk,0.5994287729263306,1-4,0.5255882807224111,0.5255882807224111,0.5336764033767887,0.5336764033767887,0.5382112926978252
zeromask_k4,"(19, 20, 37, 38)",4,59_topk,0.5916621088981628,1-4,0.5282845754865549,0.5282845754865549,0.5372983336706602,0.5372983336706602,0.5416157808970576
zeromask_k6,"(4, 19, 20, 37, 38, 43)",6,59_topk,0.7291621565818787,5-8,0.6183421248091999,0.6288076653033324,0.6285527447463238,0.6294971585657697,0.6346781113693453
zeromask_k8,"(4, 19, 20, 31, 32, 37, 38, 43)",8,59_topk,0.7956263422966003,5-8,0.684903465775364,0.6995214073073471,0.6997479092767587,0.6999240475127326,0.7060570142231021
zeromask_k12,"(0, 1, 4, 19, 20, 31, 32, 33, 37, 38, 40, 43)",12,59_topk,0.8370785117149353,9-16,0.7236589489476009,0.7385445285627102,0.7351268189269214,0.7486350171006646,0.7554267875247641
zeromask_k16,"(0, 1, 4, 10, 14, 19, 20, 31, 32, 33, 37, 38, 39, 40, 42, 43)",16,59_topk,0.8468661308288574,9-16,0.76425174270471,0.7813738409707232,0.7774920660048729,0.7927012739590141,0.7851443593897466
zeromask_k24,"(0, 1, 3, 4, 5, 6, 9, 10, 13, 14, 15, 19, 20, 29, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",24,59_topk,0.8694592118263245,17-32,0.7806226755502781,0.8014069749901492,0.8030406838321072,0.8198700710418346,
zeromask_k32,"(0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 26, 29, 30, 31, 32, 33, 37, 38, 39, 40, 42, 43)",32,59_topk,0.8751802444458008,17-32,0.7847643964533518,0.8067697053931394,0.8084624154885786,0.8235719311198625,
zeromask_k44,"(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43)",44,59_topk,0.8706524968147278,33-44,0.7887113403671061,0.8096720740618029,0.8071745987675872,0.8271460072201294,
