edge,score
"(13, 29)",0.13999767564052873
"(16, 17)",0.13999240262518164
"(30, 32)",0.13946187200542481
"(30, 31)",0.1394618202204576
"(2, 43)",0.1392331649979205
"(15, 33)",0.13791769920950403
"(7, 20)",0.13748349395601783
"(0, 2)",0.13739300877171223
"(30, 33)",0.13494252378000882
"(39, 43)",0.1335925534793288
"(14, 29)",0.13305450197301294
"(1, 40)",0.1328877021621146
"(4, 37)",0.13288392359003642
"(40, 43)",0.1328029708135221
"(7, 19)",0.13225150574941735
"(1, 29)",0.1322415922110456
"(15, 30)",0.13208572650061834
"(4, 11)",0.13172879865737058
"(27, 43)",0.13112639413214988
"(2, 3)",0.1309486723566307
"(1, 14)",0.13066005924479462
"(17, 19)",0.13044239182302347
"(11, 43)",0.13039637230166223
"(39, 40)",0.13023267575087938
"(29, 31)",0.13020822363287787
"(29, 32)",0.13020603071030445
"(5, 37)",0.12912029269456837
"(21, 43)",0.12903997346849244
"(18, 30)",0.1285963033944576
"(13, 30)",0.12814672557217055
"(5, 29)",0.128091495216474
"(17, 20)",0.12787682899753677
"(1, 33)",0.1278338620781449
"(18, 43)",0.12782381855199604
"(4, 10)",0.12765320126121904
"(1, 30)",0.12719635117484607
"(0, 30)",0.12583380758549345
"(13, 42)",0.12471636818761372
"(2, 40)",0.1246618569836479
"(31, 40)",0.12447260962296022
"(32, 40)",0.12447001309479694
"(14, 17)",0.12446184278373584
"(3, 11)",0.1242247920714481
"(15, 16)",0.12352134794914738
"(15, 37)",0.12335040572883593
"(9, 16)",0.12305382390699737
"(29, 33)",0.12285852910919015
"(1, 5)",0.1223790265898907
"(8, 10)",0.12226903785042231
"(26, 42)",0.12198812026202266
"(19, 30)",0.12069051358209781
"(10, 39)",0.12042234511284067
"(31, 42)",0.12010452881091715
"(32, 42)",0.12008769164846295
"(5, 19)",0.11966056939506686
"(18, 29)",0.11943540312077089
"(0, 21)",0.11943265104983414
"(0, 24)",0.11927798354540442
"(16, 33)",0.11913847071211323
"(10, 30)",0.119075208526214
"(20, 30)",0.11861682498986559
"(16, 31)",0.11859583924903175
"(16, 32)",0.11859368860169789
"(5, 20)",0.11783804680082782
"(14, 18)",0.1175480055835611
"(33, 40)",0.11747036361998003
"(3, 37)",0.11685295021102454
"(15, 19)",0.11685037533705944
"(12, 40)",0.11619045617738846
"(1, 24)",0.11615849353246721
"(15, 20)",0.11609635847317723
"(4, 24)",0.11556934583815176
"(10, 29)",0.1153630431375724
"(11, 19)",0.1149565330514919
"(2, 11)",0.11454431316525193
"(14, 24)",0.11349081707526754
"(5, 9)",0.11323069350601545
"(0, 12)",0.11281602825563775
"(14, 40)",0.11238579199425658
"(16, 29)",0.11204828826122709
"(29, 38)",0.11169079833434481
"(1, 37)",0.11166059631426373
"(0, 32)",0.11162897164542401
"(0, 31)",0.11161477786395252
"(6, 39)",0.11138089785341587
"(1, 12)",0.11124356769506405
"(3, 16)",0.11119609986438528
"(9, 11)",0.11118549556503934
"(11, 20)",0.11117798001761403
"(12, 19)",0.11102027919439747
"(15, 43)",0.11027823740117848
"(5, 13)",0.10974137188528427
"(12, 20)",0.10957583553229808
"(33, 43)",0.10930148972393133
"(6, 30)",0.10920565250433736
"(6, 29)",0.10878113121881977
"(4, 21)",0.1084606441296706
"(14, 37)",0.10815068465132027
"(16, 30)",0.10753508752199825
"(0, 39)",0.10720484494642357
"(12, 21)",0.10705241636819923
"(31, 43)",0.10703239864333775
"(32, 43)",0.10703210671770425
"(10, 20)",0.10692788393324476
"(0, 3)",0.10681812635672272
"(7, 14)",0.10670430458349112
"(4, 9)",0.10651272273387108
"(0, 27)",0.10605584061320994
"(4, 7)",0.10601206220542536
"(20, 37)",0.10577497588810097
"(13, 37)",0.10570039826313699
"(19, 37)",0.10568211711319303
"(1, 17)",0.10558832007656643
"(0, 7)",0.10546450942277927
"(16, 21)",0.10531984007193029
"(11, 13)",0.10509009958559629
"(0, 11)",0.10455738197772577
"(37, 39)",0.10450214775834987
"(10, 19)",0.10432026213401424
"(6, 40)",0.10413156473688695
"(10, 40)",0.10342671122980196
"(1, 7)",0.10340435719926794
"(18, 39)",0.10328027213819363
"(20, 24)",0.10318905127878372
"(10, 33)",0.10316561002249497
"(3, 29)",0.1031453556859599
"(3, 18)",0.10307202833620832
"(12, 32)",0.10291598403795837
"(12, 31)",0.10291573687679684
"(10, 24)",0.10273107921010155
"(7, 16)",0.10269590751827817
"(12, 27)",0.10219449354072424
"(19, 24)",0.10162938484651862
"(11, 15)",0.10159730443838644
"(1, 2)",0.10142223778452306
"(24, 43)",0.10134189378738176
"(2, 19)",0.10128258499852827
"(20, 39)",0.10123704428675984
"(2, 18)",0.10114853608846142
"(2, 6)",0.10083450801832733
"(12, 33)",0.10054801424155416
"(0, 8)",0.10054762704695663
"(4, 27)",0.10005593298432672
"(2, 20)",0.10003832905356266
"(13, 14)",0.09993762597769526
"(14, 30)",0.09953524295247695
"(1, 39)",0.09924981335264788
"(19, 39)",0.09913269442709682
"(6, 33)",0.09815966955548819
"(3, 12)",0.0980042510707757
"(12, 18)",0.09779843281849779
"(9, 31)",0.09764301805019945
"(9, 32)",0.09764085056512956
"(14, 39)",0.09744357171756135
"(0, 5)",0.09738721206443557
"(6, 14)",0.09734438139080398
"(0, 13)",0.09676252247405498
"(14, 26)",0.09675984462102727
"(18, 32)",0.09654939367966253
"(18, 31)",0.09654845682289503
"(19, 40)",0.09653140212770725
"(17, 42)",0.09650633716446969
"(11, 40)",0.09645463324251177
"(37, 38)",0.09633459393189203
"(20, 40)",0.09595372475825584
"(18, 38)",0.09594420150975996
"(14, 21)",0.09593656181054577
"(9, 42)",0.09592106139501885
"(16, 27)",0.0958855851623529
"(13, 39)",0.095628637566476
"(1, 19)",0.09558209780419458
"(11, 30)",0.09499285836221244
"(4, 12)",0.09481735541508662
"(13, 43)",0.09428303282921646
"(18, 33)",0.0941123628079518
"(10, 18)",0.09409386193759339
"(26, 43)",0.09398237098588777
"(3, 39)",0.09361682705857
"(10, 32)",0.09352618734300455
"(10, 31)",0.09352595669117597
"(20, 26)",0.09347762884756333
"(12, 13)",0.09334063227819173
"(38, 43)",0.09316348029349997
"(9, 15)",0.09300170870600744
"(19, 26)",0.09290042378757085
"(3, 21)",0.09260568075279363
"(4, 43)",0.09231866931065558
"(10, 13)",0.0918698512756218
"(3, 42)",0.09186752991467151
"(11, 38)",0.09180211556791867
"(1, 21)",0.09175259687859849
"(6, 32)",0.09120332226584082
"(6, 31)",0.09120082775887492
"(29, 42)",0.09117327095185515
"(16, 18)",0.09102689213664097
"(15, 40)",0.09062737693751816
"(18, 40)",0.09059961568725194
"(17, 29)",0.09014674314284446
"(2, 15)",0.08987686564984876
"(4, 17)",0.08981720404939489
"(4, 26)",0.08944357235859798
"(3, 30)",0.08942688498484425
"(13, 15)",0.08930421212313383
"(8, 16)",0.08895726004895366
"(2, 16)",0.08891082260012911
"(17, 30)",0.08887179694318229
"(4, 42)",0.08874938735502447
"(6, 15)",0.08870514982460126
"(11, 31)",0.08858831496808445
"(11, 32)",0.08858807185701428
"(9, 10)",0.08834178551465066
"(13, 38)",0.08826191438168662
"(2, 13)",0.08824353745408109
"(16, 26)",0.08800566227233408
"(17, 18)",0.08771588527373128
"(15, 18)",0.08747007217217517
"(11, 33)",0.08742689611271001
"(7, 15)",0.08703443172624903
"(6, 13)",0.08702547206199426
"(1, 10)",0.08695309999828102
"(6, 11)",0.08690834535693975
"(1, 20)",0.08688887995299399
"(11, 29)",0.08685710300980484
"(30, 43)",0.08651374246672372
"(11, 39)",0.08637847801761278
"(3, 27)",0.08621442940417301
"(4, 33)",0.08610391957974972
"(30, 42)",0.08549249545107745
"(9, 38)",0.08522723610240224
"(6, 38)",0.08492823836744795
"(17, 43)",0.0842903167934218
"(9, 33)",0.08416472654975016
"(6, 24)",0.08395021541081527
"(6, 18)",0.08382433331725342
"(0, 40)",0.08340840549660791
"(0, 33)",0.08333915925086655
"(1, 26)",0.08332311186158975
"(6, 10)",0.08319331639479874
"(9, 12)",0.08314643513515135
"(5, 7)",0.08288763157395523
"(5, 18)",0.08268816330287673
"(0, 26)",0.0822610091879947
"(14, 43)",0.08223566967289364
"(11, 12)",0.08208632605925009
"(0, 17)",0.0819414433473204
"(2, 42)",0.08192201988502079
"(14, 27)",0.0817143517993778
"(6, 12)",0.08160700762279804
"(16, 40)",0.08157384706826959
"(20, 22)",0.08143861527619978
"(12, 37)",0.08102031228552198
"(19, 22)",0.0809903452731946
"(29, 43)",0.07996154690715279
"(2, 39)",0.0788307570486999
"(19, 42)",0.078383958789433
"(17, 33)",0.07829692482784306
"(5, 43)",0.07813473149518713
"(4, 31)",0.07812438398603666
"(4, 32)",0.07811845122417055
"(20, 28)",0.07783498134182748
"(1, 27)",0.07776819649936112
"(5, 17)",0.07745339168782717
"(9, 43)",0.07736694969038932
"(20, 21)",0.07717941821147845
"(10, 21)",0.07708048981358534
"(3, 8)",0.07705607553856353
"(22, 40)",0.07695004164951663
"(19, 28)",0.07666785918789293
"(7, 10)",0.07635775114686408
"(7, 42)",0.0761747689869442
"(11, 14)",0.07610299144537974
"(6, 43)",0.07583984101555727
"(17, 32)",0.07569735099389169
"(17, 31)",0.07569659367000331
"(12, 43)",0.07553256244231446
"(0, 6)",0.07542296582846461
"(12, 16)",0.07537008698312458
"(2, 37)",0.07495534908421492
"(1, 42)",0.0749496211180175
"(1, 43)",0.07488421626290215
"(5, 6)",0.07429026572412023
"(6, 17)",0.07394665804761788
"(21, 32)",0.07381421651405559
"(21, 31)",0.07381419711276069
"(5, 11)",0.07349536801995743
"(16, 43)",0.07336654886157667
"(24, 31)",0.07319110161554332
"(24, 32)",0.07319053082504323
"(6, 19)",0.0731020639901343
"(27, 32)",0.07308237576499518
"(27, 31)",0.07308216604886189
"(10, 37)",0.07307067845348236
"(11, 16)",0.07288440856284714
"(16, 37)",0.07288327744784101
"(18, 42)",0.07287667643399581
"(6, 20)",0.07286104193148918
"(2, 17)",0.07277890546405541
"(20, 42)",0.07257884509801493
"(7, 11)",0.07255664708295173
"(17, 40)",0.07242669214232289
"(14, 22)",0.07242643045510189
"(38, 42)",0.07229571225093395
"(13, 21)",0.07200106668217193
"(40, 42)",0.07185504638586893
"(39, 42)",0.07182932790339386
"(11, 24)",0.07151659602462113
"(14, 28)",0.07140536488612587
"(0, 1)",0.07139842812248265
"(3, 5)",0.07130563255288824
"(13, 27)",0.07129832178838647
"(8, 43)",0.07095904302637257
"(4, 18)",0.07064762094118227
"(14, 15)",0.07063852166398618
"(19, 21)",0.0702814768620269
"(15, 17)",0.07000076517274839
"(7, 40)",0.06992652494212309
"(12, 25)",0.06968030220426757
"(27, 33)",0.0691798591963729
"(8, 13)",0.06890016203156157
"(21, 33)",0.0688771536164835
"(10, 26)",0.06880788243295582
"(11, 37)",0.0687280174991533
"(13, 16)",0.06839100053666658
"(9, 40)",0.06822091064899216
"(28, 40)",0.06793981618454273
"(5, 22)",0.06793912724598694
"(13, 18)",0.06781231474568897
"(0, 20)",0.06777187329907058
"(12, 14)",0.06756906221976747
"(0, 37)",0.06742619764721719
"(6, 22)",0.06742038660402391
"(22, 39)",0.06737057704335447
"(12, 17)",0.06730384881236467
"(6, 28)",0.06729628131774651
"(2, 26)",0.06723619926709856
"(5, 38)",0.0671350885776135
"(9, 39)",0.06710539569007376
"(17, 39)",0.06683699424833328
"(0, 15)",0.0667050189596004
"(4, 8)",0.0665774761690544
"(1, 22)",0.06646367604231762
"(8, 33)",0.06641696833693672
"(6, 8)",0.06637841993438681
"(8, 32)",0.06620419894921548
"(8, 31)",0.06620325811422884
"(10, 42)",0.06614237147904867
"(1, 6)",0.0659993048909509
"(20, 27)",0.06582863363702185
"(12, 42)",0.06575219878828559
"(17, 38)",0.0657415206651435
"(11, 26)",0.06519346177357871
"(10, 22)",0.06518872685082541
"(0, 16)",0.0651191249703279
"(6, 9)",0.06474305373145739
"(7, 31)",0.06429108093260905
"(7, 32)",0.06429026625248654
"(2, 14)",0.06413818723403569
"(30, 37)",0.06346453575193223
"(19, 27)",0.06326507977570606
"(8, 19)",0.06297035054104122
"(6, 7)",0.06273501733447345
"(7, 38)",0.06220564040450227
"(26, 40)",0.06199881266562163
"(8, 20)",0.061973975077306565
"(10, 27)",0.06190918661697006
"(28, 39)",0.06162974877719227
"(2, 25)",0.061616471507884366
"(10, 17)",0.061501701153032606
"(2, 22)",0.06123348295186992
"(7, 9)",0.06120490232591125
"(22, 33)",0.06099940256607023
"(11, 18)",0.060970182595499745
"(0, 19)",0.06052040059454772
"(1, 8)",0.06042759191781891
"(13, 24)",0.06011006184200218
"(6, 26)",0.06005936109077287
"(8, 28)",0.059878407657157795
"(22, 37)",0.05976612362706657
"(22, 32)",0.059724919791651065
"(22, 31)",0.05972275608086955
"(5, 12)",0.05963034077213164
"(28, 37)",0.05958552078847107
"(5, 28)",0.05949221186285464
"(15, 22)",0.05923041498512732
"(12, 22)",0.059182996232621354
"(10, 28)",0.059114344342593106
"(24, 40)",0.05881642525948147
"(15, 42)",0.05875409116505548
"(18, 24)",0.05820455372125341
"(9, 17)",0.05803428287200707
"(21, 22)",0.05801982397857863
"(13, 23)",0.05778796071418971
"(24, 38)",0.05769798389863107
"(26, 31)",0.05754745400407191
"(26, 32)",0.05754485195384282
"(7, 43)",0.05742664255258223
"(7, 24)",0.057322178761030074
"(8, 11)",0.05683842564158287
"(3, 17)",0.05671139112224338
"(12, 15)",0.0560868035992515
"(12, 39)",0.055947329125664275
"(13, 17)",0.05587786346671508
"(7, 12)",0.05574605052112305
"(3, 9)",0.05554110897266258
"(3, 15)",0.05537586953771123
"(27, 34)",0.055175440100406065
"(27, 35)",0.055175440100406065
"(27, 36)",0.055175440100406065
"(10, 43)",0.054808507125690936
"(21, 29)",0.05443608622710133
"(7, 33)",0.05443142867566314
"(3, 34)",0.05441397403712328
"(3, 35)",0.05441397403712328
"(3, 36)",0.05441397403712328
"(11, 42)",0.05436825699871424
"(21, 34)",0.054223844016576345
"(21, 35)",0.054223844016576345
"(21, 36)",0.054223844016576345
"(3, 23)",0.054122272932173504
"(23, 42)",0.05403884853003277
"(22, 27)",0.054007677039592916
"(28, 32)",0.05387320051294417
"(28, 31)",0.05387138306448866
"(16, 42)",0.053757139001029075
"(16, 39)",0.05359515705315858
"(24, 33)",0.05359416924365365
"(30, 39)",0.053533805141459334
"(9, 34)",0.05322730036419998
"(9, 35)",0.05322730036419998
"(9, 36)",0.05322730036419998
"(28, 33)",0.05318831515396211
"(15, 28)",0.0531735946520277
"(7, 39)",0.05311508131312559
"(12, 28)",0.05309568834718026
"(2, 29)",0.05307873850445908
"(1, 28)",0.053063701947762
"(3, 24)",0.052905579177785905
"(9, 30)",0.05288365086429456
"(2, 28)",0.05280592269214654
"(9, 29)",0.052664105913436454
"(21, 28)",0.05249020437326532
"(25, 40)",0.05229714964804971
"(21, 42)",0.052280539179298646
"(21, 40)",0.052261461887610855
"(27, 29)",0.051887038453104106
"(2, 38)",0.05185995498579804
"(18, 26)",0.05151042829287329
"(18, 37)",0.05142870000204841
"(29, 37)",0.05122943596059493
"(18, 34)",0.05116518192589278
"(18, 35)",0.05116518192589278
"(18, 36)",0.05116518192589278
"(28, 29)",0.0510535660469959
"(6, 42)",0.05097777725119318
"(15, 39)",0.05089746401421347
"(17, 27)",0.05087118422309855
"(22, 38)",0.05074248988668012
"(2, 7)",0.05056277411594179
"(21, 37)",0.05044895883756326
"(29, 39)",0.050129910574884806
"(13, 34)",0.05000613599731557
"(13, 35)",0.05000613599731557
"(13, 36)",0.05000613599731557
"(12, 26)",0.04991502166911732
"(8, 9)",0.04990030906993487
"(26, 33)",0.049610157086880644
"(8, 22)",0.04948449959636303
"(24, 28)",0.049263626049213305
"(27, 42)",0.049252030746188974
"(19, 43)",0.049239761097023105
"(17, 21)",0.04918474471394174
"(28, 30)",0.04888603058682417
"(12, 34)",0.04880811059624218
"(12, 35)",0.04880811059624218
"(12, 36)",0.04880811059624218
"(2, 5)",0.048719558090345894
"(24, 37)",0.048596551196681825
"(11, 28)",0.04855665532770102
"(6, 21)",0.048512755973047036
"(33, 34)",0.04842459530106205
"(33, 35)",0.04842459530106205
"(33, 36)",0.04842459530106205
"(28, 38)",0.048360381722899914
"(11, 27)",0.04817063023159346
"(6, 27)",0.04789488997998355
"(27, 37)",0.047780720834759954
"(8, 18)",0.04772356652130638
"(7, 8)",0.04756199367696873
"(7, 37)",0.047543905986195345
"(21, 24)",0.047468820893149855
"(11, 34)",0.047463946073118934
"(11, 35)",0.047463946073118934
"(11, 36)",0.047463946073118934
"(11, 21)",0.04736259240269164
"(3, 7)",0.047053304080064445
"(24, 34)",0.046879593854323706
"(24, 35)",0.046879593854323706
"(24, 36)",0.046879593854323706
"(32, 34)",0.046864777636635574
"(32, 35)",0.046864777636635574
"(32, 36)",0.046864777636635574
"(31, 34)",0.04686404551652121
"(31, 35)",0.04686404551652121
"(31, 36)",0.04686404551652121
"(5, 14)",0.04681689674344698
"(5, 42)",0.046576767817363196
"(1, 34)",0.0464446856411011
"(1, 35)",0.0464446856411011
"(1, 36)",0.0464446856411011
"(8, 14)",0.04609300920397427
"(27, 28)",0.04608879692430451
"(22, 24)",0.046066874054269236
"(11, 17)",0.046006022666196245
"(2, 24)",0.04556166081890364
"(22, 30)",0.04524602936312305
"(3, 38)",0.0451492981976544
"(5, 24)",0.04510583527787565
"(14, 42)",0.045100818596925274
"(8, 24)",0.04503992598174855
"(20, 43)",0.04487662937069031
"(22, 29)",0.04487604345873353
"(9, 13)",0.04461706800389026
"(21, 30)",0.04430729970966446
"(17, 37)",0.04423232973087787
"(3, 22)",0.04388750578257633
"(29, 30)",0.04385992215126383
"(10, 25)",0.04366529803537916
"(34, 42)",0.04363701704190061
"(35, 42)",0.04363701704190061
"(36, 42)",0.04363701704190061
"(12, 24)",0.04362837890787433
"(5, 21)",0.043545275900632924
"(5, 40)",0.04344956903428045
"(23, 24)",0.043053584178738155
"(24, 27)",0.043031075437556854
"(0, 42)",0.043004635178666595
"(27, 30)",0.042400301092270776
"(4, 22)",0.04235705005476059
"(8, 37)",0.042308281998399366
"(16, 28)",0.04218358119330051
"(6, 23)",0.04203571020620765
"(15, 21)",0.04164128955074112
"(7, 21)",0.04162562041377932
"(6, 37)",0.041610564726853566
"(12, 38)",0.04159603295002323
"(11, 22)",0.04127070901329753
"(7, 18)",0.04116486831102094
"(2, 9)",0.04106519078728306
"(5, 27)",0.040985476779523605
"(26, 37)",0.04076699579198122
"(26, 38)",0.0407364354047674
"(8, 21)",0.04034715129041655
"(9, 37)",0.040336054956007755
"(15, 38)",0.04026161499651654
"(16, 25)",0.040033495690930065
"(8, 26)",0.03990280189452067
"(7, 30)",0.03959333091128456
"(34, 37)",0.03944721165872048
"(35, 37)",0.03944721165872048
"(36, 37)",0.03944721165872048
"(8, 42)",0.03877241891790356
"(15, 27)",0.03863773652269803
"(22, 28)",0.03855411165144802
"(8, 15)",0.03844622145342069
"(2, 8)",0.03835028700646013
"(22, 25)",0.038084130322006804
"(32, 33)",0.03802594468024821
"(31, 33)",0.03799811892847929
"(25, 30)",0.03784799684925587
"(15, 24)",0.03779450560639197
"(23, 26)",0.037709321209908095
"(25, 29)",0.037576644884157656
"(13, 22)",0.03750154522303989
"(25, 28)",0.037497145208931396
"(4, 28)",0.03748823326118922
"(27, 40)",0.03731843504123086
"(7, 27)",0.036918960930106326
"(4, 34)",0.03678068359594447
"(4, 35)",0.03678068359594447
"(4, 36)",0.03678068359594447
"(24, 29)",0.03660510422352045
"(25, 39)",0.03629554916686856
"(5, 8)",0.036109970506646244
"(8, 27)",0.03600679028594281
"(8, 17)",0.03598026575683999
"(2, 30)",0.03573348816760058
"(0, 25)",0.035663217575940265
"(3, 28)",0.03558460614410586
"(37, 43)",0.03545072295830412
"(9, 24)",0.03527546794159836
"(8, 25)",0.035169000282999505
"(7, 29)",0.03493817949933817
"(16, 22)",0.03475962770840983
"(26, 34)",0.03472238696657987
"(26, 35)",0.03472238696657987
"(26, 36)",0.03472238696657987
"(9, 23)",0.03470394629910796
"(4, 6)",0.03470299989392117
"(24, 39)",0.034549866009570274
"(37, 42)",0.03436709061013621
"(28, 43)",0.03433690905076715
"(17, 26)",0.03433485306009243
"(12, 29)",0.03404983061498951
"(5, 39)",0.03401963210851844
"(17, 34)",0.033941712145937775
"(17, 35)",0.033941712145937775
"(17, 36)",0.033941712145937775
"(13, 26)",0.03373878486410921
"(34, 40)",0.033717721726815364
"(35, 40)",0.033717721726815364
"(36, 40)",0.033717721726815364
"(16, 34)",0.03370177693414228
"(16, 35)",0.03370177693414228
"(16, 36)",0.03370177693414228
"(18, 28)",0.03368454977716226
"(28, 42)",0.03338975525478083
"(24, 30)",0.033233937468272856
"(42, 43)",0.03304106574518295
"(18, 23)",0.03291428297922158
"(34, 39)",0.03289411800029758
"(35, 39)",0.03289411800029758
"(36, 39)",0.03289411800029758
"(34, 43)",0.03262259879708712
"(35, 43)",0.03262259879708712
"(36, 43)",0.03262259879708712
"(38, 39)",0.032408991048038405
"(8, 40)",0.03238069904784743
"(2, 34)",0.03233923844963768
"(2, 35)",0.03233923844963768
"(2, 36)",0.03233923844963768
"(26, 28)",0.032264001822485316
"(1, 16)",0.03207352251612222
"(6, 34)",0.032058382566575255
"(6, 35)",0.032058382566575255
"(6, 36)",0.032058382566575255
"(0, 28)",0.03190119605711292
"(22, 42)",0.031308434399589066
"(21, 27)",0.031194038674819347
"(13, 28)",0.031130704221339567
"(9, 26)",0.03089297282287326
"(9, 22)",0.030788055598060617
"(8, 34)",0.03065697552045038
"(8, 35)",0.03065697552045038
"(8, 36)",0.03065697552045038
"(17, 24)",0.030201895901436362
"(24, 25)",0.030064463882364542
"(18, 22)",0.029359861229774756
"(4, 23)",0.029238171466147433
"(8, 12)",0.029060988821116324
"(9, 21)",0.028791004382907562
"(30, 34)",0.02875918787450929
"(30, 35)",0.02875918787450929
"(30, 36)",0.02875918787450929
"(17, 23)",0.02865172535993564
"(23, 34)",0.028461735144070785
"(23, 35)",0.028461735144070785
"(23, 36)",0.028461735144070785
"(0, 22)",0.028433332987602256
"(7, 13)",0.028142618835354474
"(7, 34)",0.028131887739133735
"(7, 35)",0.028131887739133735
"(7, 36)",0.028131887739133735
"(29, 34)",0.027441854148489347
"(29, 35)",0.027441854148489347
"(29, 36)",0.027441854148489347
"(25, 26)",0.027367752356806385
"(25, 32)",0.02735768624630691
"(25, 31)",0.027356268964568775
"(25, 33)",0.02720244812769368
"(23, 37)",0.027037029948382932
"(15, 34)",0.02690664904140913
"(15, 35)",0.02690664904140913
"(15, 36)",0.02690664904140913
"(26, 30)",0.026872331849526573
"(3, 26)",0.026801923217101897
"(21, 39)",0.02674720959985455
"(15, 26)",0.02672979229099072
"(25, 34)",0.026708683390957708
"(25, 35)",0.026708683390957708
"(25, 36)",0.026708683390957708
"(26, 29)",0.0265739235510338
"(22, 26)",0.026435567347290023
"(25, 42)",0.026357912264013073
"(5, 26)",0.02598093505094208
"(21, 38)",0.025763354902058527
"(23, 27)",0.025648167611046532
"(12, 30)",0.025640992566768925
"(0, 43)",0.025413174299489416
"(9, 41)",0.024769389687731333
"(9, 27)",0.02473678957065456
"(34, 41)",0.0246651116305608
"(35, 41)",0.0246651116305608
"(36, 41)",0.0246651116305608
"(11, 25)",0.02455420591935331
"(8, 23)",0.024543109165086924
"(16, 23)",0.024446471565290423
"(7, 41)",0.02434432442069949
"(21, 26)",0.024195969659653038
"(13, 25)",0.024170668063050516
"(4, 25)",0.024043920227622445
"(20, 34)",0.023713493251930937
"(20, 35)",0.023713493251930937
"(20, 36)",0.023713493251930937
"(18, 21)",0.023569969572515198
"(20, 25)",0.02338786525305557
"(24, 26)",0.02315875185421995
"(7, 26)",0.02310690426488718
"(17, 41)",0.023075400067061963
"(37, 41)",0.023048652361076373
"(19, 25)",0.023048268817159476
"(23, 33)",0.022684797568710557
"(21, 23)",0.02261651974439565
"(5, 34)",0.02258930046477664
