S,group,artifact,syn_struct,conf_struct,v_struct,syn_true_audit,conf_true_audit,v_true_audit,maxsub_true_audit,syn_true_full,conf_true_full,v_true_full,syn_at_struct_conf,Stup,closed_syn
"(8, 13, 24, 26)",strong,False,0.1171835845555516,1,0.8414291193360424,0.1336226463317871,1,0.8427585363388062,0.8449183702468872,0.1236357688903808,1,0.8527235388755798,0.1336226463317871,"(8, 13, 24, 26)",0.05557881486443339
"(13, 14, 24, 26)",strong,False,0.1147953721695369,1,0.8403160588253782,0.1450428962707519,1,0.8468467593193054,0.8449183702468872,0.1356518864631652,1,0.8565356135368347,0.1450428962707519,"(13, 14, 24, 26)",0.06082598545815304
"(9, 14, 26, 37)",strong,False,0.1139361633162115,3,0.7919094705263323,0.1143238544464111,3,0.7898017168045044,0.782867968082428,0.098645269870758,1,0.7800183296203613,0.1143238544464111,"(9, 14, 26, 37)",0.0714394770013711
"(8, 9, 26, 37)",strong,False,0.1124931758294203,3,0.7825773690211532,0.1126259565353393,3,0.7897765040397644,0.782867968082428,0.0901371240615844,3,0.7802675366401672,0.1126259565353393,"(8, 9, 26, 37)",0.0658425535141699
"(8, 9, 22, 26)",strong,False,0.1096199795571711,1,0.7570535893476097,0.1203532218933105,1,0.7640817761421204,0.7574701905250549,0.1118338704109191,1,0.772675096988678,0.1203532218933105,"(8, 9, 22, 26)",0.04109258679212452
"(11, 14, 23, 26)",strong,False,0.109261098273571,1,0.8908693838228133,0.1386095881462097,1,0.8870769739151001,0.8864692449569702,0.1363682746887207,1,0.8912543654441833,0.1386095881462097,"(11, 14, 23, 26)",0.06256817184637953
"(8, 19, 21, 33)",strong,False,0.108454514923902,3,0.9821880169058652,0.0530986189842224,0,0.9822637438774108,0.9816542267799376,0.0507540702819824,0,0.98206889629364,0.0403231978416442,"(8, 19, 21, 33)",0.07021925347414215
"(8, 13, 23, 26)",strong,False,0.1079110678497958,1,0.8931028422757121,0.1388171911239624,1,0.8900054693222046,0.8897601962089539,0.1237530708312988,1,0.8950990438461304,0.1388171911239624,"(8, 13, 23, 26)",0.05345689836260731
"(0, 3, 10, 43)",control,False,0.0257006845930503,3,0.8415280652133832,0.0526421070098876,4,0.8663190603256226,0.860946536064148,0.0462093353271484,4,0.8632213473320007,0.018045425415039,"(0, 3, 10, 43)",0.00541356146054911
"(18, 24, 28, 36)",control,False,0.0300372763732148,8,0.8953117717512282,0.0449151396751403,8,0.8985584378242493,0.891282320022583,0.0388399958610534,8,0.8993194103240967,0.0449151396751403,"(18, 24, 28, 36)",0.007285106495615645
"(1, 20, 21, 37)",control,False,0.0156113410682108,0,0.964916525624112,0.0460440516471862,2,0.959625244140625,0.960652470588684,0.0488213300704956,2,0.9655608534812928,0.0236309170722961,"(1, 20, 21, 37)",0.0069918059275006494
"(11, 22, 31, 33)",control,False,0.0067364908809008,0,0.8085621413066073,0.0065479278564453,5,0.803268313407898,0.7995684146881104,0.004834771156311,5,0.8026196360588074,-0.0001440644264221,"(11, 22, 31, 33)",0.0010332421184804375
"(0, 18, 21, 25)",control,False,0.0191690476923276,6,0.9589947730988102,0.0386766195297241,2,0.9582284688949584,0.9567988514900208,0.0316841006278991,8,0.9638201594352722,0.0159690380096435,"(0, 18, 21, 25)",0.00700947695567522
"(3, 12, 20, 33)",control,False,0.012682676951582,5,0.8825993501062632,0.0296478867530822,5,0.8849005699157715,0.8778716325759888,0.0211437344551086,3,0.8826283812522888,0.0296478867530822,"(3, 12, 20, 33)",0.007831717765433163
"(4, 9, 19, 42)",control,False,0.011714890775846,8,0.970351111614836,0.0188965201377868,6,0.9651983976364136,0.9678272604942322,0.0204470157623291,6,0.9670820236206056,0.0100631117820739,"(4, 9, 19, 42)",0.007035415504658804
"(0, 10, 36, 37)",control,False,0.0032956668472911,8,0.7755174520209152,0.0017003417015075,8,0.7875412106513977,0.791004478931427,0.0009883642196655,8,0.798608124256134,0.0017003417015075,"(0, 10, 36, 37)",1.6777770064507758e-06
"(17, 27, 31, 33)",control,False,0.0055584562459198,3,0.8582506146082065,0.0028650164604187,11,0.8532272577285767,0.8553965091705322,0.0023391246795654,9,0.8604466915130615,-0.0044576525688171,"(17, 27, 31, 33)",0.0009493380227350023
"(21, 30, 37, 41)",control,False,0.0013307794562007,9,0.9609994122100416,0.0057114958763122,2,0.9578619003295898,0.9595062136650084,0.0030615925788879,2,0.9627809524536132,-0.0007793307304382,"(21, 30, 37, 41)",0.0019955425601866084
