S,size,conf,v_audit,v_full
"(5,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.050316572189331055,0.057028114795684814
"(5,)",1,dam_as_total_procured__mw__ru__as_caiso,0.03673243522644043,0.04327666759490967
"(5,)",1,dam_as_total_procured__mw__rd__as_caiso,0.017106235027313232,0.019701659679412842
"(5,)",1,dam_as_total_procured__mw__sr__as_caiso,0.08267664909362793,0.09988343715667725
"(5,)",1,dam_as_total_procured__mw__nr__as_caiso,0.1465163230895996,0.14188331365585327
"(9,)",1,actual_load__mw__ca_iso_tac,0.12535560131072998,0.12730568647384644
"(9,)",1,dam_schedule__mw__generation__caiso_totals,0.15735918283462524,0.15065300464630127
"(9,)",1,dam_schedule__mw__import__caiso_totals,0.2776699662208557,0.27592211961746216
"(9,)",1,dam_schedule__mw__export__caiso_totals,0.23003816604614258,0.23497390747070312
"(9,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.564301609992981,0.5613852739334106
"(9,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4305798411369324,0.4207029938697815
"(9,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.11995023488998413,0.11162084341049194
"(9,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.25710660219192505,0.26297515630722046
"(9,)",1,dam_as_total_procured__mw__ru__as_caiso,0.399447500705719,0.3814278841018677
"(9,)",1,dam_as_total_procured__mw__rd__as_caiso,0.7463738918304443,0.730165958404541
"(9,)",1,dam_as_total_procured__mw__sr__as_caiso,0.06293559074401855,0.09527432918548584
"(9,)",1,dam_as_total_procured__mw__nr__as_caiso,0.018508195877075195,0.01873016357421875
"(13,)",1,actual_load__mw__ca_iso_tac,0.1119425892829895,0.11483371257781982
"(13,)",1,dam_schedule__mw__generation__caiso_totals,0.15469110012054443,0.15190637111663818
"(13,)",1,dam_schedule__mw__import__caiso_totals,0.31129997968673706,0.30383527278900146
"(13,)",1,dam_schedule__mw__export__caiso_totals,0.27044153213500977,0.2783818244934082
"(13,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5321935415267944,0.5299926400184631
"(13,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.40039676427841187,0.39102357625961304
"(13,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.19020944833755493,0.1697579026222229
"(13,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.25197434425354004,0.23965495824813843
"(13,)",1,dam_as_total_procured__mw__ru__as_caiso,0.35589009523391724,0.3425339460372925
"(13,)",1,dam_as_total_procured__mw__rd__as_caiso,0.7254379391670227,0.7123383283615112
"(13,)",1,dam_as_total_procured__mw__sr__as_caiso,0.06266146898269653,0.09928357601165771
"(13,)",1,dam_as_total_procured__mw__nr__as_caiso,0.021520674228668213,0.023972153663635254
"(17,)",1,actual_load__mw__ca_iso_tac,0.10181325674057007,0.10508614778518677
"(17,)",1,dam_schedule__mw__generation__caiso_totals,0.13536500930786133,0.13341593742370605
"(17,)",1,dam_schedule__mw__import__caiso_totals,0.30025237798690796,0.2965225577354431
"(17,)",1,dam_schedule__mw__export__caiso_totals,0.24275338649749756,0.2479984164237976
"(17,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5540387034416199,0.5508332848548889
"(17,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4051160216331482,0.39124882221221924
"(17,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.19239181280136108,0.1729412078857422
"(17,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.238941490650177,0.23197054862976074
"(17,)",1,dam_as_total_procured__mw__ru__as_caiso,0.3869856595993042,0.3695181608200073
"(17,)",1,dam_as_total_procured__mw__rd__as_caiso,0.7369836568832397,0.7227803468704224
"(17,)",1,dam_as_total_procured__mw__sr__as_caiso,0.06684333086013794,0.10277241468429565
"(17,)",1,dam_as_total_procured__mw__nr__as_caiso,0.025370001792907715,0.027203142642974854
"(21,)",1,actual_load__mw__ca_iso_tac,0.10805875062942505,0.11153221130371094
"(21,)",1,dam_schedule__mw__generation__caiso_totals,0.10955709218978882,0.11106342077255249
"(21,)",1,dam_schedule__mw__import__caiso_totals,0.26966720819473267,0.28477662801742554
"(21,)",1,dam_schedule__mw__export__caiso_totals,0.08782821893692017,0.08370870351791382
"(21,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.9507726430892944,0.957378625869751
"(21,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.4223483204841614,0.4185997247695923
"(21,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.35851341485977173,0.3731943964958191
"(21,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.3517352342605591,0.3268667459487915
"(21,)",1,dam_as_total_procured__mw__ru__as_caiso,0.1801329255104065,0.15766942501068115
"(21,)",1,dam_as_total_procured__mw__rd__as_caiso,0.42118972539901733,0.41954874992370605
"(21,)",1,dam_as_total_procured__mw__sr__as_caiso,0.028667688369750977,0.0402410626411438
"(21,)",1,dam_as_total_procured__mw__nr__as_caiso,0.01391679048538208,0.021191656589508057
"(25,)",1,actual_load__mw__ca_iso_tac,0.011083126068115234,0.015886664390563965
"(25,)",1,dam_schedule__mw__generation__caiso_totals,0.015033066272735596,0.018073737621307373
"(25,)",1,dam_schedule__mw__import__caiso_totals,0.11888253688812256,0.12665337324142456
"(25,)",1,dam_schedule__mw__export__caiso_totals,0.0232999324798584,0.02795100212097168
"(25,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.27264732122421265,0.27141058444976807
"(25,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.22868794202804565,0.21507573127746582
"(25,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.07342803478240967,0.07758826017379761
"(25,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.16206049919128418,0.16249406337738037
"(25,)",1,dam_as_total_procured__mw__ru__as_caiso,0.12747907638549805,0.10635215044021606
"(25,)",1,dam_as_total_procured__mw__rd__as_caiso,0.3206748962402344,0.306637704372406
"(25,)",1,dam_as_total_procured__mw__sr__as_caiso,0.0,0.007050573825836182
"(25,)",1,dam_as_total_procured__mw__nr__as_caiso,0.015946924686431885,0.03479212522506714
"(29,)",1,actual_load__mw__ca_iso_tac,0.30993497371673584,0.3214641213417053
"(29,)",1,dam_schedule__mw__generation__caiso_totals,0.2709959149360657,0.28706663846969604
"(29,)",1,dam_schedule__mw__import__caiso_totals,0.276475191116333,0.28656476736068726
"(29,)",1,dam_schedule__mw__export__caiso_totals,0.12412673234939575,0.1340894103050232
"(29,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.6233014464378357,0.643564760684967
"(29,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.18024969100952148,0.19034135341644287
"(29,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.31349843740463257,0.3125510811805725
"(29,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.16375136375427246,0.16806316375732422
"(29,)",1,dam_as_total_procured__mw__ru__as_caiso,0.08230358362197876,0.07599061727523804
"(29,)",1,dam_as_total_procured__mw__rd__as_caiso,0.22339046001434326,0.22838956117630005
"(29,)",1,dam_as_total_procured__mw__sr__as_caiso,0.024128973484039307,0.03715246915817261
"(29,)",1,dam_as_total_procured__mw__nr__as_caiso,0.08362382650375366,0.10093140602111816
"(33,)",1,actual_load__mw__ca_iso_tac,0.17627346515655518,0.17212194204330444
"(33,)",1,dam_schedule__mw__generation__caiso_totals,0.184925377368927,0.17707210779190063
"(33,)",1,dam_schedule__mw__import__caiso_totals,0.1740826964378357,0.17730724811553955
"(33,)",1,dam_schedule__mw__export__caiso_totals,0.14871907234191895,0.15114229917526245
"(33,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.2704521417617798,0.2787012457847595
"(33,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2685971260070801,0.26025015115737915
"(33,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.01349729299545288,0.022006213665008545
"(33,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1718772053718567,0.17013001441955566
"(33,)",1,dam_as_total_procured__mw__ru__as_caiso,0.27705270051956177,0.262895405292511
"(33,)",1,dam_as_total_procured__mw__rd__as_caiso,0.6897975206375122,0.6865066289901733
"(33,)",1,dam_as_total_procured__mw__sr__as_caiso,0.029101848602294922,0.05422317981719971
"(33,)",1,dam_as_total_procured__mw__nr__as_caiso,0.027124226093292236,0.02537602186203003
"(37,)",1,actual_load__mw__ca_iso_tac,0.3994399309158325,0.4248957633972168
"(37,)",1,dam_schedule__mw__generation__caiso_totals,0.29350215196609497,0.3267650008201599
"(37,)",1,dam_schedule__mw__import__caiso_totals,0.09415227174758911,0.0949627161026001
"(37,)",1,dam_schedule__mw__export__caiso_totals,0.19144034385681152,0.2078680396080017
"(37,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.0805770754814148,0.0856238603591919
"(37,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.03525596857070923,0.034826815128326416
"(37,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.02429640293121338,0.027405381202697754
"(37,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.010089635848999023,0.01252073049545288
"(37,)",1,dam_as_total_procured__mw__ru__as_caiso,0.010637879371643066,0.010727882385253906
"(37,)",1,dam_as_total_procured__mw__rd__as_caiso,0.06407326459884644,0.07486575841903687
"(37,)",1,dam_as_total_procured__mw__sr__as_caiso,0.14782118797302246,0.1525900959968567
"(37,)",1,dam_as_total_procured__mw__nr__as_caiso,0.464077889919281,0.456728994846344
"(41,)",1,actual_load__mw__ca_iso_tac,0.00016319751739501953,0.0008034706115722656
"(41,)",1,dam_schedule__mw__generation__caiso_totals,0.005040168762207031,0.00473630428314209
"(41,)",1,dam_schedule__mw__import__caiso_totals,0.15818184614181519,0.17031055688858032
"(41,)",1,dam_schedule__mw__export__caiso_totals,0.08240586519241333,0.0780908465385437
"(41,)",1,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5217214822769165,0.5301368236541748
"(41,)",1,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.2665535807609558,0.2701987028121948
"(41,)",1,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.150002121925354,0.1367892026901245
"(41,)",1,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.18857145309448242,0.19916856288909912
"(41,)",1,dam_as_total_procured__mw__ru__as_caiso,0.15201610326766968,0.1365969181060791
"(41,)",1,dam_as_total_procured__mw__rd__as_caiso,0.3074069023132324,0.30964386463165283
"(41,)",1,dam_as_total_procured__mw__sr__as_caiso,0.007209956645965576,0.019172370433807373
"(41,)",1,dam_as_total_procured__mw__nr__as_caiso,0.0,0.0012674331665039062
"(0, 2)",2,actual_load__mw__ca_iso_tac,0.7216235399246216,0.7058435678482056
"(0, 2)",2,dam_schedule__mw__generation__caiso_totals,0.6489546895027161,0.6560142040252686
"(0, 2)",2,dam_schedule__mw__import__caiso_totals,0.2763436436653137,0.28387922048568726
"(0, 2)",2,dam_schedule__mw__export__caiso_totals,0.3809773325920105,0.36939316987991333
"(0, 2)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.6429280042648315,0.6635571718215942
"(0, 2)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.23812568187713623,0.2513467073440552
"(0, 2)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.37588077783584595,0.37536710500717163
"(0, 2)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.19494110345840454,0.21721690893173218
"(0, 2)",2,dam_as_total_procured__mw__ru__as_caiso,0.18019014596939087,0.15716522932052612
"(0, 2)",2,dam_as_total_procured__mw__rd__as_caiso,0.3508821725845337,0.34379273653030396
"(0, 2)",2,dam_as_total_procured__mw__sr__as_caiso,0.08885741233825684,0.0978928804397583
"(0, 2)",2,dam_as_total_procured__mw__nr__as_caiso,0.21122974157333374,0.21608209609985352
"(0, 6)",2,actual_load__mw__ca_iso_tac,0.7781673669815063,0.7830450534820557
"(0, 6)",2,dam_schedule__mw__generation__caiso_totals,0.7847871780395508,0.7922672033309937
"(0, 6)",2,dam_schedule__mw__import__caiso_totals,0.30090588331222534,0.29188281297683716
"(0, 6)",2,dam_schedule__mw__export__caiso_totals,0.5823279619216919,0.5712614059448242
"(0, 6)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5964350700378418,0.62284916639328
"(0, 6)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.32792383432388306,0.30507445335388184
"(0, 6)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.43459999561309814,0.4365122318267822
"(0, 6)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.22916054725646973,0.24416738748550415
"(0, 6)",2,dam_as_total_procured__mw__ru__as_caiso,0.16920727491378784,0.15899252891540527
"(0, 6)",2,dam_as_total_procured__mw__rd__as_caiso,0.3423033356666565,0.3383150100708008
"(0, 6)",2,dam_as_total_procured__mw__sr__as_caiso,0.07977497577667236,0.11340254545211792
"(0, 6)",2,dam_as_total_procured__mw__nr__as_caiso,0.21876400709152222,0.22615313529968262
"(0, 10)",2,actual_load__mw__ca_iso_tac,0.6361724138259888,0.6326549053192139
"(0, 10)",2,dam_schedule__mw__generation__caiso_totals,0.5715713500976562,0.5907124280929565
"(0, 10)",2,dam_schedule__mw__import__caiso_totals,0.22190618515014648,0.21984106302261353
"(0, 10)",2,dam_schedule__mw__export__caiso_totals,0.31876373291015625,0.3100340962409973
"(0, 10)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.48856282234191895,0.5173567533493042
"(0, 10)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.09526735544204712,0.10509926080703735
"(0, 10)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.38401901721954346,0.3806544542312622
"(0, 10)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.09406137466430664,0.10787564516067505
"(0, 10)",2,dam_as_total_procured__mw__ru__as_caiso,0.09972769021987915,0.09608656167984009
"(0, 10)",2,dam_as_total_procured__mw__rd__as_caiso,0.14735764265060425,0.1584133505821228
"(0, 10)",2,dam_as_total_procured__mw__sr__as_caiso,0.045048415660858154,0.05550980567932129
"(0, 10)",2,dam_as_total_procured__mw__nr__as_caiso,0.20812439918518066,0.21773040294647217
"(0, 14)",2,actual_load__mw__ca_iso_tac,0.6322969198226929,0.6296801567077637
"(0, 14)",2,dam_schedule__mw__generation__caiso_totals,0.5771352052688599,0.5915015935897827
"(0, 14)",2,dam_schedule__mw__import__caiso_totals,0.2246270775794983,0.21818780899047852
"(0, 14)",2,dam_schedule__mw__export__caiso_totals,0.3397873044013977,0.33789193630218506
"(0, 14)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4795895218849182,0.5011638402938843
"(0, 14)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.12416154146194458,0.12875986099243164
"(0, 14)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4223930835723877,0.4313175082206726
"(0, 14)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.10394388437271118,0.11800599098205566
"(0, 14)",2,dam_as_total_procured__mw__ru__as_caiso,0.10672444105148315,0.09687471389770508
"(0, 14)",2,dam_as_total_procured__mw__rd__as_caiso,0.15821725130081177,0.16331839561462402
"(0, 14)",2,dam_as_total_procured__mw__sr__as_caiso,0.054453492164611816,0.05790519714355469
"(0, 14)",2,dam_as_total_procured__mw__nr__as_caiso,0.21723926067352295,0.22553342580795288
"(0, 18)",2,actual_load__mw__ca_iso_tac,0.6392269730567932,0.6348539590835571
"(0, 18)",2,dam_schedule__mw__generation__caiso_totals,0.5786551833152771,0.5907127261161804
"(0, 18)",2,dam_schedule__mw__import__caiso_totals,0.2334783673286438,0.23378318548202515
"(0, 18)",2,dam_schedule__mw__export__caiso_totals,0.30428797006607056,0.300032377243042
"(0, 18)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4691782593727112,0.4968142509460449
"(0, 18)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.08595430850982666,0.09159719944000244
"(0, 18)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.3805549144744873,0.37526023387908936
"(0, 18)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.09281164407730103,0.10432958602905273
"(0, 18)",2,dam_as_total_procured__mw__ru__as_caiso,0.08767575025558472,0.08070230484008789
"(0, 18)",2,dam_as_total_procured__mw__rd__as_caiso,0.14247941970825195,0.1472083330154419
"(0, 18)",2,dam_as_total_procured__mw__sr__as_caiso,0.04437011480331421,0.05223524570465088
"(0, 18)",2,dam_as_total_procured__mw__nr__as_caiso,0.20814037322998047,0.21359622478485107
"(0, 22)",2,actual_load__mw__ca_iso_tac,0.6480755805969238,0.6484718322753906
"(0, 22)",2,dam_schedule__mw__generation__caiso_totals,0.5856131315231323,0.6049981713294983
"(0, 22)",2,dam_schedule__mw__import__caiso_totals,0.247383713722229,0.24656343460083008
"(0, 22)",2,dam_schedule__mw__export__caiso_totals,0.3330548405647278,0.33265119791030884
"(0, 22)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.6200534105300903,0.6494969129562378
"(0, 22)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.125471830368042,0.11958092451095581
"(0, 22)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4198278784751892,0.43639177083969116
"(0, 22)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.17310482263565063,0.1578083634376526
"(0, 22)",2,dam_as_total_procured__mw__ru__as_caiso,0.11603939533233643,0.11009949445724487
"(0, 22)",2,dam_as_total_procured__mw__rd__as_caiso,0.18779510259628296,0.20519232749938965
"(0, 22)",2,dam_as_total_procured__mw__sr__as_caiso,0.06460529565811157,0.07033020257949829
"(0, 22)",2,dam_as_total_procured__mw__nr__as_caiso,0.24338138103485107,0.2434765100479126
"(0, 26)",2,actual_load__mw__ca_iso_tac,0.6704703569412231,0.6695201992988586
"(0, 26)",2,dam_schedule__mw__generation__caiso_totals,0.6358309984207153,0.6499783992767334
"(0, 26)",2,dam_schedule__mw__import__caiso_totals,0.24330800771713257,0.2450811266899109
"(0, 26)",2,dam_schedule__mw__export__caiso_totals,0.45010679960250854,0.4301244020462036
"(0, 26)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4839513897895813,0.5215365886688232
"(0, 26)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.17370307445526123,0.19971323013305664
"(0, 26)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.4511563777923584,0.4544604420661926
"(0, 26)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1529439091682434,0.16778278350830078
"(0, 26)",2,dam_as_total_procured__mw__ru__as_caiso,0.16935676336288452,0.16446328163146973
"(0, 26)",2,dam_as_total_procured__mw__rd__as_caiso,0.27309519052505493,0.28591954708099365
"(0, 26)",2,dam_as_total_procured__mw__sr__as_caiso,0.060714662075042725,0.06323766708374023
"(0, 26)",2,dam_as_total_procured__mw__nr__as_caiso,0.2206515669822693,0.22478502988815308
"(0, 30)",2,actual_load__mw__ca_iso_tac,0.6231510639190674,0.6189165711402893
"(0, 30)",2,dam_schedule__mw__generation__caiso_totals,0.5632345676422119,0.5787636637687683
"(0, 30)",2,dam_schedule__mw__import__caiso_totals,0.21108567714691162,0.21156823635101318
"(0, 30)",2,dam_schedule__mw__export__caiso_totals,0.29473876953125,0.2895028591156006
"(0, 30)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.4588688015937805,0.4847146272659302
"(0, 30)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.08318567276000977,0.088570237159729
"(0, 30)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.36676621437072754,0.36173880100250244
"(0, 30)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.0880509614944458,0.09865820407867432
"(0, 30)",2,dam_as_total_procured__mw__ru__as_caiso,0.07038795948028564,0.0625690221786499
"(0, 30)",2,dam_as_total_procured__mw__rd__as_caiso,0.12709271907806396,0.13169264793395996
"(0, 30)",2,dam_as_total_procured__mw__sr__as_caiso,0.041079819202423096,0.04884618520736694
"(0, 30)",2,dam_as_total_procured__mw__nr__as_caiso,0.1978808045387268,0.20818889141082764
"(0, 34)",2,actual_load__mw__ca_iso_tac,0.7076363563537598,0.6951173543930054
"(0, 34)",2,dam_schedule__mw__generation__caiso_totals,0.6739204525947571,0.6816335916519165
"(0, 34)",2,dam_schedule__mw__import__caiso_totals,0.3123314380645752,0.30830830335617065
"(0, 34)",2,dam_schedule__mw__export__caiso_totals,0.39688122272491455,0.3884352445602417
"(0, 34)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.6273738741874695,0.6330362558364868
"(0, 34)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.31980568170547485,0.3035385012626648
"(0, 34)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.38163459300994873,0.3782631754875183
"(0, 34)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.21006262302398682,0.2129678726196289
"(0, 34)",2,dam_as_total_procured__mw__ru__as_caiso,0.8440110683441162,0.8376401662826538
"(0, 34)",2,dam_as_total_procured__mw__rd__as_caiso,0.6752631664276123,0.6580618023872375
"(0, 34)",2,dam_as_total_procured__mw__sr__as_caiso,0.07345551252365112,0.08586925268173218
"(0, 34)",2,dam_as_total_procured__mw__nr__as_caiso,0.21217083930969238,0.21743226051330566
"(0, 38)",2,actual_load__mw__ca_iso_tac,0.7412527799606323,0.7461115121841431
"(0, 38)",2,dam_schedule__mw__generation__caiso_totals,0.6753718852996826,0.69191974401474
"(0, 38)",2,dam_schedule__mw__import__caiso_totals,0.30542218685150146,0.30203360319137573
"(0, 38)",2,dam_schedule__mw__export__caiso_totals,0.38541847467422485,0.38283753395080566
"(0, 38)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5704920291900635,0.605093240737915
"(0, 38)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.26518362760543823,0.2604483366012573
"(0, 38)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.35888969898223877,0.35924410820007324
"(0, 38)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.1680198311805725,0.18071246147155762
"(0, 38)",2,dam_as_total_procured__mw__ru__as_caiso,0.1347508430480957,0.12159019708633423
"(0, 38)",2,dam_as_total_procured__mw__rd__as_caiso,0.40567547082901,0.4017524719238281
"(0, 38)",2,dam_as_total_procured__mw__sr__as_caiso,0.08796226978302002,0.10624516010284424
"(0, 38)",2,dam_as_total_procured__mw__nr__as_caiso,0.20848995447158813,0.2136228084564209
"(0, 42)",2,actual_load__mw__ca_iso_tac,0.6359453201293945,0.6396254897117615
"(0, 42)",2,dam_schedule__mw__generation__caiso_totals,0.5832017660140991,0.6029417514801025
"(0, 42)",2,dam_schedule__mw__import__caiso_totals,0.2289080023765564,0.23278379440307617
"(0, 42)",2,dam_schedule__mw__export__caiso_totals,0.3199922442436218,0.3169211149215698
"(0, 42)",2,dam_lmp__lmp_usd_per_mwh__th_sp15_gen_apnd,0.5794913172721863,0.6023632287979126
"(0, 42)",2,dam_lmp__congestion_usd_per_mwh__th_sp15_gen_apnd,0.14072126150131226,0.1493748426437378
"(0, 42)",2,dam_lmp__loss_usd_per_mwh__th_sp15_gen_apnd,0.3843483328819275,0.38248616456985474
"(0, 42)",2,rt15_lmp_hourly_mean__congestion_usd_per_mwh__th_sp15_gen_apnd,0.14425575733184814,0.1534091830253601
"(0, 42)",2,dam_as_total_procured__mw__ru__as_caiso,0.1023755669593811,0.0934184193611145
"(0, 42)",2,dam_as_total_procured__mw__rd__as_caiso,0.1975988745689392,0.21808433532714844
"(0, 42)",2,dam_as_total_procured__mw__sr__as_caiso,0.04399043321609497,0.058503150939941406
"(0, 42)",2,dam_as_total_procured__mw__nr__as_caiso,0.21602708101272583,0.21474963426589966
"(1, 4)",2,actual_load__mw__ca_iso_tac,0.8419463634490967,0.8465051651000977
"(1, 4)",2,dam_schedule__mw__generation__caiso_totals,0.8513377904891968,0.8536530137062073
"(1, 4)",2,dam_schedule__mw__import__caiso_totals,0.13947927951812744,0.13752961158752441
"(1, 4)",2,dam_schedule__mw__export__caiso_totals,0.5899965763092041,0.582050085067749
