S,conf,syn_search,syn_audit,se,p@0.0,q@0.0,rej@0.0,p@0.05,q@0.05,rej@0.05,p@0.1,q@0.1,rej@0.1,p@0.15,q@0.15,rej@0.15
"(0, 17, 25)",6,0.038468303011053306,1.4002362799547488,1.3655344365854332,0.15267905957551617,0.1843619132948702,False,0.16147268663946723,0.5394238956473787,False,0.17059049362932605,1.0,False,0.18003178412028725,1.0,False
"(31, 37, 41)",1,0.004277994979373423,1.2834316425161079,0.9192249313828253,0.0814439858993677,0.10588183956509761,False,0.08994411214456265,0.3527449870425193,False,0.09908726003028347,1.0,False,0.10889311796142816,1.0,False
"(1, 5, 36)",2,0.07615475134148708,1.1404023594178185,0.7754235663298584,0.07080867118087146,0.0937977636646791,False,0.07995079634186392,0.3221382253579695,False,0.08995961906728998,1.0,False,0.10087201646186399,1.0,False
"(1, 16, 36)",2,0.08221912928103159,1.1380546739049593,0.7753865796519137,0.07120960301844617,0.09427228932190135,False,0.08039107782838671,0.3231257768616551,False,0.09044111300961048,1.0,False,0.10139640238635073,1.0,False
"(1, 10, 36)",2,0.08577609233761074,1.1289654599433538,0.7755405297034417,0.07285578629403731,0.09623997942132756,False,0.08219414287325691,0.32837985768127137,False,0.09240784557178527,1.0,False,0.10353278581514198,1.0,False
"(1, 8, 36)",2,0.08261392802581502,1.1251739829282459,0.7754212769206321,0.07350304728995637,0.096959597441054,False,0.08290497103512462,0.33062132983715464,False,0.09318525360600928,1.0,False,0.104379490418697,1.0,False
"(1, 12, 36)",2,0.06449397323428963,1.0910455128506331,0.7668592425446256,0.07752419821091873,0.10143553458856033,False,0.08742122149941463,0.3449960242962596,False,0.0982332469699537,1.0,False,0.10999494235053449,1.0,False
"(1, 18, 36)",2,0.07277849508625056,1.0762051768978798,0.773145146267853,0.08208203450486516,0.10658833856088186,False,0.09231848608266935,0.3599252368792678,False,0.10347154366692647,1.0,False,0.11557274001164053,1.0,False
"(1, 30, 36)",2,0.058125234665914016,1.040860125534508,0.7634299619024437,0.08649560757537308,0.11154597013858308,False,0.097274277191964,0.37352871183832165,False,0.1090083780639407,1.0,False,0.12172810116737891,1.0,False
"(1, 31, 36)",2,0.05240662113430694,0.9422072902252118,0.7287872319993259,0.09814688104519083,0.12474638124400263,False,0.11054190526824957,0.4128643523329659,False,0.1240220984361566,1.0,False,0.13861381955471155,1.0,False
"(9, 37, 41)",0,0.05885464570596277,0.8488083927713305,0.5009509407396291,0.045214220955651224,0.06287943901092538,False,0.055523430041228054,0.24784371670577163,False,0.06760733184722895,1.0,False,0.08163180024717642,1.0,False
"(9, 37, 38)",4,0.031888198184666816,0.8292835457706013,0.5016102205340256,0.04926070136759301,0.06777568345235838,False,0.06026518982315845,0.26359054624105366,False,0.0731090501647716,1.0,False,0.08795229118555233,1.0,False
"(9, 11, 37)",4,0.02538889747346107,0.794913670214221,0.4989900406566261,0.055695834210752304,0.07570929162344284,False,0.06785975420104358,0.2878714236510638,False,0.08198262283951646,1.0,False,0.09821689380870074,1.0,False
"(5, 30, 31)",3,0.005766826051680218,0.7838137144914308,0.7417718303826915,0.14542692426740014,0.17671659647650678,False,0.1613566491186007,0.5393908267111703,False,0.1783844204905502,1.0,False,0.19650355539508646,1.0,False
"(8, 9, 37)",3,0.10256500165320459,0.7504652759961215,0.40669925246822,0.03261292556156406,0.04705071744415625,True,0.04262419813651409,0.2016124571857116,False,0.05498922317392489,1.0,False,0.07003383829800777,1.0,False
"(9, 37, 42)",3,0.050399088582366525,0.7349502317862033,0.4250765950513957,0.04202404157502037,0.058815006511631594,False,0.05367157448963183,0.24144916186843882,False,0.06774351645699261,1.0,False,0.08451226536935874,1.0,False
"(9, 37, 40)",3,0.03334254103018286,0.7127690020307906,0.42327515369019597,0.046216150416968936,0.06406601382900738,False,0.05881734636918573,0.25864625565649446,False,0.07397242980563618,1.0,False,0.09194783185741642,1.0,False
"(12, 27, 42)",7,0.018433984592206243,0.701550648094279,0.6947804721316732,0.15640227232592752,0.18827410422510307,False,0.17426551765216014,0.5666517347864496,False,0.1933754785104117,1.0,False,0.21371372342135952,1.0,False
"(11, 21, 37)",1,0.2258715683053697,0.6816101415366406,0.27634095944251136,0.006884707451755053,0.011594743831516267,True,0.01121796704065993,0.07014457040128276,False,0.01775463500744713,0.6642440283577113,False,0.027301544424917883,1.0,False
"(2, 12, 33)",7,0.029305366276412892,0.6270026012623796,0.5918162485825478,0.14479413823183757,0.17609502799628293,False,0.16487791083881637,0.5462824039428757,False,0.18668504275967868,1.0,False,0.2101953087462748,1.0,False
"(2, 33, 39)",7,0.05303464553644743,0.6153428800612888,0.5911583376470598,0.14905474011222106,0.1806571031807184,False,0.16954094430924205,0.556618806750521,False,0.19175210251328811,1.0,False,0.21566209932761243,1.0,False
"(11, 23, 37)",1,0.174377869607917,0.6093247823206271,0.27596566611492934,0.01370956744721053,0.021556394547175145,True,0.021443149836720736,0.11867658856562033,False,0.032587421422491894,1.0,False,0.048133291224547965,1.0,False
"(13, 37, 43)",7,0.05014300611160183,0.5948394349305081,0.37339005726572755,0.055692166213577025,0.07570929162344284,False,0.07237926114469911,0.3013290169522369,False,0.09265795104246954,1.0,False,0.11686554607150622,1.0,False
"(2, 31, 33)",7,0.012943969376938091,0.594137319591235,0.5898511976847295,0.15699652305117892,0.18888644179594963,False,0.17821916018270945,0.5768168517741457,False,0.20116709532185956,1.0,False,0.22580321452482854,1.0,False
"(4, 11, 15)",7,0.04054431502380451,0.5938691183332784,0.5087523268792561,0.12164999248031858,0.15088335834513383,False,0.14262775149769777,0.49683375613769315,False,0.16592720742608075,1.0,False,0.1915571616040329,1.0,False
"(3, 28, 30)",6,0.06651660879616805,0.5802111216379326,0.5182416680913927,0.13154993801882586,0.16182866237426433,False,0.15322575233446295,0.5222135522176087,False,0.1771483908635268,1.0,False,0.2033066594060225,1.0,False
"(4, 15, 25)",6,0.09759079759910716,0.5742329195524032,0.47834484036171276,0.11508942686702706,0.1437288420015942,False,0.13665536501558703,0.48121873285467553,False,0.16083588944099866,1.0,False,0.18765414590752355,1.0,False
"(13, 34, 37)",7,0.04215513810902216,0.5703774319820025,0.3771854527543837,0.06536308727392012,0.08742362430375662,False,0.08396776254792153,0.33394802719774824,False,0.10629716737251681,1.0,False,0.1326323299447314,1.0,False
"(4, 15, 26)",6,0.08635162584973888,0.555755890441341,0.4779637657573648,0.12257002573331902,0.1518680345038897,False,0.1450919184029082,0.5022470902582635,False,0.17024724788165996,1.0,False,0.19803889051633028,1.0,False
"(9, 16, 37)",6,0.07527554363377176,0.5492659798263096,0.31319909341855257,0.039855672065697643,0.05613021276457886,False,0.05557929403937517,0.24800949132664582,False,0.0758425797988688,1.0,False,0.10130334948739808,1.0,False
"(37, 40, 41)",3,0.019995375620703193,0.5446142322898697,0.3798353497441997,0.07593180323006846,0.0996439895491996,False,0.0965419497091771,0.37147053513897194,False,0.12099753912255706,1.0,False,0.1495196133404323,1.0,False
"(4, 15, 43)",7,0.05107405107607321,0.5414562932771105,0.508233497385814,0.14345276260536,0.1747177197894815,False,0.16686409934736907,0.5505600726847424,False,0.19261013172008506,1.0,False,0.2206515085561454,1.0,False
"(9, 18, 37)",6,0.06434075249960036,0.5377912589632258,0.31278731226954354,0.04289350711291338,0.05995987117169484,False,0.059560204504729604,0.2612836530177671,False,0.08092835501931728,1.0,False,0.1076373279370113,1.0,False
"(3, 30, 34)",6,0.0367082813242694,0.5366340573925646,0.5064855891052568,0.14477821993235104,0.17609502799628293,False,0.1684138144374771,0.5541546728968813,False,0.1943991498134161,1.0,False,0.2226912998258489,1.0,False
"(4, 15, 38)",7,0.05392742427723418,0.5357767645055926,0.5086176205722757,0.14617659431366523,0.17756239705495572,False,0.16985375417740883,0.5573694549865219,False,0.19585988545270167,1.0,False,0.22414988495599825,1.0,False
"(4, 5, 15)",6,0.0554301432260349,0.5329120456144897,0.478144028847053,0.13262554247794966,0.16293198000940876,False,0.15634776651569557,0.5293123261078405,False,0.18270988345996275,1.0,False,0.2116877754341125,1.0,False
"(1, 4, 15)",6,0.04934549015686496,0.5321106839369873,0.4747090171392849,0.1312639018412491,0.16152179838200342,False,0.15500576515268444,0.5261138784423763,False,0.181425417190826,1.0,False,0.21050126362062987,1.0,False
"(13, 30, 37)",7,0.0467916587482653,0.5294666536121615,0.3322260521092463,0.05562309767449266,0.07562594247007297,False,0.0746026298596581,0.30693918293299527,False,0.09817258954361653,1.0,False,0.12679118308990978,1.0,False
"(4, 6, 15)",6,0.058914131105046064,0.5291539707561324,0.47889654235364343,0.13469348152846772,0.16523469710958275,False,0.15861774722238955,0.5338585626971607,False,0.1851738833315883,1.0,False,0.21433253623315202,1.0,False
"(4, 14, 15)",6,0.07283043276802548,0.5237738120174142,0.4758330275945162,0.13560372528924533,0.16625955727927838,False,0.15979675030185647,0.5361915786667816,False,0.18665552806844637,1.0,False,0.21614707455778165,1.0,False
"(4, 8, 15)",6,0.0655453349763212,0.5227932178153423,0.47792940228961556,0.1371064328170028,0.1679390364949197,False,0.16136110355101607,0.5393908267111703,False,0.18825797347401457,1.0,False,0.2177608968131386,1.0,False
"(4, 15, 35)",6,0.07036982385836521,0.5211103287595829,0.47770525612286924,0.1377673423148092,0.16866247750206442,False,0.16211001571779565,0.5400292306035603,False,0.18909716169576224,1.0,False,0.21869078097091682,1.0,False
"(9, 10, 37)",6,0.04110124554087302,0.5168856324256887,0.3137758424313174,0.0498674152601902,0.06851079333049367,False,0.06850135103886096,0.289628022068873,False,0.09210425296558669,1.0,False,0.12125590499947911,1.0,False
"(4, 15, 18)",6,0.05290187988083106,0.5145410399905905,0.4789060909861515,0.14141877133848935,0.1725267324619522,False,0.1661118019345511,0.5487614629137428,False,0.1934341862108122,1.0,False,0.22333883249993597,1.0,False
"(4, 7, 15)",6,0.03525592088762752,0.5144817442798806,0.4785067317663626,0.1412458074246686,0.1723315959034833,False,0.16594104361573586,0.5486673917780452,False,0.1932701251640016,1.0,False,0.22318621951056633,1.0,False
"(4, 9, 15)",6,0.03986199807724733,0.5102684345600521,0.4809568992586442,0.14445555800955437,0.17575293124023822,False,0.16937588813168114,0.556618806750521,False,0.19690070617354793,1.0,False,0.22697607152687155,1.0,False
"(4, 15, 39)",6,0.03557181857903613,0.5089660946781182,0.4797409433086243,0.14446137190284153,0.17575293124023822,False,0.1694488289722204,0.556618806750521,False,0.19705390152029117,1.0,False,0.22722198716499986,1.0,False
"(3, 26, 36)",9,0.1365051318496835,0.5088717674223306,0.3684066654255831,0.08371481317924008,0.10844278029595615,False,0.10657494111559913,0.4009882159474417,False,0.13363638827408494,1.0,False,0.16508889525607817,1.0,False
"(9, 12, 37)",6,0.04134677112426399,0.5082534304583076,0.31281058887523183,0.0522234635296419,0.07143643368999972,False,0.07158675703943253,0.2990835994417175,False,0.09604181286519882,1.0,False,0.12615285598285797,1.0,False
"(4, 12, 15)",6,0.04222940323943647,0.4925518803220956,0.47092369541822815,0.14789395533541771,0.17943454969423525,False,0.17375893071184878,0.5652820629692276,False,0.20233536128624824,1.0,False,0.2335542745491736,1.0,False
"(9, 37, 39)",6,0.042284775151864906,0.49224148844184934,0.2909604734233399,0.04546293538840389,0.06316071711780354,False,0.06438428707738392,0.2769423507804068,False,0.0889310999785702,1.0,False,0.11985503656597282,1.0,False
"(13, 31, 37)",7,0.027612403589394097,0.48962280612555753,0.32137014568552447,0.06393170692908098,0.08566486509194138,False,0.08577914443190678,0.3394260498524569,False,0.11279290373586047,1.0,False,0.14539983396851586,1.0,False
"(3, 5, 36)",9,0.07319151759704345,0.48067519168678796,0.3681863241626931,0.0959724422122817,0.12235839667495753,False,0.12116322733819195,0.44148381117022956,False,0.15068234979708092,1.0,False,0.1846436569580987,1.0,False
"(11, 21, 36)",1,0.22492166617445752,0.4470873608308376,0.11020557148753228,2.6340621209356686e-05,7.444626276071702e-05,True,0.00016308776230827604,0.002276010878831199,True,0.0008363949386142134,0.07856180543976342,False,0.0035564797317044483,0.9058080301287252,False
"(8, 37, 41)",6,0.078487782202739,0.4433908467905722,0.2638762271738913,0.046569008914158744,0.06451463954593288,False,0.06812548547650739,0.28862889624147914,False,0.09668682912439042,1.0,False,0.13320343132266438,1.0,False
"(3, 27, 36)",9,0.05019978176187467,0.4283603903623067,0.3671397094558351,0.12176193406856069,0.15100805832044364,False,0.15146829130390682,0.5179566356904058,False,0.18564304765772266,1.0,False,0.22423794639724542,1.0,False
"(3, 36, 39)",9,0.06523168918237021,0.41518501395969143,0.3681857453107175,0.12983707896695953,0.16006231585561181,False,0.1607270851348755,0.5383585016505541,False,0.1960637525801628,1.0,False,0.23575052789573958,1.0,False
"(7, 20, 36)",1,0.20728190626116538,0.4053817828161178,0.11693713493066855,0.0002720196262062082,0.0006202871779399142,True,0.001210035644631095,0.01182745171749927,True,0.004558823490909273,0.25262367495231136,False,0.014572492288686716,1.0,False
"(17, 30, 36)",11,0.009628131261582351,0.4000726270841988,0.2584064287374151,0.060904398032803876,0.08194837423005735,False,0.08786773013705584,0.3462422546668157,False,0.12287750556625955,1.0,False,0.166674258646356,1.0,False
"(12, 37, 40)",2,0.03785145039675186,0.39655485141177493,0.21871637014878278,0.03502269408231483,0.05011783473000298,False,0.056661497134664104,0.25145191273277034,False,0.0876844570002146,1.0,False,0.12991517994543783,1.0,False
"(11, 37, 43)",1,0.03007040881823886,0.38797733139221086,0.24999942803722386,0.060462490818748126,0.08140339823152386,False,0.08831852615315146,0.3472952970226656,False,0.12478387526093418,1.0,False,0.17065886466889318,1.0,False
"(18, 37, 40)",2,0.04753248561995782,0.3836354484158977,0.2202263881608039,0.04087132147700558,0.05739579913492333,False,0.06501133337705989,0.279016099988686,False,0.09899963930290752,1.0,False,0.14446841213501513,1.0,False
"(14, 36, 37)",6,0.02378886209975173,0.3809416346446246,0.32197417060063815,0.11848364624616553,0.14742553653553328,False,0.15210485992384074,0.5191189344193999,False,0.19153167303728807,1.0,False,0.2366685363042263,1.0,False
"(11, 23, 36)",1,0.1644795915428252,0.38082522840687766,0.11604899558950331,0.0005297325941485346,0.0011374478723902711,True,0.0022151344810827965,0.019162143087825316,True,0.007830499776221437,0.3730472627204198,False,0.023452821041550578,1.0,False
"(4, 15, 40)",6,0.019701311011270484,0.37796437961822205,0.35748280671729527,0.14528635869071702,0.17656198701595302,False,0.17954402754718435,0.5804342646342866,False,0.21848449020187038,1.0,False,0.261892489705146,1.0,False
"(9, 21, 36)",1,0.2384791843292251,0.3738000173711724,0.06083918403475549,5.328251382872882e-10,3.937910787654489e-09,True,6.024964593602027e-08,3.7287210783955716e-06,True,3.69288738442835e-06,0.0008289593308367638,True,0.00012204183090747922,0.05213941963027918,False
"(15, 21, 37)",1,0.23030695445993932,0.3728054462724634,0.08786548173583564,1.1809182087991222e-05,3.588820733670394e-05,True,0.00012428203269372989,0.0018390963586544789,True,0.0009724550433272901,0.08473154338043835,False,0.0056680429055440094,1.0,False
"(3, 25, 36)",4,0.09926093566636174,0.36134715151954006,0.24031162168765022,0.06645507132092737,0.08864588022690427,False,0.09767138050261796,0.3745106437106752,False,0.13850053346652114,1.0,False,0.18965369059800863,1.0,False
"(7, 22, 36)",1,0.1641980277170635,0.34686204442940216,0.11615970437776774,0.0014391768800066649,0.002812521558035749,True,0.00535582152597493,0.03851980526459512,True,0.016878670019641995,0.6405189276221737,False,0.045180128578075525,1.0,False
"(13, 20, 37)",1,0.2345305602035732,0.34593130702229286,0.05786252223704872,1.4503369542663127e-09,9.740498287171929e-09,True,1.8081533146164815e-07,8.739847627292219e-06,True,1.1432953110055963e-05,0.002130428792113965,True,0.00036491458792700253,0.1412004656762551,False
"(19, 27, 37)",3,0.06981692481913315,0.34483429147036054,0.3059504876215295,0.12995519128331298,0.16014948854156483,False,0.16769559271049733,0.5524777188701061,False,0.2118580889504445,1.0,False,0.262177933399379,1.0,False
"(3, 36, 42)",4,0.09225874979005722,0.34129684652648595,0.24013808975255882,0.07774087333930796,0.10165878026321037,False,0.11266698331723032,0.4186760738084732,False,0.15758339492584778,1.0,False,0.21291053003327143,1.0,False
"(19, 27, 36)",3,0.06777254339390604,0.3407283628488109,0.30636118873067475,0.13313286466954696,0.16350256488162832,False,0.17140493132194506,0.5598241456048928,False,0.21607330155908727,1.0,False,0.2668409581917235,1.0,False
"(14, 31, 36)",6,0.011989558981740589,0.33919978413078555,0.28041910238966206,0.11332218532190196,0.14178923215902406,False,0.15129242716900787,0.5176225537138569,False,0.19690547333558994,1.0,False,0.24999165882070695,1.0,False
