indices,source,weight,split,syn3_dnn,syn3_portfolio,parent_gain,pair_gain,strong_dnn,strong_portfolio
"(0, 12, 33)",exact397,1.0,test,0.1651005148887634,0.16510051488876337,0.0,0.0,True,True
"(0, 12, 43)",remainder1800,7.137222222222222,tune,0.04769974946975708,0.04769974946975708,0.0,0.0,False,False
"(0, 13, 14)",exact397,1.0,test,0.1306791305541992,0.13067913055419927,0.0,0.0,True,True
"(0, 13, 15)",remainder1800,7.137222222222222,tune,0.08673447370529175,0.08673447370529175,0.0,0.0,False,False
"(0, 13, 16)",remainder1800,7.137222222222222,tune,0.05373746156692505,0.05373746156692505,0.0,0.0,False,False
"(0, 13, 17)",remainder1800,7.137222222222222,tune,0.0574418306350708,0.0574418306350708,0.0,0.0,False,False
"(0, 13, 30)",remainder1800,7.137222222222222,tune,0.0836603045463562,0.0836603045463562,0.0,0.0,False,False
"(0, 13, 33)",exact397,1.0,test,0.1134198904037475,0.11341989040374756,0.0,0.0,True,True
"(0, 13, 35)",remainder1800,7.137222222222222,tune,0.044125914573669434,0.044125914573669434,0.0,0.0,False,False
"(0, 13, 42)",exact397,1.0,tune,0.1539450883865356,0.1539450883865357,0.0,0.0,True,True
"(0, 13, 43)",exact397,1.0,test,0.059809386730194,0.05980938673019415,0.0,0.0,False,False
"(0, 14, 18)",remainder1800,7.137222222222222,tune,0.04041081666946411,0.04041081666946411,0.0,0.0,False,False
"(0, 14, 19)",remainder1800,7.137222222222222,test,0.13971495628356934,0.13971495628356934,0.000975910303033789,0.0010864273854730433,True,True
"(0, 14, 27)",remainder1800,7.137222222222222,tune,0.05545908212661743,0.05545908212661743,0.0,0.0,False,False
"(0, 14, 30)",remainder1800,7.137222222222222,tune,0.08629250526428223,0.08629250526428223,0.012294831564418351,0.0,False,False
"(0, 14, 31)",exact397,1.0,tune,0.1573067903518676,0.15730679035186773,0.0,0.0,True,True
"(0, 14, 32)",exact397,1.0,test,0.1572872400283813,0.15728724002838135,0.0,0.0,True,True
"(0, 14, 33)",exact397,1.0,test,0.1478461623191833,0.1478461623191834,0.0,0.0,True,True
"(0, 14, 36)",exact397,1.0,tune,0.0451546907424926,0.04515469074249259,0.0,0.0,False,False
"(0, 14, 38)",exact397,1.0,tune,0.0704625844955444,0.07046258449554443,0.0015537142753601074,0.0,False,False
"(0, 15, 16)",remainder1800,7.137222222222222,tune,0.050359368324279785,0.050359368324279785,0.0018727779388427734,0.0,False,False
"(0, 15, 27)",remainder1800,7.137222222222222,tune,0.04331165552139282,0.04331165552139282,0.0,0.0,False,False
"(0, 16, 17)",remainder1800,7.137222222222222,tune,0.053578853607177734,0.053578853607177734,0.0,0.0,False,False
"(0, 16, 18)",exact397,1.0,tune,0.0781598687171936,0.07815986871719363,0.0,0.0,False,False
"(0, 16, 21)",remainder1800,7.137222222222222,test,0.05198967456817627,0.05198967456817627,0.0012843608856201172,0.0,False,False
"(0, 16, 32)",remainder1800,7.137222222222222,test,0.11462092399597168,0.11462092399597168,0.0,0.0,True,True
"(0, 16, 33)",remainder1800,7.137222222222222,test,0.12326693534851074,0.12326693534851074,0.0,0.0,True,True
"(0, 17, 18)",remainder1800,7.137222222222222,tune,0.04818534851074219,0.04818534851074219,0.0,0.0,False,False
"(0, 18, 37)",remainder1800,7.137222222222222,tune,0.06364637613296509,0.06364637613296509,0.0,0.0,False,False
"(0, 18, 41)",remainder1800,7.137222222222222,tune,0.0062302350997924805,0.0062302350997924805,0.04576760530471802,0.0,False,False
"(0, 19, 28)",remainder1800,7.137222222222222,tune,0.07579398155212402,0.07579398155212402,0.005458831787109375,0.0009480702969303367,False,False
"(0, 19, 37)",remainder1800,7.137222222222222,test,0.04953813552856445,0.04953813552856445,0.001434265384363198,0.0009480702969303367,False,False
"(0, 20, 27)",remainder1800,7.137222222222222,test,0.04958212375640869,0.04958212375640869,0.0011365072784259578,0.00010808456965594182,False,False
"(0, 20, 28)",exact397,1.0,tune,0.0755550861358642,0.0755550861358642,0.011517167091369629,0.00010808456965594182,False,False
"(0, 20, 42)",remainder1800,7.137222222222222,tune,0.04153555631637573,0.04153555631637573,0.0005912146958588771,0.0005018189364848213,False,False
"(0, 21, 35)",exact397,1.0,test,0.0416887998580932,0.04168879985809329,0.0,0.0,False,False
"(0, 22, 33)",exact397,1.0,test,0.1417421698570251,0.1417421698570252,0.002161264419555581,0.0,True,True
"(0, 22, 38)",remainder1800,7.137222222222222,tune,0.04426836967468262,0.04426836967468262,0.007032930850982666,0.0,False,False
"(0, 23, 27)",remainder1800,7.137222222222222,test,0.03601634502410889,0.03601634502410889,0.02174973487854004,0.0,False,False
"(0, 23, 29)",remainder1800,7.137222222222222,tune,0.02609807252883911,0.02609807252883911,0.0045531392097473145,0.0,False,False
"(0, 23, 35)",remainder1800,7.137222222222222,tune,0.019096195697784424,0.019096195697784424,0.010181546211242676,0.0,False,False
"(0, 23, 43)",remainder1800,7.137222222222222,tune,0.018271684646606445,0.018271684646606445,0.045657217502593994,0.0,False,False
"(0, 24, 30)",remainder1800,7.137222222222222,tune,0.0636831521987915,0.0636831521987915,0.0,0.0,False,False
"(0, 24, 31)",exact397,1.0,test,0.1255571842193603,0.1255571842193603,0.0,0.0,True,True
"(0, 24, 37)",exact397,1.0,tune,0.0872530341148376,0.0872530341148377,0.0,0.0,False,False
"(0, 24, 42)",remainder1800,7.137222222222222,test,0.0639600157737732,0.0639600157737732,0.0,0.0,False,False
"(0, 25, 32)",remainder1800,7.137222222222222,test,0.03353548049926758,0.03353548049926758,0.0,0.0,False,False
"(0, 25, 33)",remainder1800,7.137222222222222,test,0.03723090887069702,0.03723090887069702,0.0,0.0,False,False
"(0, 26, 41)",remainder1800,7.137222222222222,test,0.01520836353302002,0.01520836353302002,0.016833841800689697,0.0,False,False
"(0, 26, 42)",remainder1800,7.137222222222222,tune,0.09208470582962036,0.09208470582962036,0.0,0.0,False,False
"(0, 26, 43)",remainder1800,7.137222222222222,test,0.059553563594818115,0.059553563594818115,0.0,0.0,False,False
"(0, 27, 33)",remainder1800,7.137222222222222,test,0.05008220672607422,0.05008220672607422,0.003153979778289795,0.0,False,False
"(0, 28, 32)",remainder1800,7.137222222222222,test,0.110706627368927,0.110706627368927,0.0,0.0,True,True
"(0, 28, 34)",remainder1800,7.137222222222222,tune,0.03435403108596802,0.03435403108596802,0.015862464904785156,0.0,False,False
"(0, 28, 43)",remainder1800,7.137222222222222,tune,0.0566939115524292,0.0566939115524292,0.010566771030426025,0.0,False,False
"(0, 29, 31)",remainder1800,7.137222222222222,tune,0.06496435403823853,0.06496435403823853,0.030846978572852235,0.03331793734327515,False,False
"(0, 29, 36)",remainder1800,7.137222222222222,tune,0.030870437622070312,0.030870437622070312,0.007257819175720215,0.0,False,False
"(0, 29, 41)",remainder1800,7.137222222222222,tune,0.009407341480255127,0.009407341480255127,0.0024412870407104492,0.0,False,False
"(0, 31, 35)",remainder1800,7.137222222222222,tune,0.06290805339813232,0.06290805339813232,0.0,0.0,False,False
"(0, 31, 38)",remainder1800,7.137222222222222,tune,0.12425762414932251,0.12425762414932251,0.0,0.0,True,True
"(0, 33, 34)",remainder1800,7.137222222222222,test,0.053730309009552,0.053730309009552,0.0,0.0,False,False
"(0, 33, 35)",remainder1800,7.137222222222222,tune,0.053730309009552,0.053730309009552,0.0,0.0,False,False
"(0, 33, 39)",remainder1800,7.137222222222222,test,0.11053013801574707,0.11053013801574707,0.0,0.0,True,True
"(0, 34, 38)",remainder1800,7.137222222222222,test,0.04684734344482422,0.04684734344482422,0.0,0.0,False,False
"(0, 34, 42)",remainder1800,7.137222222222222,tune,0.043481647968292236,0.043481647968292236,0.0,0.0,False,False
"(0, 35, 39)",remainder1800,7.137222222222222,tune,0.0331842303276062,0.0331842303276062,0.0,0.0,False,False
"(0, 36, 41)",remainder1800,7.137222222222222,tune,0.010179996490478516,0.010179996490478516,0.03209739923477173,0.0,False,False
"(0, 36, 42)",remainder1800,7.137222222222222,test,0.043481647968292236,0.043481647968292236,0.0,0.0,False,False
"(0, 38, 39)",exact397,1.0,tune,0.0150692462921142,0.015069246292114258,0.0021433234214782715,0.0,False,False
"(0, 38, 42)",exact397,1.0,test,0.1770395040512085,0.1770395040512085,0.002176344394683727,0.0,True,True
"(0, 39, 40)",exact397,1.0,tune,0.1554203033447265,0.15542030334472656,0.0,0.0,True,True
"(0, 40, 42)",exact397,1.0,tune,0.1748396158218383,0.17483961582183843,0.0004290342330932617,0.0,True,True
"(1, 2, 3)",exact397,1.0,tune,0.125055730342865,0.125055730342865,0.0,0.0,True,True
"(1, 2, 7)",remainder1800,7.137222222222222,tune,0.07298314571380615,0.07298314571380615,0.0,0.00640011085707376,False,False
"(1, 2, 13)",exact397,1.0,test,0.1304301023483276,0.1304301023483277,0.0,0.0,True,True
"(1, 2, 18)",remainder1800,7.137222222222222,test,0.04607611894607544,0.04607611894607544,0.0,0.0,False,False
"(1, 2, 24)",remainder1800,7.137222222222222,tune,0.06469142436981201,0.06469142436981201,0.0,0.0,False,False
"(1, 2, 28)",remainder1800,7.137222222222222,tune,0.04577690362930298,0.04577690362930298,0.0,0.0,False,False
"(1, 2, 30)",exact397,1.0,test,0.0582085251808166,0.05820852518081668,0.005677878856659019,0.0,False,False
"(1, 3, 12)",exact397,1.0,test,0.1285172700881958,0.1285172700881958,0.0,0.0,True,True
"(1, 3, 16)",remainder1800,7.137222222222222,tune,0.05611664056777954,0.05611664056777954,0.0,0.000613396715316572,False,False
"(1, 3, 20)",remainder1800,7.137222222222222,tune,0.06900995969772339,0.06900995969772339,0.0011935061643637557,0.0008542257941630549,False,False
"(1, 3, 22)",remainder1800,7.137222222222222,tune,0.039736151695251465,0.039736151695251465,0.0,0.0,False,False
"(1, 3, 24)",remainder1800,7.137222222222222,tune,0.06865304708480835,0.06865304708480835,0.0,0.0,False,False
"(1, 3, 31)",remainder1800,7.137222222222222,test,0.08936339616775513,0.08936339616775513,0.0,0.0,False,False
"(1, 3, 32)",remainder1800,7.137222222222222,tune,0.09159666299819946,0.09159666299819946,0.0,0.0,False,False
"(1, 3, 33)",remainder1800,7.137222222222222,tune,0.08993160724639893,0.08993160724639893,0.0,0.0,False,False
"(1, 3, 36)",remainder1800,7.137222222222222,tune,0.035050034523010254,0.035050034523010254,0.0,0.0,False,False
"(1, 3, 42)",exact397,1.0,tune,0.1474666595458984,0.1474666595458985,0.0,0.0,True,True
"(1, 4, 9)",exact397,1.0,test,0.1418442130088806,0.14184421300888062,0.0,0.0,True,True
"(1, 4, 10)",remainder1800,7.137222222222222,test,0.07862651348114014,0.07862651348114014,0.0,0.0,False,False
"(1, 4, 18)",exact397,1.0,tune,0.1446799039840698,0.14467990398406982,0.0,0.0,True,True
"(1, 4, 39)",exact397,1.0,tune,0.064355194568634,0.06435519456863398,0.0029770135879516046,0.0,False,False
"(1, 5, 7)",remainder1800,7.137222222222222,test,0.06945192813873291,0.06945192813873291,0.0,0.00640011085707376,False,False
"(1, 5, 15)",remainder1800,7.137222222222222,test,0.08561789989471436,0.08561789989471436,0.006811731979343039,0.0,False,False
"(1, 5, 21)",remainder1800,7.137222222222222,tune,0.052351295948028564,0.052351295948028564,0.0009093880653381348,0.0,False,False
"(1, 5, 23)",remainder1800,7.137222222222222,tune,0.008486807346343994,0.008486807346343994,0.013767540454864502,0.0,False,False
"(1, 5, 40)",remainder1800,7.137222222222222,tune,0.056009769439697266,0.056009769439697266,0.0032263994216918945,0.0,False,False
"(1, 5, 42)",exact397,1.0,test,0.1223428845405578,0.1223428845405578,0.0,0.0,True,True
"(1, 5, 43)",exact397,1.0,tune,0.0687912702560424,0.06879127025604254,0.0,0.0,False,False
"(1, 6, 7)",remainder1800,7.137222222222222,tune,0.08374476432800293,0.08374476432800293,0.0,0.00640011085707376,False,False
"(1, 6, 11)",remainder1800,7.137222222222222,tune,0.06963843107223511,0.06963843107223511,0.0016080710004244825,0.0016638493574012703,False,False
"(1, 6, 13)",remainder1800,7.137222222222222,tune,0.0992082953453064,0.0992082953453064,0.0,0.0,False,False
"(1, 6, 14)",remainder1800,7.137222222222222,tune,0.07854568958282471,0.07854568958282471,0.0,0.0,False,False
"(1, 6, 19)",remainder1800,7.137222222222222,tune,0.07960712909698486,0.07960712909698486,0.0014469185308673138,0.0008198589435191028,False,False
"(1, 6, 24)",remainder1800,7.137222222222222,tune,0.11182647943496704,0.11182647943496704,0.0,0.0,True,True
"(1, 6, 41)",remainder1800,7.137222222222222,tune,0.0058141350746154785,0.0058141350746154785,0.004098832607269287,0.0,False,False
"(1, 6, 42)",remainder1800,7.137222222222222,test,0.07705223560333252,0.07705223560333252,0.0,0.0,False,False
"(1, 7, 11)",exact397,1.0,test,0.1791528463363647,0.17915284633636475,0.0015159758882123953,0.006400110857073815,True,True
"(1, 7, 14)",exact397,1.0,test,0.145749807357788,0.14574980735778809,0.0,0.006400110857073815,True,True
"(1, 7, 15)",remainder1800,7.137222222222222,tune,0.0708809494972229,0.0708809494972229,0.0,0.00640011085707376,False,False
"(1, 7, 17)",remainder1800,7.137222222222222,test,0.13164526224136353,0.13164526224136353,0.0018100812118187481,0.0,True,True
"(1, 7, 19)",exact397,1.0,tune,0.1396825313568115,0.13968253135681152,0.003260549937781798,0.009181734077834514,True,True
"(1, 7, 20)",exact397,1.0,test,0.1371217966079712,0.1371217966079712,0.0010741562304840135,0.011056264411323014,True,True
"(1, 7, 23)",remainder1800,7.137222222222222,test,0.033230602741241455,0.026830491884167695,0.03859269618988037,0.00640011085707376,False,False
"(1, 7, 40)",remainder1800,7.137222222222222,tune,0.042733609676361084,0.039224445819854736,0.010589778423309326,0.00640011085707376,False,False
"(1, 8, 14)",remainder1800,7.137222222222222,test,0.0538291335105896,0.0538291335105896,0.0,0.0017589919160575507,False,False
"(1, 8, 18)",remainder1800,7.137222222222222,test,0.03420555591583252,0.03420555591583252,0.002004563808441162,0.0,False,False
"(1, 8, 19)",remainder1800,7.137222222222222,tune,0.04384499788284302,0.04384499788284302,0.001236435805854308,0.0008198589435191028,False,False
"(1, 8, 20)",remainder1800,7.137222222222222,tune,0.045409560203552246,0.045409560203552246,0.001459989639935766,0.0008542257941630549,False,False
"(1, 8, 30)",remainder1800,7.137222222222222,tune,0.028976500034332275,0.028976500034332275,0.010258853435516357,0.004919852884096992,False,False
"(1, 8, 32)",remainder1800,7.137222222222222,tune,0.034634172916412354,0.034634172916412354,0.00022286176681518555,0.0,False,False
"(1, 9, 10)",exact397,1.0,tune,0.1331071853637695,0.13310718536376953,0.0,0.0,True,True
"(1, 9, 20)",remainder1800,7.137222222222222,tune,0.037409424781799316,0.037409424781799316,0.0010888638037042098,0.0008542257941630549,False,False
"(1, 9, 22)",remainder1800,7.137222222222222,tune,0.038175225257873535,0.038175225257873535,0.0,0.0,False,False
"(1, 9, 25)",remainder1800,7.137222222222222,tune,0.019980311393737793,0.019980311393737793,0.0,0.0,False,False
"(1, 9, 28)",remainder1800,7.137222222222222,test,0.034669458866119385,0.034669458866119385,0.0,0.0,False,False
"(1, 9, 29)",remainder1800,7.137222222222222,tune,0.09966784715652466,0.09966784715652466,0.02073175509720543,0.015552507078073319,False,False
"(1, 9, 35)",remainder1800,7.137222222222222,test,0.027230441570281982,0.027230441570281982,0.0,6.929408817210603e-05,False,False
"(1, 9, 38)",remainder1800,7.137222222222222,test,0.07282978296279907,0.07282978296279907,0.0005810822648414371,0.0020954141587925523,False,False
"(1, 10, 17)",remainder1800,7.137222222222222,test,0.05353516340255737,0.05353516340255737,0.0,0.0,False,False
"(1, 10, 18)",exact397,1.0,tune,0.1528741121292114,0.15287411212921143,0.0,0.0,True,True
"(1, 10, 20)",remainder1800,7.137222222222222,tune,0.07441717386245728,0.07441717386245728,0.001185430214166061,0.0008542257941630549,False,False
"(1, 10, 37)",remainder1800,7.137222222222222,tune,0.0692298412322998,0.0692298412322998,0.0007961392402648926,0.0,False,False
"(1, 11, 12)",remainder1800,7.137222222222222,test,0.06684213876724243,0.06684213876724243,0.0019808650992546584,0.0016638493574012703,False,False
"(1, 11, 14)",exact397,1.0,tune,0.1740038394927978,0.17400383949279785,0.0012198682533829386,0.0016638493574011592,True,True
"(1, 11, 17)",exact397,1.0,tune,0.177570104598999,0.17757010459899902,0.002031225825851579,0.0016638493574011592,True,True
"(1, 11, 18)",remainder1800,7.137222222222222,test,0.10376560688018799,0.10376560688018799,0.001881002010423738,0.0016638493574012703,True,True
"(1, 11, 19)",exact397,1.0,tune,0.4547143578529358,0.4547143578529358,0.0019387567303930098,0.0012557805704894731,True,True
"(1, 11, 20)",exact397,1.0,test,0.3614066243171692,0.3614066243171692,0.0012401257479648375,0.0012557805704894731,True,True
"(1, 11, 22)",remainder1800,7.137222222222222,test,0.06124234199523926,0.06124234199523926,0.001989794225245811,0.0016638493574012703,False,False
"(1, 11, 26)",exact397,1.0,tune,0.0643327832221984,0.06433278322219849,0.0020765534424650456,0.0016638493574011592,False,False
"(1, 11, 39)",remainder1800,7.137222222222222,test,0.12258219718933105,0.12258219718933105,0.003102464874151889,0.0016638493574012703,True,True
"(1, 11, 40)",exact397,1.0,tune,0.1617283821105957,0.1617283821105957,0.0037183634792632425,0.0016638493574011592,True,True
"(1, 12, 13)",exact397,1.0,tune,0.1327561140060424,0.13275611400604248,0.0,0.0,True,True
"(1, 12, 15)",remainder1800,7.137222222222222,test,0.07471531629562378,0.07471531629562378,0.0004395644049992875,0.002603157753651608,False,False
"(1, 12, 16)",remainder1800,7.137222222222222,tune,0.049310147762298584,0.049310147762298584,0.0,0.000613396715316572,False,False
"(1, 12, 20)",remainder1800,7.137222222222222,test,0.05835533142089844,0.05835533142089844,0.000854079986323919,0.0008542257941630549,False,False
"(1, 12, 22)",remainder1800,7.137222222222222,test,0.04962354898452759,0.04962354898452759,0.0,0.0,False,False
"(1, 12, 24)",remainder1800,7.137222222222222,tune,0.07343310117721558,0.07343310117721558,0.0,0.0,False,False
"(1, 12, 29)",remainder1800,7.137222222222222,tune,0.0765676498413086,0.07218809303102702,0.0,0.004379556810281571,False,False
"(1, 12, 35)",remainder1800,7.137222222222222,tune,0.06966054439544678,0.06966054439544678,0.0,0.0,False,False
"(1, 12, 40)",remainder1800,7.137222222222222,tune,0.05763506889343262,0.05763506889343262,0.0018407106399536133,0.0,False,False
"(1, 13, 17)",remainder1800,7.137222222222222,tune,0.06307125091552734,0.06307125091552734,0.0,0.0,False,False
