数据,目标,方法,k,剩余最大V,剩余危险组合
RTS-GMLC,Y_机组出力_221_CC_1,spearman,18,0.4457811713218689,0
RTS-GMLC,Y_机组出力_221_CC_1,spearman,19,0.39841020107269287,0
RTS-GMLC,Y_机组出力_221_CC_1,spearman,20,0.2690604329109192,0
RTS-GMLC,Y_机组出力_221_CC_1,spearman,21,0.2655419111251831,0
RTS-GMLC,Y_机组出力_221_CC_1,spearman,22,0.015168905258178711,0
RTS-GMLC,Y_机组出力_221_CC_1,spearman,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,mi,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,mi,1,0.9897912740707397,51
RTS-GMLC,Y_机组出力_221_CC_1,mi,2,0.9889261722564697,50
RTS-GMLC,Y_机组出力_221_CC_1,mi,3,0.9881998896598816,49
RTS-GMLC,Y_机组出力_221_CC_1,mi,4,0.9880314469337463,48
RTS-GMLC,Y_机组出力_221_CC_1,mi,5,0.9859381318092346,47
RTS-GMLC,Y_机组出力_221_CC_1,mi,6,0.9859381318092346,46
RTS-GMLC,Y_机组出力_221_CC_1,mi,7,0.9834384918212891,45
RTS-GMLC,Y_机组出力_221_CC_1,mi,8,0.9721265435218811,44
RTS-GMLC,Y_机组出力_221_CC_1,mi,9,0.9574379920959473,43
RTS-GMLC,Y_机组出力_221_CC_1,mi,10,0.7950783967971802,42
RTS-GMLC,Y_机组出力_221_CC_1,mi,11,0.7892112731933594,30
RTS-GMLC,Y_机组出力_221_CC_1,mi,12,0.7555752396583557,19
RTS-GMLC,Y_机组出力_221_CC_1,mi,13,0.6728411912918091,9
RTS-GMLC,Y_机组出力_221_CC_1,mi,14,0.5343897342681885,2
RTS-GMLC,Y_机组出力_221_CC_1,mi,15,0.4660688042640686,0
RTS-GMLC,Y_机组出力_221_CC_1,mi,16,0.340559720993042,0
RTS-GMLC,Y_机组出力_221_CC_1,mi,17,0.340559720993042,0
RTS-GMLC,Y_机组出力_221_CC_1,mi,18,0.3164421021938324,0
RTS-GMLC,Y_机组出力_221_CC_1,mi,19,0.13829249143600464,0
RTS-GMLC,Y_机组出力_221_CC_1,mi,20,0.09930628538131714,0
RTS-GMLC,Y_机组出力_221_CC_1,mi,21,0.08263736963272095,0
RTS-GMLC,Y_机组出力_221_CC_1,mi,22,0.008244514465332031,0
RTS-GMLC,Y_机组出力_221_CC_1,mi,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,dcor,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,dcor,1,0.9901685118675232,51
RTS-GMLC,Y_机组出力_221_CC_1,dcor,2,0.989227294921875,50
RTS-GMLC,Y_机组出力_221_CC_1,dcor,3,0.9885836243629456,49
RTS-GMLC,Y_机组出力_221_CC_1,dcor,4,0.9880314469337463,48
RTS-GMLC,Y_机组出力_221_CC_1,dcor,5,0.9859381318092346,47
RTS-GMLC,Y_机组出力_221_CC_1,dcor,6,0.9847939610481262,46
RTS-GMLC,Y_机组出力_221_CC_1,dcor,7,0.9847939610481262,34
RTS-GMLC,Y_机组出力_221_CC_1,dcor,8,0.9847939610481262,33
RTS-GMLC,Y_机组出力_221_CC_1,dcor,9,0.9721265435218811,32
RTS-GMLC,Y_机组出力_221_CC_1,dcor,10,0.9721265435218811,20
RTS-GMLC,Y_机组出力_221_CC_1,dcor,11,0.9721265435218811,11
RTS-GMLC,Y_机组出力_221_CC_1,dcor,12,0.9554634094238281,10
RTS-GMLC,Y_机组出力_221_CC_1,dcor,13,0.6728411912918091,9
RTS-GMLC,Y_机组出力_221_CC_1,dcor,14,0.5343897342681885,2
RTS-GMLC,Y_机组出力_221_CC_1,dcor,15,0.4660688042640686,0
RTS-GMLC,Y_机组出力_221_CC_1,dcor,16,0.4660688042640686,0
RTS-GMLC,Y_机组出力_221_CC_1,dcor,17,0.44509297609329224,0
RTS-GMLC,Y_机组出力_221_CC_1,dcor,18,0.39841020107269287,0
RTS-GMLC,Y_机组出力_221_CC_1,dcor,19,0.29829543828964233,0
RTS-GMLC,Y_机组出力_221_CC_1,dcor,20,0.2690604329109192,0
RTS-GMLC,Y_机组出力_221_CC_1,dcor,21,0.02805614471435547,0
RTS-GMLC,Y_机组出力_221_CC_1,dcor,22,0.015168905258178711,0
RTS-GMLC,Y_机组出力_221_CC_1,dcor,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,M0,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,M0,1,0.9897912740707397,51
RTS-GMLC,Y_机组出力_221_CC_1,M0,2,0.9889261722564697,50
RTS-GMLC,Y_机组出力_221_CC_1,M0,3,0.9881998896598816,49
RTS-GMLC,Y_机组出力_221_CC_1,M0,4,0.9880314469337463,48
RTS-GMLC,Y_机组出力_221_CC_1,M0,5,0.9859381318092346,47
RTS-GMLC,Y_机组出力_221_CC_1,M0,6,0.9859381318092346,46
RTS-GMLC,Y_机组出力_221_CC_1,M0,7,0.9847939610481262,45
RTS-GMLC,Y_机组出力_221_CC_1,M0,8,0.9721265435218811,44
RTS-GMLC,Y_机组出力_221_CC_1,M0,9,0.9685822129249573,43
RTS-GMLC,Y_机组出力_221_CC_1,M0,10,0.7950783967971802,42
RTS-GMLC,Y_机组出力_221_CC_1,M0,11,0.7892112731933594,30
RTS-GMLC,Y_机组出力_221_CC_1,M0,12,0.7555752396583557,19
RTS-GMLC,Y_机组出力_221_CC_1,M0,13,0.6728411912918091,9
RTS-GMLC,Y_机组出力_221_CC_1,M0,14,0.5343897342681885,2
RTS-GMLC,Y_机组出力_221_CC_1,M0,15,0.4660688042640686,0
RTS-GMLC,Y_机组出力_221_CC_1,M0,16,0.4660688042640686,0
RTS-GMLC,Y_机组出力_221_CC_1,M0,17,0.4660688042640686,0
RTS-GMLC,Y_机组出力_221_CC_1,M0,18,0.44509297609329224,0
RTS-GMLC,Y_机组出力_221_CC_1,M0,19,0.18838505446910858,0
RTS-GMLC,Y_机组出力_221_CC_1,M0,20,0.06933075189590454,0
RTS-GMLC,Y_机组出力_221_CC_1,M0,21,0.02805614471435547,0
RTS-GMLC,Y_机组出力_221_CC_1,M0,22,0.008244514465332031,0
RTS-GMLC,Y_机组出力_221_CC_1,M0,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,loco,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,loco,1,0.9897912740707397,51
RTS-GMLC,Y_机组出力_221_CC_1,loco,2,0.9897912740707397,38
RTS-GMLC,Y_机组出力_221_CC_1,loco,3,0.9897912740707397,36
RTS-GMLC,Y_机组出力_221_CC_1,loco,4,0.9897912740707397,35
RTS-GMLC,Y_机组出力_221_CC_1,loco,5,0.9897912740707397,34
RTS-GMLC,Y_机组出力_221_CC_1,loco,6,0.9897912740707397,25
RTS-GMLC,Y_机组出力_221_CC_1,loco,7,0.9897912740707397,20
RTS-GMLC,Y_机组出力_221_CC_1,loco,8,0.9897912740707397,14
RTS-GMLC,Y_机组出力_221_CC_1,loco,9,0.9897912740707397,13
RTS-GMLC,Y_机组出力_221_CC_1,loco,10,0.9897912740707397,12
RTS-GMLC,Y_机组出力_221_CC_1,loco,11,0.9897912740707397,11
RTS-GMLC,Y_机组出力_221_CC_1,loco,12,0.9897912740707397,10
RTS-GMLC,Y_机组出力_221_CC_1,loco,13,0.9896692633628845,9
RTS-GMLC,Y_机组出力_221_CC_1,loco,14,0.9896692633628845,8
RTS-GMLC,Y_机组出力_221_CC_1,loco,15,0.9889844059944153,7
RTS-GMLC,Y_机组出力_221_CC_1,loco,16,0.9889590740203857,6
RTS-GMLC,Y_机组出力_221_CC_1,loco,17,0.9888137578964233,5
RTS-GMLC,Y_机组出力_221_CC_1,loco,18,0.9845492243766785,4
RTS-GMLC,Y_机组出力_221_CC_1,loco,19,0.97602379322052,3
RTS-GMLC,Y_机组出力_221_CC_1,loco,20,0.97602379322052,1
RTS-GMLC,Y_机组出力_221_CC_1,loco,21,0.1476277858018875,0
RTS-GMLC,Y_机组出力_221_CC_1,loco,22,0.047247953712940216,0
RTS-GMLC,Y_机组出力_221_CC_1,loco,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,perm,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,perm,1,0.9897912740707397,51
RTS-GMLC,Y_机组出力_221_CC_1,perm,2,0.9897912740707397,50
RTS-GMLC,Y_机组出力_221_CC_1,perm,3,0.9881998896598816,49
RTS-GMLC,Y_机组出力_221_CC_1,perm,4,0.9881998896598816,37
RTS-GMLC,Y_机组出力_221_CC_1,perm,5,0.9881998896598816,26
RTS-GMLC,Y_机组出力_221_CC_1,perm,6,0.9881998896598816,16
RTS-GMLC,Y_机组出力_221_CC_1,perm,7,0.9881998896598816,15
RTS-GMLC,Y_机组出力_221_CC_1,perm,8,0.9880314469337463,14
RTS-GMLC,Y_机组出力_221_CC_1,perm,9,0.9880314469337463,14
RTS-GMLC,Y_机组出力_221_CC_1,perm,10,0.9880314469337463,14
RTS-GMLC,Y_机组出力_221_CC_1,perm,11,0.9880314469337463,13
RTS-GMLC,Y_机组出力_221_CC_1,perm,12,0.9880314469337463,11
RTS-GMLC,Y_机组出力_221_CC_1,perm,13,0.9874903559684753,10
RTS-GMLC,Y_机组出力_221_CC_1,perm,14,0.9865882992744446,9
RTS-GMLC,Y_机组出力_221_CC_1,perm,15,0.9861887097358704,9
RTS-GMLC,Y_机组出力_221_CC_1,perm,16,0.9656059741973877,8
RTS-GMLC,Y_机组出力_221_CC_1,perm,17,0.9656059741973877,5
RTS-GMLC,Y_机组出力_221_CC_1,perm,18,0.9634146094322205,4
RTS-GMLC,Y_机组出力_221_CC_1,perm,19,0.6521356701850891,3
RTS-GMLC,Y_机组出力_221_CC_1,perm,20,0.6454334259033203,1
RTS-GMLC,Y_机组出力_221_CC_1,perm,21,0.31438034772872925,0
RTS-GMLC,Y_机组出力_221_CC_1,perm,22,0.22307270765304565,0
RTS-GMLC,Y_机组出力_221_CC_1,perm,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,sage,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,sage,1,0.9897912740707397,51
RTS-GMLC,Y_机组出力_221_CC_1,sage,2,0.9889261722564697,50
RTS-GMLC,Y_机组出力_221_CC_1,sage,3,0.9881998896598816,49
RTS-GMLC,Y_机组出力_221_CC_1,sage,4,0.9881998896598816,37
RTS-GMLC,Y_机组出力_221_CC_1,sage,5,0.9881998896598816,36
RTS-GMLC,Y_机组出力_221_CC_1,sage,6,0.9881998896598816,25
RTS-GMLC,Y_机组出力_221_CC_1,sage,7,0.9880314469337463,24
RTS-GMLC,Y_机组出力_221_CC_1,sage,8,0.9880314469337463,14
RTS-GMLC,Y_机组出力_221_CC_1,sage,9,0.9880314469337463,10
RTS-GMLC,Y_机组出力_221_CC_1,sage,10,0.9880314469337463,8
RTS-GMLC,Y_机组出力_221_CC_1,sage,11,0.9880314469337463,8
RTS-GMLC,Y_机组出力_221_CC_1,sage,12,0.9874470829963684,7
RTS-GMLC,Y_机组出力_221_CC_1,sage,13,0.9874470829963684,7
RTS-GMLC,Y_机组出力_221_CC_1,sage,14,0.9874470829963684,7
RTS-GMLC,Y_机组出力_221_CC_1,sage,15,0.986398458480835,6
RTS-GMLC,Y_机组出力_221_CC_1,sage,16,0.986398458480835,4
RTS-GMLC,Y_机组出力_221_CC_1,sage,17,0.986398458480835,3
RTS-GMLC,Y_机组出力_221_CC_1,sage,18,0.986398458480835,3
RTS-GMLC,Y_机组出力_221_CC_1,sage,19,0.986398458480835,3
RTS-GMLC,Y_机组出力_221_CC_1,sage,20,0.9618708491325378,2
RTS-GMLC,Y_机组出力_221_CC_1,sage,21,0.9336972236633301,1
RTS-GMLC,Y_机组出力_221_CC_1,sage,22,0.9336972236633301,1
RTS-GMLC,Y_机组出力_221_CC_1,sage,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,graph,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,graph,1,0.9901685118675232,51
RTS-GMLC,Y_机组出力_221_CC_1,graph,2,0.9901685118675232,50
RTS-GMLC,Y_机组出力_221_CC_1,graph,3,0.9901685118675232,49
RTS-GMLC,Y_机组出力_221_CC_1,graph,4,0.9901685118675232,48
RTS-GMLC,Y_机组出力_221_CC_1,graph,5,0.98811274766922,47
RTS-GMLC,Y_机组出力_221_CC_1,graph,6,0.98811274766922,46
RTS-GMLC,Y_机组出力_221_CC_1,graph,7,0.9830717444419861,45
RTS-GMLC,Y_机组出力_221_CC_1,graph,8,0.9808633923530579,44
RTS-GMLC,Y_机组出力_221_CC_1,graph,9,0.9574379920959473,43
RTS-GMLC,Y_机组出力_221_CC_1,graph,10,0.7950783967971802,42
RTS-GMLC,Y_机组出力_221_CC_1,graph,11,0.7892112731933594,30
RTS-GMLC,Y_机组出力_221_CC_1,graph,12,0.7555752396583557,19
RTS-GMLC,Y_机组出力_221_CC_1,graph,13,0.6728411912918091,9
RTS-GMLC,Y_机组出力_221_CC_1,graph,14,0.5343897342681885,2
RTS-GMLC,Y_机组出力_221_CC_1,graph,15,0.5202786922454834,1
RTS-GMLC,Y_机组出力_221_CC_1,graph,16,0.4457811713218689,0
RTS-GMLC,Y_机组出力_221_CC_1,graph,17,0.39841020107269287,0
RTS-GMLC,Y_机组出力_221_CC_1,graph,18,0.39841020107269287,0
RTS-GMLC,Y_机组出力_221_CC_1,graph,19,0.39841020107269287,0
RTS-GMLC,Y_机组出力_221_CC_1,graph,20,0.1200709342956543,0
RTS-GMLC,Y_机组出力_221_CC_1,graph,21,0.02805614471435547,0
RTS-GMLC,Y_机组出力_221_CC_1,graph,22,0.008244514465332031,0
RTS-GMLC,Y_机组出力_221_CC_1,graph,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,1,0.9897912740707397,51
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,2,0.9889261722564697,50
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,3,0.9885836243629456,49
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,4,0.9880314469337463,48
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,5,0.9859381318092346,47
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,6,0.9859381318092346,46
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,7,0.9856950044631958,45
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,8,0.9823160767555237,44
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,9,0.9685822129249573,43
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,10,0.7950783967971802,42
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,11,0.7892112731933594,30
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,12,0.7555752396583557,19
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,13,0.6728411912918091,9
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,14,0.5343897342681885,2
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,15,0.5202786922454834,1
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,16,0.44509297609329224,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,17,0.39841020107269287,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,18,0.1976216435432434,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,19,0.13829249143600464,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,20,0.09930628538131714,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,21,0.04528629779815674,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,22,0.008244514465332031,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_est,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,1,0.9897912740707397,51
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,2,0.9889261722564697,50
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,3,0.9881998896598816,49
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,4,0.9880314469337463,48
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,5,0.9859381318092346,47
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,6,0.9859381318092346,46
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,7,0.9834384918212891,45
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,8,0.9721265435218811,44
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,9,0.9685822129249573,43
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,10,0.7950783967971802,42
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,11,0.7892112731933594,30
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,12,0.7555752396583557,19
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,13,0.6728411912918091,9
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,14,0.5343897342681885,2
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,15,0.5202786922454834,1
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,16,0.44509297609329224,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,17,0.39841020107269287,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,18,0.1976216435432434,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,19,0.13829249143600464,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,20,0.09930628538131714,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,21,0.04528629779815674,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,22,0.008244514465332031,0
RTS-GMLC,Y_机组出力_221_CC_1,M2_cert,23,0.0,0
RTS-GMLC,Y_机组出力_221_CC_1,M2,0,0.9901685118675232,52
RTS-GMLC,Y_机组出力_221_CC_1,M2,1,0.9897912740707397,51
RTS-GMLC,Y_机组出力_221_CC_1,M2,2,0.9889261722564697,50
RTS-GMLC,Y_机组出力_221_CC_1,M2,3,0.9881998896598816,49
RTS-GMLC,Y_机组出力_221_CC_1,M2,4,0.9880314469337463,48
RTS-GMLC,Y_机组出力_221_CC_1,M2,5,0.9859381318092346,47
RTS-GMLC,Y_机组出力_221_CC_1,M2,6,0.9859381318092346,46
RTS-GMLC,Y_机组出力_221_CC_1,M2,7,0.9834384918212891,45
RTS-GMLC,Y_机组出力_221_CC_1,M2,8,0.9721265435218811,44
RTS-GMLC,Y_机组出力_221_CC_1,M2,9,0.9685822129249573,43
RTS-GMLC,Y_机组出力_221_CC_1,M2,10,0.7950783967971802,42
RTS-GMLC,Y_机组出力_221_CC_1,M2,11,0.7892112731933594,30
RTS-GMLC,Y_机组出力_221_CC_1,M2,12,0.7555752396583557,19
RTS-GMLC,Y_机组出力_221_CC_1,M2,13,0.6728411912918091,9
RTS-GMLC,Y_机组出力_221_CC_1,M2,14,0.5343897342681885,2
RTS-GMLC,Y_机组出力_221_CC_1,M2,15,0.5202786922454834,1
RTS-GMLC,Y_机组出力_221_CC_1,M2,16,0.44509297609329224,0
RTS-GMLC,Y_机组出力_221_CC_1,M2,17,0.39841020107269287,0
RTS-GMLC,Y_机组出力_221_CC_1,M2,18,0.1818367838859558,0
RTS-GMLC,Y_机组出力_221_CC_1,M2,19,0.13829249143600464,0
RTS-GMLC,Y_机组出力_221_CC_1,M2,20,0.09930628538131714,0
RTS-GMLC,Y_机组出力_221_CC_1,M2,21,0.04528629779815674,0
RTS-GMLC,Y_机组出力_221_CC_1,M2,22,0.008244514465332031,0
RTS-GMLC,Y_机组出力_221_CC_1,M2,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,pearson,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,pearson,1,0.8550385236740112,122
RTS-GMLC,Y_线路潮流_C35,pearson,2,0.8550385236740112,121
RTS-GMLC,Y_线路潮流_C35,pearson,3,0.8550385236740112,120
RTS-GMLC,Y_线路潮流_C35,pearson,4,0.8550385236740112,103
RTS-GMLC,Y_线路潮流_C35,pearson,5,0.8550385236740112,86
RTS-GMLC,Y_线路潮流_C35,pearson,6,0.8550385236740112,71
RTS-GMLC,Y_线路潮流_C35,pearson,7,0.8550385236740112,57
RTS-GMLC,Y_线路潮流_C35,pearson,8,0.8550385236740112,45
RTS-GMLC,Y_线路潮流_C35,pearson,9,0.8550385236740112,33
RTS-GMLC,Y_线路潮流_C35,pearson,10,0.8550385236740112,21
RTS-GMLC,Y_线路潮流_C35,pearson,11,0.7718906402587891,20
RTS-GMLC,Y_线路潮流_C35,pearson,12,0.5327640771865845,5
RTS-GMLC,Y_线路潮流_C35,pearson,13,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,pearson,14,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,pearson,15,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,pearson,16,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,pearson,17,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,pearson,18,0.2857598662376404,0
RTS-GMLC,Y_线路潮流_C35,pearson,19,0.2647908329963684,0
RTS-GMLC,Y_线路潮流_C35,pearson,20,0.2138492465019226,0
RTS-GMLC,Y_线路潮流_C35,pearson,21,0.12595903873443604,0
RTS-GMLC,Y_线路潮流_C35,pearson,22,0.020777881145477295,0
RTS-GMLC,Y_线路潮流_C35,pearson,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,spearman,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,spearman,1,0.8550385236740112,122
RTS-GMLC,Y_线路潮流_C35,spearman,2,0.8550385236740112,121
RTS-GMLC,Y_线路潮流_C35,spearman,3,0.8550385236740112,103
RTS-GMLC,Y_线路潮流_C35,spearman,4,0.8550385236740112,87
RTS-GMLC,Y_线路潮流_C35,spearman,5,0.8550385236740112,86
RTS-GMLC,Y_线路潮流_C35,spearman,6,0.8550385236740112,70
RTS-GMLC,Y_线路潮流_C35,spearman,7,0.8550385236740112,56
RTS-GMLC,Y_线路潮流_C35,spearman,8,0.8550385236740112,43
RTS-GMLC,Y_线路潮流_C35,spearman,9,0.8550385236740112,31
RTS-GMLC,Y_线路潮流_C35,spearman,10,0.8550385236740112,21
RTS-GMLC,Y_线路潮流_C35,spearman,11,0.8550385236740112,6
RTS-GMLC,Y_线路潮流_C35,spearman,12,0.8550385236740112,3
RTS-GMLC,Y_线路潮流_C35,spearman,13,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,spearman,14,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,spearman,15,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,spearman,16,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,spearman,17,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,spearman,18,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,spearman,19,0.2733902931213379,0
RTS-GMLC,Y_线路潮流_C35,spearman,20,0.26736980676651,0
RTS-GMLC,Y_线路潮流_C35,spearman,21,0.12595903873443604,0
RTS-GMLC,Y_线路潮流_C35,spearman,22,0.08940333127975464,0
RTS-GMLC,Y_线路潮流_C35,spearman,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,mi,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,mi,1,0.8452594876289368,122
RTS-GMLC,Y_线路潮流_C35,mi,2,0.8452594876289368,105
RTS-GMLC,Y_线路潮流_C35,mi,3,0.8452594876289368,104
RTS-GMLC,Y_线路潮流_C35,mi,4,0.8452594876289368,88
RTS-GMLC,Y_线路潮流_C35,mi,5,0.8452594876289368,73
RTS-GMLC,Y_线路潮流_C35,mi,6,0.8442832827568054,59
RTS-GMLC,Y_线路潮流_C35,mi,7,0.840910017490387,45
RTS-GMLC,Y_线路潮流_C35,mi,8,0.8252267241477966,32
RTS-GMLC,Y_线路潮流_C35,mi,9,0.8252267241477966,22
RTS-GMLC,Y_线路潮流_C35,mi,10,0.6956546306610107,7
RTS-GMLC,Y_线路潮流_C35,mi,11,0.6956546306610107,6
RTS-GMLC,Y_线路潮流_C35,mi,12,0.5327640771865845,5
RTS-GMLC,Y_线路潮流_C35,mi,13,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,mi,14,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,mi,15,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,mi,16,0.3131321668624878,0
RTS-GMLC,Y_线路潮流_C35,mi,17,0.28267401456832886,0
RTS-GMLC,Y_线路潮流_C35,mi,18,0.2427237629890442,0
RTS-GMLC,Y_线路潮流_C35,mi,19,0.23722785711288452,0
RTS-GMLC,Y_线路潮流_C35,mi,20,0.1293550729751587,0
RTS-GMLC,Y_线路潮流_C35,mi,21,0.08572447299957275,0
RTS-GMLC,Y_线路潮流_C35,mi,22,0.020777881145477295,0
RTS-GMLC,Y_线路潮流_C35,mi,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,dcor,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,dcor,1,0.8550385236740112,122
RTS-GMLC,Y_线路潮流_C35,dcor,2,0.8550385236740112,121
RTS-GMLC,Y_线路潮流_C35,dcor,3,0.8550385236740112,120
RTS-GMLC,Y_线路潮流_C35,dcor,4,0.8550385236740112,103
RTS-GMLC,Y_线路潮流_C35,dcor,5,0.8550385236740112,87
RTS-GMLC,Y_线路潮流_C35,dcor,6,0.8550385236740112,72
RTS-GMLC,Y_线路潮流_C35,dcor,7,0.8550385236740112,57
RTS-GMLC,Y_线路潮流_C35,dcor,8,0.8550385236740112,44
RTS-GMLC,Y_线路潮流_C35,dcor,9,0.8550385236740112,33
RTS-GMLC,Y_线路潮流_C35,dcor,10,0.8550385236740112,21
RTS-GMLC,Y_线路潮流_C35,dcor,11,0.7718906402587891,20
RTS-GMLC,Y_线路潮流_C35,dcor,12,0.5327640771865845,5
RTS-GMLC,Y_线路潮流_C35,dcor,13,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,dcor,14,0.5147891044616699,2
RTS-GMLC,Y_线路潮流_C35,dcor,15,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,dcor,16,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,dcor,17,0.3305084705352783,0
RTS-GMLC,Y_线路潮流_C35,dcor,18,0.2857598662376404,0
RTS-GMLC,Y_线路潮流_C35,dcor,19,0.2647908329963684,0
RTS-GMLC,Y_线路潮流_C35,dcor,20,0.24135121703147888,0
RTS-GMLC,Y_线路潮流_C35,dcor,21,0.12595903873443604,0
RTS-GMLC,Y_线路潮流_C35,dcor,22,0.08940333127975464,0
RTS-GMLC,Y_线路潮流_C35,dcor,23,0.0,0
RTS-GMLC,Y_线路潮流_C35,M0,0,0.8550385236740112,123
RTS-GMLC,Y_线路潮流_C35,M0,1,0.8452594876289368,122
RTS-GMLC,Y_线路潮流_C35,M0,2,0.8452594876289368,121
RTS-GMLC,Y_线路潮流_C35,M0,3,0.8452594876289368,120
RTS-GMLC,Y_线路潮流_C35,M0,4,0.8452594876289368,119
RTS-GMLC,Y_线路潮流_C35,M0,5,0.8452594876289368,101
RTS-GMLC,Y_线路潮流_C35,M0,6,0.8452594876289368,85
RTS-GMLC,Y_线路潮流_C35,M0,7,0.8452594876289368,70
RTS-GMLC,Y_线路潮流_C35,M0,8,0.840910017490387,56
RTS-GMLC,Y_线路潮流_C35,M0,9,0.840910017490387,43
RTS-GMLC,Y_线路潮流_C35,M0,10,0.8195450901985168,30
RTS-GMLC,Y_线路潮流_C35,M0,11,0.7718906402587891,20
