数据,目标,字段,pearson,spearman,mi,dcor,M0,loco,perm,sage,graph,M2_est,M2_cert,M2
RTS-GMLC,Y_机组出力_223_STEAM_3,节点电价_325,0.4467557797396178,0.7751806418227367,1.430453725142475,0.7180182031088438,0.94932324,1.543375242119005e-05,7.986938265580611e-06,-6.601404142260459e-05,23.761038360003923,0.8824601,0.94932324,0.94932324
RTS-GMLC,Y_机组出力_223_STEAM_3,阻塞_C6,0.1255088676441131,0.1199652287092129,0.0992601705062208,0.3833142847431432,0.13414687,0.0,0.0,0.0,2.46292826822236,0.21008924,0.2199477,0.2199477
RTS-GMLC,Y_机组出力_223_STEAM_3,阻塞_C29,0.0667865394376562,0.0723519563819591,0.0637673617441043,0.2496753725343564,0.06505644,0.0,0.0,0.0,2.3162455178071677,0.081287906,0.08365911,0.08416933
RTS-GMLC,Y_机组出力_223_STEAM_3,阻塞_CA-1,0.0403504737156751,0.0375011775242306,0.035904582095978,0.2091297376708928,0.039971948,0.0,0.0,0.0,0.2727054570869234,0.08136976,0.08395475,0.08395475
RTS-GMLC,Y_机组出力_221_CC_1,负荷预测_区1,0.4010601666211243,0.299228780902599,0.2812269723891347,0.6162978939010327,0.40632504,0.000636369338375,0.0005124756987376,0.0016689835237347,6.257388458206792,0.5742701,0.5860168,0.5860168
RTS-GMLC,Y_机组出力_221_CC_1,负荷预测_区2,0.4779461693318134,0.3631387419855418,0.3482329460614854,0.6757582884473959,0.49302995,-0.0001069140658821,0.0003045681078917,0.0028054198663555,7.128823730114796,0.6127438,0.61958396,0.61958396
RTS-GMLC,Y_机组出力_221_CC_1,负荷预测_区3,0.1315521621664424,0.053000352087374,0.137259963371231,0.3206880637286938,0.20073706,0.0001051251552796,-3.179943869788815e-05,0.0007857324467062,3.2688555720185213,0.35688984,0.35981345,0.35981345
RTS-GMLC,Y_机组出力_221_CC_1,风电出力预测,0.1929660889886358,0.2471487376187172,0.1956538160663621,0.4381260896481841,0.22307271,0.000103183725298,-0.0010920868758331,-0.0003708477036956,5.283587646634386,0.5233055,0.5398591,0.5398591
RTS-GMLC,Y_机组出力_221_CC_1,光伏出力预测,0.0682633265757419,0.1136576336562186,0.1061002568616764,0.279451502470052,0.071239114,1.276918544002026e-05,-1.4818890765044834e-05,-0.0001379840391206,4.9409219386488985,0.3597316,0.36901414,0.36901414
RTS-GMLC,Y_机组出力_221_CC_1,屋顶光伏预测,0.0428474747043381,0.0829282421544006,0.0768661165443491,0.2384806615678306,0.047247954,-0.0004552017609259,-0.0003308785354126,0.0002892878912505,3.696646254351864,0.3402506,0.3575014,0.3575014
RTS-GMLC,Y_机组出力_221_CC_1,水电出力预测,0.0560022955876624,0.0362079538648617,0.0764190014915202,0.2306667903435015,0.0728904,0.0005661218597073,9.965697614373604e-05,-0.0018878424812771,1.9439533446465909,0.19918421,0.20782351,0.20782351
RTS-GMLC,Y_机组出力_221_CC_1,调节上调需求,0.0026692354711808,0.0014103845250341,0.1133451132908369,0.1540331682850161,0.05156821,-0.000403757196798,-0.0006167183710537,-0.000323091431049,2.159869163097774,0.2978431,0.31890005,0.3422795
RTS-GMLC,Y_机组出力_221_CC_1,调节下调需求,0.0015271973258577,0.0002197665457339,0.1062183641909122,0.1039472206972802,0.015168905,8.53700334287888e-05,-3.9133912074418296e-05,-4.075484690858888e-05,1.3667834839695043,0.29831958,0.3244871,0.3244871
RTS-GMLC,Y_机组出力_221_CC_1,旋转备用需求,0.3893341101508334,0.25116860051042,0.2925579734389121,0.5979540423367238,0.4125033,0.0001081681749834,0.0010948955105492,0.0046873109619512,6.335706479259889,0.5942357,0.60414255,0.60414255
RTS-GMLC,Y_机组出力_221_CC_1,系统电能价格,0.3046998140048115,0.8797265566601861,1.3104812251979636,0.7270803360173386,0.98370355,-6.303587603129213e-05,0.0042267162238649,0.0149649710319729,23.863266196986544,0.9793483,0.98370355,0.98370355
RTS-GMLC,Y_机组出力_221_CC_1,节点电价_116,0.2985320326691612,0.8676891184919671,1.2902637212054815,0.7146839308970495,0.9760238,-0.0002282791505843,0.0047997326749398,0.0137509938207945,23.75098621046529,0.9629412,0.9760238,0.9760238
RTS-GMLC,Y_机组出力_221_CC_1,节点电价_121,0.289751980756995,0.8500372301012256,1.2721428595089517,0.6852358078682149,0.957924,-4.346862708004551e-05,-3.5983632762248696e-05,-0.0004879466984345,23.75219222438192,0.95857453,0.957924,0.957924
RTS-GMLC,Y_机组出力_221_CC_1,节点电价_215,0.3097621680195735,0.892416882649971,1.3639406391918314,0.7427997733459882,0.9872276,0.0022330118969589,1.651887145652544,0.9509015429036296,23.65821039625973,0.9866062,0.9872276,0.9872276
RTS-GMLC,Y_机组出力_221_CC_1,节点电价_223,0.3116431107224962,0.8823322980121714,1.2795935027245688,0.7507797235379435,0.97511154,-1.835019567097973e-05,0.0001280890823838,0.0021992741919456,22.530703348122405,0.97255236,0.97511154,0.97511154
RTS-GMLC,Y_机组出力_221_CC_1,节点电价_303,0.2627226880723805,0.7290805565373824,1.1354863091820366,0.5572673517432073,0.92451787,5.911212705467239e-05,-6.074987394044662e-06,-0.0007942718340527,13.915520637835955,0.92358816,0.9304024,0.9304024
RTS-GMLC,Y_机组出力_221_CC_1,节点电价_309,0.0971357838975469,0.3130586572698318,1.2349466060214018,0.504987291896755,0.8824855,0.0001401856369184,1.5525336938271297e-06,6.093729106807869e-05,23.51302649276238,0.8767015,0.8824855,0.8824855
RTS-GMLC,Y_机组出力_221_CC_1,节点电价_317,0.2774057214651024,0.8548195137225971,1.258151641049983,0.6385719349308329,0.95338583,0.0001905224579971,1.4249962486778678e-05,0.0046156741598276,21.51713594151225,0.95281947,0.95338583,0.95338583
RTS-GMLC,Y_机组出力_221_CC_1,节点电价_318,0.274071818078568,0.8185614635047631,1.239350754789073,0.6758379934817558,0.9336972,-2.4577934042424587e-05,0.0002251486785733,-0.0075991662108002,22.521413469574824,0.9178748,0.9336972,0.9336972
RTS-GMLC,Y_机组出力_221_CC_1,节点电价_325,0.260055828511136,0.7912269389668564,1.2537327782986836,0.6341367455650835,0.9252405,-8.047127738575188e-05,2.259490223166516e-06,-3.472046179095467e-05,23.932678056416364,0.921559,0.9343001,0.9343001
RTS-GMLC,Y_机组出力_221_CC_1,阻塞_C6,0.0692379159889971,0.0994160363957311,0.0509311139742916,0.2868410263712341,0.07806748,2.683918881585257e-07,2.741878088641236e-06,2.5954045208202253e-05,2.380271740121417,0.14291196,0.14814305,0.14814305
RTS-GMLC,Y_机组出力_221_CC_1,阻塞_C29,0.0387506168596702,0.0726267453545824,0.0614225173520415,0.2135465778345362,0.03892505,0.0,0.0,0.0,2.2831891739797165,0.066507325,0.06370574,0.06370574
RTS-GMLC,Y_机组出力_221_CC_1,阻塞_CA-1,0.0052484149961821,0.0185778233110645,0.0309257388617618,0.1131188984625908,0.008244514,-1.206450147672733e-06,5.664156897484673e-05,0.0001689780540651,0.2520964646987202,0.031784236,0.034038246,0.034038246
RTS-GMLC,Y_线路潮流_C35,负荷预测_区1,0.0405736766488626,0.0300293660693229,0.1375774719276128,0.2331921574143909,0.10327995,0.0049392461814854,0.4116724441585832,0.0694459532710136,2.989057480488871,0.3497049,0.33032432,0.33032432
RTS-GMLC,Y_线路潮流_C35,负荷预测_区2,0.0190548743985592,0.007933330376807,0.1194005698460154,0.1943216937852559,0.08940333,0.005626536186386,0.0800398650358842,0.0515466658165141,3.393256256512416,0.32489595,0.31568256,0.31668013
RTS-GMLC,Y_线路潮流_C35,负荷预测_区3,0.0346735141975262,0.0399106164365044,0.1113422252259237,0.2267854358138612,0.03684187,0.0015814998759622,0.1515846968584719,0.0021651661750121,1.675924715798606,0.17390725,0.14124459,0.166341
RTS-GMLC,Y_线路潮流_C35,风电出力预测,0.0571320470887645,0.0346019371029556,0.0658766016285072,0.2397897126084674,0.06703395,-0.0011137636320865,0.0094325579124848,-0.0024335961258629,2.607863872779047,0.21584901,0.26124412,0.26124412
RTS-GMLC,Y_线路潮流_C35,光伏出力预测,0.4954662596688659,0.4673980085283228,0.3374095799487686,0.6946190517490326,0.5055491,-0.00121981927773,0.0970624478894161,0.1584665136600512,3.232493277731086,0.5844218,0.5848245,0.5848245
RTS-GMLC,Y_线路潮流_C35,屋顶光伏预测,0.4975884849665012,0.4772188549863965,0.3408995457160566,0.7010326778185825,0.50450075,0.0004939478895329,0.1303786898524127,0.2197636077355531,2.638152362333916,0.59414184,0.5978616,0.5978616
RTS-GMLC,Y_线路潮流_C35,水电出力预测,0.0624822875472873,0.0554057668219163,0.0822201863068814,0.2688119037009597,0.07278502,0.0133185196808365,0.0391727461414285,-0.0222325172575043,1.0958988947989248,0.15596208,0.15150338,0.15150338
RTS-GMLC,Y_线路潮流_C35,调节上调需求,0.1472180813500001,0.1467589521891343,0.1679099626650506,0.3673624004691621,0.18267024,-0.0014788601339825,0.0054049225791785,-0.0041653618330083,1.3309479546429164,0.30886027,0.3295586,0.34210062
RTS-GMLC,Y_线路潮流_C35,调节下调需求,0.0894454078962177,0.0861511313957333,0.1333996093436935,0.2761743497842844,0.11982483,-0.0017080103427997,0.0062590173704577,0.0072867707127643,0.9085071176886684,0.25798112,0.28150016,0.32412565
RTS-GMLC,Y_线路潮流_C35,旋转备用需求,0.0351135789122365,0.030792269411928,0.1119582976013662,0.2160591267776306,0.07068283,-0.0018346475743431,0.0038153387885428,0.0042068006887275,3.0594337042634536,0.30344573,0.28702453,0.28702453
RTS-GMLC,Y_线路潮流_C35,系统电能价格,0.3839465888369662,0.270709616237054,0.4892788904370952,0.6093367328840288,0.49295285,-0.0035302678061893,0.0138752835803751,0.0266299318217532,11.87247443924803,0.695605,0.6983889,0.6983889
RTS-GMLC,Y_线路潮流_C35,节点电价_116,0.3840536082002954,0.2612135055468395,0.5034616992174294,0.6078781137956362,0.49409184,-0.0034029867776301,0.015696022643232,0.0490587584572874,11.823490060898902,0.6840904,0.6918641,0.6918641
RTS-GMLC,Y_线路潮流_C35,节点电价_121,0.3982790197840862,0.2609435124582572,0.4906819738974679,0.6151867977481099,0.4797473,-0.0031878330398477,0.0038857919497379,0.0120779070781741,11.82874578445788,0.67613345,0.6811395,0.6811395
RTS-GMLC,Y_线路潮流_C35,节点电价_215,0.3723607433784027,0.2773226174070904,0.4835482364771817,0.5999712551023098,0.4885854,-0.0016427817829596,0.0047774567321135,0.0312549647054124,11.755989352108417,0.70638573,0.704761,0.704761
RTS-GMLC,Y_线路潮流_C35,节点电价_223,0.3568948756822925,0.2754296678360106,0.4712176030795083,0.5846914774607601,0.46750817,-0.0015656431085747,0.0021967304800604,0.0108346478073329,11.171207653741408,0.6955851,0.69455254,0.69455254
RTS-GMLC,Y_线路潮流_C35,节点电价_303,0.2065294231651862,0.2280714577041943,0.3853067056597723,0.4470016807839001,0.3568041,-0.0050301540587546,0.1729278318289972,0.1376723253408764,6.855958273076981,0.63891816,0.64450234,0.64450234
RTS-GMLC,Y_线路潮流_C35,节点电价_309,0.2617600457774274,0.1438729400555345,0.5489065316240254,0.5549206013586991,0.5162141,-0.0009255474408816,0.0062614740287391,0.0391297953183549,11.790130146591611,0.70667595,0.7091647,0.7091647
RTS-GMLC,Y_线路潮流_C35,节点电价_317,0.3944228317278399,0.2943399713458977,0.4810183986358902,0.6026800135575282,0.49739128,-0.0011366907757897,0.0712337652858093,0.1351697050711207,10.725419484130908,0.68555015,0.7050781,0.7050781
RTS-GMLC,Y_线路潮流_C35,节点电价_318,0.3798213225703645,0.2520259633292552,0.4507271724760748,0.5906017557212585,0.45469704,-0.0020785996980972,0.0055290682526378,0.0229762262540041,11.203041992244104,0.653107,0.6552475,0.6552475
RTS-GMLC,Y_线路潮流_C35,节点电价_325,0.4147285318409134,0.2758494610723848,0.4914836559970563,0.6204708385681427,0.5112417,-0.0036133390069336,0.0021247679050248,0.0109640005938137,11.950647267180376,0.68646526,0.692484,0.69751966
RTS-GMLC,Y_线路潮流_C35,阻塞_C6,0.0175932352096382,0.0278862357233249,0.0412738961189336,0.199960460620233,0.020777881,0.0013462002347609,5.123020401964773e-06,4.562908217382403e-05,1.1786112882888748,0.13461,0.11719346,0.11719346
RTS-GMLC,Y_线路潮流_C35,阻塞_C29,0.0635619494265855,0.0732829238893561,0.067515354095589,0.272855719990423,0.059933186,-0.0045225451822458,0.0003964046053283,0.0009450031608734,1.162867123608593,0.07968123,0.078838766,0.078838766
RTS-GMLC,Y_线路潮流_C35,阻塞_CA-1,0.1049389237459762,0.116083690957659,0.1675007303897009,0.3571938792588791,0.10932267,-0.000241356542638,0.005763892353331,0.0100100051499873,0.2216206681371503,0.11813696,0.1183725,0.1183725
NEM,Y_机组出力_BW01,实际需求_新南威尔士,0.3646663479304783,0.3504259486104991,0.3200671165143474,0.5582991448512059,0.4257182,0.0301059814017926,0.4229587280066615,0.2666682226190812,1.6821243351940378,0.5015014,0.5194571,0.5194571
NEM,Y_机组出力_BW01,实际需求_昆士兰,0.280346326526012,0.2938223554704589,0.2449280576170887,0.5020693776737611,0.32527214,-0.0019633618723905,0.0214779216770925,0.0520118406818117,1.3969688457993217,0.38990575,0.3938486,0.3938486
NEM,Y_机组出力_BW01,实际需求_维多利亚,0.195759153889605,0.2115020285237841,0.1454517659289944,0.4066855655568282,0.21534538,-0.0043090088765523,0.0158038537445106,0.0283135490108092,1.6023400319411172,0.28611475,0.27877855,0.27877855
NEM,Y_机组出力_BW01,实际需求_南澳,0.2750423949171522,0.2718347872488754,0.2076802410692959,0.5118808437934307,0.27717173,0.0014996013154428,0.0102124521317833,-0.00200316951254,2.156395745667953,0.3065622,0.31858557,0.31858557
NEM,Y_机组出力_BW01,实际需求_塔斯马尼亚,0.0796615734214822,0.0855298169514497,0.0792601203338154,0.2453842602974929,0.056980908,0.0088391721939788,0.0094285295685722,0.0039156879019237,0.6953690730643785,0.1424423,0.14491141,0.14491141
NEM,Y_机组出力_BW01,可用发电容量_新南威尔士,0.1826875897583317,0.1629241362909429,0.1305453586283551,0.4070848263797545,0.18464726,0.0145752200491872,0.123542420652791,0.1047318190626494,1.2393429409670464,0.20954233,0.21152401,0.23105195
NEM,Y_机组出力_BW01,可用发电容量_昆士兰,0.0346674185022395,0.0228576874517236,0.0358182928604122,0.2226655624077794,0.047390223,0.0028936149032726,0.0078453880090463,0.0017471406767552,0.7221505108056697,0.13276964,0.14197701,0.14197701
NEM,Y_机组出力_BW01,可用发电容量_维多利亚,0.0507870857479114,0.0385695490170044,0.0570816751920242,0.2223354974333924,0.059496343,-0.0046203838216652,0.0277811710587342,0.0338746636823453,0.2619791273026486,0.12153068,0.1253584,0.1253584
NEM,Y_机组出力_BW01,可用发电容量_南澳,0.005097537965959,0.0097324584155617,0.0,0.1104378511889574,0.005504808,0.0020603395398152,0.0089843006512126,0.0045293779009705,0.3067429331364366,0.08778067,0.09436103,0.09436103
NEM,Y_机组出力_BW01,可用发电容量_塔斯马尼亚,0.0049265321927768,0.0030927258141519,0.0264938285485918,0.08161672998819,0.004440844,0.0041791655508974,0.0188087108902801,0.0057359104261096,0.0962739915792344,0.06889802,0.05870626,0.09365541
NEM,Y_机组出力_BW01,风电出力预测_新南威尔士,0.0001940036215004,0.0020274728610257,0.0306976303943207,0.0702298287819508,0.03627187,0.0061880268379881,0.0172657934612886,0.0059754791351213,0.1992341899087552,0.08284104,0.08643043,0.12431908
NEM,Y_机组出力_BW01,风电出力预测_昆士兰,0.0486659884090599,0.0448992864871707,0.0322590275142067,0.2194394634267425,0.044665635,0.0062783298127342,0.0120702689155385,0.0143707397299156,0.5419371052824866,0.0677619,0.07414042,0.10169399
NEM,Y_机组出力_BW01,风电出力预测_维多利亚,0.0079217931567294,0.0023857472733333,0.0301537465077137,0.1103360583578438,0.011297164,0.0061984816117425,0.0110495240104107,0.0029233775632017,0.1570106915394919,0.07645063,0.08710024,0.10697536
NEM,Y_机组出力_BW01,风电出力预测_南澳,0.0021029214882167,0.0035719235648674,0.0287487299762974,0.1007147840775164,0.010760367,0.0037406349555805,0.0105255434025653,0.0043454695495968,0.1822754628481243,0.09489547,0.09965788,0.10529244
NEM,Y_机组出力_BW01,风电出力预测_塔斯马尼亚,0.0006844147620036,0.0006690608417488,0.0013469793814477,0.0443219194610718,0.0034617356,-0.0009023224638062,0.0171696217351679,0.0079876875846949,0.0431910784838471,0.042687997,0.07002932,0.10717219
NEM,Y_机组出力_BW01,光伏出力预测_新南威尔士,0.3795755188686349,0.2792961725247749,0.2611149889785675,0.6115653189671303,0.34165472,0.0049207038099552,0.0114567569943542,0.0229317835033802,2.4376126026391582,0.37644103,0.3942107,0.3942107
NEM,Y_机组出力_BW01,光伏出力预测_昆士兰,0.4022952541542912,0.2733844905935191,0.2817753843524793,0.6291276207762576,0.37404424,0.0024602100645173,0.0161464215989766,0.0246324622899624,2.34416999532811,0.40164033,0.4108605,0.41252327
NEM,Y_机组出力_BW01,光伏出力预测_维多利亚,0.2914719136988818,0.2427141257777748,0.223637785747675,0.552310004810117,0.27742794,0.0007176257124391,0.0081416969023459,0.0118166171969912,2.408513520698678,0.29821074,0.30536538,0.30536538
NEM,Y_机组出力_BW01,光伏出力预测_南澳,0.2930967377823313,0.223114890391006,0.2173793044532939,0.5569697579705775,0.2821026,0.0005753949591571,0.0132725060351072,0.0294654534091755,2.365938984006676,0.296433,0.29934454,0.29934454
NEM,Y_机组出力_BW01,出清价_新南威尔士,0.0099825490393807,0.4314641971946903,0.3669524471402807,0.4842596784249791,0.45638072,0.0053208615979353,0.0105273618664413,-0.0027767785423268,2.3360191203222502,0.4637845,0.4631814,0.4641075
NEM,Y_机组出力_BW01,出清价_昆士兰,0.0325732809761061,0.4638141483713185,0.3464621528320597,0.627483281307095,0.4933545,0.0010234524803863,0.1256345132470167,0.1652187629062314,2.406423542789165,0.49551344,0.4983729,0.4983729
NEM,Y_机组出力_BW01,出清价_维多利亚,0.0241901980808046,0.2740975680741438,0.1979611468377706,0.4923195885673167,0.2561955,9.083113994434731e-05,0.004424673425684,0.0063072424436858,1.78609962648583,0.31576532,0.32663912,0.32663912
NEM,Y_机组出力_BW01,出清价_南澳,0.0173943525897489,0.2376970075609472,0.1600192514004685,0.4254951152128774,0.24265718,0.001986777872746,0.003124054301062,-0.0066043880375675,1.9862973792785468,0.32637265,0.3327054,0.3327054
NEM,Y_机组出力_BW01,出清价_塔斯马尼亚,0.0151876197202887,0.1597379460470503,0.1081773545445807,0.357898174262539,0.13938743,0.0008266245156384,0.0118703859312257,0.0001468202586764,0.8782202511741743,0.21214798,0.2350119,0.2350119
NEM,Y_机组出力_BW01,联络线潮流_N-Q-MNSP1,0.0273353244641983,0.0098538045927223,0.1432216334831926,0.275254047261515,0.17090446,0.0116604699043926,0.0163492393212722,-0.0069625888524774,0.7619021935632622,0.25925633,0.261531,0.2713459
NEM,Y_机组出力_BW01,联络线潮流_NSW1-QLD1,0.0185025572418769,0.00738880027994,0.0365443902133142,0.1734497194686436,0.037934124,-0.0024948236199484,0.0328150930898457,0.0222132956639575,0.3111726415258963,0.12374984,0.12631309,0.19496116
NEM,Y_机组出力_BW01,联络线潮流_T-V-MNSP1,0.1347710930746343,0.1243161018126703,0.1000422911950265,0.3795272272278914,0.13481647,-0.0093965055572292,0.0179241862746555,-0.0059893885851915,0.6236157875935798,0.16920489,0.17025834,0.17365709
NEM,Y_机组出力_BW01,联络线潮流_V-S-MNSP1,0.0143601823857277,0.0200685297584337,0.1029335292442468,0.2424081225428243,0.11291391,0.0059592753266106,0.0182462063560239,0.003900412338021,0.9898235084181072,0.12398387,0.14501107,0.14594184
NEM,Y_机组出力_BW01,联络线潮流_V-SA,0.0502833087457028,0.0345084923962048,0.0533167127962546,0.2298080104194668,0.05396062,0.0047825558414663,0.0082962708931825,0.0025845037834334,0.5468796520228514,0.1062672,0.11545509,0.11545509
NEM,Y_机组出力_BW01,联络线潮流_VIC1-NSW1,0.026594920790955,0.0255978544841726,0.0268857840489404,0.1859942912027818,0.0328421,0.0059102238788472,0.0178400294414132,0.000308026566639,0.4784912350070452,0.10137336,0.1067566,0.14184469
NEM,Y_机组出力_TUMUT3,实际需求_新南威尔士,0.2311899229673546,0.2794791848151183,0.2017055947487716,0.5016707858907394,0.3090269,-0.0047720791656056,0.2280539932731771,0.1452979303150212,0.7176304998617815,0.43448085,0.44776833,0.44776833
NEM,Y_机组出力_TUMUT3,实际需求_昆士兰,0.2272318221888274,0.2538750289869672,0.1896966813041993,0.5027051535872081,0.22354336,0.0122708182641403,0.3881801480022895,0.2503794632657179,0.6302498943514452,0.46595356,0.4720416,0.4720416
NEM,Y_机组出力_TUMUT3,实际需求_维多利亚,0.1291639927140253,0.1900321790698152,0.1317455199905843,0.4073200526120838,0.14361548,-0.0317547803194722,0.0067086321471864,-0.0017061785740634,0.5993999736686269,0.21203631,0.20338136,0.21675467
NEM,Y_机组出力_TUMUT3,实际需求_南澳,0.0798013753070882,0.1545266727826183,0.1072314078264309,0.3421689421077346,0.096194744,0.0001292923885568,0.0055102230006858,-0.0055899502287797,0.6810013068986251,0.12941462,0.13867712,0.14291383
NEM,Y_机组出力_TUMUT3,实际需求_塔斯马尼亚,0.0873081827857817,0.1210801449093881,0.0848780525611463,0.3350464214783734,0.09055197,-0.009043095506784,0.0149769564072777,0.019465778595429,0.3234131143711209,0.15187189,0.16089654,0.17576806
NEM,Y_机组出力_TUMUT3,可用发电容量_新南威尔士,0.0150631797095164,0.0314868870973746,0.0417803838011421,0.1566275285963538,0.014532924,0.0220098790464754,0.1569606349106031,0.0778822997023184,0.2776593690127947,0.15268308,0.20000575,0.20000575
NEM,Y_机组出力_TUMUT3,可用发电容量_昆士兰,0.0080051859521493,0.0055858045414334,0.0253456255101802,0.0959871628096238,0.009087861,-0.0092960651996852,0.057303205104178,0.0179490830994618,0.182990166275234,0.11223498,0.16605535,0.17371164
NEM,Y_机组出力_TUMUT3,可用发电容量_维多利亚,0.0032115275052438,0.0035515044495811,0.0246282596438067,0.0630951737347079,0.0,-0.0207754874940259,0.0267786279543412,0.0047057255035579,0.054551102822389,0.056091882,0.06765294,0.09783426
NEM,Y_机组出力_TUMUT3,可用发电容量_南澳,0.0161371499278961,0.021137874277037,0.0373881280069214,0.1479743076691458,0.011267841,-0.0053597398079682,0.0075891946113068,0.0028660239647555,0.1121629791528643,0.066111654,0.06600701,0.12948531
NEM,Y_机组出力_TUMUT3,可用发电容量_塔斯马尼亚,0.0026957736748582,0.0103871587396303,0.0355219267070383,0.0695889815573581,0.0,-0.0167111651051207,0.0078679843666649,0.0031348380118725,0.0267802336222821,0.040214404,0.030030131,0.0653104
