subset_id,size,struct,conf,r2_mean,r2_std
nf01,2,gcn,da_as_total_mw_primary_reserve,0.06978374719619751,0.0024222458656837013
nf01,2,gcn,da_as_total_mw_synchronized_reserve,0.0,0.0
nf01,2,gcn,da_as_total_mw_thirty_minutes_reserve,0.16594951152801513,0.0017676272735092714
nf01,2,gcn,gross_actual_interchange_mw,0.04458895921707153,0.0012338725126966234
nf01,2,gcn,marginal_loss_price_da,0.0579075813293457,0.0005852785638867786
nf01,2,gcn,metered_load_mw,0.15549125671386718,0.0011978843322709963
nf01,2,gcn,net_actual_interchange_mw,0.11193139553070068,0.0014192825492069286
nf01,2,gcn,total_gen,0.12443556785583496,0.0008856255937500656
nf01,2,gcn,total_lmp_da,0.11185920238494873,0.0005654745095025769
nf01,2,gcn,total_losses,0.11870204210281372,0.00224536211670691
nf02,4,dnn,congestion_price_da,0.11701313257217408,0.0013879327396746942
nf02,4,dnn,congestion_price_rt,0.07050260305404663,0.003369283336332472
nf02,4,dnn,da_as_total_mw_primary_reserve,0.5427330136299133,0.0019247199237521306
nf02,4,dnn,da_as_total_mw_synchronized_reserve,0.5603500485420227,0.0016696315500214565
nf02,4,dnn,da_as_total_mw_thirty_minutes_reserve,0.4058536171913147,0.0024769255732001996
nf02,4,dnn,gross_actual_interchange_mw,0.20168509483337402,0.0021433040665813706
nf02,4,dnn,marginal_loss_price_da,0.1963103175163269,0.008435768485919133
nf02,4,dnn,metered_load_mw,0.4124651551246643,0.002447178268502509
nf02,4,dnn,net_actual_interchange_mw,0.3612262010574341,0.004648708107355382
nf02,4,dnn,total_gen,0.4400041937828064,0.002161991384208546
nf02,4,dnn,total_lmp_da,0.2803709268569946,0.004246703486997884
nf02,4,dnn,total_losses,0.33470414876937865,0.00420800132686007
nf02,4,gcn,congestion_price_da,0.12777369022369384,0.004817028397773436
nf02,4,gcn,congestion_price_rt,0.0,0.0
nf02,4,gcn,da_as_total_mw_primary_reserve,0.5001085758209228,0.0036635042884205896
nf02,4,gcn,da_as_total_mw_synchronized_reserve,0.543581235408783,0.002247199843916661
nf02,4,gcn,da_as_total_mw_thirty_minutes_reserve,0.47480541467666626,0.009476923982873066
nf02,4,gcn,gross_actual_interchange_mw,0.13394391536712646,0.0017633704963226928
nf02,4,gcn,marginal_loss_price_da,0.0,0.0
nf02,4,gcn,metered_load_mw,0.3059446454048157,0.003539084080065382
nf02,4,gcn,net_actual_interchange_mw,0.4674184560775757,0.0015376016240497732
nf02,4,gcn,total_gen,0.3472985982894897,0.003879183081903632
nf02,4,gcn,total_lmp_da,0.1777966260910034,0.002297680923046351
nf02,4,gcn,total_losses,0.32213600873947146,0.004727647180504692
nf03,8,dnn,congestion_price_da,0.2530554533004761,0.0035510318295578157
nf03,8,dnn,congestion_price_rt,0.24887168407440186,0.006300641753297235
nf03,8,dnn,da_as_total_mw_primary_reserve,0.943425989151001,0.001058158557297273
nf03,8,dnn,da_as_total_mw_synchronized_reserve,0.9050154209136962,0.0003386512769011312
nf03,8,dnn,da_as_total_mw_thirty_minutes_reserve,0.6162751197814942,0.0016517295634058179
nf03,8,dnn,gross_actual_interchange_mw,0.4705144643783569,0.003223783332378597
nf03,8,dnn,marginal_loss_price_da,0.5123851656913757,0.007480313634836537
nf03,8,dnn,metered_load_mw,0.8821352124214172,0.001731636407603472
nf03,8,dnn,net_actual_interchange_mw,0.6474517703056335,0.006352084638554161
nf03,8,dnn,total_gen,0.8914734959602356,0.0017070095471229448
nf03,8,dnn,total_lmp_da,0.5894219875335693,0.005167236565814665
nf03,8,dnn,total_losses,0.6763258695602417,0.0027810178573072237
nf03,8,gcn,congestion_price_da,0.40015851259231566,0.024763415618970195
nf03,8,gcn,congestion_price_rt,0.24029664993286132,0.019694558530881857
nf03,8,gcn,da_as_total_mw_primary_reserve,0.9485153198242188,0.0004940121750264929
nf03,8,gcn,da_as_total_mw_synchronized_reserve,0.9087797164916992,0.002003695630610988
nf03,8,gcn,da_as_total_mw_thirty_minutes_reserve,0.69544597864151,0.015736670378360518
nf03,8,gcn,gross_actual_interchange_mw,0.5066099166870117,0.015442298348634649
nf03,8,gcn,marginal_loss_price_da,0.5977039813995362,0.022458897719097506
nf03,8,gcn,metered_load_mw,0.890108072757721,0.002983997537014911
nf03,8,gcn,net_actual_interchange_mw,0.7131000876426696,0.007257258458973656
nf03,8,gcn,total_gen,0.8994262337684631,0.0036167508553404293
nf03,8,gcn,total_lmp_da,0.6835295915603637,0.024869747167614035
nf03,8,gcn,total_losses,0.729483675956726,0.0093037973971996
nf04,12,dnn,congestion_price_da,0.44062262773513794,0.006553893833168446
nf04,12,dnn,congestion_price_rt,0.6179952621459961,0.0071408930619800085
nf04,12,dnn,da_as_total_mw_primary_reserve,0.6440467000007629,0.003414328441970703
nf04,12,dnn,da_as_total_mw_synchronized_reserve,0.6685378909111023,0.0026253595914722647
nf04,12,dnn,da_as_total_mw_thirty_minutes_reserve,0.7882537722587586,0.0020977823535098267
nf04,12,dnn,gross_actual_interchange_mw,0.45996479988098143,0.005273653239095576
nf04,12,dnn,marginal_loss_price_da,0.7375157833099365,0.0028512978081005136
nf04,12,dnn,metered_load_mw,0.9427302122116089,0.001489531035357179
nf04,12,dnn,net_actual_interchange_mw,0.6809164881706238,0.005526909079370227
nf04,12,dnn,total_gen,0.9500159859657288,0.001650229471804278
nf04,12,dnn,total_lmp_da,0.8770748496055603,0.0032386975791216786
nf04,12,dnn,total_losses,0.8013280868530274,0.0022475951205891396
nf04,12,gcn,congestion_price_da,0.5017182469367981,0.04803843939169668
nf04,12,gcn,congestion_price_rt,0.6316033482551575,0.03239820612861893
nf04,12,gcn,da_as_total_mw_primary_reserve,0.6539206981658936,0.0016380476180192518
nf04,12,gcn,da_as_total_mw_synchronized_reserve,0.6505351781845092,0.012891076543431135
nf04,12,gcn,da_as_total_mw_thirty_minutes_reserve,0.819901955127716,0.011353471079763493
nf04,12,gcn,gross_actual_interchange_mw,0.5215181469917297,0.02800632426921405
nf04,12,gcn,marginal_loss_price_da,0.7138763785362243,0.01766953858074311
nf04,12,gcn,metered_load_mw,0.9336448907852173,0.0035861979022326677
nf04,12,gcn,net_actual_interchange_mw,0.7327011346817016,0.009068458151042652
nf04,12,gcn,total_gen,0.9408355593681336,0.0018706694201746624
nf04,12,gcn,total_lmp_da,0.8540379524230957,0.01870853520822511
nf04,12,gcn,total_losses,0.8199425458908081,0.007980856708229608
nf05,16,dnn,congestion_price_da,0.5817112326622009,0.007057666468731843
nf05,16,dnn,congestion_price_rt,0.632282018661499,0.011755591566305524
nf05,16,dnn,da_as_total_mw_primary_reserve,0.9490548133850097,0.0010600230529529556
nf05,16,dnn,da_as_total_mw_synchronized_reserve,0.9150285243988037,0.0005093552111453114
nf05,16,dnn,da_as_total_mw_thirty_minutes_reserve,0.8643779397010803,0.0027880502628168085
nf05,16,dnn,gross_actual_interchange_mw,0.8045345783233643,0.0018251210607800113
nf05,16,dnn,marginal_loss_price_da,0.8267966628074646,0.0024183047824428263
nf05,16,dnn,metered_load_mw,0.9853047847747802,0.0007518841415942246
nf05,16,dnn,net_actual_interchange_mw,0.8246298193931579,0.0009090473185862697
nf05,16,dnn,total_gen,0.9892679452896118,0.0005429190146346649
nf05,16,dnn,total_lmp_da,0.9829495906829834,0.0022258561639953707
nf05,16,dnn,total_losses,0.8556035041809082,0.0029474841715865347
nf05,16,gcn,congestion_price_da,0.6662260174751282,0.016524444402791324
nf05,16,gcn,congestion_price_rt,0.6339443922042847,0.009797962790601078
nf05,16,gcn,da_as_total_mw_primary_reserve,0.9487496018409729,0.004345296468464006
nf05,16,gcn,da_as_total_mw_synchronized_reserve,0.91554753780365,0.0025578424713878518
nf05,16,gcn,da_as_total_mw_thirty_minutes_reserve,0.8784026384353638,0.006368612722614743
nf05,16,gcn,gross_actual_interchange_mw,0.8023211598396301,0.0073246460351972615
nf05,16,gcn,marginal_loss_price_da,0.8251781702041626,0.010326791806929572
nf05,16,gcn,metered_load_mw,0.9789287209510803,0.002528306076098268
nf05,16,gcn,net_actual_interchange_mw,0.8482750296592713,0.006753563626391013
nf05,16,gcn,total_gen,0.9842654585838317,0.002922687788403354
nf05,16,gcn,total_lmp_da,0.9828081846237182,0.002232103573305973
nf05,16,gcn,total_losses,0.8526959538459777,0.010319695910609456
nf06,24,dnn,congestion_price_da,0.5542834281921387,0.00959748822656607
nf06,24,dnn,congestion_price_rt,0.46041839122772216,0.01409195627223392
nf06,24,dnn,da_as_total_mw_primary_reserve,0.6474835038185119,0.006210901463250697
nf06,24,dnn,da_as_total_mw_synchronized_reserve,0.6610773205757141,0.005552118416176699
nf06,24,dnn,da_as_total_mw_thirty_minutes_reserve,0.8517593502998352,0.0020150950685384273
nf06,24,dnn,gross_actual_interchange_mw,0.6095324516296386,0.004942802346813183
nf06,24,dnn,marginal_loss_price_da,0.8388963103294372,0.004402526667453774
nf06,24,dnn,metered_load_mw,0.9884804964065552,0.001461673290111445
nf06,24,dnn,net_actual_interchange_mw,0.8540274858474731,0.002519059569379452
nf06,24,dnn,total_gen,0.9909936785697937,0.0013332643952322113
nf06,24,dnn,total_lmp_da,0.9833819270133972,0.0015225144736121705
nf06,24,dnn,total_losses,0.8472620010375976,0.0020626663792746433
nf06,24,gcn,congestion_price_da,0.5993785381317138,0.029552829216129332
nf06,24,gcn,congestion_price_rt,0.44677895307540894,0.03551328003578287
nf06,24,gcn,da_as_total_mw_primary_reserve,0.6299942612648011,0.0036855398430604533
nf06,24,gcn,da_as_total_mw_synchronized_reserve,0.6151800751686096,0.01689939109980452
nf06,24,gcn,da_as_total_mw_thirty_minutes_reserve,0.8321012735366822,0.010513798408784518
nf06,24,gcn,gross_actual_interchange_mw,0.6023000359535218,0.01654065392432993
nf06,24,gcn,marginal_loss_price_da,0.8124814629554749,0.010249132941462553
nf06,24,gcn,metered_load_mw,0.9853213429450989,0.0010633421159606771
nf06,24,gcn,net_actual_interchange_mw,0.8281383752822876,0.011274040894869384
nf06,24,gcn,total_gen,0.9853764176368713,0.001628946865810378
nf06,24,gcn,total_lmp_da,0.9829869508743286,0.0022732745820411688
nf06,24,gcn,total_losses,0.8172040939331054,0.01298870114631158
nf07,32,dnn,congestion_price_da,0.5473553538322449,0.01608866074540144
nf07,32,dnn,congestion_price_rt,0.5574833393096924,0.03228508899600988
nf07,32,dnn,da_as_total_mw_primary_reserve,0.9455186724662781,0.0009417746298543021
nf07,32,dnn,da_as_total_mw_synchronized_reserve,0.9137390494346619,0.0016106477667935752
nf07,32,dnn,da_as_total_mw_thirty_minutes_reserve,0.8724444031715393,0.002331445204846275
nf07,32,dnn,gross_actual_interchange_mw,0.5757257461547851,0.009066931337984863
nf07,32,dnn,marginal_loss_price_da,0.8332337260246276,0.0028505147241967917
nf07,32,dnn,metered_load_mw,0.9891814351081848,0.0009260323837426639
nf07,32,dnn,net_actual_interchange_mw,0.8290963768959045,0.004936664008455445
nf07,32,dnn,total_gen,0.9920697927474975,0.0011368505176865488
nf07,32,dnn,total_lmp_da,0.9790982604026794,0.00039869945871364533
nf07,32,dnn,total_losses,0.8568964838981629,0.0028218239610519683
nf07,32,gcn,congestion_price_da,0.6606095194816589,0.010615401489989806
nf07,32,gcn,congestion_price_rt,0.6355712294578553,0.022146612566672146
nf07,32,gcn,da_as_total_mw_primary_reserve,0.94980388879776,0.00341327379624078
nf07,32,gcn,da_as_total_mw_synchronized_reserve,0.9160266518592834,0.0012867448263716328
nf07,32,gcn,da_as_total_mw_thirty_minutes_reserve,0.8771654009819031,0.0022098170429824173
nf07,32,gcn,gross_actual_interchange_mw,0.5987194657325745,0.019829892606329353
nf07,32,gcn,marginal_loss_price_da,0.820920181274414,0.015528640637783392
nf07,32,gcn,metered_load_mw,0.9886839628219605,0.000707360007947734
nf07,32,gcn,net_actual_interchange_mw,0.783807897567749,0.008830571678032272
nf07,32,gcn,total_gen,0.9854760766029358,0.0013049178545735366
nf07,32,gcn,total_lmp_da,0.9787015557289124,0.005771753032585263
nf07,32,gcn,total_losses,0.8644524693489075,0.0048751862777214735
nf08,40,dnn,congestion_price_da,0.6585561275482178,0.008560321424655081
nf08,40,dnn,congestion_price_rt,0.6944298863410949,0.008336493675020063
nf08,40,dnn,da_as_total_mw_primary_reserve,0.9463384628295899,0.0012570252562666374
nf08,40,dnn,da_as_total_mw_synchronized_reserve,0.9127515554428101,0.0027464608056234955
nf08,40,dnn,da_as_total_mw_thirty_minutes_reserve,0.8820013880729676,0.0018024952574397823
nf08,40,dnn,gross_actual_interchange_mw,0.826257050037384,0.0032316435728557214
nf08,40,dnn,marginal_loss_price_da,0.8569479703903198,0.0049741185590829835
nf08,40,dnn,metered_load_mw,0.9905759334564209,0.0009786648564985608
nf08,40,dnn,net_actual_interchange_mw,0.8845832228660584,0.0037533584775118123
nf08,40,dnn,total_gen,0.9928490161895752,0.0008670270137897724
nf08,40,dnn,total_lmp_da,0.9821683645248414,0.0011765750392350332
nf08,40,dnn,total_losses,0.878799045085907,0.001919905625627678
nf08,40,gcn,congestion_price_da,0.6377322435379028,0.025882467876125515
nf08,40,gcn,congestion_price_rt,0.6619808316230774,0.0182995039200189
nf08,40,gcn,da_as_total_mw_primary_reserve,0.9486735224723816,0.0019399824372926561
nf08,40,gcn,da_as_total_mw_synchronized_reserve,0.9139585256576538,0.0026224159898482007
nf08,40,gcn,da_as_total_mw_thirty_minutes_reserve,0.8749339342117309,0.004329118287694068
nf08,40,gcn,gross_actual_interchange_mw,0.8040696859359742,0.012651632080049787
nf08,40,gcn,marginal_loss_price_da,0.817558753490448,0.005122088859310198
nf08,40,gcn,metered_load_mw,0.9885577917098999,0.0018035715866782979
nf08,40,gcn,net_actual_interchange_mw,0.8578948020935059,0.009413130644461917
nf08,40,gcn,total_gen,0.9877932906150818,0.002117865303228261
nf08,40,gcn,total_lmp_da,0.9834599494934082,0.0034988786086821524
nf08,40,gcn,total_losses,0.8714951753616333,0.013912149940053818
nf09,44,dnn,congestion_price_da,0.6236186861991883,0.017245461021935467
nf09,44,dnn,congestion_price_rt,0.6442248344421386,0.011198484473504874
nf09,44,dnn,da_as_total_mw_primary_reserve,0.9464938044548035,0.0014803776641055784
nf09,44,dnn,da_as_total_mw_synchronized_reserve,0.9120972871780395,0.002426655978009426
nf09,44,dnn,da_as_total_mw_thirty_minutes_reserve,0.8795576095581055,0.003747449669678507
nf09,44,dnn,gross_actual_interchange_mw,0.8239983677864074,0.0024870702247966636
nf09,44,dnn,marginal_loss_price_da,0.8512861847877502,0.004776418463716841
nf09,44,dnn,metered_load_mw,0.9890873551368713,0.002107142044589562
nf09,44,dnn,net_actual_interchange_mw,0.8818742394447326,0.0027430527308403203
nf09,44,dnn,total_gen,0.9918926000595093,0.0020989829404167142
nf09,44,dnn,total_lmp_da,0.9798956751823426,0.0036797392458065717
nf09,44,dnn,total_losses,0.8720789551734924,0.005674083094222399
nf09,44,gcn,congestion_price_da,0.6470380544662475,0.029568569750297025
nf09,44,gcn,congestion_price_rt,0.6672317862510682,0.01125385147903907
nf09,44,gcn,da_as_total_mw_primary_reserve,0.9510261178016662,0.0017221674567739213
nf09,44,gcn,da_as_total_mw_synchronized_reserve,0.913826334476471,0.0035745022467964342
nf09,44,gcn,da_as_total_mw_thirty_minutes_reserve,0.8796470999717713,0.0040590780491167
nf09,44,gcn,gross_actual_interchange_mw,0.8101426720619201,0.0059099924060703945
nf09,44,gcn,marginal_loss_price_da,0.8120727300643921,0.01007225843658556
nf09,44,gcn,metered_load_mw,0.9894757151603699,0.0006415200171810876
nf09,44,gcn,net_actual_interchange_mw,0.8640973567962646,0.016745868070074804
nf09,44,gcn,total_gen,0.9886264681816102,0.0016548827499788265
nf09,44,gcn,total_lmp_da,0.9826542258262634,0.0025575692129496193
nf09,44,gcn,total_losses,0.8703997135162354,0.004969793388523427
