i,j,pair_leak,pair_effect,synergy,superadd,gi,gj,single_i,single_j,max_single
19,43,0.08960428088903427,0.10477077960968018,0.037260398268699646,-0.005640625953674316,forecast_load_mw_latest_available,gross_inadv_interchange_mw,0.052343882620334625,0.04868990182876587,0.052343882620334625
20,43,0.08587382733821869,0.09777861833572388,0.03718392550945282,-0.006146371364593506,forecast_load_mw_day_ahead,gross_inadv_interchange_mw,0.04803933948278427,0.04868990182876587,0.04868990182876587
1,19,0.08888248354196548,0.08699768781661987,0.03653860092163086,0.012746334075927734,gen_fuel_gas_mw,forecast_load_mw_latest_available,0.009290446527302265,0.052343882620334625,0.052343882620334625
38,43,0.17930690944194794,0.24900448322296143,0.03563840687274933,0.01016300916671753,system_energy_price_da,gross_inadv_interchange_mw,0.1436685025691986,0.04868990182876587,0.1436685025691986
1,20,0.08364886790513992,0.08045929670333862,0.03560952842235565,0.012694358825683594,gen_fuel_gas_mw,forecast_load_mw_day_ahead,0.009290446527302265,0.04803933948278427,0.04803933948278427
4,37,0.11136260628700256,0.18786466121673584,0.034974753856658936,0.0017679333686828613,gen_fuel_nuclear_mw,da_as_nsr_mw_primary_reserve,0.03602759912610054,0.07638785243034363,0.07638785243034363
33,37,0.10942207276821136,0.13972103595733643,0.03303422033786774,-0.008032798767089844,da_as_as_req_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,0.014582937583327293,0.07638785243034363,0.07638785243034363
31,32,0.054070062935352325,0.11764323711395264,0.0308360755443573,-0.007346987724304199,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,0.023224901407957077,0.023233987390995026,0.023233987390995026
4,43,0.0778760313987732,0.13815855979919434,0.029186129570007324,0.004548966884613037,gen_fuel_nuclear_mw,gross_inadv_interchange_mw,0.03602759912610054,0.04868990182876587,0.04868990182876587
0,19,0.07947269827127457,0.08605754375457764,0.02712881565093994,0.01381462812423706,gen_fuel_coal_mw,forecast_load_mw_latest_available,0.01065902877599001,0.052343882620334625,0.052343882620334625
0,20,0.07387273758649826,0.07817381620407104,0.02583339810371399,0.012417316436767578,gen_fuel_coal_mw,forecast_load_mw_day_ahead,0.01065902877599001,0.04803933948278427,0.04803933948278427
32,38,0.1688312292098999,0.24288201332092285,0.025162726640701294,-0.007159590721130371,da_as_as_req_mw_synchronized_reserve,system_energy_price_da,0.023233987390995026,0.1436685025691986,0.1436685025691986
31,38,0.16834501922130585,0.24239426851272583,0.02467651665210724,-0.007385671138763428,da_as_as_req_mw_primary_reserve,system_energy_price_da,0.023224901407957077,0.1436685025691986,0.1436685025691986
32,43,0.07114160060882568,0.11628353595733643,0.022451698780059814,0.002231776714324951,da_as_as_req_mw_synchronized_reserve,gross_inadv_interchange_mw,0.023233987390995026,0.04868990182876587,0.04868990182876587
31,43,0.07112910598516464,0.11608153581619263,0.022439204156398773,0.002291440963745117,da_as_as_req_mw_primary_reserve,gross_inadv_interchange_mw,0.023224901407957077,0.04868990182876587,0.04868990182876587
19,38,0.16549357771873474,0.25520753860473633,0.021825075149536133,0.008806288242340088,forecast_load_mw_latest_available,system_energy_price_da,0.052343882620334625,0.1436685025691986,0.1436685025691986
4,40,0.05656151846051216,0.13121914863586426,0.02053391933441162,0.002498328685760498,gen_fuel_nuclear_mw,marginal_loss_price_rt,0.03602759912610054,0.012405291199684143,0.03602759912610054
19,31,0.0717262402176857,0.1350855827331543,0.019382357597351074,0.013735711574554443,forecast_load_mw_latest_available,da_as_as_req_mw_primary_reserve,0.052343882620334625,0.023224901407957077,0.052343882620334625
19,32,0.07144785672426224,0.13538622856140137,0.019103974103927612,0.013774693012237549,forecast_load_mw_latest_available,da_as_as_req_mw_synchronized_reserve,0.052343882620334625,0.023233987390995026,0.052343882620334625
20,31,0.06682905554771423,0.12938916683197021,0.018789716064929962,0.01452571153640747,forecast_load_mw_day_ahead,da_as_as_req_mw_primary_reserve,0.04803933948278427,0.023224901407957077,0.04803933948278427
20,32,0.06645926833152771,0.1294686198234558,0.01841992884874344,0.014343500137329102,forecast_load_mw_day_ahead,da_as_as_req_mw_synchronized_reserve,0.04803933948278427,0.023233987390995026,0.04803933948278427
20,38,0.16203533113002777,0.2515709400177002,0.018366828560829163,0.011656105518341064,forecast_load_mw_day_ahead,system_energy_price_da,0.04803933948278427,0.1436685025691986,0.1436685025691986
0,1,0.02872948907315731,0.04173833131790161,0.0180704602971673,0.013215243816375732,gen_fuel_coal_mw,gen_fuel_gas_mw,0.01065902877599001,0.009290446527302265,0.01065902877599001
19,39,0.06793873757123947,0.09824830293655396,0.015594854950904846,0.0020450949668884277,forecast_load_mw_latest_available,total_lmp_rt,0.052343882620334625,0.014230689033865929,0.052343882620334625
20,39,0.06309612095355988,0.09266442060470581,0.015056781470775604,0.0029476284980773926,forecast_load_mw_day_ahead,total_lmp_rt,0.04803933948278427,0.014230689033865929,0.04803933948278427
1,4,0.05079655349254608,0.09218549728393555,0.014768954366445541,-0.0052640438079833984,gen_fuel_gas_mw,gen_fuel_nuclear_mw,0.009290446527302265,0.03602759912610054,0.03602759912610054
14,19,0.06707869470119476,0.08994770050048828,0.014734812080860138,0.0018019676208496094,gen_fuel_nuclear_pct,forecast_load_mw_latest_available,0.005214559379965067,0.052343882620334625,0.052343882620334625
37,39,0.09097141772508621,0.138580322265625,0.014583565294742584,-0.0025502443313598633,da_as_nsr_mw_primary_reserve,total_lmp_rt,0.07638785243034363,0.014230689033865929,0.07638785243034363
33,43,0.0630967989563942,0.09632068872451782,0.014406897127628326,0.0010539889335632324,da_as_as_req_mw_thirty_minutes_reserve,gross_inadv_interchange_mw,0.014582937583327293,0.04868990182876587,0.04868990182876587
38,42,0.1576736718416214,0.20818287134170532,0.01400516927242279,0.0013570189476013184,system_energy_price_da,gross_sched_interchange_mw,0.1436685025691986,0.009227837435901165,0.1436685025691986
4,31,0.049805231392383575,0.15742188692092896,0.013777632266283035,0.012873828411102295,gen_fuel_nuclear_mw,da_as_as_req_mw_primary_reserve,0.03602759912610054,0.023224901407957077,0.03602759912610054
4,32,0.049644652754068375,0.15722030401229858,0.013617053627967834,0.012410581111907959,gen_fuel_nuclear_mw,da_as_as_req_mw_synchronized_reserve,0.03602759912610054,0.023233987390995026,0.03602759912610054
14,20,0.06163221225142479,0.08248835802078247,0.013592872768640518,0.0008290410041809082,gen_fuel_nuclear_pct,forecast_load_mw_day_ahead,0.005214559379965067,0.04803933948278427,0.04803933948278427
1,42,0.02286030352115631,0.040089964866638184,0.013569856993854046,0.005414009094238281,gen_fuel_gas_mw,gross_sched_interchange_mw,0.009290446527302265,0.009227837435901165,0.009290446527302265
37,40,0.08913504332304001,0.1534988284111023,0.01274719089269638,0.003048837184906006,da_as_nsr_mw_primary_reserve,marginal_loss_price_rt,0.07638785243034363,0.012405291199684143,0.07638785243034363
31,40,0.035802654922008514,0.10790902376174927,0.012577753514051437,-0.0009922981262207031,da_as_as_req_mw_primary_reserve,marginal_loss_price_rt,0.023224901407957077,0.012405291199684143,0.023224901407957077
32,40,0.035718247294425964,0.10820287466049194,0.012484259903430939,-0.0009601116180419922,da_as_as_req_mw_synchronized_reserve,marginal_loss_price_rt,0.023233987390995026,0.012405291199684143,0.023233987390995026
1,33,0.02706317976117134,0.06910538673400879,0.012480242177844048,0.009998738765716553,gen_fuel_gas_mw,da_as_as_req_mw_thirty_minutes_reserve,0.009290446527302265,0.014582937583327293,0.014582937583327293
33,40,0.02652515470981598,0.08866608142852783,0.011942217126488686,-0.0017118453979492188,da_as_as_req_mw_thirty_minutes_reserve,marginal_loss_price_rt,0.014582937583327293,0.012405291199684143,0.014582937583327293
3,38,0.1554010957479477,0.20733296871185303,0.011732593178749084,0.01371997594833374,gen_fuel_multiple_fuels_mw,system_energy_price_da,0.004982460755854845,0.1436685025691986,0.1436685025691986
40,42,0.0238095261156559,0.0667305588722229,0.011404234915971756,0.0007833242416381836,marginal_loss_price_rt,gross_sched_interchange_mw,0.012405291199684143,0.009227837435901165,0.012405291199684143
1,37,0.0875173956155777,0.12015902996063232,0.01112954318523407,0.0009803175926208496,gen_fuel_gas_mw,da_as_nsr_mw_primary_reserve,0.009290446527302265,0.07638785243034363,0.07638785243034363
20,33,0.05883954092860222,0.10844361782073975,0.010800201445817947,0.012103557586669922,forecast_load_mw_day_ahead,da_as_as_req_mw_thirty_minutes_reserve,0.04803933948278427,0.014582937583327293,0.04803933948278427
0,37,0.08706089854240417,0.11897039413452148,0.010673046112060547,0.0018001198768615723,gen_fuel_coal_mw,da_as_nsr_mw_primary_reserve,0.01065902877599001,0.07638785243034363,0.07638785243034363
19,33,0.06281900405883789,0.11604529619216919,0.010475121438503265,0.013218820095062256,forecast_load_mw_latest_available,da_as_as_req_mw_thirty_minutes_reserve,0.052343882620334625,0.014582937583327293,0.052343882620334625
33,39,0.025009358301758766,0.08695685863494873,0.010426420718431473,0.0058983564376831055,da_as_as_req_mw_thirty_minutes_reserve,total_lmp_rt,0.014582937583327293,0.014230689033865929,0.014582937583327293
42,43,0.059103723615407944,0.0752364993095398,0.010413821786642075,0.004400491714477539,gross_sched_interchange_mw,gross_inadv_interchange_mw,0.009227837435901165,0.04868990182876587,0.04868990182876587
0,43,0.0589347779750824,0.06702226400375366,0.010244876146316528,0.0023391246795654297,gen_fuel_coal_mw,gross_inadv_interchange_mw,0.01065902877599001,0.04868990182876587,0.04868990182876587
0,42,0.02034756913781166,0.03614848852157593,0.009688540361821651,0.003480970859527588,gen_fuel_coal_mw,gross_sched_interchange_mw,0.01065902877599001,0.009227837435901165,0.01065902877599001
3,4,0.04557010903954506,0.0912466049194336,0.009542509913444519,0.0028654932975769043,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,0.004982460755854845,0.03602759912610054,0.03602759912610054
13,38,0.15316526591777802,0.19209152460098267,0.009496763348579407,0.0022401809692382812,gen_fuel_multiple_fuels_pct,system_energy_price_da,0.003796694800257683,0.1436685025691986,0.1436685025691986
10,37,0.08584089577198029,0.11951857805252075,0.009453043341636658,0.0005867481231689453,gen_fuel_coal_pct,da_as_nsr_mw_primary_reserve,0.009728838689625263,0.07638785243034363,0.07638785243034363
39,40,0.023682300001382828,0.0638081431388855,0.009451610967516899,-0.019946515560150146,total_lmp_rt,marginal_loss_price_rt,0.014230689033865929,0.012405291199684143,0.014230689033865929
1,40,0.021790165454149246,0.061707139015197754,0.009384874254465103,-9.566545486450195e-05,gen_fuel_gas_mw,marginal_loss_price_rt,0.009290446527302265,0.012405291199684143,0.012405291199684143
37,42,0.08552855998277664,0.1240546703338623,0.009140707552433014,0.0007315278053283691,da_as_nsr_mw_primary_reserve,gross_sched_interchange_mw,0.07638785243034363,0.009227837435901165,0.07638785243034363
1,43,0.05755801871418953,0.07320743799209595,0.00886811688542366,0.006515860557556152,gen_fuel_gas_mw,gross_inadv_interchange_mw,0.009290446527302265,0.04868990182876587,0.04868990182876587
10,40,0.021243391558527946,0.06642162799835205,0.008838100358843803,0.004865705966949463,gen_fuel_coal_pct,marginal_loss_price_rt,0.009728838689625263,0.012405291199684143,0.012405291199684143
1,39,0.02275100350379944,0.05098360776901245,0.00852031446993351,-0.001499772071838379,gen_fuel_gas_mw,total_lmp_rt,0.009290446527302265,0.014230689033865929,0.014230689033865929
10,42,0.01821552962064743,0.036720097064971924,0.008486690931022167,0.0022910237312316895,gen_fuel_coal_pct,gross_sched_interchange_mw,0.009728838689625263,0.009227837435901165,0.009728838689625263
1,10,0.01812835782766342,0.033968448638916016,0.008399519138038158,0.003683805465698242,gen_fuel_gas_mw,gen_fuel_coal_pct,0.009290446527302265,0.009728838689625263,0.009728838689625263
10,31,0.03155828267335892,0.07991302013397217,0.00833338126540184,0.0025298595428466797,gen_fuel_coal_pct,da_as_as_req_mw_primary_reserve,0.009728838689625263,0.023224901407957077,0.023224901407957077
10,32,0.031403981149196625,0.08015775680541992,0.008169993758201599,0.0025129318237304688,gen_fuel_coal_pct,da_as_as_req_mw_synchronized_reserve,0.009728838689625263,0.023233987390995026,0.023233987390995026
15,38,0.15175247192382812,0.1883600950241089,0.008083969354629517,-0.0008099675178527832,gen_fuel_oil_pct,system_energy_price_da,0.000999844865873456,0.1436685025691986,0.1436685025691986
32,42,0.03122103400528431,0.08223116397857666,0.007987046614289284,0.00019502639770507812,da_as_as_req_mw_synchronized_reserve,gross_sched_interchange_mw,0.023233987390995026,0.009227837435901165,0.023233987390995026
20,40,0.05598629638552666,0.10132324695587158,0.007946956902742386,0.0022870302200317383,forecast_load_mw_day_ahead,marginal_loss_price_rt,0.04803933948278427,0.012405291199684143,0.04803933948278427
31,42,0.031064432114362717,0.08188015222549438,0.00783953070640564,0.00010567903518676758,da_as_as_req_mw_primary_reserve,gross_sched_interchange_mw,0.023224901407957077,0.009227837435901165,0.023224901407957077
19,40,0.06013653054833412,0.10615533590316772,0.0077926479279994965,0.0006327033042907715,forecast_load_mw_latest_available,marginal_loss_price_rt,0.052343882620334625,0.012405291199684143,0.052343882620334625
5,19,0.06012734770774841,0.06391745805740356,0.007783465087413788,0.002756953239440918,gen_fuel_oil_mw,forecast_load_mw_latest_available,0.0020170575007796288,0.052343882620334625,0.052343882620334625
10,33,0.022206148132681847,0.060605764389038086,0.007623210549354553,0.0017459988594055176,gen_fuel_coal_pct,da_as_as_req_mw_thirty_minutes_reserve,0.009728838689625263,0.014582937583327293,0.014582937583327293
1,32,0.030853059142827988,0.08272343873977661,0.007619071751832962,0.00483173131942749,gen_fuel_gas_mw,da_as_as_req_mw_synchronized_reserve,0.009290446527302265,0.023233987390995026,0.023233987390995026
40,43,0.0562102347612381,0.10623633861541748,0.007520332932472229,0.008273482322692871,marginal_loss_price_rt,gross_inadv_interchange_mw,0.012405291199684143,0.04868990182876587,0.04868990182876587
5,20,0.05553329735994339,0.056991398334503174,0.007493957877159119,0.0023173093795776367,gen_fuel_oil_mw,forecast_load_mw_day_ahead,0.0020170575007796288,0.04803933948278427,0.04803933948278427
1,31,0.030646443367004395,0.08257156610488892,0.0074215419590473175,0.00494152307510376,gen_fuel_gas_mw,da_as_as_req_mw_primary_reserve,0.009290446527302265,0.023224901407957077,0.023224901407957077
13,32,0.03031354397535324,0.06566518545150757,0.007079556584358215,0.0006035566329956055,gen_fuel_multiple_fuels_pct,da_as_as_req_mw_synchronized_reserve,0.003796694800257683,0.023233987390995026,0.023233987390995026
3,42,0.016270926222205162,0.025606393814086914,0.007043088786303997,-1.1324882507324219e-06,gen_fuel_multiple_fuels_mw,gross_sched_interchange_mw,0.004982460755854845,0.009227837435901165,0.009227837435901165
4,29,0.04305976629257202,0.0877988338470459,0.007032167166471481,0.0022224783897399902,gen_fuel_nuclear_mw,da_as_mcp_primary_reserve,0.03602759912610054,0.0016710057388991117,0.03602759912610054
13,31,0.030207373201847076,0.06536388397216797,0.006982471793889999,0.0005639195442199707,gen_fuel_multiple_fuels_pct,da_as_as_req_mw_primary_reserve,0.003796694800257683,0.023224901407957077,0.023224901407957077
5,38,0.15053334832191467,0.19084757566452026,0.0068648457527160645,0.0012570023536682129,gen_fuel_oil_mw,system_energy_price_da,0.0020170575007796288,0.1436685025691986,0.1436685025691986
4,9,0.042811695486307144,0.11072111129760742,0.006784096360206604,0.004154860973358154,gen_fuel_nuclear_mw,gen_fuel_wind_mw,0.03602759912610054,0.0,0.03602759912610054
3,40,0.01911473087966442,0.05995291471481323,0.006709439679980278,0.007218539714813232,gen_fuel_multiple_fuels_mw,marginal_loss_price_rt,0.004982460755854845,0.012405291199684143,0.012405291199684143
1,24,0.015929128974676132,0.01846134662628174,0.006638682447373867,0.000461578369140625,gen_fuel_gas_mw,total_pjm_reg_purchases,0.009290446527302265,0.003847702406346798,0.009290446527302265
0,40,0.019005034118890762,0.06364613771438599,0.006599742919206619,0.003851771354675293,gen_fuel_coal_mw,marginal_loss_price_rt,0.01065902877599001,0.012405291199684143,0.012405291199684143
33,42,0.0211824681609869,0.06736898422241211,0.006599530577659607,0.004117906093597412,da_as_as_req_mw_thirty_minutes_reserve,gross_sched_interchange_mw,0.014582937583327293,0.009227837435901165,0.014582937583327293
39,42,0.020698634907603264,0.058191001415252686,0.006467945873737335,0.0015631914138793945,total_lmp_rt,gross_sched_interchange_mw,0.014230689033865929,0.009227837435901165,0.014230689033865929
31,39,0.029574565589427948,0.10694944858551025,0.006349664181470871,0.007367551326751709,da_as_as_req_mw_primary_reserve,total_lmp_rt,0.023224901407957077,0.014230689033865929,0.023224901407957077
32,39,0.029436444863677025,0.10718929767608643,0.006202457472681999,0.007345736026763916,da_as_as_req_mw_synchronized_reserve,total_lmp_rt,0.023233987390995026,0.014230689033865929,0.023233987390995026
18,38,0.14985650777816772,0.1945750117301941,0.006188005208969116,-0.0064553022384643555,gen_fuel_wind_pct,system_energy_price_da,0.0008485924336127937,0.1436685025691986,0.1436685025691986
0,10,0.0167620200663805,0.038019537925720215,0.0061029912903904915,0.009743332862854004,gen_fuel_coal_mw,gen_fuel_coal_pct,0.01065902877599001,0.009728838689625263,0.01065902877599001
29,33,0.020589662715792656,0.04666107892990112,0.0060067251324653625,-0.0005723834037780762,da_as_mcp_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,0.0016710057388991117,0.014582937583327293,0.014582937583327293
29,31,0.0289914608001709,0.06617575883865356,0.005766559392213821,0.0004189014434814453,da_as_mcp_primary_reserve,da_as_as_req_mw_primary_reserve,0.0016710057388991117,0.023224901407957077,0.023224901407957077
3,32,0.028992285951972008,0.06955260038375854,0.005758298560976982,0.0007293224334716797,gen_fuel_multiple_fuels_mw,da_as_as_req_mw_synchronized_reserve,0.004982460755854845,0.023233987390995026,0.023233987390995026
29,32,0.02892451547086239,0.06640893220901489,0.005690528079867363,0.0003904104232788086,da_as_mcp_primary_reserve,da_as_as_req_mw_synchronized_reserve,0.0016710057388991117,0.023233987390995026,0.023233987390995026
39,43,0.05436320602893829,0.08382391929626465,0.005673304200172424,-0.004819512367248535,total_lmp_rt,gross_inadv_interchange_mw,0.014230689033865929,0.04868990182876587,0.04868990182876587
3,31,0.028835508972406387,0.06939125061035156,0.00561060756444931,0.0008296370506286621,gen_fuel_multiple_fuels_mw,da_as_as_req_mw_primary_reserve,0.004982460755854845,0.023224901407957077,0.023224901407957077
13,33,0.019865941256284714,0.04752516746520996,0.00528300367295742,0.0012485980987548828,gen_fuel_multiple_fuels_pct,da_as_as_req_mw_thirty_minutes_reserve,0.003796694800257683,0.014582937583327293,0.014582937583327293
1,38,0.14891962707042694,0.20391535758972168,0.0052511245012283325,0.0012339353561401367,gen_fuel_gas_mw,system_energy_price_da,0.009290446527302265,0.1436685025691986,0.1436685025691986
6,38,0.14891646802425385,0.19393634796142578,0.005247965455055237,0.0007842779159545898,gen_fuel_other_renewables_mw,system_energy_price_da,0.00026015660841949284,0.1436685025691986,0.1436685025691986
0,33,0.019748425111174583,0.06294864416122437,0.00516548752784729,0.005850434303283691,gen_fuel_coal_mw,da_as_as_req_mw_thirty_minutes_reserve,0.01065902877599001,0.014582937583327293,0.014582937583327293
14,37,0.08150770515203476,0.130706787109375,0.005119852721691132,-0.002366304397583008,gen_fuel_nuclear_pct,da_as_nsr_mw_primary_reserve,0.005214559379965067,0.07638785243034363,0.07638785243034363
1,5,0.014313829131424427,0.02210909128189087,0.005023382604122162,0.00466841459274292,gen_fuel_gas_mw,gen_fuel_oil_mw,0.009290446527302265,0.0020170575007796288,0.009290446527302265
3,37,0.08118294924497604,0.11095190048217773,0.004795096814632416,0.0008416175842285156,gen_fuel_multiple_fuels_mw,da_as_nsr_mw_primary_reserve,0.004982460755854845,0.07638785243034363,0.07638785243034363
0,24,0.015296152792870998,0.016545355319976807,0.004637124016880989,0.0005540251731872559,gen_fuel_coal_mw,total_pjm_reg_purchases,0.01065902877599001,0.003847702406346798,0.01065902877599001
3,10,0.0142851946875453,0.022481858730316162,0.004556355997920036,0.0012656450271606445,gen_fuel_multiple_fuels_mw,gen_fuel_coal_pct,0.004982460755854845,0.009728838689625263,0.009728838689625263
14,42,0.013644067570567131,0.05040097236633301,0.004416230134665966,0.0018306374549865723,gen_fuel_nuclear_pct,gross_sched_interchange_mw,0.005214559379965067,0.009227837435901165,0.009227837435901165
1,14,0.01369583047926426,0.04841625690460205,0.004405383951961994,0.003990352153778076,gen_fuel_gas_mw,gen_fuel_nuclear_pct,0.009290446527302265,0.005214559379965067,0.009290446527302265
3,33,0.018960917368531227,0.05027008056640625,0.004377979785203934,0.00023186206817626953,gen_fuel_multiple_fuels_mw,da_as_as_req_mw_thirty_minutes_reserve,0.004982460755854845,0.014582937583327293,0.014582937583327293
19,42,0.056713737547397614,0.08184105157852173,0.004369854927062988,0.003445267677307129,forecast_load_mw_latest_available,gross_sched_interchange_mw,0.052343882620334625,0.009227837435901165,0.052343882620334625
0,32,0.027580104768276215,0.08411610126495361,0.004346117377281189,0.008232831954956055,gen_fuel_coal_mw,da_as_as_req_mw_synchronized_reserve,0.01065902877599001,0.023233987390995026,0.023233987390995026
20,42,0.052360035479068756,0.07507449388504028,0.004320695996284485,0.003165125846862793,forecast_load_mw_day_ahead,gross_sched_interchange_mw,0.04803933948278427,0.009227837435901165,0.04803933948278427
16,19,0.056657370179891586,0.06419813632965088,0.004313487559556961,0.0005375146865844727,gen_fuel_other_renewables_pct,forecast_load_mw_latest_available,0.0009804742876440287,0.052343882620334625,0.052343882620334625
0,31,0.027503609657287598,0.08415740728378296,0.004278708249330521,0.008535802364349365,gen_fuel_coal_mw,da_as_as_req_mw_primary_reserve,0.01065902877599001,0.023224901407957077,0.023224901407957077
31,37,0.08062680065631866,0.15509039163589478,0.004238948225975037,-0.011186838150024414,da_as_as_req_mw_primary_reserve,da_as_nsr_mw_primary_reserve,0.023224901407957077,0.07638785243034363,0.07638785243034363
1,3,0.013520484790205956,0.022436678409576416,0.00423003826290369,0.0009735822677612305,gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,0.009290446527302265,0.004982460755854845,0.009290446527302265
0,3,0.01485440507531166,0.021257340908050537,0.0041953762993216515,0.001802682876586914,gen_fuel_coal_mw,gen_fuel_multiple_fuels_mw,0.01065902877599001,0.004982460755854845,0.01065902877599001
32,37,0.08056128770112991,0.1556706428527832,0.004173435270786285,-0.010868251323699951,da_as_as_req_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,0.023233987390995026,0.07638785243034363,0.07638785243034363
2,38,0.14781436324119568,0.18983620405197144,0.00414586067199707,0.0016711950302124023,gen_fuel_hydro_mw,system_energy_price_da,0.0001221207930939272,0.1436685025691986,0.1436685025691986
3,24,0.009120730683207512,0.008894920349121094,0.004138269927352667,-3.641843795776367e-05,gen_fuel_multiple_fuels_mw,total_pjm_reg_purchases,0.004982460755854845,0.003847702406346798,0.004982460755854845
4,6,0.04011140763759613,0.0915912389755249,0.00408380851149559,0.0036710500717163086,gen_fuel_nuclear_mw,gen_fuel_other_renewables_mw,0.03602759912610054,0.00026015660841949284,0.03602759912610054
14,32,0.027312131598591805,0.0967138409614563,0.004078144207596779,0.0049277544021606445,gen_fuel_nuclear_pct,da_as_as_req_mw_synchronized_reserve,0.005214559379965067,0.023233987390995026,0.023233987390995026
13,20,0.052114926278591156,0.055042386054992676,0.004075586795806885,0.00010752677917480469,gen_fuel_multiple_fuels_pct,forecast_load_mw_day_ahead,0.003796694800257683,0.04803933948278427,0.04803933948278427
3,43,0.05276528745889664,0.05932748317718506,0.004075385630130768,0.0017043352127075195,gen_fuel_multiple_fuels_mw,gross_inadv_interchange_mw,0.004982460755854845,0.04868990182876587,0.04868990182876587
14,31,0.027299197390675545,0.09665894508361816,0.004074295982718468,0.005134522914886475,gen_fuel_nuclear_pct,da_as_as_req_mw_primary_reserve,0.005214559379965067,0.023224901407957077,0.023224901407957077
0,5,0.014685126952826977,0.01859891414642334,0.0040260981768369675,0.003166675567626953,gen_fuel_coal_mw,gen_fuel_oil_mw,0.01065902877599001,0.0020170575007796288,0.01065902877599001
29,38,0.1476607322692871,0.19812500476837158,0.003992229700088501,0.007316768169403076,da_as_mcp_primary_reserve,system_energy_price_da,0.0016710057388991117,0.1436685025691986,0.1436685025691986
13,19,0.05631919205188751,0.06160515546798706,0.003975309431552887,0.00018388032913208008,gen_fuel_multiple_fuels_pct,forecast_load_mw_latest_available,0.003796694800257683,0.052343882620334625,0.052343882620334625
16,20,0.052011050283908844,0.05792391300201416,0.003971710801124573,0.0007497072219848633,gen_fuel_other_renewables_pct,forecast_load_mw_day_ahead,0.0009804742876440287,0.04803933948278427,0.04803933948278427
13,42,0.013162016868591309,0.0219842791557312,0.003934179432690144,0.00013840198516845703,gen_fuel_multiple_fuels_pct,gross_sched_interchange_mw,0.003796694800257683,0.009227837435901165,0.009227837435901165
10,19,0.05623010918498039,0.07276099920272827,0.003886226564645767,-0.0012434720993041992,gen_fuel_coal_pct,forecast_load_mw_latest_available,0.009728838689625263,0.052343882620334625,0.052343882620334625
4,33,0.03989993780851364,0.13422352075576782,0.003872338682413101,0.008198857307434082,gen_fuel_nuclear_mw,da_as_as_req_mw_thirty_minutes_reserve,0.03602759912610054,0.014582937583327293,0.03602759912610054
14,33,0.018414631485939026,0.0775989294052124,0.0038316939026117325,0.004597902297973633,gen_fuel_nuclear_pct,da_as_as_req_mw_thirty_minutes_reserve,0.005214559379965067,0.014582937583327293,0.014582937583327293
13,37,0.08018465340137482,0.10722953081130981,0.003796800971031189,0.000880897045135498,gen_fuel_multiple_fuels_pct,da_as_nsr_mw_primary_reserve,0.003796694800257683,0.07638785243034363,0.07638785243034363
10,24,0.0135117806494236,0.018543899059295654,0.003782941959798336,0.000791013240814209,gen_fuel_coal_pct,total_pjm_reg_purchases,0.009728838689625263,0.003847702406346798,0.009728838689625263
