kind,small,mid,large,t1,t2,n_seed,mae_扫描|S|<=3,mae_中段4-12,mae_防护|S|>=13,K0_mae,三区间全不劣
两路,small50,-,uniform,3,3,3,0.054969449064396124,0.10187490939303219,0.0773993638102655,0.05867138790419494,True
两路,small80,-,large50,3,3,3,0.05521494306909419,0.10945125193540532,0.07038997886357484,0.058676134052203656,False
两路,small80,-,large50,4,4,3,0.05521494306909419,0.10951409462969101,0.07038997886357484,0.05867880566420692,False
两路,small50,-,uniform,4,4,3,0.054969449064396124,0.10213005078174976,0.0773993638102655,0.058682234651050325,False
两路,small80,-,large50,6,6,3,0.05521494306909419,0.1104749246418575,0.07038997886357484,0.05871965313299826,False
两路,small50,-,uniform,6,6,3,0.054969449064396124,0.1042616798065195,0.0773993638102655,0.05877285593573279,False
两路,small50,-,large50,12,12,3,0.054969449064396124,0.11749524177109227,0.07038997886357484,0.05880174074412333,False
两路,small80,-,uniform,3,3,3,0.05521494306909419,0.10187490939303219,0.0773993638102655,0.05888775286138125,True
两路,small80,-,uniform,4,4,3,0.05521494306909419,0.10228277241214985,0.0773993638102655,0.05890509221562038,False
两路,small80,-,large50,8,8,3,0.05521494306909419,0.11558720069145088,0.07038997886357484,0.0589369897417056,False
两路,small50,-,uniform,8,8,3,0.054969449064396124,0.10892164259901886,0.0773993638102655,0.058970963490997674,False
两路,small80,-,uniform,6,6,3,0.05521494306909419,0.10712516078011906,0.0773993638102655,0.05911095517288811,False
两路,small50,-,uniform,12,12,3,0.054969449064396124,0.11749524177109227,0.0773993638102655,0.05933545025783075,False
两路,small50,-,large50,16,16,3,0.054969449064396124,0.11749524177109227,0.07800243124365806,0.05938136909793678,False
两路,small80,-,uniform,8,8,3,0.05521494306909419,0.11505930338234056,0.0773993638102655,0.059448256920571395,False
两路,small80,-,large50,12,12,3,0.05521494306909419,0.13102443644755316,0.07038997886357484,0.059593268165347,False
两路,small50,-,uniform,16,16,3,0.054969449064396124,0.11749524177109227,0.08476630631420347,0.059896384966252415,False
两路,small80,-,uniform,12,12,3,0.05521494306909419,0.13102443644755316,0.0773993638102655,0.060126977679054415,False
两路,small80,-,large50,16,16,3,0.05521494306909419,0.13102443644755316,0.08480276502668858,0.060690688431573936,False
两路,small80,-,uniform,16,16,3,0.05521494306909419,0.13102443644755316,0.09156664009723399,0.06120570429988958,False
三路,workload,uniform,large50,3,12,3,0.058611164945724936,0.10187490939303219,0.07038997886357484,0.06134728712092263,True
三路,workload,uniform,large50,3,16,3,0.058611164945724936,0.10187490939303219,0.0706354887397201,0.06136598076631441,True
三路,workload,uniform,large50,4,12,3,0.058611164945724936,0.10237493957848494,0.07038997886357484,0.0613685447493651,False
三路,workload,uniform,large50,3,8,3,0.058611164945724936,0.10240280670214252,0.07038997886357484,0.06136972945576425,False
三路,workload,uniform,large50,4,16,3,0.058611164945724936,0.10237493957848494,0.0706354887397201,0.06138723839475688,False
三路,workload,uniform,large50,4,8,3,0.058611164945724936,0.10290283688759527,0.07038997886357484,0.061390987084206726,False
两路,workload,-,large50,3,3,3,0.058611164945724936,0.10945125193540532,0.07038997886357484,0.061669377825452454,False
两路,workload,-,large50,4,4,3,0.058611164945724936,0.1096062617960261,0.07038997886357484,0.06167596771165904,False
两路,workload,-,large50,6,6,3,0.058611164945724936,0.11039212533885961,0.07038997886357484,0.06170937688511707,False
两路,workload,-,large50,8,8,3,0.058611164945724936,0.11312784667236493,0.07038997886357484,0.06182567975906686,False
两路,workload,-,uniform,3,3,3,0.058611164945724936,0.10187490939303219,0.0773993638102655,0.061880996634630044,True
两路,workload,-,uniform,4,4,3,0.058611164945724936,0.10237493957848494,0.0773993638102655,0.06190225426307252,False
两路,workload,-,uniform,6,6,3,0.058611164945724936,0.10704236147712119,0.0773993638102655,0.062100678925006925,False
两路,workload,-,large50,12,12,3,0.058611164945724936,0.12115765418579329,0.07038997886357484,0.06216704847949814,False
两路,workload,-,uniform,8,8,3,0.058611164945724936,0.11259994936325458,0.0773993638102655,0.062336946937932645,False
两路,workload,-,uniform,12,12,3,0.058611164945724936,0.12115765418579329,0.0773993638102655,0.06270075799320556,False
两路,workload,-,large50,16,16,3,0.058611164945724936,0.12115765418579329,0.07764921747148036,0.06271978238365337,False
两路,workload,-,uniform,16,16,3,0.058611164945724936,0.12115765418579329,0.08441309254202578,0.06323479825196902,False
三路,workload_hard,uniform,large50,3,12,3,0.06129374788070848,0.10187490939303219,0.07038997886357484,0.06371156865435673,False
三路,workload_hard,uniform,large50,3,16,3,0.06129374788070848,0.10187490939303219,0.0706354887397201,0.0637302622997485,False
三路,workload_hard,uniform,large50,3,8,3,0.06129374788070848,0.10240280670214252,0.07038997886357484,0.06373401098919836,False
三路,workload_hard,uniform,large50,4,12,3,0.06129374788070848,0.1027382417747235,0.07038997886357484,0.06374827123657331,False
三路,workload_hard,uniform,large50,4,16,3,0.06129374788070848,0.1027382417747235,0.0706354887397201,0.06376696488196508,False
三路,workload_hard,uniform,large50,4,8,3,0.06129374788070848,0.10326613908383382,0.07038997886357484,0.06377071357141494,False
两路,workload_hard,-,large50,3,3,3,0.06129374788070848,0.10945125193540532,0.07038997886357484,0.06403365935888657,False
两路,workload_hard,-,large50,4,4,3,0.06129374788070848,0.10996956399226465,0.07038997886357484,0.06405569419886725,False
两路,workload_hard,-,uniform,3,3,3,0.06129374788070848,0.10187490939303219,0.0773993638102655,0.06424527816806415,False
两路,workload_hard,-,uniform,4,4,3,0.06129374788070848,0.1027382417747235,0.0773993638102655,0.06428198075028073,False
两路,workload_hard,-,large50,6,6,3,0.06129374788070848,0.1184044843091696,0.07038997886357484,0.06441428535447172,False
两路,workload_hard,-,uniform,6,6,3,0.06129374788070848,0.11505472044743115,0.0773993638102655,0.06480558739436157,False
两路,workload_hard,-,large50,8,8,3,0.06129374788070848,0.12912934712114224,0.07038997886357484,0.0648702281263005,False
两路,workload_hard,-,uniform,8,8,3,0.06129374788070848,0.1286014498120319,0.0773993638102655,0.06538149530516629,False
两路,workload_hard,-,large50,12,12,3,0.06129374788070848,0.1556646396370472,0.07038997886357484,0.06599831480051728,False
两路,workload_hard,-,uniform,12,12,3,0.06129374788070848,0.1556646396370472,0.0773993638102655,0.06653202431422468,False
两路,workload_hard,-,large50,16,16,3,0.06129374788070848,0.1556646396370472,0.09266337619887459,0.06769425876005787,False
两路,workload_hard,-,uniform,16,16,3,0.06129374788070848,0.1556646396370472,0.09942725126941998,0.0682092746283735,False
