indices,child_search_syn,child_audit_syn,child_search_conf,child_audit_conf,child_conf_stable,any_parent_score_search,aligned_parent_score_search_caudit,aligned_parent_score_search_csearch,any_parent_score_audit,aligned_parent_score_audit,any_rank_search,aligned_rank_search_caudit,aligned_rank_search_csearch,any_rank_audit,aligned_rank_audit,best_parent_conf_search,best_parent_conf_audit,best_parent_conf_matches_child_audit,best_parent_conf_matches_child_search,best_parent_pos_search,best_parent_pos_audit
"0,1,7,15",0.050852056592702866,0.03836042061448097,0,0,True,0.09481842815876007,0.09481842815876007,0.09481842815876007,0.05080324038863182,0.05080324038863182,504,87,87,3233,615,0,0,True,True,1,3
"0,1,7,19",0.10545790940523148,0.11550533026456833,0,0,True,0.13334588706493378,0.09027791768312454,0.09027791768312454,0.1494983434677124,0.06767527014017105,104,113,113,69,269,4,4,False,False,3,3
"0,1,7,20",0.08890501409769058,0.09587953239679337,0,0,True,0.12032406032085419,0.09193174540996552,0.09193174540996552,0.14800305664539337,0.06515135616064072,164,102,102,76,301,4,4,False,False,3,3
"0,1,8,14",0.03428960219025612,0.050623394548892975,0,0,True,0.08125487715005875,0.08125487715005875,0.08125487715005875,0.08375004678964615,0.06232495233416557,851,164,164,889,357,0,11,True,True,1,1
"0,1,8,42",0.056353043764829636,0.034061022102832794,0,0,True,0.05780576169490814,0.05780576169490814,0.05780576169490814,0.072394959628582,0.072394959628582,2206,525,525,1388,213,0,0,True,True,3,3
"0,1,9,40",0.024400852620601654,0.07415036112070084,4,7,False,0.0705309510231018,0.02187209203839302,0.044006459414958954,0.035733580589294434,0.005976649932563305,1321,1289,897,5410,4479,11,4,False,False,2,0
"0,1,10,15",0.02798156812787056,0.06480228155851364,6,7,False,0.13583742082118988,0.046402644366025925,0.005737061612308025,0.12366481870412827,0.09412267059087753,99,256,3452,189,33,11,11,False,False,2,2
"0,1,10,17",0.10299765318632126,0.11029784381389618,4,7,False,0.08696841448545456,0.046402644366025925,0.03377441316843033,0.09412267059087753,0.09412267059087753,681,256,1535,594,33,8,7,False,False,2,0
"0,1,10,21",0.035962339490652084,0.07957590371370316,7,7,True,0.07293900102376938,0.05262663960456848,0.05262663960456848,0.12758181989192963,0.09412267059087753,1225,150,150,153,33,8,8,False,False,2,2
"0,1,10,24",0.02862733229994774,0.10761017352342606,8,7,False,0.09868525713682175,0.046402644366025925,0.09868525713682175,0.1554155796766281,0.09412267059087753,438,256,15,57,33,8,8,False,True,2,2
"0,1,10,26",0.01674754172563553,0.06472611427307129,4,7,False,0.08262230455875397,0.046402644366025925,0.026380881667137146,0.1258266270160675,0.11865972727537155,820,256,2344,165,13,8,8,False,False,2,2
"0,1,10,27",0.03809162601828575,0.07978910207748413,7,7,True,0.06556110084056854,0.04917989298701286,0.04917989298701286,0.103555828332901,0.09412267059087753,1615,208,208,442,33,8,8,False,False,0,2
"0,1,10,29",0.06696634739637375,0.08429426699876785,7,7,True,0.10655664652585983,0.046402644366025925,0.046402644366025925,0.12488269805908203,0.09412267059087753,296,256,256,179,33,11,11,False,False,2,2
"0,1,10,30",0.05795874819159508,0.07101880013942719,7,7,True,0.10288001596927643,0.046402644366025925,0.046402644366025925,0.11400377750396729,0.09412267059087753,338,256,256,274,33,11,11,False,False,2,2
"0,1,10,39",0.05736953020095825,0.06689393520355225,6,7,False,0.08373929560184479,0.046402644366025925,0.004210743121802807,0.09412267059087753,0.09412267059087753,778,256,4368,594,33,0,7,False,False,3,0
"0,1,10,40",0.0410887785255909,0.07283434271812439,6,6,True,0.100313700735569,0.006381603889167309,0.006381603889167309,0.09412267059087753,-0.0005337873008102179,402,3174,3174,594,9543,0,7,False,False,2,0
"0,1,11,14",0.1001286432147026,0.06907454133033752,0,0,True,0.20130009949207306,0.08902756124734879,0.08902756124734879,0.1766739934682846,0.09085901081562042,21,120,120,28,102,11,11,False,False,3,3
"0,1,11,15",0.059805747121572495,0.05033724382519722,0,0,True,0.09559160470962524,0.09559160470962524,0.09559160470962524,0.08167484402656555,0.08167484402656555,486,83,83,980,152,0,0,True,True,2,2
"0,1,11,39",0.05090739578008652,0.04300002008676529,11,11,True,0.07785696536302567,0.0731038972735405,0.0731038972735405,0.10969585925340652,0.04613290727138519,991,516,516,331,1587,0,7,False,False,2,3
"0,1,11,40",0.05012265592813492,0.043241359293460846,11,11,True,0.0898205116391182,0.0898205116391182,0.0898205116391182,0.07556790113449097,0.06015629693865776,616,263,263,1213,870,11,0,True,True,2,2
"0,1,11,42",0.05821597948670387,0.05317351222038269,0,0,True,0.06610262393951416,0.06610262393951416,0.06610262393951416,0.04613290727138519,0.04606704041361809,1571,331,331,3817,796,0,11,True,True,0,0
"0,1,13,19",0.05574372783303261,0.03210891783237457,0,0,True,0.08520656079053879,0.08520656079053879,0.08520656079053879,0.08880544453859329,0.08880544453859329,728,137,137,710,105,0,0,True,True,3,3
"0,1,13,20",0.052043367177248,0.027087267488241196,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.07667288929224014,0.07667288929224014,940,181,181,1172,179,0,0,True,True,1,3
"0,1,13,30",0.054700762033462524,0.034800924360752106,0,10,False,0.12422315031290054,0.022943435236811638,0.07765556126832962,0.12508216500282288,0.029558824375271797,134,942,196,176,426,11,11,False,False,3,3
"0,1,13,38",0.06336873024702072,0.043403174728155136,11,11,True,0.12518051266670227,0.10039102286100388,0.10039102286100388,0.08041878789663315,0.0706152617931366,130,178,178,1019,551,0,0,False,False,1,3
"0,1,13,40",0.05239161476492882,0.012994779273867607,0,11,False,0.06922606378793716,0.055720895528793335,0.06922606378793716,0.06558357179164886,0.025589002296328545,1384,980,280,1793,3786,0,0,False,True,1,3
"0,1,13,42",0.0645342692732811,0.03482964262366295,0,0,True,0.09832334518432617,0.09832334518432617,0.09832334518432617,0.08693452924489975,0.08693452924489975,445,73,73,767,112,0,0,True,True,3,3
"0,1,14,15",0.062460508197546005,0.06720931828022003,11,11,True,0.09481842815876007,0.07568304240703583,0.07568304240703583,0.08375004678964615,0.08375004678964615,504,469,469,889,322,0,11,False,False,1,0
"0,1,14,17",0.09259209781885147,0.09822048991918564,11,11,True,0.08902204781770706,0.07431624084711075,0.07431624084711075,0.08827415853738785,0.08375004678964615,633,491,491,729,322,4,4,False,False,3,3
"0,1,14,19",0.07223083823919296,0.07462287694215775,0,0,True,0.12047015875577927,0.12047015875577927,0.12047015875577927,0.14404498040676117,0.14404498040676117,162,38,38,87,21,0,0,True,True,2,2
"0,1,14,20",0.07108242809772491,0.07433217763900757,0,0,True,0.11052147299051285,0.11052147299051285,0.11052147299051285,0.138279527425766,0.138279527425766,236,49,49,110,25,0,0,True,True,2,2
"0,1,14,24",0.06521248817443848,0.07691366970539093,0,11,False,0.08125487715005875,0.07431624084711075,0.08125487715005875,0.08375004678964615,0.08375004678964615,851,491,164,889,322,0,11,False,True,0,0
"0,1,14,26",0.06660419702529907,0.06411269307136536,0,0,True,0.08125487715005875,0.08125487715005875,0.08125487715005875,0.08375004678964615,0.06232495233416557,851,164,164,889,357,0,11,True,True,0,0
"0,1,14,30",0.053518254309892654,0.0516660213470459,0,0,True,0.10607066005468369,0.08125487715005875,0.08125487715005875,0.09112752974033356,0.06232495233416557,303,164,164,657,357,11,11,False,False,3,2
"0,1,14,31",0.06748376786708832,0.07361534982919693,11,11,True,0.14995896816253662,0.14995896816253662,0.14995896816253662,0.14480744302272797,0.14480744302272797,64,21,21,83,22,11,11,True,True,2,2
"0,1,14,32",0.06748242676258087,0.07361301779747009,11,11,True,0.14996059238910675,0.14996059238910675,0.14996059238910675,0.14481137692928314,0.14481137692928314,63,20,20,82,21,11,11,True,True,2,2
"0,1,14,33",0.07431305944919586,0.08175916969776154,11,11,True,0.16258838772773743,0.16258838772773743,0.16258838772773743,0.1613653153181076,0.1613653153181076,39,12,12,50,11,11,11,True,True,2,2
"0,1,14,37",0.06688117980957031,0.05715068429708481,11,11,True,0.11937498301267624,0.11937498301267624,0.11937498301267624,0.10392557084560394,0.10392557084560394,170,60,60,435,141,11,11,True,True,2,2
"0,1,14,38",0.06874481588602066,0.060119789093732834,11,11,True,0.12518051266670227,0.09672490507364273,0.09672490507364273,0.08375004678964615,0.08375004678964615,130,202,202,889,322,0,11,False,False,1,0
"0,1,14,39",0.0722898319363594,0.04299262911081314,11,11,True,0.08125487715005875,0.07925372570753098,0.07925372570753098,0.08375004678964615,0.08375004678964615,851,404,404,889,322,0,11,False,False,0,0
"0,1,14,40",0.05919629707932472,0.04814307764172554,0,0,True,0.08125487715005875,0.08125487715005875,0.08125487715005875,0.08375004678964615,0.06232495233416557,851,164,164,889,357,0,11,True,True,0,0
"0,1,15,19",0.08010251820087433,0.0776439905166626,0,0,True,0.09481842815876007,0.09481842815876007,0.09481842815876007,0.08796924352645874,0.06889906525611877,504,87,87,735,255,0,7,True,True,0,3
"0,1,15,20",0.0675179585814476,0.07330643385648727,0,0,True,0.09481842815876007,0.09481842815876007,0.09481842815876007,0.08447850495576859,0.05968582257628441,504,87,87,861,404,0,7,True,True,0,3
"0,1,15,24",0.05289747193455696,0.03336915373802185,0,0,True,0.09481842815876007,0.09481842815876007,0.09481842815876007,0.05344532057642937,0.05344532057642937,504,87,87,2940,542,0,0,True,True,0,3
"0,1,15,39",0.051592472940683365,0.024532156065106392,0,11,False,0.09481842815876007,0.05168691650032997,0.09481842815876007,0.05420637130737305,0.05420637130737305,504,1163,87,2878,1127,0,11,False,True,0,2
"0,1,15,40",0.05978447571396828,0.034842971712350845,0,0,True,0.09481842815876007,0.09481842815876007,0.09481842815876007,0.05280197784304619,0.05280197784304619,504,87,87,3002,561,0,0,True,True,0,2
"0,1,15,42",0.07246069610118866,0.03666862100362778,0,0,True,0.09481842815876007,0.09481842815876007,0.09481842815876007,0.10313841700553894,0.10313841700553894,504,87,87,453,70,0,0,True,True,0,3
"0,1,17,19",0.09545056521892548,0.10047104954719543,0,0,True,0.13387903571128845,0.08370809257030487,0.08370809257030487,0.15132829546928406,0.06767527014017105,102,146,146,65,269,4,4,False,False,3,3
"0,1,17,20",0.08462673425674438,0.08706922084093094,0,0,True,0.12116490304470062,0.07918629050254822,0.07918629050254822,0.15138912200927734,0.05968582257628441,155,181,181,64,404,4,4,False,False,3,3
"0,1,18,27",0.017719175666570663,0.054811347275972366,7,7,True,0.05282725393772125,0.05282725393772125,0.05282725393772125,0.04726786911487579,0.04032409191131592,2695,146,146,3657,411,7,11,True,True,3,2
"0,1,18,40",0.024377761408686638,0.07552637904882431,4,7,False,0.0698479488492012,0.02538248710334301,0.04588441923260689,0.04374650865793228,0.017753373831510544,1352,994,821,4133,1622,11,4,False,False,2,0
"0,1,19,21",0.053278978914022446,0.04459056630730629,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.06906074285507202,0.06767527014017105,782,146,146,1579,269,0,7,True,True,0,3
"0,1,19,24",0.06945323199033737,0.05290837958455086,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.07111787796020508,0.07111787796020508,782,146,146,1449,222,0,0,True,True,0,3
"0,1,19,26",0.07476971298456192,0.07686355710029602,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.072151318192482,0.072151318192482,782,146,146,1393,214,0,0,True,True,0,3
"0,1,19,27",0.05641398951411247,0.04243003949522972,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.06767527014017105,0.06767527014017105,782,146,146,1654,269,0,0,True,True,0,0
"0,1,19,29",0.0645163357257843,0.06304620206356049,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.10141149908304214,0.06767527014017105,782,146,146,477,269,0,7,True,True,0,3
"0,1,19,30",0.07710394263267517,0.07199285924434662,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.10383570939302444,0.0747777447104454,782,146,146,437,190,0,7,True,True,0,3
"0,1,19,31",0.07907407730817795,0.07892404496669769,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.06817822903394699,0.06817822903394699,782,146,146,1627,264,0,0,True,True,0,3
"0,1,19,32",0.0790802612900734,0.07892810553312302,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.06817755848169327,0.06817755848169327,782,146,146,1628,265,0,0,True,True,0,3
"0,1,19,33",0.06613095104694366,0.06746210157871246,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.06767527014017105,0.06767527014017105,782,146,146,1654,269,0,0,True,True,0,0
"0,1,19,34",0.04891529306769371,0.05412975698709488,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.06767527014017105,0.06767527014017105,782,146,146,1654,269,0,0,True,True,0,0
"0,1,19,35",0.04891529306769371,0.05412975698709488,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.06767527014017105,0.06767527014017105,782,146,146,1654,269,0,0,True,True,0,0
"0,1,19,36",0.04891529306769371,0.05412975698709488,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.06767527014017105,0.06767527014017105,782,146,146,1654,269,0,0,True,True,0,0
"0,1,19,38",0.04734126105904579,0.05898528918623924,0,0,True,0.12518051266670227,0.12518051266670227,0.12518051266670227,0.06879980862140656,0.06767527014017105,130,33,33,1595,269,0,11,True,True,1,1
"0,1,19,39",0.0804557278752327,0.029302874580025673,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.11022187024354935,0.06767527014017105,782,146,146,323,269,0,7,True,True,0,3
"0,1,19,40",0.08144304901361465,0.06359350681304932,0,0,True,0.08370809257030487,0.08370809257030487,0.08370809257030487,0.06767527014017105,0.06767527014017105,782,146,146,1654,269,0,0,True,True,0,0
"0,1,20,21",0.05278327688574791,0.047495126724243164,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.07231687009334564,0.05968582257628441,940,181,181,1389,404,0,7,True,True,0,3
"0,1,20,24",0.06541085988283157,0.045768048614263535,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.06469704210758209,0.05968582257628441,940,181,181,1859,404,0,7,True,True,0,3
"0,1,20,26",0.07189716398715973,0.06553343683481216,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.06945096701383591,0.06945096701383591,940,181,181,1544,247,0,0,True,True,0,3
"0,1,20,27",0.05589340254664421,0.04577880725264549,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.07210239768028259,0.05968582257628441,940,181,181,1399,404,0,7,True,True,0,3
"0,1,20,29",0.06697395443916321,0.06475941836833954,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.09015709906816483,0.06217747926712036,940,181,181,677,360,0,7,True,True,0,3
"0,1,20,30",0.07543257623910904,0.07324402034282684,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.09905081242322922,0.06421500444412231,940,181,181,512,314,0,7,True,True,0,3
"0,1,20,31",0.07172833383083344,0.07468615472316742,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.05968582257628441,0.05968582257628441,940,181,181,2294,404,0,0,True,True,0,0
"0,1,20,32",0.07172760367393494,0.074690081179142,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.05968582257628441,0.05968582257628441,940,181,181,2294,404,0,0,True,True,0,0
"0,1,20,33",0.061318498104810715,0.06289001554250717,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.05968582257628441,0.05968582257628441,940,181,181,2294,404,0,0,True,True,0,0
"0,1,20,34",0.04652293026447296,0.05156891420483589,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.05968582257628441,0.05968582257628441,940,181,181,2294,404,0,0,True,True,0,0
"0,1,20,35",0.04652293026447296,0.05156891420483589,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.05968582257628441,0.05968582257628441,940,181,181,2294,404,0,0,True,True,0,0
"0,1,20,36",0.04652293026447296,0.05156891420483589,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.05968582257628441,0.05968582257628441,940,181,181,2294,404,0,0,True,True,0,0
"0,1,20,38",0.034915801137685776,0.052104923874139786,0,0,True,0.12518051266670227,0.12518051266670227,0.12518051266670227,0.06879980862140656,0.067369744181633,130,33,33,1595,271,0,11,True,True,1,1
"0,1,20,39",0.07345488667488098,0.02904294617474079,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.1348290741443634,0.05968582257628441,940,181,181,125,404,0,7,True,True,0,3
"0,1,20,40",0.0683891698718071,0.06069276109337807,0,0,True,0.07918629050254822,0.07918629050254822,0.07918629050254822,0.06712936609983444,0.05968582257628441,940,181,181,1685,404,0,7,True,True,0,3
"0,1,26,40",0.034404654055833817,0.0646255686879158,0,7,False,0.06922606378793716,0.004455667920410633,0.06922606378793716,0.11060723662376404,0.028647424653172493,1384,6066,280,319,758,0,6,False,True,1,3
"0,1,27,39",0.007245354354381561,0.062153782695531845,1,6,False,0.06049642339348793,0.0032439320348203182,0.012793557718396187,0.032058194279670715,0.0030197366140782833,1972,5034,2753,6220,6343,0,11,False,False,1,0
"0,1,27,42",0.050971247255802155,0.030416620895266533,0,8,False,0.0536760576069355,0.0313185378909111,0.0536760576069355,0.05595191940665245,0.031706057488918304,2598,872,638,2676,808,0,0,False,True,1,3
"0,1,28,42",0.05892201140522957,0.02655627764761448,0,0,True,0.06327658146619797,0.06327658146619797,0.06327658146619797,0.05489397794008255,0.05489397794008255,1763,388,388,2794,511,0,0,True,True,3,3
"0,1,29,42",0.06314021348953247,0.03484400734305382,0,0,True,0.07059211283922195,0.07059211283922195,0.07059211283922195,0.05849749222397804,0.05849749222397804,1318,262,262,2399,422,0,0,True,True,0,3
"0,1,30,39",0.05065800994634628,0.01437005028128624,0,11,False,0.07765556126832962,0.05106562376022339,0.07765556126832962,0.0331757552921772,0.026841800659894943,1001,1186,196,5958,3578,0,0,False,True,0,0
"0,1,30,42",0.06536956876516342,0.03436042368412018,0,0,True,0.07765556126832962,0.07765556126832962,0.07765556126832962,0.07492171972990036,0.07492171972990036,1001,196,196,1247,187,0,0,True,True,0,3
"0,1,31,38",0.061503760516643524,0.061981506645679474,0,0,True,0.12518051266670227,0.12518051266670227,0.12518051266670227,0.13635581731796265,0.13635581731796265,130,33,33,119,30,0,0,True,True,1,2
"0,1,32,38",0.061503056436777115,0.061977945268154144,0,0,True,0.12518051266670227,0.12518051266670227,0.12518051266670227,0.1363656222820282,0.1363656222820282,130,33,33,118,29,0,0,True,True,1,2
"0,1,33,38",0.05651836469769478,0.05329674109816551,0,0,True,0.12518051266670227,0.12518051266670227,0.12518051266670227,0.12938934564590454,0.12938934564590454,130,33,33,141,34,0,0,True,True,1,2
"0,1,37,40",0.05026211962103844,0.027099180966615677,11,11,True,0.06922606378793716,0.055720895528793335,0.055720895528793335,0.09229965507984161,0.03671151027083397,1384,980,980,625,2358,0,4,False,False,1,3
"0,1,38,42",0.07750989496707916,0.027274994179606438,0,0,True,0.1685413271188736,0.1685413271188736,0.1685413271188736,0.19994795322418213,0.19994795322418213,35,15,15,19,13,0,0,True,True,3,3
"0,2,3,4",0.051775090396404266,0.04734724760055542,11,11,True,0.11164572089910507,0.11164572089910507,0.11164572089910507,0.11748844385147095,0.11748844385147095,224,83,83,230,64,11,11,True,True,1,3
"0,2,3,5",0.046318747103214264,0.060875531286001205,11,11,True,0.07503921538591385,0.07503921538591385,0.07503921538591385,0.07044269144535065,0.07044269144535065,1109,479,479,1487,557,11,11,True,True,0,0
"0,2,3,6",0.07846016436815262,0.06569857895374298,11,11,True,0.09869489073753357,0.09609109163284302,0.09609109163284302,0.08311551809310913,0.08311551809310913,437,205,205,909,333,2,11,False,False,3,3
"0,2,3,10",0.06421249359846115,0.07109802216291428,9,9,True,0.14259697496891022,0.0970899760723114,0.0970899760723114,0.13642914593219757,0.11527315527200699,83,18,18,117,3,11,0,False,False,2,2
"0,2,3,11",0.08931360393762589,0.0954447090625763,9,9,True,0.09397278726100922,0.087996706366539,0.087996706366539,0.09342332929372787,0.07322252541780472,522,24,24,607,48,0,11,False,False,2,3
"0,2,3,12",0.05041605234146118,0.021270928904414177,0,1,False,0.1954953670501709,0.029220620170235634,0.1531979739665985,0.1703162044286728,0.04262630268931389,23,323,18,37,88,11,11,False,False,3,3
"0,2,3,15",0.05336173623800278,0.047012243419885635,11,11,True,0.07503921538591385,0.07503921538591385,0.07503921538591385,0.08412079513072968,0.08412079513072968,1109,479,479,871,316,11,11,True,True,0,1
"0,2,3,18",0.044673796743154526,0.05723973736166954,11,11,True,0.07503921538591385,0.07503921538591385,0.07503921538591385,0.07082143425941467,0.07044269144535065,1109,479,479,1463,557,11,2,True,True,0,3
"0,2,3,26",0.02732192352414131,0.0513838492333889,8,8,True,0.07503921538591385,0.038240570574998856,0.038240570574998856,0.08826083689928055,0.08826083689928055,1109,550,550,730,56,11,8,False,False,0,1
