qid,indices,seed,selection_group,proxy_child_search_syn,proxy_child_audit_syn,proxy_any_rank_search,proxy_aligned_rank_search,proxy_child_search_conf,proxy_child_audit_conf,dnn_syn4,dnn_child_conf,dnn_child_conf_index,proxy_search_conf_matches_dnn,proxy_audit_conf_matches_dnn,dnn_parent_any,dnn_parent_aligned,dnn_best_parent_conf,dnn_parent_conf_match,dnn_any_parent_gt_005,dnn_aligned_parent_gt_005,dnn_any_parent_gt_010,dnn_aligned_parent_gt_010
s07_11_17_43,"7,11,17,43",mean_r2,cross_conf,0.1182344183325767,0.0960497185587883,140,200,4,4,0.0705338716506958,total_losses,4,True,True,0.14488396048545837,0.14488396048545837,total_losses,True,True,True,True,True
s01_04_07_14,"1,4,7,14",mean_r2,cross_conf,0.1090925484895706,0.1614058762788772,388,111,4,4,0.12330108880996704,total_losses,4,True,True,0.13350129127502441,0.13350129127502441,total_losses,True,True,True,True,True
s01_02_07_12,"1,2,7,12",mean_r2,cross_conf,0.1062272787094116,0.1122872158885002,41,49,4,4,0.11414265632629395,total_losses,4,True,True,0.13834089040756226,0.13834089040756226,total_losses,True,True,True,True,True
s07_12_13_42,"7,12,13,42",mean_r2,cross_conf,0.102674052119255,0.1038419529795646,682,155,2,2,0.10905978083610535,total_gen,2,True,True,0.10958510637283325,0.10836371779441833,metered_load_mw,False,True,True,True,True
s04_07_17_38,"4,7,17,38",mean_r2,cross_conf,0.1013624742627143,0.1044728755950927,29,9,2,2,0.04690292477607727,total_gen,2,True,True,0.18950259685516357,0.12594181299209595,da_as_total_mw_thirty_minutes_reserve,False,True,True,True,True
s00_01_11_14,"0,1,11,14",mean_r2,cross_conf,0.1001286432147026,0.0690745413303375,21,120,0,0,0.10572987794876099,net_actual_interchange_mw,0,True,True,0.1736818253993988,0.12907996773719788,da_as_total_mw_thirty_minutes_reserve,False,True,True,True,True
s07_20_30_38,"7,20,30,38",mean_r2,blind,0.1545516401529312,0.0479141473770141,1418,140,5,4,0.04049062728881836,congestion_price_da,5,True,False,0.09984797239303589,0.09984797239303589,congestion_price_da,True,True,True,False,False
s07_19_30_38,"7,19,30,38",mean_r2,blind,0.1354874074459076,0.0441366620361804,1135,87,5,4,0.037013888359069824,congestion_price_da,5,True,False,0.13381654024124146,0.13381654024124146,congestion_price_da,True,True,True,True,True
s04_24_30_38,"4,24,30,38",mean_r2,blind,0.1040833741426467,0.0301225706934928,1019,10,5,2,0.04966673254966736,da_as_total_mw_synchronized_reserve,10,False,False,0.09691551327705383,0.07085290551185608,total_gen,False,True,True,False,False
s07_11_15_31,"7,11,15,31",mean_r2,blind,0.1024428904056549,0.0961382240056991,1178,262,4,4,0.0583379864692688,total_losses,4,True,True,0.11501610279083252,0.11501610279083252,total_losses,True,True,True,True,True
s05_07_11_31,"5,7,11,31",mean_r2,blind,0.1006056517362594,0.0995836481451988,1824,404,4,4,0.07250097393989563,total_losses,4,True,True,0.10636615753173828,0.10636615753173828,total_losses,True,True,True,True,True
s05_07_11_32,"5,7,11,32",mean_r2,blind,0.1006019189953804,0.099580243229866,1827,405,4,4,0.07273977994918823,total_losses,4,True,True,0.10516339540481567,0.10516339540481567,total_losses,True,True,True,True,True
s11_15_17_31,"11,15,17,31",mean_r2,blind,0.1003311872482299,0.1024537086486816,1178,262,4,4,0.0844266414642334,total_losses,4,True,True,0.11501610279083252,0.11501610279083252,total_losses,True,True,True,True,True
s11_15_17_32,"11,15,17,32",mean_r2,blind,0.1003298610448837,0.1024471446871757,1179,263,4,4,0.09075713157653809,total_losses,4,True,True,0.11195176839828491,0.11195176839828491,total_losses,True,True,True,True,True
