schedule,stages_json,n_stages,final_fraction,final_k,avg_updates_restart,avg_updates_continuation,tune_recall,test_recall,all_recall
K1@60% -> K10@30% -> K50@10%,"[[1, 0.6], [10, 0.3], [50, 0.1]]",3,0.1,50,22.0,18.4,0.6477768222078394,0.7212764868047679,0.6769464164632855
K1@60% -> K10@40% -> K25@10%,"[[1, 0.6], [10, 0.4], [25, 0.1]]",3,0.1,25,17.0,12.399999999999999,0.6689615122042043,0.7188511403170736,0.6887610611897422
K1@60% -> K10@40% -> K50@10%,"[[1, 0.6], [10, 0.4], [50, 0.1]]",3,0.1,50,27.0,22.4,0.6477768222078394,0.7212764868047679,0.6769464164632855
K1@60% -> K10@50% -> K25@10%,"[[1, 0.6], [10, 0.5], [25, 0.1]]",3,0.1,25,19.5,13.899999999999999,0.6689615122042043,0.7188511403170736,0.6887610611897422
K1@60% -> K10@50% -> K50@10%,"[[1, 0.6], [10, 0.5], [50, 0.1]]",3,0.1,50,32.0,26.4,0.6477768222078394,0.7212764868047679,0.6769464164632855
K1@60% -> K25@10%,"[[1, 0.6], [25, 0.1]]",2,0.1,25,16.0,15.399999999999999,0.6705574125136317,0.7188511403170736,0.6897236012688417
K1@60% -> K25@20% -> K50@10%,"[[1, 0.6], [25, 0.2], [50, 0.1]]",3,0.1,50,26.0,20.4,0.6493727225172667,0.7212764868047679,0.6779089565423849
K1@60% -> K25@30% -> K50@10%,"[[1, 0.6], [25, 0.3], [50, 0.1]]",3,0.1,50,31.0,22.9,0.6493727225172667,0.7212764868047679,0.6779089565423849
K1@60% -> K25@40% -> K50@10%,"[[1, 0.6], [25, 0.4], [50, 0.1]]",3,0.1,50,36.0,25.4,0.6493727225172667,0.7212764868047679,0.6779089565423849
K1@60% -> K25@50% -> K50@10%,"[[1, 0.6], [25, 0.5], [50, 0.1]]",3,0.1,50,41.0,27.9,0.6493727225172667,0.7212764868047679,0.6779089565423849
K1@60% -> K5@10%,"[[1, 0.6], [5, 0.1]]",2,0.1,5,4.0,3.4,0.6416122139570348,0.6177478771481161,0.6321412452701849
K1@60% -> K5@20% -> K10@10%,"[[1, 0.6], [5, 0.2], [10, 0.1]]",3,0.1,10,6.0,4.4,0.6723723058099637,0.6447594999474509,0.661413693309063
K1@60% -> K5@20% -> K25@10%,"[[1, 0.6], [5, 0.2], [25, 0.1]]",3,0.1,25,9.0,7.4,0.6382014203512754,0.6620697367960094,0.6476739684244075
K1@60% -> K5@20% -> K50@10%,"[[1, 0.6], [5, 0.2], [50, 0.1]]",3,0.1,50,14.0,12.4,0.6397973206607027,0.6818053201322622,0.656468911024934
K1@60% -> K5@30% -> K10@10%,"[[1, 0.6], [5, 0.3], [10, 0.1]]",3,0.1,10,7.0,4.9,0.673968206119391,0.6620697367960094,0.6692460958304902
K1@60% -> K5@30% -> K25@10%,"[[1, 0.6], [5, 0.3], [25, 0.1]]",3,0.1,25,11.5,9.4,0.6559753167418809,0.7164257938293797,0.6799661185892157
K1@60% -> K5@30% -> K50@10%,"[[1, 0.6], [5, 0.3], [50, 0.1]]",3,0.1,50,19.0,16.9,0.646180921898412,0.7188511403170739,0.6750213363050866
K1@60% -> K5@40% -> K10@10%,"[[1, 0.6], [5, 0.4], [10, 0.1]]",3,0.1,10,8.0,5.4,0.673968206119391,0.6620697367960094,0.6692460958304902
K1@60% -> K5@40% -> K25@10%,"[[1, 0.6], [5, 0.4], [25, 0.1]]",3,0.1,25,14.0,11.4,0.6559753167418809,0.7188511403170736,0.680928658668315
K1@60% -> K5@40% -> K50@10%,"[[1, 0.6], [5, 0.4], [50, 0.1]]",3,0.1,50,24.0,21.4,0.646180921898412,0.7212764868047679,0.6759838763841861
K1@60% -> K5@50% -> K10@10%,"[[1, 0.6], [5, 0.5], [10, 0.1]]",3,0.1,10,9.0,5.9,0.673968206119391,0.6620697367960094,0.6692460958304902
K1@60% -> K5@50% -> K25@10%,"[[1, 0.6], [5, 0.5], [25, 0.1]]",3,0.1,25,16.5,13.4,0.6689615122042043,0.7188511403170736,0.6887610611897422
K1@60% -> K5@50% -> K50@10%,"[[1, 0.6], [5, 0.5], [50, 0.1]]",3,0.1,50,29.0,25.9,0.6477768222078394,0.7212764868047679,0.6769464164632855
K1@60% -> K50@10%,"[[1, 0.6], [50, 0.1]]",2,0.1,50,31.0,30.4,0.6493727225172667,0.7212764868047679,0.6779089565423849
K1@80% -> K10@10%,"[[1, 0.8], [10, 0.1]]",2,0.1,10,9.0,8.2,0.6755641064288184,0.6818053201322622,0.6780410384310168
K1@80% -> K10@20% -> K25@10%,"[[1, 0.8], [10, 0.2], [25, 0.1]]",3,0.1,25,14.0,11.2,0.6575712170513082,0.7361613771656325,0.6887610611897422
K1@80% -> K10@20% -> K50@10%,"[[1, 0.8], [10, 0.2], [50, 0.1]]",3,0.1,50,19.0,16.2,0.6477768222078394,0.7583223069895791,0.6916486814270405
K1@80% -> K10@30% -> K25@10%,"[[1, 0.8], [10, 0.3], [25, 0.1]]",3,0.1,25,16.5,12.7,0.6493727225172667,0.7410120701410206,0.6857413590638121
K1@80% -> K10@30% -> K50@10%,"[[1, 0.8], [10, 0.3], [50, 0.1]]",3,0.1,50,24.0,20.2,0.6509686228266941,0.7458627631164085,0.6886289793011102
K1@80% -> K10@40% -> K25@10%,"[[1, 0.8], [10, 0.4], [25, 0.1]]",3,0.1,25,19.0,14.2,0.6623589179795902,0.7434374166287145,0.6945363016643387
K1@80% -> K10@40% -> K50@10%,"[[1, 0.8], [10, 0.4], [50, 0.1]]",3,0.1,50,29.0,24.2,0.6525645231361213,0.7482881096041025,0.690554059459309
K1@80% -> K10@50% -> K25@10%,"[[1, 0.8], [10, 0.5], [25, 0.1]]",3,0.1,25,21.5,15.7,0.6639548182890176,0.7434374166287145,0.695498841743438
K1@80% -> K10@50% -> K50@10%,"[[1, 0.8], [10, 0.5], [50, 0.1]]",3,0.1,50,34.0,28.2,0.6541604234455487,0.7482881096041025,0.6915165995384085
K1@80% -> K10@60% -> K25@10%,"[[1, 0.8], [10, 0.6], [25, 0.1]]",3,0.1,25,24.0,17.2,0.6639548182890176,0.7434374166287145,0.695498841743438
K1@80% -> K10@60% -> K50@10%,"[[1, 0.8], [10, 0.6], [50, 0.1]]",3,0.1,50,39.0,32.2,0.6541604234455487,0.7482881096041025,0.6915165995384085
K1@80% -> K25@10%,"[[1, 0.8], [25, 0.1]]",2,0.1,25,21.0,20.200000000000003,0.665550718598445,0.7434374166287145,0.6964613818225375
K1@80% -> K25@20% -> K50@10%,"[[1, 0.8], [25, 0.2], [50, 0.1]]",3,0.1,50,31.0,25.200000000000003,0.6557563237549761,0.7482881096041025,0.6924791396175078
K1@80% -> K25@30% -> K50@10%,"[[1, 0.8], [25, 0.3], [50, 0.1]]",3,0.1,50,36.0,27.700000000000003,0.6573522240644034,0.7482881096041025,0.6934416796966073
K1@80% -> K25@40% -> K50@10%,"[[1, 0.8], [25, 0.4], [50, 0.1]]",3,0.1,50,41.0,30.200000000000003,0.6573522240644034,0.7482881096041025,0.6934416796966073
K1@80% -> K25@50% -> K50@10%,"[[1, 0.8], [25, 0.5], [50, 0.1]]",3,0.1,50,46.0,32.7,0.6573522240644034,0.7482881096041025,0.6934416796966073
K1@80% -> K25@60% -> K50@10%,"[[1, 0.8], [25, 0.6], [50, 0.1]]",3,0.1,50,51.0,35.2,0.6573522240644034,0.7482881096041025,0.6934416796966073
K1@80% -> K5@10%,"[[1, 0.8], [5, 0.1]]",2,0.1,5,5.0,4.2,0.6416122139570348,0.6374834604843689,0.6399736477916121
K1@80% -> K5@20% -> K10@10%,"[[1, 0.8], [5, 0.2], [10, 0.1]]",3,0.1,10,7.0,5.2,0.673968206119391,0.6644950832837035,0.6702086359095897
K1@80% -> K5@20% -> K25@10%,"[[1, 0.8], [5, 0.2], [25, 0.1]]",3,0.1,25,10.0,8.2,0.6397973206607027,0.6818053201322622,0.656468911024934
K1@80% -> K5@20% -> K50@10%,"[[1, 0.8], [5, 0.2], [50, 0.1]]",3,0.1,50,15.0,13.2,0.6413932209701301,0.701540903468515,0.6652638536254606
K1@80% -> K5@30% -> K10@10%,"[[1, 0.8], [5, 0.3], [10, 0.1]]",3,0.1,10,8.0,5.7,0.6755641064288184,0.6818053201322622,0.6780410384310168
K1@80% -> K5@30% -> K25@10%,"[[1, 0.8], [5, 0.3], [25, 0.1]]",3,0.1,25,12.5,10.2,0.6607630176701629,0.7361613771656325,0.690686141347941
K1@80% -> K5@30% -> K50@10%,"[[1, 0.8], [5, 0.3], [50, 0.1]]",3,0.1,50,20.0,17.7,0.6509686228266941,0.7385867236533263,0.6857413590638121
K1@80% -> K5@40% -> K10@10%,"[[1, 0.8], [5, 0.4], [10, 0.1]]",3,0.1,10,9.0,6.2,0.6755641064288184,0.6818053201322622,0.6780410384310168
K1@80% -> K5@40% -> K25@10%,"[[1, 0.8], [5, 0.4], [25, 0.1]]",3,0.1,25,15.0,12.2,0.6493727225172667,0.7410120701410206,0.6857413590638121
K1@80% -> K5@40% -> K50@10%,"[[1, 0.8], [5, 0.4], [50, 0.1]]",3,0.1,50,25.0,22.2,0.6509686228266941,0.7458627631164085,0.6886289793011102
K1@80% -> K5@50% -> K10@10%,"[[1, 0.8], [5, 0.5], [10, 0.1]]",3,0.1,10,10.0,6.7,0.6755641064288184,0.6818053201322622,0.6780410384310168
K1@80% -> K5@50% -> K25@10%,"[[1, 0.8], [5, 0.5], [25, 0.1]]",3,0.1,25,17.5,14.2,0.6623589179795902,0.7434374166287145,0.6945363016643387
K1@80% -> K5@50% -> K50@10%,"[[1, 0.8], [5, 0.5], [50, 0.1]]",3,0.1,50,30.0,26.7,0.6525645231361213,0.7482881096041025,0.690554059459309
K1@80% -> K5@60% -> K10@10%,"[[1, 0.8], [5, 0.6], [10, 0.1]]",3,0.1,10,11.0,7.2,0.6755641064288184,0.6818053201322622,0.6780410384310168
K1@80% -> K5@60% -> K25@10%,"[[1, 0.8], [5, 0.6], [25, 0.1]]",3,0.1,25,20.0,16.2,0.6623589179795902,0.7434374166287145,0.6945363016643387
K1@80% -> K5@60% -> K50@10%,"[[1, 0.8], [5, 0.6], [50, 0.1]]",3,0.1,50,35.0,31.2,0.6541604234455487,0.7482881096041025,0.6915165995384085
K1@80% -> K50@10%,"[[1, 0.8], [50, 0.1]]",2,0.1,50,41.0,40.2,0.6573522240644034,0.7482881096041025,0.6934416796966073
K10@10%,"[[10, 0.1]]",1,0.1,10,10.0,10.0,0.678755907047673,0.6818053201322622,0.6799661185892156
K10@20% -> K25@10%,"[[10, 0.2], [25, 0.1]]",2,0.1,25,15.0,13.0,0.665550718598445,0.7188511403170739,0.6867038991429114
K10@20% -> K50@10%,"[[10, 0.2], [50, 0.1]]",2,0.1,50,20.0,18.0,0.6573522240644034,0.7434374166287144,0.6915165995384085
K10@30% -> K25@10%,"[[10, 0.3], [25, 0.1]]",2,0.1,25,17.5,14.5,0.6573522240644034,0.7410120701410206,0.690554059459309
K10@30% -> K25@20% -> K50@10%,"[[10, 0.3], [25, 0.2], [50, 0.1]]",3,0.1,50,27.5,19.5,0.6605440246832581,0.7458627631164085,0.6944042197757067
K10@30% -> K50@10%,"[[10, 0.3], [50, 0.1]]",2,0.1,50,25.0,22.0,0.6605440246832581,0.7482881096041025,0.6953667598548061
K10@40% -> K25@10%,"[[10, 0.4], [25, 0.1]]",2,0.1,25,20.0,16.0,0.6621399249926854,0.7261271797801558,0.687534357333379
K10@40% -> K25@20% -> K50@10%,"[[10, 0.4], [25, 0.2], [50, 0.1]]",3,0.1,50,30.0,21.0,0.6653317256115401,0.7482881096041025,0.6982543800921043
K10@40% -> K25@30% -> K50@10%,"[[10, 0.4], [25, 0.3], [50, 0.1]]",3,0.1,50,35.0,23.5,0.6653317256115401,0.7507134560917966,0.6992169201712037
K10@40% -> K50@10%,"[[10, 0.4], [50, 0.1]]",2,0.1,50,30.0,26.0,0.6669276259209674,0.7531388025794907,0.7011420003294024
K10@50% -> K25@10%,"[[10, 0.5], [25, 0.1]]",2,0.1,25,22.5,17.5,0.6637358253021127,0.7285525262678499,0.6894594374915778
K10@50% -> K25@20% -> K50@10%,"[[10, 0.5], [25, 0.2], [50, 0.1]]",3,0.1,50,32.5,22.5,0.6669276259209674,0.7507134560917966,0.7001794602503031
K10@50% -> K25@30% -> K50@10%,"[[10, 0.5], [25, 0.3], [50, 0.1]]",3,0.1,50,37.5,25.0,0.6669276259209674,0.7531388025794907,0.7011420003294024
K10@50% -> K25@40% -> K50@10%,"[[10, 0.5], [25, 0.4], [50, 0.1]]",3,0.1,50,42.5,27.5,0.6685235262303948,0.7555641490671847,0.7030670804876012
K10@50% -> K50@10%,"[[10, 0.5], [50, 0.1]]",2,0.1,50,35.0,30.0,0.6685235262303948,0.7555641490671847,0.7030670804876012
K10@60% -> K25@10%,"[[10, 0.6], [25, 0.1]]",2,0.1,25,25.0,19.0,0.6653317256115401,0.7285525262678499,0.6904219775706771
K10@60% -> K25@20% -> K50@10%,"[[10, 0.6], [25, 0.2], [50, 0.1]]",3,0.1,50,35.0,24.0,0.6701194265398221,0.7531388025794907,0.7030670804876012
K10@60% -> K25@30% -> K50@10%,"[[10, 0.6], [25, 0.3], [50, 0.1]]",3,0.1,50,40.0,26.5,0.6701194265398221,0.7555641490671847,0.7040296205667007
K10@60% -> K25@40% -> K50@10%,"[[10, 0.6], [25, 0.4], [50, 0.1]]",3,0.1,50,45.0,29.0,0.6717153268492494,0.7579894955548788,0.7059547007248995
K10@60% -> K25@50% -> K50@10%,"[[10, 0.6], [25, 0.5], [50, 0.1]]",3,0.1,50,50.0,31.5,0.6717153268492494,0.7579894955548788,0.7059547007248995
K10@60% -> K50@10%,"[[10, 0.6], [50, 0.1]]",2,0.1,50,40.0,34.0,0.6717153268492494,0.7579894955548788,0.7059547007248995
K10@80% -> K25@10%,"[[10, 0.8], [25, 0.1]]",2,0.1,25,30.0,22.0,0.6685235262303948,0.7285525262678499,0.692347057728876
K10@80% -> K25@20% -> K50@10%,"[[10, 0.8], [25, 0.2], [50, 0.1]]",3,0.1,50,40.0,27.0,0.6717153268492494,0.7507134560917966,0.7030670804876012
K10@80% -> K25@30% -> K50@10%,"[[10, 0.8], [25, 0.3], [50, 0.1]]",3,0.1,50,45.0,29.5,0.6717153268492494,0.7555641490671847,0.7049921606458001
K10@80% -> K25@40% -> K50@10%,"[[10, 0.8], [25, 0.4], [50, 0.1]]",3,0.1,50,50.0,32.0,0.6749071274681041,0.7406792587063203,0.7010099184407707
K10@80% -> K25@50% -> K50@10%,"[[10, 0.8], [25, 0.5], [50, 0.1]]",3,0.1,50,55.0,34.5,0.6765030277775315,0.7406792587063203,0.70197245851987
K10@80% -> K25@60% -> K50@10%,"[[10, 0.8], [25, 0.6], [50, 0.1]]",3,0.1,50,60.0,37.0,0.6765030277775315,0.7406792587063203,0.70197245851987
K10@80% -> K50@10%,"[[10, 0.8], [50, 0.1]]",2,0.1,50,50.0,42.0,0.6765030277775315,0.7406792587063203,0.70197245851987
K25@10%,"[[25, 0.1]]",1,0.1,25,25.0,25.0,0.6701194265398221,0.7285525262678499,0.6933095978079754
K25@20% -> K50@10%,"[[25, 0.2], [50, 0.1]]",2,0.1,50,35.0,30.0,0.6733112271586768,0.7531388025794907,0.7049921606458001
K25@30% -> K50@10%,"[[25, 0.3], [50, 0.1]]",2,0.1,50,40.0,32.5,0.6733112271586768,0.7579894955548789,0.7069172408039989
K25@40% -> K50@10%,"[[25, 0.4], [50, 0.1]]",2,0.1,50,45.0,35.0,0.6765030277775315,0.7628401885302671,0.7107674011203965
K25@50% -> K50@10%,"[[25, 0.5], [50, 0.1]]",2,0.1,50,50.0,37.5,0.6780989280869588,0.7628401885302671,0.711729941199496
K25@60% -> K50@10%,"[[25, 0.6], [50, 0.1]]",2,0.1,50,55.0,40.0,0.6780989280869588,0.7628401885302671,0.711729941199496
K25@80% -> K50@10%,"[[25, 0.8], [50, 0.1]]",2,0.1,50,65.0,45.0,0.6780989280869588,0.7628401885302671,0.711729941199496
K5@10%,"[[5, 0.1]]",1,0.1,5,5.0,5.0,0.6416122139570348,0.6374834604843689,0.6399736477916121
K5@20% -> K10@10%,"[[5, 0.2], [10, 0.1]]",2,0.1,10,7.0,6.0,0.6755641064288184,0.6644950832837035,0.671171175988689
K5@20% -> K25@10%,"[[5, 0.2], [25, 0.1]]",2,0.1,25,10.0,9.0,0.6413932209701301,0.6818053201322622,0.6574314511040334
K5@20% -> K50@10%,"[[5, 0.2], [50, 0.1]]",2,0.1,50,15.0,14.0,0.6429891212795573,0.701540903468515,0.66622639370456
K5@30% -> K10@10%,"[[5, 0.3], [10, 0.1]]",2,0.1,10,8.0,6.5,0.678755907047673,0.6818053201322622,0.6799661185892156
K5@30% -> K10@20% -> K25@10%,"[[5, 0.3], [10, 0.2], [25, 0.1]]",3,0.1,25,13.0,9.5,0.6639548182890176,0.7361613771656325,0.6926112215061399
K5@30% -> K10@20% -> K50@10%,"[[5, 0.3], [10, 0.2], [50, 0.1]]",3,0.1,50,18.0,14.5,0.6541604234455487,0.7385867236533263,0.6876664392220109
K5@30% -> K25@10%,"[[5, 0.3], [25, 0.1]]",2,0.1,25,12.5,11.0,0.6671466189078722,0.7361613771656325,0.6945363016643387
K5@30% -> K25@20% -> K50@10%,"[[5, 0.3], [25, 0.2], [50, 0.1]]",3,0.1,50,22.5,16.0,0.6573522240644034,0.7385867236533263,0.6895915193802097
K5@30% -> K50@10%,"[[5, 0.3], [50, 0.1]]",2,0.1,50,20.0,18.5,0.6573522240644034,0.7385867236533263,0.6895915193802097
K5@40% -> K10@10%,"[[5, 0.4], [10, 0.1]]",2,0.1,10,9.0,7.0,0.678755907047673,0.6818053201322622,0.6799661185892156
K5@40% -> K10@20% -> K25@10%,"[[5, 0.4], [10, 0.2], [25, 0.1]]",3,0.1,25,14.0,10.0,0.6639548182890176,0.7361613771656325,0.6926112215061399
K5@40% -> K10@20% -> K50@10%,"[[5, 0.4], [10, 0.2], [50, 0.1]]",3,0.1,50,19.0,15.0,0.6541604234455487,0.7410120701410204,0.6886289793011102
K5@40% -> K10@30% -> K25@10%,"[[5, 0.4], [10, 0.3], [25, 0.1]]",3,0.1,25,16.5,11.5,0.6541604234455487,0.7410120701410206,0.6886289793011102
K5@40% -> K10@30% -> K50@10%,"[[5, 0.4], [10, 0.3], [50, 0.1]]",3,0.1,50,24.0,19.0,0.6557563237549761,0.7458627631164085,0.6915165995384085
K5@40% -> K25@10%,"[[5, 0.4], [25, 0.1]]",2,0.1,25,15.0,13.0,0.6573522240644034,0.7410120701410206,0.690554059459309
K5@40% -> K25@20% -> K50@10%,"[[5, 0.4], [25, 0.2], [50, 0.1]]",3,0.1,50,25.0,18.0,0.6589481243738308,0.7458627631164085,0.6934416796966073
K5@40% -> K25@30% -> K50@10%,"[[5, 0.4], [25, 0.3], [50, 0.1]]",3,0.1,50,30.0,20.5,0.6589481243738308,0.7458627631164085,0.6934416796966073
K5@40% -> K50@10%,"[[5, 0.4], [50, 0.1]]",2,0.1,50,25.0,23.0,0.6589481243738308,0.7458627631164085,0.6934416796966073
K5@50% -> K10@10%,"[[5, 0.5], [10, 0.1]]",2,0.1,10,10.0,7.5,0.678755907047673,0.6818053201322622,0.6799661185892156
K5@50% -> K10@20% -> K25@10%,"[[5, 0.5], [10, 0.2], [25, 0.1]]",3,0.1,25,15.0,10.5,0.665550718598445,0.7188511403170739,0.6867038991429114
K5@50% -> K10@20% -> K50@10%,"[[5, 0.5], [10, 0.2], [50, 0.1]]",3,0.1,50,20.0,15.5,0.6557563237549761,0.7410120701410204,0.6895915193802097
K5@50% -> K10@30% -> K25@10%,"[[5, 0.5], [10, 0.3], [25, 0.1]]",3,0.1,25,17.5,12.0,0.6573522240644034,0.7410120701410206,0.690554059459309
K5@50% -> K10@30% -> K50@10%,"[[5, 0.5], [10, 0.3], [50, 0.1]]",3,0.1,50,25.0,19.5,0.6589481243738308,0.7458627631164085,0.6934416796966073
K5@50% -> K10@40% -> K25@10%,"[[5, 0.5], [10, 0.4], [25, 0.1]]",3,0.1,25,20.0,13.5,0.6605440246832581,0.7285525262678499,0.687534357333379
K5@50% -> K10@40% -> K50@10%,"[[5, 0.5], [10, 0.4], [50, 0.1]]",3,0.1,50,30.0,23.5,0.6621399249926854,0.7507134560917966,0.6972918400130049
K5@50% -> K25@10%,"[[5, 0.5], [25, 0.1]]",2,0.1,25,17.5,15.0,0.6605440246832581,0.7285525262678499,0.687534357333379
K5@50% -> K25@20% -> K50@10%,"[[5, 0.5], [25, 0.2], [50, 0.1]]",3,0.1,50,27.5,20.0,0.6621399249926854,0.7507134560917966,0.6972918400130049
K5@50% -> K25@30% -> K50@10%,"[[5, 0.5], [25, 0.3], [50, 0.1]]",3,0.1,50,32.5,22.5,0.6621399249926854,0.7507134560917966,0.6972918400130049
K5@50% -> K25@40% -> K50@10%,"[[5, 0.5], [25, 0.4], [50, 0.1]]",3,0.1,50,37.5,25.0,0.6621399249926854,0.7507134560917966,0.6972918400130049
K5@50% -> K50@10%,"[[5, 0.5], [50, 0.1]]",2,0.1,50,30.0,27.5,0.6621399249926854,0.7507134560917966,0.6972918400130049
K5@60% -> K10@10%,"[[5, 0.6], [10, 0.1]]",2,0.1,10,11.0,8.0,0.678755907047673,0.6818053201322622,0.6799661185892156
K5@60% -> K10@20% -> K25@10%,"[[5, 0.6], [10, 0.2], [25, 0.1]]",3,0.1,25,16.0,11.0,0.665550718598445,0.7188511403170739,0.6867038991429114
K5@60% -> K10@20% -> K50@10%,"[[5, 0.6], [10, 0.2], [50, 0.1]]",3,0.1,50,21.0,16.0,0.6557563237549761,0.7434374166287144,0.690554059459309
K5@60% -> K10@30% -> K25@10%,"[[5, 0.6], [10, 0.3], [25, 0.1]]",3,0.1,25,18.5,12.5,0.6573522240644034,0.7410120701410206,0.690554059459309
K5@60% -> K10@30% -> K50@10%,"[[5, 0.6], [10, 0.3], [50, 0.1]]",3,0.1,50,26.0,20.0,0.6589481243738308,0.7482881096041025,0.6944042197757067
K5@60% -> K10@40% -> K25@10%,"[[5, 0.6], [10, 0.4], [25, 0.1]]",3,0.1,25,21.0,14.0,0.6719343198361543,0.7285525262678499,0.6944042197757068
K5@60% -> K10@40% -> K50@10%,"[[5, 0.6], [10, 0.4], [50, 0.1]]",3,0.1,50,31.0,24.0,0.6637358253021127,0.7531388025794907,0.6992169201712037
K5@60% -> K10@50% -> K25@10%,"[[5, 0.6], [10, 0.5], [25, 0.1]]",3,0.1,25,23.5,15.5,0.6605440246832581,0.7285525262678499,0.687534357333379
K5@60% -> K10@50% -> K50@10%,"[[5, 0.6], [10, 0.5], [50, 0.1]]",3,0.1,50,36.0,28.0,0.6637358253021127,0.7531388025794907,0.6992169201712037
K5@60% -> K25@10%,"[[5, 0.6], [25, 0.1]]",2,0.1,25,20.0,17.0,0.6605440246832581,0.7285525262678499,0.687534357333379
K5@60% -> K25@20% -> K50@10%,"[[5, 0.6], [25, 0.2], [50, 0.1]]",3,0.1,50,30.0,22.0,0.6621399249926854,0.7507134560917966,0.6972918400130049
K5@60% -> K25@30% -> K50@10%,"[[5, 0.6], [25, 0.3], [50, 0.1]]",3,0.1,50,35.0,24.5,0.6621399249926854,0.7507134560917966,0.6972918400130049
K5@60% -> K25@40% -> K50@10%,"[[5, 0.6], [25, 0.4], [50, 0.1]]",3,0.1,50,40.0,27.0,0.6637358253021127,0.7531388025794907,0.6992169201712037
K5@60% -> K25@50% -> K50@10%,"[[5, 0.6], [25, 0.5], [50, 0.1]]",3,0.1,50,45.0,29.5,0.6637358253021127,0.7531388025794907,0.6992169201712037
K5@60% -> K50@10%,"[[5, 0.6], [50, 0.1]]",2,0.1,50,35.0,32.0,0.6637358253021127,0.7531388025794907,0.6992169201712037
K5@80% -> K10@10%,"[[5, 0.8], [10, 0.1]]",2,0.1,10,13.0,9.0,0.678755907047673,0.6818053201322622,0.6799661185892156
K5@80% -> K10@20% -> K25@10%,"[[5, 0.8], [10, 0.2], [25, 0.1]]",3,0.1,25,18.0,12.0,0.665550718598445,0.7188511403170739,0.6867038991429114
K5@80% -> K10@20% -> K50@10%,"[[5, 0.8], [10, 0.2], [50, 0.1]]",3,0.1,50,23.0,17.0,0.6573522240644034,0.7434374166287144,0.6915165995384085
K5@80% -> K10@30% -> K25@10%,"[[5, 0.8], [10, 0.3], [25, 0.1]]",3,0.1,25,20.5,13.5,0.6573522240644034,0.7410120701410206,0.690554059459309
K5@80% -> K10@30% -> K50@10%,"[[5, 0.8], [10, 0.3], [50, 0.1]]",3,0.1,50,28.0,21.0,0.6605440246832581,0.7482881096041025,0.6953667598548061
K5@80% -> K10@40% -> K25@10%,"[[5, 0.8], [10, 0.4], [25, 0.1]]",3,0.1,25,23.0,15.0,0.6621399249926854,0.7261271797801558,0.687534357333379
K5@80% -> K10@40% -> K50@10%,"[[5, 0.8], [10, 0.4], [50, 0.1]]",3,0.1,50,33.0,25.0,0.6669276259209674,0.7531388025794907,0.7011420003294024
K5@80% -> K10@50% -> K25@10%,"[[5, 0.8], [10, 0.5], [25, 0.1]]",3,0.1,25,25.5,16.5,0.6637358253021127,0.7285525262678499,0.6894594374915778
K5@80% -> K10@50% -> K50@10%,"[[5, 0.8], [10, 0.5], [50, 0.1]]",3,0.1,50,38.0,29.0,0.6685235262303948,0.7555641490671847,0.7030670804876012
K5@80% -> K10@60% -> K25@10%,"[[5, 0.8], [10, 0.6], [25, 0.1]]",3,0.1,25,28.0,18.0,0.6653317256115401,0.7285525262678499,0.6904219775706771
K5@80% -> K10@60% -> K50@10%,"[[5, 0.8], [10, 0.6], [50, 0.1]]",3,0.1,50,43.0,33.0,0.6717153268492494,0.7579894955548788,0.7059547007248995
K5@80% -> K25@10%,"[[5, 0.8], [25, 0.1]]",2,0.1,25,25.0,21.0,0.6669276259209674,0.7285525262678499,0.6913845176497766
K5@80% -> K25@20% -> K50@10%,"[[5, 0.8], [25, 0.2], [50, 0.1]]",3,0.1,50,35.0,26.0,0.6717153268492494,0.7531388025794907,0.7040296205667007
K5@80% -> K25@30% -> K50@10%,"[[5, 0.8], [25, 0.3], [50, 0.1]]",3,0.1,50,40.0,28.5,0.6717153268492494,0.7579894955548788,0.7059547007248995
K5@80% -> K25@40% -> K50@10%,"[[5, 0.8], [25, 0.4], [50, 0.1]]",3,0.1,50,45.0,31.0,0.6749071274681041,0.7431046051940144,0.70197245851987
K5@80% -> K25@50% -> K50@10%,"[[5, 0.8], [25, 0.5], [50, 0.1]]",3,0.1,50,50.0,33.5,0.6749071274681041,0.7431046051940144,0.70197245851987
K5@80% -> K25@60% -> K50@10%,"[[5, 0.8], [25, 0.6], [50, 0.1]]",3,0.1,50,55.0,36.0,0.6749071274681041,0.7431046051940144,0.70197245851987
K5@80% -> K50@10%,"[[5, 0.8], [50, 0.1]]",2,0.1,50,45.0,41.0,0.6749071274681041,0.7431046051940144,0.70197245851987
K50@10%,"[[50, 0.1]]",1,0.1,50,50.0,50.0,0.6780989280869588,0.7628401885302671,0.711729941199496
K0@20%,"[[0, 0.2]]",1,0.2,0,0.0,0.0,0.7505084715708091,0.7932755921213966,0.7674813320699104
K0@30% -> K1@20%,"[[0, 0.3], [1, 0.2]]",2,0.2,1,0.3,0.3,0.7748849621860288,0.7364941886003326,0.7596489295484832
K0@30% -> K10@20%,"[[0, 0.3], [10, 0.2]]",2,0.2,10,3.0,3.0,0.8024532534201031,0.807827671047561,0.8045861826302155
K0@30% -> K25@20%,"[[0, 0.3], [25, 0.2]]",2,0.2,25,7.5,7.5,0.7942547588860617,0.807827671047561,0.7996414003460867
