epoch,train_loss,test_loss
127,1.6327577865415038e-12,2.702780057053933e-12
128,1.2639910045511347e-12,2.136863819571233e-12
129,9.874638483090588e-13,1.6681430542453413e-12
130,7.688150863481295e-13,1.3086258422376207e-12
131,5.981751219401176e-13,1.0337228035367518e-12
132,4.663811392042986e-13,8.073603092496884e-13
133,3.6294343410855917e-13,6.310278905310995e-13
134,2.8160952999019553e-13,4.900117854880759e-13
135,2.183664871344008e-13,3.7813269225875357e-13
136,1.6845900015797845e-13,2.927167243402945e-13
137,1.296694608706564e-13,2.2546449028517518e-13
138,9.945249858186986e-14,1.7244849482862118e-13
139,7.596953202236534e-14,1.3117546599720337e-13
140,5.771100564052026e-14,1.0014717191381833e-13
141,4.372267414377103e-14,7.543684915015808e-14
142,3.295473184503039e-14,5.665966353323067e-14
143,2.4707691152030774e-14,4.235638397095606e-14
144,1.8437538008573918e-14,3.1530161104633206e-14
145,1.3692493181896665e-14,2.3357087680533732e-14
146,1.0110140625851802e-14,1.7198405988737807e-14
147,7.428158311450101e-15,1.2589435448447615e-14
148,5.426732424379339e-15,9.16692936836494e-15
149,3.94161957908244e-15,6.642813113678014e-15
150,2.8468314807750435e-15,4.78062811979838e-15
151,2.043987946730502e-15,3.4226411818377624e-15
152,1.458727965596179e-15,2.4340010547032514e-15
153,1.0346050865953132e-15,1.7201410626359955e-15
154,7.292285746772462e-16,1.2082573473909484e-15
155,5.107040605989788e-16,8.431732298718993e-16
156,3.553304195377194e-16,5.845524717350064e-16
157,2.4559524105903843e-16,4.0255291110841867e-16
158,1.6859935009853315e-16,2.7531924506840296e-16
159,1.1494737278375418e-16,1.8699713442472694e-16
160,7.78202948215757e-17,1.2609600814762458e-16
161,5.230882497250752e-17,8.442143127734136e-17
162,3.490499426693003e-17,5.610367063019691e-17
163,2.3119745306241945e-17,3.700639300950755e-17
164,1.5198290224147553e-17,2.4226323505387715e-17
165,9.914411991014123e-18,1.5734742108547e-17
166,6.417059377854346e-18,1.0140413746732467e-17
167,4.120465535713579e-18,6.4828291139470354e-18
168,2.6243727283300455e-18,4.109759605915094e-18
169,1.6577469939085713e-18,2.584113267591424e-18
170,1.0383980523421444e-18,1.6110244056337897e-18
171,6.448917679392406e-19,9.957578500422268e-19
172,3.9702595437533597e-19,6.099669128045122e-19
173,2.4227114618291e-19,3.7037660746854785e-19
174,1.4650724313699742e-19,2.2281689197097894e-19
175,8.778577715410321e-20,1.3281977057218024e-19
176,5.2109624778868405e-20,7.8430525646499e-20
177,3.063861367606787e-20,4.586498069226036e-20
178,1.7840410574278974e-20,2.6556651337473426e-20
179,1.0286180463813228e-20,1.522842415766965e-20
180,5.871233464071082e-21,8.640933050501365e-21
181,3.3170118438221862e-21,4.853481436361323e-21
182,1.8545733375256616e-21,2.6973719598952428e-21
183,1.0259153546838522e-21,1.4830605212994196e-21
184,5.614300471023542e-22,8.06607675502941e-22
185,3.038649944892971e-22,4.338707210811701e-22
186,1.6262756320596263e-22,2.3069107524372214e-22
187,8.60478879512497e-23,1.2124638127598252e-22
188,4.5001021726469993e-23,6.298868157016147e-23
189,2.325792204010931e-23,3.2329416317573215e-23
190,1.1875435403133643e-23,1.6392468079342018e-23
191,5.9894615203172114e-24,8.20814347275713e-24
192,2.983187190228413e-24,4.0584333719983615e-24
193,1.4669348034045155e-24,1.9808581320025486e-24
194,7.1202540570433445e-25,9.541421546143998e-25
195,3.4104151843553816e-25,4.535501047342908e-25
196,1.6115437250583947e-25,2.1262266586035084e-25
197,7.511008355022644e-26,9.82818135987702e-26
198,3.451725551220318e-26,4.4795768488790435e-26
199,1.5636989849116023e-26,2.0123901781202276e-26
200,6.981268625991393e-27,8.907464511389854e-27
201,3.0706671489164457e-27,3.883342295203392e-27
202,1.330264288032002e-27,1.6671745156040054e-27
203,5.674427754397575e-28,7.045999294101147e-28
204,2.382487299539636e-28,2.93049355893216e-28
205,9.843303543881207e-29,1.1991215390094086e-28
206,4.0005432746566533e-29,4.82611562526706e-29
207,1.598825046272383e-29,1.909393127475687e-29
208,6.281286608523711e-30,7.424628454482928e-30
209,2.424983741867815e-30,2.8363471217544633e-30
210,9.196442614265666e-31,1.0640686770705545e-30
211,3.4247772646352073e-31,3.919327387039917e-31
212,1.2519233965431586e-31,1.4164212044286868e-31
213,4.4901015061774907e-32,5.021373324339775e-32
214,1.57953522023621e-32,1.7455745808245415e-32
215,5.447568538521641e-33,5.9481185972538724e-33
216,1.841170297079316e-33,1.9854303460189907e-33
217,6.095376679433088e-34,6.4908024620422745e-34
218,1.975792897299767e-34,2.076157892833584e-34
219,6.267483345494596e-35,6.498656233673706e-35
220,1.9447941331925017e-35,1.9889228097598495e-35
221,5.8998327007383136e-36,5.949390785772571e-36
222,1.7489959638826093e-36,1.738615263966815e-36
223,5.063815992210015e-37,4.9597504036451545e-37
224,1.43108096255694e-37,1.380344456024198e-37
225,3.945607126320234e-38,3.7469417728473786e-38
226,1.0606465256126465e-38,9.911755382262477e-39
227,2.7781725923276467e-39,2.5536128162099363e-39
228,7.0862686344856264e-40,6.404116150764776e-40
229,1.758933236305857e-40,1.5621254890753763e-40
230,4.2460196964965255e-41,3.7030713218247616e-41
231,9.960632464826626e-42,8.529703752345162e-42
232,2.2691962142476267e-42,1.907167209946076e-42
233,5.015572461577255e-43,4.13383046975821e-43
234,1.0748668430018212e-43,8.688050478813866e-44
235,2.233029018804521e-44,1.8216880036222622e-44
236,4.492469945837153e-45,2.802596928649634e-45
237,7.825750586107181e-46,0.0
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,0.0,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.0,0.0
256,0.0,0.0
257,0.0,0.0
258,0.0,0.0
259,0.0,0.0
260,0.0,0.0
261,0.0,0.0
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,0.0,0.0
271,0.0,0.0
272,0.0,0.0
273,0.0,0.0
274,0.0,0.0
275,0.0,0.0
276,0.0,0.0
277,0.0,0.0
278,0.0,0.0
279,0.0,0.0
280,0.0,0.0
281,0.0,0.0
282,0.0,0.0
283,0.0,0.0
284,0.0,0.0
285,0.0,0.0
286,0.0,0.0
287,0.0,0.0
288,0.0,0.0
289,0.0,0.0
290,0.0,0.0
291,0.0,0.0
292,0.0,0.0
293,0.0,0.0
294,0.0,0.0
295,0.0,0.0
296,0.0,0.0
297,0.0,0.0
298,0.0,0.0
299,0.0,0.0
300,0.0,0.0
301,0.0,0.0
302,0.0,0.0
303,0.0,0.0
304,0.0,0.0
305,0.0,0.0
306,0.0,0.0
307,0.0,0.0
308,0.0,0.0
309,0.0,0.0
310,0.0,0.0
311,0.0,0.0
312,0.0,0.0
313,0.0,0.0
314,0.0,0.0
315,0.0,0.0
316,0.0,0.0
317,0.0,0.0
