total_gen,total_losses,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_storage_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,forecast_load_mw_day_ahead,metered_load_mw,rmccp,rmpcp,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_mcp_thirty_minutes_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_total_mw_primary_reserve,da_as_total_mw_synchronized_reserve,da_as_total_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_ss_mw_synchronized_reserve,da_as_ss_mw_thirty_minutes_reserve,da_as_ircmwt2_primary_reserve,da_as_ircmwt2_synchronized_reserve,da_as_ircmwt2_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
83557.229,410.5,14002.0,28551.0,608.0,3.0,33871.0,190.0,698.0,0.0,0.0,8130.0,0.162,0.331,0.007,0.0,0.393,0.002,0.008,0.0,0.0,0.094,77826,,77948.352,9.96,0.6,141.46337,552.61817,278.11251,351.3344,6258.6,742.28,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,3210.1,18223.8,325.0,325.0,325.0,0.0,0.0,0.0,467.5,20.78,21.247034,0.382611,0.084423,19.434405,0.008712,0.010693,-5614.669,-4.669000000000096,9624.669,7703.338,7261.831
85552.344,423.9,13988.0,28465.0,1013.0,3.0,33870.0,190.0,692.0,0.0,0.0,8305.0,0.161,0.329,0.011,0.0,0.391,0.002,0.008,0.0,0.0,0.096,81245,81405.0,79972.996,9.92,0.38,258.67172,558.6031,378.31553,258.77731,6314.54,816.0,0.0,0.0,0.0,3677.6,2515.1,3677.6,4062.6,2515.1,18611.1,20.0,20.0,20.0,0.0,0.0,0.0,1547.5,21.64,21.750406,-0.013223,0.123629,19.165868,0.022951,0.01125,-5584.983,63.45100000000002,9894.983,7693.532,6980.451
87214.583,429.4,14088.0,29841.0,996.0,3.0,33869.0,191.0,690.0,37.0,0.0,8178.0,0.16,0.339,0.011,0.0,0.385,0.002,0.007,0.0,0.0,0.093,84493,84469.0,81959.197,6.77,0.0,36.30395,552.04615,416.62698,213.47991,4266.57,0.0,0.0,0.0,0.0,3677.6,2515.1,3677.6,4698.6,2515.1,19259.4,20.0,20.0,20.0,0.0,0.0,0.0,2183.5,25.66,25.69821,0.03289,0.00532,19.600636,0.0043,0.011335,-5259.927,69.93000000000006,9829.927,7161.997,7533.93
88444.043,397.9,14104.0,29902.0,998.0,3.0,33861.0,190.0,691.0,1331.0,0.0,8216.0,0.158,0.334,0.011,0.0,0.379,0.002,0.007,0.014,0.0,0.092,87222,87053.0,82847.662,8.36,2.28,421.94778,562.89,417.84846,222.65912,5358.03,4364.56,0.0,0.0,0.0,3677.6,2515.1,3677.6,4698.6,2515.1,19259.2,20.0,20.0,20.0,0.0,0.0,0.0,2183.5,24.54,24.830084,0.16941,0.120674,19.082212,0.002661,0.011218,-5602.5380000000005,-43.615999999999985,9926.538,7380.154,7044.384
89141.663,382.9,13967.0,28153.0,842.0,3.0,33866.0,188.0,688.0,3501.0,0.0,8699.0,0.155,0.313,0.009,0.0,0.376,0.002,0.007,0.038,0.0,0.096,88630,88491.0,83684.844,0.31,0.0,8.96611,387.01011,367.78692,68.92885,135.82,0.0,0.0,0.0,0.0,3677.6,2515.1,3677.6,4113.6,2515.1,18570.9,20.0,20.0,20.0,0.0,0.0,0.0,1598.5,23.17,23.288735,-0.01021,0.128945,18.314996,0.0116,0.010063,-5463.112,71.92399999999998,10449.112,7177.188,6649.924
91029.609,398.6,14081.0,28745.0,834.0,3.0,33866.0,187.0,686.0,4061.0,0.0,9139.0,0.153,0.313,0.009,0.0,0.369,0.002,0.007,0.044,0.0,0.099,88316,88865.0,85316.729,3.03,0.0,146.6182,387.01134,357.23988,79.6722,1322.45,0.0,0.0,0.0,0.0,3677.6,2515.1,3677.6,4698.6,2515.1,19152.6,20.0,20.0,20.0,0.0,0.0,0.0,2183.5,23.21,23.419998,0.04119,0.168808,18.859028,0.031502,0.010026,-5719.041,56.031999999999925,10097.041,7307.009,6068.032
93536.945,404.7,14300.0,30542.0,888.0,3.0,33859.0,186.0,680.0,4058.0,0.0,9431.0,0.152,0.325,0.009,0.0,0.36,0.002,0.007,0.043,0.0,0.1,88559,89052.0,86873.435,6.49,1.01,38.80659,396.39939,355.48094,90.98633,2906.4,1328.95,0.0,0.0,0.0,3677.6,2515.1,3677.6,4821.2,2637.7,19263.3,20.0,20.0,20.0,0.0,0.0,0.0,2183.5,23.26,23.377183,-0.047559,0.164742,21.96065,0.026646,0.012337,-6669.591,-92.48299999999996,10355.591,8130.074,5790.517
94716.822,424.8,14815.0,31642.0,877.0,3.0,33864.0,185.0,667.0,4107.0,0.0,9310.0,0.155,0.331,0.009,0.0,0.354,0.001,0.007,0.043,0.0,0.097,86853,89105.0,88094.745,0.93,0.87,2.14401,389.12362,346.70232,90.71969,405.92,1155.79,0.0,0.0,0.0,3677.6,2515.1,3677.6,4698.6,2515.1,19209.0,20.0,20.0,20.0,0.0,0.0,0.0,2183.5,22.88,22.92616,-0.08657,0.13273,22.139722,0.015593,0.011629,-6628.253,-51.080999999999904,10030.253,7923.334,5604.081
94158.691,433.8,14869.0,30681.0,1051.0,3.0,33859.0,183.0,679.0,4245.0,0.0,9488.0,0.156,0.322,0.011,0.0,0.356,0.001,0.007,0.044,0.0,0.099,87648,89076.0,88680.001,0.0,0.0,56.85829,399.42037,44.14283,122.29192,0.0,0.0,0.0,0.0,0.0,3677.6,2515.1,3677.6,4113.6,2515.1,18624.3,20.0,20.0,20.0,0.0,0.0,0.0,1598.5,22.61,22.649394,-0.089281,0.128674,20.638647,0.004745,0.012235,-5486.686,106.02600000000008,9560.686,6958.66,5409.974
94218.849,439.7,14702.0,30356.0,1155.0,3.0,33867.0,182.0,690.0,4171.0,0.0,9670.0,0.155,0.32,0.012,0.0,0.357,0.001,0.007,0.044,0.0,0.102,88861,89405.0,89401.027,3.33,0.0,0.40545,383.5379,222.24261,191.10762,1460.88,0.0,0.0,0.0,0.0,3677.6,2515.1,3677.6,4113.6,2515.1,18621.7,20.0,20.0,20.0,0.0,0.0,0.0,1598.5,22.75,22.886795,-0.060371,0.197166,20.765456,9.3e-05,0.011197,-4823.523,15.877999999999927,9799.523,6963.645,6320.122
94786.093,460.0,14565.0,31211.0,1502.0,83.0,33879.0,181.0,687.0,3153.0,0.0,9595.0,0.153,0.329,0.015,0.0,0.357,0.001,0.007,0.033,0.0,0.101,91144,90918.0,90537.26,12.01,0.0,37.27367,391.38662,238.64817,192.52977,5197.55,0.0,0.0,0.0,0.0,3677.6,2515.1,3677.6,4698.6,2515.1,19210.4,20.0,20.0,20.0,0.0,0.0,0.0,2183.5,23.47,23.62317,-0.073545,0.226715,21.19209,0.000254,0.011835,-4255.939,-32.638000000000034,10337.939,6398.577,7150.638
97991.058,529.8,14684.0,35586.0,2368.0,177.0,33876.0,181.0,684.0,821.0,0.0,9205.0,0.15,0.364,0.024,0.001,0.347,0.001,0.007,0.008,0.0,0.094,96125,94298.0,93918.301,10.74,0.0,2292.8253,534.71681,328.2948,275.66014,6493.38,0.0,0.0,0.0,0.0,3677.6,2515.1,3677.6,4698.6,2515.1,19230.9,40.0,40.0,40.0,0.0,0.0,0.0,2183.5,26.56,26.84853,-0.024256,0.312786,25.559794,0.004984,0.01481,-4079.415,105.87900000000002,11131.415,5963.536,8980.121
102815.149,567.3,15852.0,39236.0,4168.0,370.0,33880.0,180.0,690.0,7.0,5.0,8245.0,0.154,0.382,0.04,0.003,0.33,0.001,0.006,0.0,0.0,0.08,101529,99623.0,98612.85,7.35,0.0,1442.23707,599.35583,343.9836,274.45499,4572.32,0.0,0.0,0.0,0.0,3677.6,2515.1,3677.6,3804.6,2721.9,18353.6,40.0,40.0,40.0,0.0,0.0,0.0,1082.7,32.58,33.122886,0.078849,0.464037,32.021081,0.00875,0.019831,-4204.139,193.50599999999997,12690.139,5658.633,10288.494
103960.782,562.0,16755.0,40680.0,3746.0,368.0,33885.0,179.0,685.0,5.0,9.0,7998.0,0.16,0.39,0.035,0.003,0.324,0.001,0.006,0.0,0.0,0.076,101003,102513.0,99387.536,11.77,0.6,342.88767,550.61635,454.65111,169.32696,7345.44,1064.38,0.0,2.62,0.0,3677.6,2515.1,3677.6,4677.8,2515.1,19257.7,46.0,46.0,46.0,0.0,0.0,0.0,2162.7,32.48,32.820288,-0.032704,0.372992,31.428947,0.003447,0.018833,-4581.207,35.90999999999997,14871.207,6343.297,11528.09
103690.778,565.2,17016.0,40869.0,3355.0,375.0,33888.0,178.0,683.0,5.0,10.0,7735.0,0.163,0.392,0.032,0.003,0.325,0.001,0.006,0.0,0.0,0.074,100151,101810.0,98776.576,19.38,0.0,1676.94838,534.46987,380.27476,225.63653,11753.57,0.0,0.0,2.58,0.0,3677.6,2515.1,3677.6,4677.8,2515.1,19275.2,50.0,50.0,50.0,0.0,0.0,0.0,2162.7,32.22,32.50193,-0.035228,0.317158,31.888225,0.002119,0.01944,-4921.715,-37.39499999999998,15311.715,6667.11,12485.395
102129.925,590.0,17723.0,40157.0,2200.0,377.0,33892.0,179.0,684.0,5.0,9.0,7484.0,0.172,0.391,0.021,0.003,0.33,0.001,0.006,0.0,0.0,0.072,98985,100773.0,97509.876,17.7,2.53,3811.70162,527.97895,340.54005,258.26207,10601.62,4054.38,0.0,2.75,0.0,3677.6,2515.1,3677.6,4698.6,2515.1,19302.5,50.0,50.0,50.0,0.0,0.0,0.0,2183.5,32.08,32.396691,-0.055946,0.372637,33.713041,0.000361,0.018514,-4635.12,-3.0539999999999736,15347.12,6242.174,12537.054
100293.02,568.9,17628.0,39543.0,1622.0,378.0,33901.0,180.0,684.0,0.0,1.0,7018.0,0.174,0.391,0.016,0.003,0.335,0.001,0.006,0.0,0.0,0.069,96961,98381.0,95731.999,21.81,1.56,535.74848,556.20118,339.88873,292.12552,13761.53,3596.98,0.0,0.92,0.0,3677.6,2515.1,3677.6,4698.6,2515.1,19303.6,20.0,20.0,20.0,0.0,0.0,0.0,2183.5,30.04,30.195755,-0.093409,0.249163,29.004641,0.000217,0.016924,-4575.4490000000005,24.688999999999965,14587.449,6182.76,12649.311
97687.426,532.1,17294.0,38434.0,1095.0,213.0,33907.0,181.0,671.0,0.0,0.0,6643.0,0.175,0.39,0.011,0.002,0.344,0.001,0.006,0.0,0.0,0.067,94018,95123.0,92605.786,22.79,0.63,974.38958,630.15025,264.94395,340.16488,13834.71,1302.45,0.0,0.52,0.0,3677.6,2515.1,3677.6,4647.6,2515.1,19266.7,20.0,20.0,20.0,0.0,0.0,0.0,2132.5,29.6,29.703362,-0.067327,0.170689,26.238362,0.0,0.014196,-5095.7119999999995,-10.268000000000027,14025.712,6235.98,12078.768
94466.23,516.9,16572.0,37218.0,973.0,32.0,33918.0,182.0,662.0,0.0,0.0,6073.0,0.173,0.389,0.01,0.0,0.354,0.001,0.006,0.0,0.0,0.063,90575,91248.0,89669.83,15.82,1.6,302.04425,554.00259,342.56474,270.49565,9685.21,3517.98,0.0,0.0,0.0,3677.6,2515.1,3677.6,4681.3,2548.8,19313.8,20.0,20.0,20.0,0.0,0.0,0.0,2132.5,27.7,27.731615,-0.064514,0.096129,23.516486,0.0,0.013986,-4816.626,-24.174999999999955,13468.626,6046.801,10505.675
92771.089,480.5,15942.0,37977.0,687.0,3.0,33907.0,184.0,667.0,0.0,0.0,5330.0,0.168,0.401,0.007,0.0,0.358,0.002,0.007,0.0,0.0,0.056,88518,,87488.656,11.31,0.79,284.94646,372.62772,244.37138,180.729,4781.32,698.02,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,3210.1,18278.8,301.0,301.0,301.0,0.0,0.0,0.0,467.5,25.11,25.31706,0.209607,-0.002547,27.860451,0.000429,0.016689,-5310.93,33.638000000000034,12942.93,6803.2919999999995,10773.638
91372.941,485.3,16148.0,37868.0,625.0,3.0,33908.0,188.0,665.0,0.0,0.0,4782.0,0.171,0.402,0.006,0.0,0.36,0.002,0.007,0.0,0.0,0.05,87227,,86333.078,5.41,1.43,56.6805,373.36954,244.37312,181.75802,2300.32,1275.61,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,3210.1,18294.4,301.0,301.0,301.0,0.0,0.0,0.0,467.5,23.79,23.999458,0.188392,0.021066,25.351428,0.0,0.018095,-5068.5199999999995,38.569999999999936,12292.52,6960.95,10496.43
91019.24,508.9,16285.0,38144.0,606.0,3.0,33908.0,190.0,668.0,0.0,0.0,4795.0,0.172,0.403,0.006,0.0,0.358,0.002,0.007,0.0,0.0,0.05,86439,,85880.984,7.16,1.04,210.82453,350.09468,245.48316,154.88959,2894.75,845.48,0.0,0.0,0.0,3677.6,2515.1,3677.6,3932.3,3464.8,18555.3,301.0,301.0,301.0,0.0,0.0,0.0,467.5,23.58,23.756262,0.153521,0.022741,25.824781,0.0,0.017281,-5167.141,86.22199999999998,12585.141,6480.919,10711.778
91425.279,503.0,16549.0,38226.0,617.0,3.0,33909.0,192.0,664.0,0.0,0.0,4815.0,0.174,0.402,0.006,0.0,0.357,0.002,0.007,0.0,0.0,0.05,87195,,86278.584,7.92,0.63,108.47843,372.72125,250.48157,176.2918,3386.04,639.07,0.0,0.0,0.0,3677.6,2515.1,3677.6,4067.4,3599.9,18696.0,301.0,301.0,301.0,0.0,0.0,0.0,467.5,23.67,23.84495,0.145126,0.029824,26.370595,0.000535,0.016727,-5177.972,27.43599999999992,12541.972,6496.536,10380.564
93248.302,485.4,16732.0,37889.0,653.0,12.0,33908.0,194.0,668.0,0.0,0.0,4487.0,0.177,0.4,0.006,0.0,0.358,0.002,0.007,0.0,0.0,0.047,89780,,88022.761,19.31,2.63,130.88108,545.14222,265.53842,350.03277,11909.99,3591.21,0.0,0.0,0.0,3677.6,2515.1,3677.6,4647.6,2515.1,19276.2,301.0,301.0,301.0,0.0,0.0,0.0,2132.5,25.05,25.348112,0.305452,-0.00734,26.000291,0.000486,0.015639,-5254.816000000001,31.210000000000036,12688.816,6748.106,10097.29
97187.45,527.1,17350.0,39659.0,775.0,186.0,33916.0,194.0,664.0,0.0,0.0,4401.0,0.178,0.408,0.008,0.001,0.349,0.002,0.006,0.0,0.0,0.045,94251,,92518.389,24.14,1.52,370.04334,516.77418,274.64275,317.16516,14375.3,3198.8,0.0,0.0,0.0,3677.6,2515.1,3677.6,4647.6,2515.1,19276.2,297.0,297.0,297.0,0.0,0.0,0.0,2132.5,28.33,29.241535,0.860513,0.051022,30.124635,0.00042,0.019216,-4699.54,-8.018000000000029,14363.54,6685.558,11420.018
102439.505,585.9,18416.0,41495.0,2681.0,179.0,33914.0,194.0,664.0,0.0,7.0,4500.0,0.18,0.406,0.026,0.001,0.332,0.001,0.006,0.0,0.0,0.044,99169,101456.0,99122.844,32.8,3.03,3572.13775,593.06735,272.98515,320.32429,19482.23,3497.55,1.52,1.52,0.0,3677.6,2515.1,3677.6,3677.6,2625.1,18269.9,54.0,54.0,54.0,0.0,0.0,0.0,1052.5,37.16,38.422204,1.138071,0.124133,30.883552,0.0,0.018552,-3344.9950000000003,-1.7039999999999509,15490.995,6540.6990000000005,11331.704
107185.713,609.2,19784.0,42862.0,4666.0,192.0,33912.0,203.0,665.0,48.0,10.0,4621.0,0.184,0.4,0.043,0.001,0.317,0.001,0.006,0.0,0.0,0.043,103896,106318.0,104091.905,51.16,0.66,1905.70571,626.3572,320.64495,278.96988,30485.42,868.11,10.1,10.1,0.0,3677.6,2515.1,3677.6,3677.6,3191.2,18054.6,98.0,98.0,98.0,0.0,0.0,0.0,486.4,45.92,47.71323,1.490478,0.302752,58.342316,0.005049,0.034767,-3121.4959999999996,47.68700000000001,15013.496,7262.309,11179.187
108553.675,566.1,21260.0,43116.0,3779.0,189.0,33914.0,210.0,671.0,1499.0,1.0,4391.0,0.195,0.395,0.034,0.001,0.311,0.002,0.006,0.013,0.0,0.04,104504,106579.0,104925.909,31.09,0.46,3449.0277,639.44779,332.03108,291.37215,18954.39,796.94,1.61,1.61,0.0,3677.6,2515.1,3677.6,3677.6,2585.4,18135.1,58.0,58.0,58.0,0.0,0.0,0.0,1092.2,37.46,38.488014,0.844924,0.183091,39.955831,0.003053,0.020278,-3657.417,84.95500000000004,14041.417,7190.4619999999995,11769.955
107590.996,514.5,20955.0,42200.0,1695.0,189.0,33906.0,192.0,663.0,4314.0,0.0,3984.0,0.193,0.39,0.015,0.001,0.313,0.001,0.006,0.039,0.0,0.036,102879,104627.0,103323.934,12.79,1.01,84.21994,366.94857,326.47594,94.39193,5393.61,922.76,0.0,5.95,0.0,3677.6,2515.1,3677.6,4682.8,2515.1,19159.7,48.0,48.0,48.0,0.0,0.0,0.0,2167.7,34.22,34.838185,0.468328,0.149857,33.948341,0.010374,0.0188,-4291.876,-96.54199999999992,13003.876,7211.918,9957.458
106470.425,508.0,20873.0,41845.0,1099.0,185.0,33905.0,192.0,662.0,5257.0,0.0,3570.0,0.194,0.388,0.01,0.001,0.315,0.001,0.006,0.048,0.0,0.033,101734,102649.0,102148.891,8.94,0.92,331.0835,379.74748,334.80043,100.01085,3856.59,789.5,0.0,3.86,0.0,3677.6,2515.1,3677.6,4687.3,2515.1,19216.2,48.0,48.0,48.0,0.0,0.0,0.0,2172.2,33.25,33.497296,0.142463,0.104832,34.376069,0.012845,0.020725,-4352.253000000001,32.710000000000036,12430.253,7044.043,9464.21
105519.505,504.1,20123.0,41359.0,947.0,83.0,33897.0,191.0,657.0,5787.0,0.0,3666.0,0.188,0.387,0.008,0.0,0.317,0.001,0.006,0.054,0.0,0.034,99907,100814.0,101204.67,16.08,3.32,293.19303,379.88945,311.14789,122.11895,6985.05,2930.61,0.0,2.8,0.0,3677.6,2515.1,3677.6,4687.3,2515.1,19146.1,52.0,52.0,52.0,0.0,0.0,0.0,2172.2,32.12,32.319919,0.078821,0.121098,30.651226,0.002557,0.017003,-4348.935,-33.264999999999986,11550.935,6878.200000000001,8882.735
105322.586,499.7,19922.0,41278.0,1009.0,3.0,33891.0,194.0,661.0,5972.0,0.0,3528.0,0.187,0.387,0.009,0.0,0.318,0.001,0.006,0.056,0.0,0.033,99712,99032.0,100851.021,18.58,2.55,1151.15097,384.19832,268.98057,169.07163,8157.17,2749.6,0.0,0.0,0.0,3677.6,2515.1,3677.6,4687.3,2515.1,19211.9,52.0,52.0,52.0,0.0,0.0,0.0,2172.2,29.61,29.786181,0.057039,0.119143,33.339827,0.011533,0.019961,-4500.9400000000005,-132.53700000000003,10986.94,6399.477,7867.963
104472.781,520.5,20315.0,41145.0,925.0,3.0,33891.0,190.0,666.0,5934.0,0.0,3411.0,0.19,0.386,0.008,0.0,0.318,0.001,0.006,0.055,0.0,0.032,98683,98295.0,100495.184,26.4,2.68,421.23829,393.61534,273.80006,173.77836,11850.74,3455.41,0.0,0.0,0.0,3677.6,2515.1,3677.6,3677.6,2585.4,18182.7,52.0,52.0,52.0,0.0,0.0,0.0,1092.2,29.36,29.491656,0.021903,0.109752,37.305949,0.043777,0.023005,-4008.555,-34.47500000000002,10396.555,6963.03,7172.525
